fr,en,tr,de,es,pt,title,speaker,duration,tags
"
","
","
","
","
","
",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
											Je ne parle pas l'anglais.
											J'ai commencé à parler, à apprendre l'anglais il y a un an environ.
											Je parle le français et j'ai grandi avec le français, et mon anglais est donc du 'franglais'.
											Je suis né à l'ouest du Congo dans un lieu près d'ici,
											et puis je suis allé à l'université à Kisangani.
											Et après avoir terminé je suis allé à cette région, la forêt d'Ituri.
											Mais ce que je faisais -
											quand j'avais à peu près 14 ans, je grandissais dans la maison de mon oncle.
											Mon père était militaire,
											et mon oncle était marin-pêcheur et aussi braconnier.
											Ce que je faisais entre 14 et 17 ans ,
											je les aidais à ramasser les défenses en ivoire, la viande,
											tout ce qu'ils avaient tué, braconné, chassé dans la forêt,
											à ramener tout à la grande ville pour avoir accès au marché.
									","
											I don't speak English.
											I start speaking English, learning English, about a year ago.
											I speak French and I grew up with French, so my English is Franglais.
											I'm born in the Western Congo, in an area around here,
											and then went to university in Kisangani.
											And after I finished, I went to this area, the Ituri Forest.
											But what I've been doing —
											when I was about 14, I grew in my uncle's house.
											And my father was a soldier,
											and my uncle was a fisherman and also a poacher.
											What I've been doing from 14 to 17 was,
											I was assisting them collecting ivory tusk, meat
											and whatever they were killing, poaching, hunting in the forest,
											bring it in the main city to get access to the market.
									","
											İngilizce konuşamam.
											İngilizceyi konuşmaya, öğrenmeye yaklaşık bir yıl önce başladım.
											Fransızca konuşurum ve Fransızcayla büyüdüm,Yani İngilizcem Fransız İngilizcesi.
											Batı Kongo da şurada bir bölgede doğdum.
											Ve sonra üniversiteye Kisanganide gittim.
											Ve üniversiteyi bitirdikten sonra İturi ormanına gittim.
											Ama ben ne yapıyordum
											14 yaşıma kadar, amcamın evinde kaldım.
											Ve babam bir askerdi.
											Amcam bir balıkçıydı ve aynı zamanda kaçak bir avcıydı.
											14 yaşından 17 yaşıma kadar onlara
											fildişi,et ve her ne öldürdülerse toplamalarına
											ormanda avlanmalarına yardımcı oluyor,
											Ve bunları büyük şehirlere getirip pazara çıkarmalarını sağlıyordum
									","
											Ich spreche kein Englisch.
											Englisch lerne ich erst seit circa einem Jahr.
											Ich bin mit Französisch aufgewachsen, also klingt mein Englisch auch so.
											Ich wurde im Westkongo geboren, in einem Gebiet hier in der Nähe,
											und dann ging ich in Kisangani an die Universität.
											Nach dem Abschluss ging ich hierhin, in den Ituri-Wald.
											Bis dahin hatte ich schon vieles getan –
											Als ich etwa 14 war, lebte ich im Haus meines Onkels.
											Mein Vater war Soldat,
											und mein Onkel Fischer und auch ein Wilderer.
											Zwischen meinem 14. und 17. Lebensjahr
											half ich ihnen beim Einsammeln von Stoßzähnen, Fleisch
											und was sie sonst noch im Wald töteten, wilderten oder jagten,
											und wir brachten es in die Hauptstadt auf den Markt.
									","
											No hablo inglés.
											Empecé a hablar inglés hace un año más o menos.
											Hablo francés y crecí con francés, así que mi inglés es ""franglés"".
											Nací en el Congo occidental en esta zona de por aquí,
											y fui a la universidad en Kisangani.
											Cuando terminé fui a esta zona, el Bosque de Ituri.
											Pero lo que he estado haciendo...
											cuando tenía unos 14 años, crecí en casa de mi tío.
											Y mi padre era soldado,
											y mi tío pescador y también furtivo.
											Lo que hice de los 14 a los 17 fue,
											les ayudaba a recoger colmillos de marfil, carne
											y cualquier cosa que mataran, cazaran de manera furtiva o no en el bosque,
											llevarlo a la ciudad para tener acceso al mercado.
									","
											Eu não falo inglês.
											Comecei a falar inglês,
a aprender inglês, há um ano.
											Falo francês e cresci com franceses,
por isso o meu inglês é ""franglês"".
											Nasci no Congo Ocidental
numa área aqui à volta
											e depois fui para a universidade
em Kisangani.
											Depois de terminar, fui para esta área,
a Floresta Ituri.
											O que é que tenho estado a fazer?
											Quando tinha uns 14 anos,
vivia com um tio meu.
											O meu pai era soldado
											e o meu tio era pescador
e também caçador furtivo.
											Dos 14 aos 17 anos,
											ajudei-o a apanhar presas de marfim,
											carne e tudo o que se matava,
furtivamente, caçando na floresta,
											era levado para a grande cidade
para colocar no mercado.
									",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
","
","
","
","
","
",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
											Mais, finalement je me suis fait prendre dans les rouages.
											Entre 17 et 20 ans environ, je suis devenu braconnier moi-même.
											J'ai voulu le faire parce-que je tenais à continuer mes études.
											Je voulais aller à l'université, mais mon père était pauvre, et même mon oncle.
											Donc je l'ai fait.
											Et pendant trois ou quatre ans j'ai pu aller à l'université.
											Trois fois j'ai essayé de m'inscrire aux sciences biomédicales, pour devenir médecin.
											Je n'ai pas réussi.
											J'avais mon enrôlement, mon admission, en biologie,
											et j'ai dit; « Pas question; je ne le fais pas ».
											Ma famille est pauvre, ma région n'a pas un bon service de santé.
											Je veux être médecin pour les aider.
											Trois fois, cela veut dire trois ans, et je commençais à vieillir.
											J'ai dit « Ah non, je persiste « .
											J'ai donc fait de l'écologie tropicale et de la botanique.
											Mes études terminés, je suis allé à la forêt d'Ituri pour mon internat.
											Là, je me suis vraiment passionné pour ce que je fais depuis,
											jusqu'à ce jour, où je me trouve devant vous,
											travaillant sur la botanique et la conservation de la faune.
									","
											But finally, I got myself involved.
											Around 17 to 20 years, I became, myself, a poacher.
											And I wanted to do it, because — I believed — to continue my studies.
											I wanted to go to university, but my father was poor, my uncle even.
											So, I did it.
											And for three to four years, I went to university.
											For three times, I applied to biomedical science, to be a doctor.
											I didn't succeed.
											I was having my inscriptions, my admission to biology.
											And I said, ""No way, I'm not doing it.
											My family's poor, my area don't have better health care.
											I want to be a doctor to serve them.""
											Three times, that means three years, and I start getting old.
											I say, ""Oh, no, I continue.""
											So, I did tropical ecology and plant botany.
											When I finished, I went to the Ituri Forest for my internship.
											It's where I really getting passion with what I'm doing
											right up to now — I'm standing in front of you —
											doing botany and wildlife conservation.
									","
											Ama sonunda kendi başıma dert sardım
											Ve 17 yaşından 20 li yaşlarıma kadar ben kendim yasadışı bir avcı oldum.
											Ve bunu yapmak istemiştim çünkü eğitimime devam edeceğime inanıyordum.
											Üniversiteye gitmek istedim ama babam fakirdi, aynı şekilde amcamda
											Bende kendi çabamla gittim.
											Ve 3-4 yıl üniversiteye gittim.
											3 defa bir doktor olmak için biomedikal bilimlere başvuru yaptım.
											Başaramadım.
											Biyolojiye kayıt için tüm belgelerim elimdeydi.
											Ve dedimki: Asla. bunu yapmıyorum
											Ailem fakir ve yaşadığım yer daha iyi sağlık hizmetlerine sahip değil,
											Ben bir doktor olup onlara hizmet etmek istiyorum.
											Üç defa ki bu üç yıl demektir ve ben yaşlanmaya başladım
											Dedim ki: oh! Hayır! yeter..Devam ettim.
											Bende tropikal ekoloji ve bitki botaniği çalıştım.
											Mezun olduktan sonra staj için İturi ormanına gittim.
											Ve orda yaptığım işe şu ana kadar duyduğum tutkuyu hissetmeye başladım.
											İşte şimdi karşınızda dururken bu tutkum
											Botanik ve vahşi yaşamı korumadır.
									","
											Schließlich wurde ich darin verwickelt.
											Zwischen 17 und 20 Jahren wurde ich selbst Wilderer.
											Und ich wollte es tun, um mein Studium fortzusetzen.
											Ich wollte an die Universität, doch meine Familie war arm.
											Also zog ich es durch.
											Und ich ging für drei bis vier Jahre an die Universität.
											Dreimal bewarb ich mich für Biomedizin, um Arzt zu werden.
											Erfolglos.
											Ich hatte mich eingeschrieben und meine Zulassung für Biologie.
											Doch ich sagte, ""Auf keinen Fall, das werde ich nicht tun.
											Meine Familie ist arm, das Gesundheitssystem in meiner Heimat
											ist schlecht, ich möchte ein Arzt werden, um ihnen zu helfen.""
											Dreimal, das heißt drei Jahre, und ich wurde langsam alt.
											Und ich sagte, ""Jetzt mach ich weiter.""
											Also studierte ich tropische Ökologie und Botanik.
											Als ich fertig war, ging ich für ein Praktikum in den Ituri-Wald.
											Dort fing ich wirklich Feuer für das, was ich heute immer noch tue –
											und weswegen ich vor Ihnen stehe –
											nämlich für Botanik und Artenschutz.
									","
											Pero al final, me vi involucrado.
											Entre los 17 y los 20 me convertí en furtivo.
											Y quería hacerlo porque quería continuar con mis estudios.
											Quería ir a la universidad, pero mi padre era pobre, mi tío igual...
											Así que lo hice.
											Y durante tres o cuatro años fui a la universidad.
											Tres veces postulé a Ciencias Biomédicas, para ser médico.
											No lo conseguí.
											Tenía mis inscripciones, mi ingreso en Biología.
											Y dije, de ninguna manera, no lo haré.
											Mi familia es pobre, mi región no tiene un buen sistema de salud.
											Quiero ser médico para servirles.
											Tres veces, lo que significa tres años, y me estoy haciendo mayor.
											Dije, no, continúo.
											Así que estudié Ecología Tropical y Botánica.
											Cuando terminé, hice mis prácticas en el Bosque de Ituri.
											Es allí donde realmente me apasioné con lo que estoy haciendo
											hasta este momento en que estoy frente a ustedes,
											haciendo Botánica y Conservación de la Vida Silvestre.
									","
											Por fim, acabei envolvido.
											Entre os 17 e os 20 anos,
também fui caçador furtivo.
											Queria fazer isso — julgava eu —
para continuar os meus estudos.
											Queria ir para a universidade,
mas o meu pai e o meu tio eram pobres.
											Portanto, foi o que fiz.
											Durante três ou quatro anos,
fui para a universidade.
											Por três vezes, tentei inscrever-me
em ciências biomédicas, para ser médico.
											Não consegui.
											Eu fazia a matrícula,
inscrevia-me em Biologia e pensava:
											""Nem pensar. Não vou fazer isto"".
											""A minha família é pobre,
a minha zona não tem assistência médica,
											""quero ser médico para tratar deles"".
											Três vezes, significam três anos
e eu estava a ficar mais velho.
											Eu pensei: ""Oh, não. Continua"".
											Fiz ecologia tropical e botânica.
											Quando acabei, fui fazer o estágio
na Floresta Ituri.
											Foi aí que me apaixonei até hoje
por aquilo que fazia.
											Estou aqui, à vossa frente,
											a fazer botânica e conservação
da vida selvagem.
									",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
","
","
","
","
","
",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
											A cet époque-là la forêt d'Ituri fut désignée réserve naturelle
											pour les animaux et aussi pour les plantes.
											Le centre de formation a été construit
											autour du personnel scientifique congolais
											et des scientifiques américains aussi.
											La Réserve de faune à okapis protège donc de nombreux
											– je pense que c'est le plus grand nombre d'éléphants,
											celui que nous avons en ce moment, de toutes les réserves protégées au Congo.
											Elle abrite aussi des chimpanzés.
											Et elle a été nommée la Réserve de faune à okapis
											à cause de cette belle créature.
											C'est une girafe des forêts.
											Je pense que toute la compagnie la connaît bien.
											Il y a la girafe des savanes,
											mais grâce à l'évolution nous avons aussi cette girafe des forêts
											qui ne vit qu'au Congo.
											Elle abrite aussi des beaux primates
											– 13 espèces, la diversité la plus grande que l'on trouve en un seul lieu en Afrique.
											Et elle comprend la forêt d'Ituri elle-même.
											Environ 1 300 espèces de plantes répertoriées jusqu'ici.
									","
											That time the Ituri Forest was created as a forest reserve
											with some animals and also plants.
											And the training center there was built
											around the scientific Congolese staff
											and some American scientists also.
											So, the Okapi Faunal Reserve protects number —
											I think that is the largest number of elephants
											we have right now in protected areas in Congo.
											It has also chimpanzees.
											And it has been named Okapi Faunal Reserve
											because of this beautiful creature.
											That is a forest giraffe.
											I think you guys know it quite well.
											Here we have savanna giraffes,
											but through evolution we have this forest giraffe
											that lives only in Congo.
											It has also some beautiful primates.
											Thirteen species — highest diversity we can find in one single area in Africa.
											And it has the Ituri Forest itself —
											about 1,300 species of plants, so far known.
									","
											İturi ormanına gittiğimde orman bazı hayvanlar ve bitkilerle
											koruma bölgesi olarak ayrılmıştı
											Ve eğitim merkezi
											Kongolu ve bazı Amerikalı bilim adamları
											etrafında inşa edilmişti
											Yani Okapi Bitki koruma alanı
											en büyük fil topluluğunu barındırdığını düşünüyorum
											artık Kongo da korunmuş bir bölgemiz var
											aynı zamanda şempanzelerde var.
											Ve buraya bu güzel yaratık yüzünden
											Okapi Hayvan Koruma Alanı adı verilmişti.
											Bu bir orman zürafası.
											Hepinizin onu çok iyi bildiğini düşünüyorum.
											Burada da Savana Zürafası
											ama evrimler sonucu Kongoda
											sadece orman zürafası yaşıyor.
											Aynı zamanda bu ormanda güzel maymunlarda var.
											13 farklı çeşitle ki bu rakam Afrika da tek bir bölgede bulunan en yüksek çeşitliliktir.
											ve Uturi ormanının yaklaşık
											1300 çeşit bitkide barındırdığı biliniyor.
									","
											Damals war der Ituri-Wald zum Naturschutzwald erklärt worden,
											mit einigen Tieren und Pflanzen.
											Und das Trainingszentrum dort wurde
											um die wissenschaftlichen kongolesischen Mitarbeiter
											und ein paar amerikanische Wissenschaftler errichtet.
											Das Okapi-Tierreservat also beschützt eine Menge –
											ich glaube, es ist die größte Anzahl von Elefanten,
											die zur Zeit in kongolesischen Schutzgebieten leben.
											Es gibt auch Schimpansen.
											Und der Namensgeber des Okapi-Tierreservats
											ist dieses wunderschöne Wesen.
											Das ist eine Waldgiraffe.
											Ich glaube, Sie kennen sie ziemlich gut.
											Hier haben wir Steppengiraffen,
											aber durch die Evolution gibt es auch diese Waldgiraffe,
											die nur im Kongo lebt.
											Im Reservat gibt es auch ein paar schöne Primaten.
											Dreizehn Spezies – die höchste regionale Artenvielfalt Afrikas.
											Und es gibt natürlich den Ituri-Wald selbst –
											bis jetzt sind ungefähr 1.300 Pflanzenarten bekannt.
									","
											En ese momento el Bosque de Ituri se convirtió en reserva forestal
											con algunos animales y plantas.
											Y el centro de formación se construyó
											en torno a personal científico congoleño
											y también algunos científicos estadounidenses.
											Así que la Reserva Faunística del Okapi protege una cantidad...
											Creo que es la mayor cantidad de elefantes
											que tenemos en una zona protegida en el Congo.
											También cuenta con chimpancés.
											Y su nombre es Reserva Faunística del Okapi
											por esta hermosa criatura.
											Es una jirafa de los bosques.
											Creo que la conocen bastante bien.
											Aquí tenemos la jirafa de la sabana,
											pero a través de la evolución tenemos esta jirafa de los bosques
											que vive sólo en el Congo.
											También cuenta con algunos hermosos primates.
											Trece especies, la mayor diversidad que se puede encontrar en una zona de África.
											Y el Bosque de Ituri cuenta en sí mismo con....
											alrededor de 1.300 especies de plantas, conocidas hasta ahora.
									","
											Naquele tempo, a Floresta Ituri
passou a ser uma reserva florestal
											com alguns animais e também plantas.
											O centro de formação fora construído
											com uma equipa de cientistas congoleses
											e também alguns cientistas americanos.
											A Reserva da Fauna Okapi
protege uma série
											— penso que é o maior número
de elefantes
											que agora temos em áreas
protegidas do Congo.
											Também tem chimpanzés.
											Chama-se Reserva de Fauna Okapi
											por causa deste belo animal.
											É uma girafa da floresta.
											Penso que todos a conhecem muito bem.
											Temos aqui girafas da savana
											mas, por evolução, temos
esta girafa da floresta
											que só vive no Congo.
											Também tem uns bonitos primatas.
											São 13 espécies, a maior diversidade
que encontramos numa só área em África.
											E tem a própria Floresta Ituri
											— cerca de 1300 espécies
de plantas, até agora conhecidas.
									",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
","
","
","
","
","
",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
											Je me suis joint à la Wildlife Conservation Society, qui y oeuvre, en 1995,
											mais j'avais d'abord travaillé avec eux comme étudiant, en 1991.
											J'ai été nommé professeur-assistant à mon université
											parce que j'ai été diplômé avec honneur,
											mais je n'aimais pas que l'instruction que je recevais soit si médiocre.
											Je voulais intégrer un centre de formation et de recherche.
											Avec la fin du régime dictatorial de Mobuto Sese Seko,
											comme la plupart d'entre vous savez déjà, la vie est devenue très très difficile
											et le travail que nous faisions
											était absolument dur à effectuer et à mener à bout.
									","
											I joined the Wildlife Conservation Society, working there, in 1995,
											but I started working with them as a student in 1991.
											I was appointed as a teaching assistant at my university
											because I accomplished with honor.
											But I didn't like the way — the instruction I got was very poor.
											And I wanted to be formed to a training center and a research center.
											With the end of the dictatorship regime of Mobutu Sese Seko,
											that most of you know, life became very, very difficult.
											And the work we have been doing
											was completely difficult to do and to achieve it.
									","
											Orda çalışan Vahşi Yaşamı Koruma Topluluğuna 1995 te katıldım
											Ama aslında 1991 de onlarla öğrenci olarak çalışmaya başlamıştım.
											Öğretim asistanı olarak görevlendirilmiştim
											çünkü Üniversiteden şeref derecesiyle mezun olmuştum.
											Ama bundan hoşlanmadım çünkü eğitim çok zayıftı.
											Ve bende Eğitim Merkezinden Araştırma Merkezine gitmek istedim
											Mobutu Sese Seko nun dikdatör rejiminin sonlanmasıyla,
											pek çoğunuzun bildiği üzere hayat bayağı zor hale geldi.
											Ve bizim yaptığımız işinde yapılması
											ve başarılması tamamen zorlaştı.
									","
											Ich begann meine Arbeit für die Artenschutzgesellschaft 1995,
											doch als Student hatte ich schon seit 1991 mit ihnen gearbeitet.
											An meiner Universität wurde ich als Lehrassistent eingestellt,
											da ich mit Auszeichnung abgeschlossen hatte.
											Dies gefiel mir jedoch nicht – ich erhielt nicht genügend Einweisung.
											Und ich wollte einem Trainings- und Forschungszentrum angeschlossen sein.
											Zum Ende der Diktatur von Mobutu Sese Seko –
											von dem Sie vielleicht gehört haben – wurde das Leben sehr, sehr schwer.
											Es war schwierig, unsere Arbeit
											zu verrichten und Ziele durchzusetzen.
									","
											Me uní a la Sociedad para la Conservación de la Fauna y Flora de allí en 1995,
											pero empecé a trabajar con ellos como estudiante en 1991.
											Me nombraron ayudante de cátedra en mi universidad
											porque aprobé con matrícula de honor.
											Pero no me gustó la formación que recibí, fue insuficiente.
											Y quería ser de un centro de formación y de investigación.
											Con el final del régimen dictatorial de Mobutu Sese Seko,
											que la mayoría conoce, la vida se volvió muy, muy difícil.
											Y el trabajo que habíamos estado haciendo
											se volvió extremadamente difícil de realizar y de completar.
									","
											Juntei-me à Wildlife Conservation Society,
a trabalhar, em 1995,
											mas comecei a trabalhar com eles
enquanto estudante, em 1991.
											Fui nomeado professor assistente
na minha universidade
											porque acabei o curso com distinção.
											Mas não gostei daquilo
— a formação era muito fraca,
											Eu queria ser treinado num centro
de formação e num centro de investigação.
											Com o fim do regime de ditadura
de Mobutu Sese Seko,
											que muitos de vocês conhecem,
a vida tornou-se muito difícil.
											O trabalho que tínhamos estado a fazer
											passou a ser muito difícil de concretizar.
									",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
","
","
","
","
","
",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
"
											Quand Kabila a commencé son mouvement pour libérer le Congo,
											les soldats de Mobuto ont donc commencé à se déplacer et à battre en retraite.
											Ils ont commencé à fuir de l'est vers l'ouest.
											Et la Réserve de faune des okapis se trouve là.
											Il y avait la route de Goma, par ici,
											qui descend comme ça.
											Ils risquaient alors de traverser, de passer par la Réserve de faune des okapis.
											Le Congo possède 5 des réserves protégées les plus riches du monde
											et la Réserve de faune des okapis en est une.
											Des soldats prenaient donc la fuite dans la Réserve de faune des okapis.
											Ils ont tout pillé sur leur chemin.
											La torture, la guerre – O mon Dieu, vous ne pourriez le croire.
											Tout le monde cherchait son chemin pour fuir, mais nous ne savions pas comment.
											Et pour nous, les jeunes, c'était vraiment la première fois
											que nous entendions le langage de la guerre, des fusils.
											Et même ceux qui avaient vécu la rébellion de 1963,
											après notre indépendance, ils n'arrivaient pas à croire ce qui se passait.
											Ils tuaient des gens et ils faisait tout ce qu'ils voulaient
											parce qu'ils en avaient le pouvoir.
											Qui faisait cela?
											De jeunes enfants. Des enfants-soldats.
											On ne peut pas lui demander son âge, parce qu'il a un fusil.
									","
											When Kabila started his movement to liberate Congo,
											so Mobutu soldiers started moving and retreated.
											So they started fleeing from the east to the west.
											And the Okapi Faunal Reserve is there,
											so there was a road from Goma, somewhere here,
											and coming like this.
											So they might go through, pass through the Okapi Faunal Reserve.
											Congo has five of the world's richest sites of protected area,
											and the Okapi Faunal Reserve is one of them.
											So soldier was fleeing in the Okapi Faunal Reserve.
											On their way, they looted everything.
											Torture, wars — oh, my God, you can't believe.
											Every person was looking his way — where to go, we don't know.
											And it was for us, the young, the first time really
											we hear the language of war, of guns.
											And even people who faced the rebellion of 1963,
											after our independence, they didn't believe what was happening.
											They were killing people. They were doing whatever they want
											because they have power.
											Who have been doing that?
											Young children. Child soldiers.
											You can't ask him how old he is because he has guns.
									","
											Kabila Kongoyu liberalleştirmek için harekete geçtiğinde
											Mobutu askerleri yer değistirmeye ve geri çekilmeye başladılar
											ve doğudan batıya kaçmaya başladılar
											ve Okapi hayvan Koruma Alanıda o bölgedeydi.
											Goma dan nuraya ve şu taraflara bir yol vardı
											ve bu şekilde geliyordu
											böylece burdan geçip Okapi koruma alanına geliyorlardı.
											Kongo dünyadaki en zengin 5 korunmuş bölgeye sahip
											ve Okapi hayvan koruma alanıda onlardan bir tanesi
											Askerler Okapi hayvan Koruma Alanına kaçıyorlardı.
											Ve yolları üzerindeki her şeyi yağmalıyorlardı.
											İşkence, savaşlar- oh Tanrım.. inanamazsınız!!
											Herkes nereye kaçabileceğini düşünüyordu, bir şey bilmiyorduk.
											Ve biz gençler için tüm bunlar gerçekten ilkti,
											ilk kez savaşın dilini ve silahları duyduk.
											Hatta bağımsızlığımızı kazandıktan sonra 1963 deki
											isyanı görenler bile bu yaşananlara inanamıyordu.
											İnsanları öldürüyorlardı ve güçleri olduğu için
											canları ne isterse yapıyorlardı.
											Bunları kim yapıyordu?
											Genç çocuklar, çocuk askerler
											Kaç yaşında olduğunu soramıyordunuz bile çünkü elinde silahı vardı.
									","
											Als Kabila seine Bewegung zur Befreiung des Kongos startete,
											traten Mobutus Soldaten den Rückzug an.
											Sie begannen ihre Flucht von Osten nach Westen.
											Und das Okapi-Tierreservat ist hier,
											und hier war eine Straße aus Goma, irgendwo dort,
											und sie verlief so.
											Also kamen sie auf ihrem Weg durchs Okapi-Tierreservat.
											Im Kongo liegen fünf der artenreichsten Schutzgebiete der Welt,
											und das Okapi-Tierreservat ist eines davon.
											Also flohen die Soldaten ins Okapi-Tierreservat.
											Auf ihrem Weg plünderten sie alles.
											Kriege, Folter – mein Gott, es war wirklich unglaublich.
											Jeder Mensch war auf den Beinen – wohin, wusste keiner.
											Und für die junge Generation war es das erste Mal,
											dass wir die Sprache des Krieges, der Gewehre hörten.
											Und selbst Leute, die die Rebellion 1963 nach dem Erreichen der
											Unabhängigkeit mitgemacht hatten, glaubten nicht, was vor sich ging.
											Sie brachten Leute um. Sie taten, was sie wollten,
											weil sie die Macht dazu hatten.
											Und wer hatte dies getan?
											Junge Menschen. Kindersoldaten.
											Sie können ihn nicht fragen, wie alt er ist, weil er bewaffnet ist.
									","
											Cuando Kabila inició su movimiento para liberar el Congo,
											los soldados de Mobutu comenzaron a moverse y se retiraron,
											de modo que empezaron a huir desde el este al oeste.
											Y la Reserva Faunística del Okapi está allí,
											así que había una carretera desde Goma, más o menos aquí,
											y llegaba hasta aquí.
											Así que podían atravesar, pasar a través de la Reserva Faunística del Okapi.
											El Congo cuenta con cinco de las zonas protegidas más ricas del mundo,
											y la Reserva Faunística del Okapi es una de ellas.
											Así que los soldados huían hacia la Reserva Faunística del Okapi.
											Saquearon todo lo que encontraron a su paso.
											Tortura, guerras... oh, Dios mío, ni se lo pueden imaginar.
											Todo el mundo buscaba un sitio adonde ir, no sabemos.
											Y fue para nosotros los jóvenes, en realidad la primera vez,
											que oímos el lenguaje de la guerra, de las armas.
											E incluso la gente que se enfrentó a la rebelión de 1963,
											después de nuestra independencia, no creían lo que estaba pasando.
											Estaban asesinando a gente, estaban haciendo lo que querían
											porque tenían poder.
											¿Quiénes habían estado haciendo eso?
											Niños pequeños. Niños soldados.
											No puedes preguntarle qué edad tiene porque lleva armas.
									","
											Quando Kabila iniciou o seu movimento
para libertar o Congo,
											os soldados de Mobutu começaram
a mover-se e a retirar.
											Começaram a fugir de leste para oeste.
											A Reserva da Fauna Okapi situa-se aqui,
											e havia uma estrada de Goma,
algures aqui
											nesta direção.
											Podiam atravessar,
passar pela Reserva da Fauna Okapi.
											O Congo tem cinco dos sírios mais ricos
de áreas protegidas
											e a Reserva da Fauna Okapi é um deles.
											Os soldados fugiam pela
Reserva da Fauna Okapi.
											No caminho, pilhavam tudo.
											Tortura, guerras — oh, meu Deus,
não podem acreditar.
											Andavam todos à procura de um caminho
— mas ninguém sabia para onde ir.
											Para nós, os jovens, era a primeira vez
											que ouvíamos a linguagem da guerra,
das espingardas.
											Mesmo as pessoas que tinham
assistido à revolta de 1963,
											depois da nossa independência,
não acreditavam no que estava a acontecer.
											Estavam a matar pessoas.
											Faziam o que lhes apetecia
porque tinham poder.
											Quem era capaz de fazer aquilo?
											Crianças. Soldados-meninos.
											Nem podíamos perguntar-lhes
que idade tinham, porque tinham armas.
									",A hero of the Congo forest,Corneille Ewango,18:18,"Africa,activism,animals,biodiversity,trees,war,ecology"
