es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
											Esto es popó,
											y lo que hoy quiero hacer es compartir mi pasión
											por la popó con Uds,
											lo cual puede ser bien difícil,
											pero algo que creo que Uds. 
podrían encontrar más fascinante
											es la manera en que estos pequeños animales
lidian con la popó.
									","
											Isto é cocó
											e o que eu quero fazer hoje é 
partilhar a minha paixão
											por cocó com vocês
											o que pode ser bastante difícil
											mas penso que o que vocês 
podem achar mais fascinante
											é a forma como estes pequenos animais 
lidam com cocó.
									","
											This is poo,
											and what I want to do today is share my passion
											for poo with you,
											which might be quite difficult,
											but I think what you might find more fascinating
											is the way these small animals deal with poo.
									","
											Ça c'est du caca,
											et aujourd'hui je veux vous faire partager ma passion
											pour le caca,
											ce qui pourrait être assez difficile,
											mais je pense que 
ce qui vous fascinera peut-être plus,
											c'est ce que ces petits animaux font avec le caca.
									","
											Das hier ist Mist,
											und heute möchte ich
											meine Begeisterung 
für Mist mit Ihnen teilen,
											was vielleicht recht schwierig wird.
											Was Sie bestimmt
faszinierender finden,
											ist die Art und Weise, wie diese 
kleinen Tiere den Dung bearbeiten.
									",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
","
","
","
","
",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
											Bien, este animal tiene un cerebro
											del tamaño de un grano de arroz,
pero puede hacer cosas
											que Uds. y yo no podríamos tan siquiera pensar en hacer.
											Básicamente ha evolucionado para 
gestionar su fuente de alimentación,
											que es el estiércol.
									","
											Então, este animal aqui tem um cérebro
											do tamanho de um grão de arroz, 
e mesmo assim consegue fazer coisas
											que nem eu nem vocês 
poderíamos sequer pensar em fazer.
											E basicamente tudo evoluiu para 
lidar com a sua fonte de alimento,
											que é o excremento.
									","
											So this animal here has got a brain
											about the size of a grain of rice, and yet it can do things
											that you and I couldn't possibly entertain the idea of doing.
											And basically it's all evolved to handle its food source,
											which is dung.
									","
											Donc cet animal ici a un cerveau
											à peu près de la taille d'un grain de riz, 
et pourtant il peut faire des choses
											que ni vous ni moi ne pourrions rêver de faire.
											Et en gros toute son évolution a tourné 
autour du traitement de sa source de nourriture,
											qui est de la bouse.
									","
											Dieses Tier hier hat ein
											reiskorngroßes Gehirn, 
und trotzdem ist es zu Dingen fähig,
											die wir uns noch nicht einmal 
vorstellen könnten zu tun.
											Es hat sich ganz so entwickelt, 
dass es seine Futterquelle,
											den Dung, verarbeiten kann.
									",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
","
","
","
","
",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
											Así que la pregunta es: 
¿cómo comenzar esta historia?
											Parece adecuado comenzar por el final,
											porque este es un producto de desecho que procede
											de otros animales, pero que aún contiene nutrientes,
											y tiene suficientes nutrientes
											para que los escarabajos estercoleros
puedan vivir.
											Así que los escarabajos estiercoleros comen estiércol,
											y sus larvas también.
											Crecen en una bola de excremento.
											En Sudáfrica, existen unas 800 especies
de escarabajos estercoleros,
											en África existen unas 2,000 especies;
											en el mundo hay unas 6,000 especies diferentes.
											Así que, para estos escarabajos,
el estiércol es bastante bueno.
									","
											Portanto, a questão é: 
por onde começamos esta história?
											E parece apropriado começar pelo fim
											porque este é um produto da digestão que sai
											de outros animais, 
mas que ainda contém nutrientes
											e existem ali nutrientes suficientes
											para os escaravelhos-do-excremento
conseguirem viver
											e então os escaravelhos-do-excremento
comem excremento, e as suas larvas
											também se alimentam de excremento.
											Elas crescem completamente 
numa bola de excremento.
											Na África do Sul, existem cerca de 
800 espécies de escaravelho-do-excremento,
											em África existem cerca de 2 000 espécies 
de escaravelhos-do-excremento
											e em todo o planeta existem cerca de 
6 000 espécies de escaravelhos-do-excremento.
											Então, de acordo com os escaravelhos-do-excremento, 
o excremento é bastante bom.
									","
											So the question is, where do we start this story?
											And it seems appropriate to start at the end,
											because this is a waste product that comes out
											of other animals, but it still contains nutrients
											and there are sufficient nutrients in there
											for dung beetles basically to make a living,
											and so dung beetles eat dung, and their larvae
											are also dung-feeders.
											They are grown completely in a ball of dung.
											Within South Africa, we've got about 800 species of dung beetles,
											in Africa we've got 2,000 species of dung beetles,
											and in the world we have about 6,000 species of dung beetles.
											So, according to dung beetles, dung is pretty good.
									","
											La question qui se pose est donc : 
où commençons-nous cette histoire ?
											Et il semble indiqué de commencer par ce bout,
											parce qu'il s'agit de déjections produites par
											d'autres animaux, mais qui contiennent 
toujours des substances nutritives
											qui sont suffisantes
											pour que les bousiers puissent en fait en vivre,
											et donc les bousiers mangent de la bouse, 
et leurs larves
											sont aussi des mangeuses de bouse.
											Toute leur croissance se fait 
dans une boule de bouse.
											En Afrique du Sud, nous avons à peu près 
800 espèces de bousiers,
											en Afrique nous avons 2 000 espèces de bousiers,
											et dans le monde nous avons à peu près
6 000 espèces de bousiers.
											D'après les bousiers, la bouse est plutôt bonne.
									","
											Wo genau sollen wir also anfangen?
											Es erscheint angemessen, 
am Ende zu beginnen,
											denn es ist ein Abfallprodukt, das
											aus anderen Tieren herauskommt, 
aber trotzdem noch Nährstoffe enthält.
											Es beinhaltet genug Nährstoffe,
											dass Mistkäfer davon leben können,
											also fressen Mistkäfer 
Dung, und ihre Larven
											sind ebenfalls Dungfresser.
											Sie wachsen vollständig 
in einer Kotpille heran.
											In Südafrika gibt es
etwa 800 Mistkäferarten.
											In Afrika sind es
2.000 Mistkäferarten,
											und weltweit sind etwa 
6.000 Arten bekannt.
											Mistkäfern zufolge 
ist Mist also ziemlich toll.
									",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
","
","
","
","
",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
											A menos que estén preparados para obtener estiércol de
debajo de las uñas,
											y examinar el excremento mismo, nunca verán
											el 90% de las especies de escarabajos estercoleros,
											ya que éstos van directamente al excremento,
											debajo de éste y viajan adentro y afuera,
											entre el excremento en la superficie del suelo
											y un nido que construyen bajo tierra.
									","
											A não ser que vocês estejam preparados 
para terem excremento nas vossas unhas
											e para escavarem no próprio excremento, 
vocês nunca irão ver
											90% das espécies de escaravelhos
											porque eles vão directamente 
para dentro do excremento
											em linha reta até abaixo dele, e então eles escavam 
para a frente e para trás
											entre o excremento e a superfície do solo
											e um ninho que eles fazem debaixo de terra.
									","
											Unless you're prepared to get dung under your fingernails
											and root through the dung itself, you'll never see
											90 percent of the dung beetle species,
											because they go directly into the dung,
											straight down below it, and then they shuttle back and forth
											between the dung at the soil surface
											and a nest they make underground.
									","
											A moins d'être prêts à mettre 
les mains dans la bouse
											et à fouiller la bouse elle-même, 
vous ne verrez jamais
											90 pour cent des espèces de bousiers,
											parce qu'elles vont directement dans la bouse,
											et en dessous de celle-ci, puis font la navette
											entre la bouse à la surface du sol
											et un nid souterrain qu'ils construisent.
									","
											Wenn man nicht bereit ist, Mist 
unter die Fingernägel zu bekommen
											und im Dung herumzuwühlen, wird man
90% der Mistkäferarten
											nie zu Gesicht bekommen,
											denn sie graben sich 
sofort in den Kot ein,
											geradewegs nach unten.
Dann pendeln sie hin und her
											zwischen dem Kot an der Erdoberfläche
											und ihrem unterirdischen Nest.
									",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
","
","
","
","
",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
"
											Así que la pregunta es: 
""¿cómo manejan este material?""
											La mayoría de estos escarabajos lo envuelven
en un paquete.
											Un 10% de las especies hacen una pelota,
											que ruedan alejándose de la fuente de estiércol,
											y la entierran en un lugar alejado.
											Éstos tienen una conducta muy particular
											mediante la cual hacen rodar estas pelotas.
											Éste es el orgulloso propietario de una
hermosa bola de estiércol.
											Pueden ver que es un macho,
											porque tiene algo de pelo detrás
de las piernas,
											y se ve muy satisfecho de aquello
sobre lo que está sentado.
											Y está a punto de ser víctima
											de un ladrón aprovechado. (Risas)
											Ésta es una clara indicación
											de que éste es un recurso valioso.
											Recursos tan valiosos tienen que ser guardados
											y vigilados de una manera particular,
y creemos que
											la razón por la que ruedan estas bolas,
											es la competencia que existe
											para hacerse con este excremento.
											Así que esta porción de excremento era —bueno,
era una porción de excremento
											15 minutos antes de ser tomada esta imagen,
											y creemos que es la intensa competencia
											lo que hace a los escarabajos tan bien adaptados
											para hacer rodar las bolas de excremento.
									","
											Portanto, a questão é, como é que eles 
lidam com este material?
											E a maioria dos escaravelhos-do-excremento 
consegue embrulhá-lo numa espécie de embalagem.
											10% das espécies fazem, na realidade, uma bola
											e empurram esta bola para longe 
da origem do excremento
											normalmente, enterram-na num lugar remoto 
longe da origem do excremento
											e têm um comportamento muito particular
											pelo qual conseguem empurrar as suas bolas.
											Então este é um proprietário muito orgulhoso 
de uma bela bola de excremento.
											Vocês podem ver que é um macho
											porque ele tem um pequeno cabelo na parte de trás
das suas pernas,
											e está claramente satisfeito por estar onde está.
											E depois ele está prestes a tornar-se uma vítima
											de um maldoso esmaga-e-apanha. (Risos)
											E esta é uma clara indicação
											de que este é um recurso valioso.
											E portanto, recursos valiosos têm de ser protegidos
											e guardados de uma forma especial, e nós achamos
											que a razão de eles rolarem as bolas 
para longe é devido a isto...
											...devido à competição que está envolvida
											em tomar posse daquele excremento.
											Portanto, este monte de excremento era, 
na verdade... bem, isto era um monte de excremento
											15 minutos antes de esta fotografia ser tirada
											e nós achamos que é a intensa competição
											que torna os escaravelhos tão bem adaptados
											em rolar as bolas de excremento.
									","
											So the question is, how do they deal with this material?
											And most dung beetles actually wrap it into a package of some sort.
											Ten percent of the species actually make a ball,
											and this ball they roll away from the dung source,
											usually bury it at a remote place away from the dung source,
											and they have a very particular behavior
											by which they are able to roll their balls.
											So this is a very proud owner of a beautiful dung ball.
											You can see it's a male
											because he's got a little hair on the back of his legs there,
											and he's clearly very pleased about what he's sitting on there.
											And then he's about to become a victim
											of a vicious smash-and-grab. (Laughter)
											And this is a clear indication
											that this is a valuable resource.
											And so valuable resources have to be looked after
											and guarded in a particular way, and we think
											the reason they roll the balls away is because of this,
											because of the competition that is involved
											in getting hold of that dung.
											So this dung pat was actually — well, it was a dung pat
											15 minutes before this photograph was taken,
											and we think it's the intense competition
											that makes the beetles so well-adapted
											to rolling balls of dung.
									","
											Alors la question qui se pose est : 
comment utilisent-ils cette matière ?
											Et la plupart des bousiers en fait l'enveloppent
dans une sorte de paquet.
											Dix pour cent des espèces en font vraiment une boule,
											et cette boule, ils la roulent loin 
de la source de la bouse,
											en général ils l'enterrent dans un endroit isolé, 
éloigné de la source de la bouse,
											et ils ont un comportement très particulier
											grâce auquel ils sont capables de rouler leurs boules.
											Voici le fier propriétaire d'une belle boule de bouse.
											Vous pouvez voir que c'est un mâle
											parce qu'il a un peu de poils 
sur l'arrière de ses pattes là,
											et il est évident qu'il est très satisfait 
de ce sur quoi il est assis.
											Et il est sur le point de devenir la victime
											d'un vol avec violence. (Rires)
											Ce qui indique clairement
											que c'est une ressource précieuse.
											Il faut donc surveiller et garder 
ces ressources précieuses
											avec un soin particulier, et nous pensons
											que la raison pour laquelle ils éloignent 
leurs boules en les faisant rouler,
											est la concurrence qui existe
											pour obtenir cette bouse.
											Donc cette bouse était en fait — 
enfin, c'était une bouse
											15 minutes avant que cette photo soit prise,
											et nous pensons que c'est la concurrence intense
											qui a rendu les bousiers si bien adaptés
											pour rouler les boules de bouse.
									","
											Man fragt sich, was sie 
mit diesem Material machen?
											Die meisten Mistkäfer 
verpacken es in eine Art Paket.
											Zehn Prozent der Arten 
formen eine Kugel,
											und diese Pille rollen sie vom 
Dunghaufen weg und
											vergraben sie an einer abgelegenen 
Stelle abseits des Haufens.
											Sie zeigen ein ganz 
spezielles Verhalten,
											welches es ihnen ermöglicht,
ihre Pille zu rollen.
											Dies ist der stolze Besitzer 
einer wunderschönen Kotpille.
											Es ist ein Männchen,
											denn es hat ein paar Haare 
auf der Rückseite seiner Beine.
											Er ist offenbar höchst zufrieden
mit dem, worauf er da sitzt.
											Allerdings wird er gleich Opfer
											eines gemeinen Raubüberfalls. 
(Gelächter)
											Und das ist ein deutliches Indiz dafür,
											dass dies ein wertvoller Rohstoff ist.
											Auf wertvolle Rohstoffe 
muss man aufpassen
											und sie besonders schützen. 
Wir vermuten,
											dass der Grund für 
den Abtransport der Pille
											diese Konkurrenz ist, 
die beim Ergattern
											des Dungs entsteht.
											Dieser Dunghaufen war 
– nun ja, es war ein Haufen,
											15 Minuten vor 
der Aufnahme des Fotos.
											Unserer Meinung nach bedingt 
die intensive Konkurrenz
											die gute Anpassung der Käfer
											an das Pillenrollen.
									",The dance of the dung beetle,Marcus Byrne,17:08,"TEDx,animals,insects,science,biodiversity,biology,ecology,sight"
