en,fr,es,title,speaker,duration,tags
"
","
","
",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
											So, a few years ago I heard
an interesting rumor.
											Apparently, the head
of a large pet food company
											would go into the annual
shareholder's meeting
											with can of dog food.
											And he would eat the can of dog food.
											And this was his way of convincing them
that if it was good enough for him,
											it was good enough for their pets.
											This strategy is now known
as ""dogfooding,""
											and it's a common strategy
in the business world.
											It doesn't mean everyone
goes in and eats dog food,
											but businesspeople
will use their own products
											to demonstrate that they feel —
											that they're confident in them.
											Now, this is a widespread practice,
											but I think what's really interesting
is when you find exceptions
											to this rule,
											when you find cases of businesses
or people in businesses
											who don't use their own products.
											Turns out there's one industry
where this happens in a common way,
											in a pretty regular way,
											and that is the screen-based
tech industry.
									","
											Il y a quelques années,
j'ai entendu une rumeur intéressante.
											Le directeur d'une entreprise
de nourriture pour animaux
											allait à la réunion annuelle
des actionnaires
											avec de la nourriture pour chien.
											Et il la mangeait.
											C'était sa façon de les convaincre
que si cela lui convenait,
											cela conviendrait à leurs animaux.
											Cette stratégie appelée le « dogfooding »
											est une stratégie courante
dans les affaires.
											Tout le monde ne mange pas
la nourriture de son chien
											mais les gens d'affaires
utiliseront leurs produits
											pour démontrer leur sentiment :
											ils sont confiants.
											C'est une pratique répandue
											mais l'intéressant est de trouver
des exceptions à cette règle,
											des cas d'entreprises
ou de gens en affaires
											qui n'utilisent pas leurs produits.
											Il s'avère qu'il y a une industrie
où cela est plutôt courant,
											plutôt habituel,
											et c'est l'industrie
des technologies à écran.
									","
											Hace unos años escuché
un rumor interesante.
											Parece ser que el jefe de una compañía
de comida para mascotas
											aparece en la reunión anual
de accionistas
											con una lata de comida para perros.
											Y se la come.
											De este modo los convence
de que si es lo bastante bueno para él,
											es lo bastante bueno para sus mascotas.
											La estrategia se conoce ahora
como ""dogfooding"",
											y es una estrategia habitual
en el mundo de los negocios.
											No quiere decir que ahora 
todos coman comida para perros,
											pero la gente de negocios
usa sus propios productos
											para demostrar
que tienen confianza en ellos.
											Esta es una práctica muy extendida,
											pero creo que es interesante
encontrar excepciones a esta regla,
											encontrar casos de gente de negocios
											que no usa sus propios productos.
											Resulta que hay una industria
en la que esto sucede a menudo
											de forma regular.
											Y es la industria tecnológica
que se basa en pantallas.
									",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
","
","
",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
											So, in 2010, Steve Jobs,
when he was releasing the iPad,
											described the iPad as a device
that was ""extraordinary.""
											""The best browsing experience
you've ever had;
											way better than a laptop,
way better than a smartphone.
											It's an incredible experience.""
											A couple of months later,
he was approached by a journalist
											from the New York Times,
											and they had a long phone call.
											At the end of the call,
											the journalist threw in a question
that seemed like a sort of softball.
											He said to him, ""Your kids
must love the iPad.""
											There's an obvious answer to this,
											but what Jobs said
really staggered the journalist.
											He was very surprised,
											because he said, ""They haven't used it.
											We limit how much technology
our kids use at home.""
									","
											En 2010, Steve Jobs,
quand il a sorti l'iPad,
											a décrit l'iPad comme un appareil
qui était « extraordinaire ».
											« La meilleure expérience
de navigation jamais eue ;
											bien mieux qu'un ordinateur portable
et qu'un smartphone.
											C'est une expérience incroyable. »
											Deux mois plus tard,
il a été approché par un journaliste
											du New York Times
											au cours d'un long appel.
											A la fin de l'appel,
											le journaliste a lancé une question
qui semblait être facile.
											Il lui a dit : « Vos enfants
doivent adorer l'iPad. »
											Il y a une réponse évidente à cela,
											mais ce que Jobs a dit
a stupéfié le journaliste.
											Il a été très surpris
											car il a dit : « Ils ne l'ont pas utilisé.
											Nous limitons la technologie
que nos enfants utilisent. »
									","
											En 2010 Steve Jobs, al lanzar el iPad
											lo describe como
un dispositivo ""extraordinario"".
											""La mejor experiencia de navegación
que jamás haya tenido;
											mucho mejor que un portátil,
mucho mejor que un teléfono.
											Es una experiencia increíble"".
											Un par de meses después
tuvo una conversación con un periodista
											de ""The New York Times"".
											Fue una larga llamada telefónica.
											Al final de la llamada
											el periodista lanzó una pregunta
que parecía inocente.
											Le dijo ""A tus hijos
les debe encantar el iPad"".
											La respuesta es obvia,
											pero lo que Jobs dijo
dejó al periodista atónito.
											Se sorprendió mucho
											porque dijo: ""Todavía no lo han usado.
											Limitamos la tecnología
que nuestros hijos usan en casa"".
									",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
","
","
",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
											This is a very common thing
in the tech world.
											In fact, there's a school
quite near Silicon Valley
											called the Waldorf School
of the Peninsula,
											and they don't introduce screens
until the eighth grade.
											What's really interesting about the school
											is that 75 percent
of the kids who go there
											have parents who are high-level
Silicon Valley tech execs.
											So when I heard about this, I thought
it was interesting and surprising,
											and it pushed me to consider
what screens were doing to me
											and to my family and the people I loved,
											and to people at large.
									","
											C'est très courant
dans le monde des technologies.
											En fait, il y a une école
près de la Silicon Valley
											appelée la Waldorf School
of the Peninsula
											et ils n'introduisent
des écrans qu'en 4ème.
											Ce que cette école a d'intéressant
											est que 75% des enfants qui la fréquentent
											ont des exécutifs en technologie
à la Silicon Valley comme parents.
											Quand j'ai entendu cela, j'ai trouvé cela
intéressant et surprenant
											et cela m'a poussé à considérer
l'impact des écrans sur moi
											et sur ma famille et les gens que j'aime,
											et les gens en général.
									","
											Esto es algo muy común
en el mundo tecnológico.
											De hecho, hay una escuela
cerca de Silicon Valley
											llamada ""Waldorf School of the Peninsula"",
											donde no introducen pantallas
hasta octavo grado.
											Lo más interesante de esta escuela
											es que el 75 % de los niños
que acuden allí
											tienen padres que son altos ejecutivos
en Silicon Valley.
											Cuando me enteré de esto pensé
que era interesante y sorprendente
											y me llevó a considerar
lo que las pantallas me hacen a mí,
											a mi familia, a la gente que quiero
											y a la gente en general.
									",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
","
","
",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
											So for the last five years,
											as a professor of business and psychology,
											I've been studying the effect
of screens on our lives.
											And I want to start by just focusing
on how much time they take from us,
											and then we can talk about
what that time looks like.
											What I'm showing you here
is the average 24-hour workday
											at three different points in history:
											2007 — 10 years ago —
											2015
											and then data that I collected,
actually, only last week.
											And a lot of things haven't changed
											all that much.
											We sleep roughly seven-and-a-half
to eight hours a day;
											some people say that's declined slightly,
but it hasn't changed much.
											We work eight-and-a-half
to nine hours a day.
											We engage in survival activities —
											these are things like eating
and bathing and looking after kids —
											about three hours a day.
									","
											Les cinq dernières années,
											étant professeur
de commerce et psychologie,
											j'ai étudié les effets
des écrans sur notre vie.
											Et je veux commencer par me concentrer
sur le temps qu'ils nous prennent,
											puis nous parlerons
de ce à quoi ce temps ressemble.
											Je vous montre une journée
de travail moyenne
											à trois points de l'histoire :
											2007, il y a 10 ans,
											2015
											et puis les données collectées
la semaine dernière.
											Beaucoup de choses
n'ont pas beaucoup changé.
											Nous dormons environs
entre 7,5 et 8 heures par jour ;
											certains disent que cela a baissé
mais cela n'a pas beaucoup changé.
											Nous travaillons
entre 8,5 et 9 heures par jour.
											Nous entreprenons des activités de survie
											comme manger, se laver
et surveiller les enfants,
											environ 3 heures par jour.
									","
											Así que durante los últimos 5 años
											como profesor de negocios y psicología
											he estado estudiando el efecto
de las pantallas en nuestras vidas.
											Y quiero empezar
por cuánto tiempo nos roban,
											y luego podemos hablar
de lo que ese tiempo nos parece.
											Aquí muestro el día medio de trabajo
											en tres momentos diferentes
de la historia.
											2007, hace 10 años.
											2015.
											Y datos que he recogido la semana pasada.
											Y muchas cosas no han cambiado tanto.
											Dormimos entre 7,5 y 8 horas al día;
											algunos dicen que se ha reducido un poco,
pero no ha cambiado tanto.
											Trabajamos entre 8,5 y 9 horas al día.
											Las actividades de supervivencia,
											cosas como comer, bañarnos
y cuidar a los niños
											unas 3 horas diarias.
									",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
","
","
",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
"
											That leaves this white space.
											That's our personal time.
											That space is incredibly important to us.
											That's the space where we do things
that make us individuals.
											That's where hobbies happen,
where we have close relationships,
											where we really think about our lives,
where we get creative,
											where we zoom back and try to work out
											whether our lives have been meaningful.
											We get some of that from work as well,
											but when people look back on their lives
											and wonder what their lives have been like
											at the end of their lives,
											you look at the last things they say —
											they are talking about those moments
that happen in that white personal space.
											So it's sacred; it's important to us.
									","
											Cela nous laisse ce blanc.
											C'est notre temps personnel.
											Ce blanc nous est très important.
											C'est là que nous faisons
ce qui fait de nous des individus.
											S'y produisent les loisirs,
les relations intimes,
											la réflexion sur notre vie,
notre créativité,
											la prise de recul et la réalisation
											du sens qu'a notre vie.
											Nous tirons aussi cela du travail,
											mais quand les gens repensent à leur vie
											et se demandent 
ce que leur vie aurait été
											à la fin de leur vie,
											les derniers mots qu'ils disent —
											ils parlent de ces moments
se produisant dans ce temps personnel.
											Il est sacré, il nous est important.
									","
											Esto nos deja con este espacio en blanco.
											Nuestro tiempo personal.
											Ese espacio es importantísimo
para nosotros.
											Es el espacio donde hacemos cosas
que nos definen como individuos.
											Donde tenemos aficiones,
relaciones personales,
											donde realmente pensamos
en nuestras vidas,
											nos volvemos creativos,
											echamos la vista atrás e intentamos
averiguar si nuestra vida tiene sentido.
											Algo de eso viene también del trabajo,
											pero cuando la gente echa la vista atrás
											y se pregunta cómo ha sido su vida,
											al final de su vida, observando
las últimas cosas que dice,
											habla de esos momentos que suceden
en ese espacio personal en blanco.
											Así que es sagrado;
es importante para nosotros.
									",Why our screens make us less happy,Adam Alter,9:29,"computers,addiction,interface design,social media,technology,software,psychology"
