en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
											(Music)
									","
											(Música)
									","
											(Música)
									","
											(Müzik)
									","
											(Musique)
									","
											(Musik)
									",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
","
","
","
","
","
",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
											What you just heard
											are the interactions of barometric pressure, wind and temperature readings
											that were recorded of Hurricane Noel in 2007.
											The musicians played off a three-dimensional graph of weather data like this.
											Every single bead, every single colored band,
											represents a weather element
											that can also be read as a musical note.
											I find weather extremely fascinating.
											Weather is an amalgam of systems
											that is inherently invisible to most of us.
											So I use sculpture and music
											to make it, not just visible,
											but also tactile and audible.
									","
											Acaban de escuchar interacciones
											de mediciones de presión, viento y temperatura
											tomadas del huracán Noel en 2007.
											Los músicos interpretan gráficos 3D de datos meteorológicos como éste.
											Cada cuenta, cada banda coloreada,
											representa un dato meteorológico
											que también puede leerse como una nota musical.
											El clima es algo que me fascina.
											Es una amalgama de sistemas
											intrínsecamente invisibles para la mayoría.
											Por eso uso la escultura y la música
											para hacerlo no sólo visible
											sino también táctil y audible.
									","
											O que acabaram de ouvir
											são as interações entre as leituras da pressão barométrica, vento e temperatura
											que foram registadas no Furacão Noel em 2007.
											Os músicos tocaram um gráfico tridimensional de dados meteorológicos como este.
											Cada conta, cada fita colorida,
											representa um elemento meteorológico
											que pode ser também lido como uma nota musical.
											Eu acho a meteorologia extremamente fascinante.
											A meteorologia é uma amálgama de sistemas
											que são inerentemente invisíveis para a maior parte de nós.
											Então eu uso a escultura e a música
											para a fazer, não só visivel,
											mas também tátil e audível.
									","
											Duyduğunuz şey
											2007'deki Noel Kasırgası sırasında kaydedilen barometrik basınç,
											rüzgar ve ısı değerlerinin etkileşimi.
											Müzisyenler bunun gibi üç boyutlu hava verileri grafiğini çaldılar.
											Her bir boncuk, her bir renkli şerit,
											aynı zamanda bir müzik notası gibi
											okunabilecek bir hava elemanını temsil ediyor.
											Havayı son derece büyüleyici bulurum.
											Hava bir çoğumuzun doğal olarak göremediği
											bir sistemler birleşimidir.
											Bunu sadece görülebilir değil,
											aynı zamanda elle tutulur ve duyulabilir
											yapmak için heykel ve müzik kullanıyorum.
									","
											Ce que vous venez d'entendre
											sont les interactions de la pression barométrique, du vent et des températures
											enregistrés au cour de l'ouragan Noel en 2007.
											Les musiciens ont joué un graphique tridimensionnel de données météorologiques comme celui-là.
											Chaque perle, chaque bande de couleurs
											représente un élément météorologique
											qui peut être aussi lu comme une note de musique.
											Je trouve la météorologie tout à fait fascinante.
											Le temps est un amalgame de systèmes
											qui sont en soi invisible pour la plupart d'entre nous.
											Alors j'utilise la musique et la sculpture
											pour rendre cela, non pas seulement visible,
											mais aussi tactile et audible.
									","
											Was Sie eben gehört haben
											ist das Zusammenspiel von barometrischem Druck, Wind- und Temperaturangaben,
											welche 2007 über den Hurrikan Noel aufgezeichnet wurden.
											Die Musiker haben eine dreidimensionale Veranschaulichung von Wetterdaten wie diesen abgespielt.
											Jede einzelne Perle, jedes farbige Band,
											repräsentiert ein Wetterelement,
											welches auch wie eine Note gelesen werden kann.
											Ich finde Wetter außerordentlich faszinierend.
											Wetter ist eine Mischung von Systemen
											welche für die meisten von uns von Natur aus unsichtbar ist.
											Also benutze ich Skulpturen und Musik,
											um es nicht nur sichtbar zu machen,
											sondern auch fühlbar und hörbar.
									",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
","
","
","
","
","
",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
											All of my work begins very simple.
											I extract information from a specific environment
											using very low-tech data collecting devices —
											generally anything I can find in the hardware store.
											I then compare my information to the things I find on the Internet —
											satellite images, weather data
											from weather stations as well as offshore buoys.
											That's both historical as well as real data.
											And then I compile all of these numbers on these clipboards that you see here.
											These clipboards are filled with numbers.
											And from all of these numbers,
											I start with only two or three variables.
											That begins my translation process.
									","
											Mis obras empiezan de manera muy simple.
											Saco información de un entorno específico
											con sensores poco sofisticados;
											en general, cualquier cosa que encuentre en la ferretería.
											Luego comparo mi información con lo que encuentro en Internet;
											imágenes satelitales, datos
											de estaciones meteorológicas y de boyas de alta mar.
											Son datos históricos y también datos de tiempo real.
											Después recopilo todos las mediciones en estos anotadores que ven allí.
											Estos anotadores están llenos de números.
											Y a partir de estos números
											empiezo con solo dos o tres variables.
											Así arranco mi proceso de traducción.
									","
											Todo o meu trabalho começa de modo muito simples.
											Eu extraio informação de um ambiente específico
											utilizando instrumentos ""low-tech"" para a recolha dos dados —
											geralmente qualquer coisa que possa encontrar numa loja de ferragens.
											Depois eu comparo a minha informação com as que encontro na internet —
											imagens de satélite, dados meteorológicos
											tanto de estações meteorológicas, como de bóias marítimas.
											São tanto dados históricos como atuais.
											E depois, eu compilo todos estes números nestas pranchetas que veem aqui.
											Estas pranchetas são preenchidas com números.
											E de todos esses números,
											eu começo com apenas duas ou três variáveis.
											Isso inicia o meu processo de tradução.
									","
											Çalışmalarımın hepsi çok basit bir şekilde başlıyor.
											Çok düşük teknolojili veri toplama cihazları kullanarak
											belli bir bölgeden bilgi topluyorum —
											genellikle hırdavatçıdan bulabileceğim herhangi bir şeyle.
											Sonra bilgilerimi internetten bulduklarımla karşılaştırıyorum —
											meteoroloji istasyonlarından ve denizdeki
											veri şamandıralarından edindiğim uydu görüntüleri ve hava verileriyle.
											Bunlar hem tarihi hem de gerçek veriler.
											Ve sonra burada gördüğünüz panolardaki rakamları düzenliyorum.
											Bu panolar rakamlarla dolu.
											Ve tüm bu rakamlardan,
											sadece değişken olan iki ya da üç tanesiyle başlıyorum.
											Bu çeviri sürecimi başlatıyor.
									","
											Tout mon travail commence très simplement.
											J’extrais les informations d'un environnement spécifique
											en utilisant des systèmes de collections de données très basiques —
											en général tout ce que je peux trouver dans un magasin de bricolage.
											Je compare ensuite mes informations avec ce que je trouve sur internet —
											images satellites, données météorologiques
											des stations météo ainsi que des bouées de mesures en mer.
											Ce sont aussi bien des données historiques que de véritables données.
											Et ensuite je compile tout ces nombres sur ces feuillets que vous voyez ici.
											Ces feuillets sont remplis de chiffres.
											Et à partir de tous ces chiffres,
											je commence seulement avec deux ou trois variables.
											Cela commence mon procédé de traduction.
									","
											Jede Arbeit beginnt ganz einfach.
											Ich extrahiere Informationen einer bestimmten Umgebung
											und nutze dafür technisch sehr einfache Datensammlungsgeräte –
											allgemein alles, was sich in einem Baumarkt finden lässt.
											Dann vergleiche ich meine Informationen mit solchen, die ich im Internet finde –
											Satellitenbilder, Wetterdaten
											von Wetterstationen und auch Bojen auf offener See.
											Das sind historische aber auch Echtzeitdaten.
											Und dann trage ich alle diese Zahlen auf diesen Klemmbrettern, die Sie hier sehen, zusammen.
											Diese Klemmbretter sind mit Zahlen angefüllt.
											Und von all diesen Zahlen,
											fange ich mit nur zwei oder drei Variablen an.
											So beginnt mein Übersetzungsprozess.
									",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
","
","
","
","
","
",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
											My translation medium is a very simple basket.
											A basket is made up of horizontal and vertical elements.
											When I assign values to the vertical and horizontal elements,
											I can use the changes of those data points over time
											to create the form.
											I use natural reed,
											because natural reed has a lot of tension in it
											that I cannot fully control.
											That means that it is the numbers that control the form,
											not me.
											What I come up with are forms like these.
											These forms are completely made up
											of weather data or science data.
											Every colored bead, every colored string,
											represents a weather element.
											And together, these elements, not only construct the form,
											but they also reveal behavioral relationships
											that may not come across
											through a two-dimensional graph.
									","
											El medio de mi traducción es una simple canasta.
											La canasta se compone de elementos horizontales y verticales.
											Uso los cambios de esos datos en el tiempo para asignar valores
											a los elementos verticales y horizontales
											y así crear la forma.
											Uso caña natural
											porque tiene mucha tensión
											que no puedo controlar por completo.
											Eso significa que son los números los que controlan la forma
											y no yo.
											Obtengo formas como éstas.
											Estas formas están construidas completamente
											por datos meteorológicos o científicos.
											Cada cuenta coloreada, cada cuerda coloreada,
											representa un dato meteorológico.
											Y juntos, estos elementos, no sólo constituyen la forma
											sino que también revelan relaciones de comportamiento
											que quizá no aparezcan
											en un gráfico bidimensional.
									","
											O meu meio de tradução é uma cesta muito simples.
											Uma cesta é feita de elementos horizontais e verticais.
											Quando eu estabeleço os valores dos elementos verticais e horizontais,
											eu consigo usar as variações dos valores no tempo
											para criar a forma.
											Eu uso o vime natural,
											porque o vime tem muita tensão
											que não consigo controlar totalmente.
											Isso significa que são os números que controlam a forma,
											não eu.
											O que surge são formas como esta.
											Estas formas são completamente feitas
											de dados meteorológicos ou de dados científicos.
											Cada conta colorida, cada fio colorido,
											representa um elemento meteorológico.
											E juntos, estes elementos, não apenas constroem a forma,
											como também revelam relações de comportamento
											que podem não ser encontradas
											através de um gráfico bidimensional.
									","
											Çeviri aracım çok basit bir sepet.
											Yatay ve dikey elemanlardan oluşan bir sepet.
											Yatay ve dikey elementlere veri atadığımda,
											zaman içinde bir şekil yaratmak için bu veri noktalarının
											değerlerini kullanabiliyorum.
											Doğal kamış kullanıyorum,
											çünkü doğal kamışta tamamen kontrol edemediğim
											çok fazla gerilim var.
											Bu şu demek oluyor, şekli kontrol eden rakamlar,
											ben değilim.
											Bunlara benzer şekiller buluyorum.
											Bu şekiller tamamen ikilim verileri
											ya da bilimsel verilerden oluşuyor.
											Her renkli boncuk, her renkli tel,
											bir hava elemanını temsil ediyor.
											Ve bu elementler hep beraber sadece şekil oluşturmakla kalmıyor,
											aynı zamanda iki boyutlu bir grafikte
											göremeyebileceğimiz davranışsal
											ilişkiler de meydana çıkarıyor.
									","
											Mon support de traduction est un panier tout simple.
											C'est un panier fait d'éléments horizontaux et verticaux.
											Quand j'assigne des valeurs aux éléments verticaux et horizontaux,
											je peux utiliser les changements de ces données au cours du temps
											pour créer la forme.
											J'utilise du roseau naturel,
											car le roseau naturel est un matériel avec beaucoup de tension
											que je ne peux pas contrôler complètement.
											Ce qui veut dire que ce sont les chiffres qui contrôlent la forme,
											et pas moi.
											Ce que je produis sont des formes comme celles-ci.
											Ce sont des formes faites entièrement
											de données météorologiques et scientifiques.
											Chaque perle de couleur, chaque corde de couleur,
											représente un élément du temps.
											Et ensemble, ces éléments, non seulement construisent la forme,
											mais révèlent également les relations comportementales
											qui ne seraient pas évidentes
											avec un représentation graphique à deux dimensions.
									","
											Mein Übersetzungswerkzeug ist ein einfacher Korb.
											Ein Korb besteht aus horizontalen und vertikalen Elementen.
											When ich diesen vertikalen und horizontalen Elementen Variabeln zuordne,
											kann ich die zeitlichen Veränderungen dieser Datenpunkte nutzen,
											um die Form zu schaffen.
											Ich benutze natürliches Schilfrohr,
											weil es eine große Spannung besitzt,
											die ich nicht vollständig kontrollieren kann.
											Das bedeutet, dass es die Zahlen sind, welche die Form kontrollieren,
											nicht ich.
											Und was dann entsteht, sind Formen wie diese.
											Diese Formen bestehen nur aus
											Wetterdaten oder wissenschaftlichen Daten.
											Jede farbige Perle, jedes farbige Band
											stellt ein Wetterelement dar.
											Und zusammen konstruieren diese Elemente nicht nur eine Form,
											sie decken auch Wechselbeziehungen auf,
											die in einer zweidimensionalen Veranschaulichung
											vielleicht nicht wirken.
									",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
","
","
","
","
","
",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
"
											When you step closer, you actually see
											that it is indeed all made up of numbers.
											The vertical elements
											are assigned a specific hour of the day.
											So all the way around, you have a 24-hour timeline.
											But it's also used to assign a temperature range.
											On that grid, I can then weave the high tide readings,
											water temperature, air temperature and Moon phases.
											I also translate weather data into musical scores.
											And musical notation allows me a more nuanced way
											of translating information
											without compromising it.
									","
											Al acercarnos vemos que en realidad
											todo está hecho de números.
											A los elementos verticales
											se les asigna una hora específica del día.
											En todos los sentidos hay una línea de tiempo de 24 horas.
											Pero se usa también para asignar un rango de temperaturas.
											En esa grilla puedo tejer las mediciones de las mareas altas;
											la temperatura del agua, la del aire y las fases lunares.
											También traduzco la información meteorológica en partituras musicales.
											La notación musical me permite traducir la información
											de manera más matizada
											sin comprometerla.
									","
											Quando nos aproximamos, podemos ver
											que é realmente todo composto por números.
											Os elementos verticais
											representam uma hora específica do dia.
											Então a toda a volta, temos uma escala de 24 horas.
											Mas também representam a amplitude da temperatura.
											Na grelha, eu posso tecer as leituras da maré-alta,
											temperatura da água, temperatura do ar e fases lunares.
											Eu também traduzi os dados meteorológicos em partituras musicais.
											E a notação musical permite-me traduzir a informação
											de uma maneira mais subtil
											sem comprometer a informação.
									","
											Yaklaştığınızda, aslında tamamen
											rakamlardan oluştuğunu görürsünüz.
											Dikey elemetler
											günün belli bir saatini saptıyor.
											Ve bu şekilde, 24 saatlik zaman çizelgesi elde ediyorsunuz.
											Ve ayrıca sıcaklık aralığını belirlemek için de kullanılıyor.
											Bu şebekede, sonra deniz kabarması okumalarını,
											su ısısını, hava ısısını ve Ay'ın evrelerini dokuyabiliyorum.
											Ayrıca hava verilerini müzik notalarına çeviriyorum.
											Nota sistemi bilgileri değiştirmeden çevirebilmem için
											daha incelikli bir
											yol sağlıyor.
									","
											Quand vous vous approchez, vous voyez
											que tout est fait de chiffres.
											Les éléments verticaux
											correspondent à une heure spécifique de la journée.
											Donc tout autour vous avez une chronologie de 24 heures.
											Mais c'est aussi utilisé pour assigner une fourchette de températures.
											Sur cette grille, je peux tresser les mesures de hautes marées,
											de températures de l'eau, de l'air et des phases de la Lune.
											Je peux aussi traduire les données météorologiques en partition de musique.
											Et la notation musicale me permet une approche plus nuancée
											de la traduction des informations
											sans les compromettre.
									","
											Wenn Sie näher treten, können Sie sogar sehen,
											dass das alles tatasächlich aus Zahlen besteht.
											Die vertikalen Elemente
											sind einer bestimmten Stunde am Tag zugeordnet.
											Also haben Sie drumherum eine 24-Stunden Zeitachse.
											Aber genauso zeigen sie Temperaturbereiche an.
											Auf diesem Raster kann ich anschließend die Flutaufzeichnungen,
											die Wassertemperatur, die Lufttemperatur und die Mondphasen einflechten.
											Ich übersetze auch Wetterdaten in Partituren.
											Die Notensätze erlauben mir eine abgestuftere Art und Weise
											Informationen zu übersetzen,
											ohne sie zu beeinträchtigen.
									",Art made of storms,Nathalie Miebach,4:19,"TED Fellows,art,data,visualizations,weather"
