es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
											Fue cuando tenía 15 años que me interesó por primera vez la energía solar.
											Mi familia se había mudado de Fort Lee, New Jersey a California,
											y nos mudamos de la nieve a mucho calor, y tuberías de gas.
											Hubo racionamiento de gas en 1973.
											La crisis energética estaba en pleno apogeo.
									","
											Foi aos 15 anos que me interessei
pela energia solar.
											A minha família tinha-se mudado
de Nova Jérsei, para a Califórnia,
											e mudámo-nos da neve para muito calor
e condutas de gás.
											Havia racionamento de gás em 1973.
											A crise energética estava no auge.
									","
											Güneş enerjisiyle ilk ilgilenmeye başladığımda 15 yaşımdaydım.
											Ailem Fort Lee'den New Jersey California'ya taşındı,
											kış bölgesinden, çok sıcaklara ve petrol bölgesine taşındık.
											1973'te benzin karneyle veriliyordu.
											Enerji krizi tepe noktasındaydı.
									","
											J'avais 15 ans quand j'ai commencé à m'intéresser à l'énergie solaire.
											Ma famille avait déménagé depuis Fort Lee, New Jersey, jusqu'en Californie,
											et nous sommes passés de la neige aux hautes températures et aux files d'attente à la pompe à essence.
											Le carburant était rationné en 1973.
											La crise énergétique était à son paroxysme
									","
											Mit fünfzehn Jahren begann ich, mich für Solarenergie zu interessieren.
											Meine Familie war von Fort Lee, New Jersey, nach Kalifornien gezogen,
											und damit zogen wir aus dem Schnee in die Hitze, und zu den Gasleitungen.
											Im Jahre 1973 war Gas rationiert.
											Die Energiekrise war an ihrem Höhepunkt angelangt.
									",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
","
","
","
","
",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
											Comencé a leer la revista Popular Science,
											y me motivó mucho el potencial de la energía solar
											para intentar resolver la crisis.
											Acababa de cursar trigonometría en la secundaria,
											Aprendí acerca de la parábola
											y cómo ella puede concentrar rayos de luz en un solo foco.
											Eso me emocionó mucho.
											Y de verdad sentí que habría potencial
											para construir alguna cosa que pudiera concentrar luz.
									","
											Comecei a ler a revista Popular Science
											e fiquei muito entusiasmado
com o potencial da energia solar
											para tentar resolver a crise.
											Tinha estudado trigonometria no liceu,
											aprendi sobre a parábola
											e como podia concentrar
raios de luz num só foco.
											Isso deixou-me muito entusiasmado.
											Senti que havia ali muito potencial
											para construir algo
que pudesse concentrar a luz.
									","
											''Popüler Sceince'' dergisini okumaya başladım,
											ve güneş enerjisinin bu krizi çözme potansiyeli
											beni gerçekten heyecanlandırdı.
											Lisede trigonometriyi öğrendim,
											parabolü öğrendim,
											ve parabolün ışık demetlerini nasıl bir noktaya odaklayabildiğini öğrendim.
											Bu beni cidden heyecanlandırdı.
											Ve gerçekten ışığı toplayabilecek bir şey
											üretilebilme potensiyeli olduğunu hissettim.
									","
											J'ai commencé à lire ""Popular science magazine"",
											et j'étais vraiment enthousiasmé par le potentiel de l'énergie solaire
											en tant que solution potentielle à cette crise.
											Je venais de découvrir la trigonométrie au lycée,
											j'avais appris ce qu'est une parabole
											et comment elle peut concentrer les rayons de lumière en un seul point.
											J'étais vraiment enthousiasmé.
											Et j'étais convaincu qu'il y avait du potentiel
											pour construire un truc qui pourrait concentrer la lumière.
									","
											Damals hatte ich angefangen, das ""Popular Science Magazine"" zu lesen
											und ich war von dem Potential sehr begeistert, das die Solarenergie
											bei dem Versuch, die Krise aufzulösen, darstellte.
											Ich hatte gerade Trigonometrie in der Schule belegt
											und lernte dort über Parabeln,
											und ihre Fähigkeit, Lichtstrahlen in einem Punkt zu konzentrieren.
											Das fand ich sehr aufregend
											und ich war davon überzeugt, dass es möglich sein würde,
											ein Gerät zu konstruieren, das Licht konzentrieren konnte.
									",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
","
","
","
","
",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
											Entonces, inicié la compañía llamada Solar Devices.
											Era una compañía donde construía parábolas,
											llevé curso de taller mecánico,
											y recuerdo empezar taller mecánico construyendo parábolas y motores Stirling.
											Y estaba construyendo un motor Stirling en el torno,
											y todos los ciclista— motociclistas — se acercaron
											y dijeron ""Estás construyendo un BONG, ¿verdad?""
											Y dije ""No, es un motor Stirling. Eso es.""
											Pero no me creyeron.
									","
											Assim, fundei uma empresa
chamada Solar Devices.
											Era uma empresa
onde eu construía parábolas,
											ia à loja de ferragens
											ia à loja de ferragens construir
parábolas e motores Stirling.
											Estava a construir
um motor no torno
											apareceu pessoal das motas e disse:
											""Estás a fazer é um cachimbo, não é?""
											E eu: ""Não, é um motor Stirling. A sério!""
											Mas eles não acreditaram em mim.
									","
											Böylece, Güneş Cihazları isimli şirketi kurdum.
											Ve bu şirket, benim parabolleri inşa ettiğim yerdi,
											bir demirci atölyesi aldım,
											ve bu atölyenin içine girip parabolleri ve Stirling motorlarını ürettiğimi hatırlıyorum.
											Torna tezgahında Stirling motorlarını yaptığımı hatırlıyorum,
											ve motosikletçi çocuklar gelip,
											""bir nargile yapıyorsun değil mi"" diyorlardı.
											Bende, ""hayır, bu bir Stirling motoru. Gerçekten"" dedim.
											Ama bana inanmadılar.
									","
											Du coup, j'ai créé cette boîte appelée ""Solar Devices"".
											Et c'était une entreprise dans laquelle je construisais des paraboles
											je travaillais dans l'atelier métallurgie,
											et je me souviens quand je rentrais dans cet atelier et que je fabriquais des paraboles et des moteurs Stirling.
											Je construisais ces machines de Stirling sur un tour,
											et tous les bikers — les motards —, se ramenaient
											et me disaient, ""Tu construis une chicha pas vrai ?""
											et je leur disais, ""Non non, c'est un moteur Stirling. Je vous assure.""
											Mais ils n'ont jamais voulu me croire.
									","
											Daher gründete ich ein Unternehmen mit dem Namen ""Solar Devices"".
											Und in dieser Firma baute ich Parabeln nach.
											Ich schloss mich einer Schmiede an,
											Ich erinnere, wie ich in eine Schmiede ging, die Parabeln und Stirlingmotoren baute.
											Und ich war gerade dabei, diesen Stirlingmotor an einer Drehbank zu bauen,
											als diese ganzen Motorradfahrer zu mir herüberkamen
											und sagten: ""Du baust eine Wasserpfeife, oder?""
											Und ich sagte, ""Nein, das ist ein Stirlingmotor. Wirklich.""
											Aber sie glaubten mir nicht.
									",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
","
","
","
","
",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
											Vendí los planos de este motor y de este plato
											en el reverso de la revista Popular Science, por cuatro dólares cada uno.
											Y gané suficiente dinero para pagar mi primer año en Caltech.
											Fue una gran emoción para mí entrar a Caltech.
									","
											Vendia os planos do motor e da parabólica,
											na contracapa da revista ""Popular Science"",
por quatro dólares cada.
											Consegui dinheiro suficiente
para pagar o primeiro ano no Caltech.
											Fiquei muito entusiasmado
por entrar no Caltech.
									","
											Popüler Bilim dergisine bu motorun planlarını ve
											bu çanakları tanesi 4 dolara sattım.
											Ve Caltecht'de ki ilk yılımı karşılayacak kadar para kazandım.
											Calteche gitmek beni gerçekten çok heyecanladırmıştı.
									","
											J'ai vendu les plans de ce moteur et de la parabole
											sur la dernière page du Popular Science magazine, à 4 dollars pièce.
											Et j'ai gagné assez d'argent pour ma première année a Caltech.
											C'était vraiment très excitant pour moi d'intégrer Caltech.
									","
											Ich verkaufte die Pläne für diesen Motor und die Schüssel
											auf den hinteren Seiten des ""Popular Science Magazine"" für je vier Dollar.
											Und damit verdiente ich genug Geld, um mein erstes Jahr im Californian Institute of Technology zu finanzieren.
											Es war unfassbar für mich, vom Caltech aufgenommen worden zu sein.
									",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
","
","
","
","
",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
"
											Y en mi primer año en Caltech, continué con el negocio.
											Pero después, en el segundo año de Caltech, empezaron a asignar calificaciones.
											Todo el primer año fue aprobado/reprobado, pero el segundo año fue con calificaciones.
											No pude seguir con el negocio,
											y terminé con un desvío de 25 años.
											Mi sueño había sido el de convertir energía solar a un costo muy práctico,
											pero entonces tuve este gran desvío.
											Primero, la carga académica en Caltech.
									","
											Durante o primeiro ano no Caltech,
mantive o negócio,
											mas, no segundo ano do Caltech,
começaram a atribuir notas.
											O primeiro ano era só aprovado/reprovado,
mas no segundo havia notas
											e não fui capaz de manter o negócio,
											e acabei com um desvio de 25 anos.
											O meu sonho era converter
energia solar a custos acessíveis,
											mas, entretanto, tive este desvio.
											Primeiro o curso em Caltech.
									","
											Caltech'te ki ilk yılımda işe devam ettim.
											Ama sonra Caltech'in ikinci yılında not vermeye başladılar.
											İlk yıl sadece geçti/kaldı vardı ama ikinci yıl notlandırmaya başladılar.
											İşi devam ettiremedim
											ve sonuçta 25 yıllık bir ara verdim.
											Hayalim güneş enerjisini oldukça kabul edilebilir bir maliyete çekmekti,
											ama, bu büyük arayı verdim.
											Önce Caltech'teki derslerim.
									","
											Pendant ma première année là-bas, j'ai continué à faire des affaires.
											Mais à partir de la seconde année à Caltech, ils ont commencé à nous donner des notes.
											La première année c'était un système réussite/échec, mais la seconde était notée.
											Du coup, je n'ai pas pu continuer m'occuper de ma boite,
											et je me suis engagé sur une autre voie pendant 25 ans.
											Mon rêve était de convertir l'énergie solaire à très bas coût,
											mais finalement je me suis détourné de ce rêve pendant longtemps.
											D'abord les études à Caltech.
									","
											Und während meines ersten Jahres dort führte ich mein Unternehmen weiter.
											Aber im zweiten Jahr im Caltech fingen sie an, uns zu benoten.
											Im ganzen ersten Jahr ging es nur um Bestehen oder Durchfallen, aber das zweite Jahr wurde benotet.
											Ich schaffte es nicht, die Firma aufrechtzuerhalten
											und das resultierte in einem fünfundzwanzigjährigen Schlenker.
											Mein Traum war gewesen, Sonnenenergie sehr kostengünstig umzuwandeln,
											aber dann erfuhr ich diesen langen Umweg.
											Erst kamen meine Kurse im Caltech.
									",A solar energy system that tracks the sun,Bill Gross,19:55,"energy,invention,solar energy,technology,electricity"
