en,tr,de,title,speaker,duration,tags
"
","
","
",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
											Seventy-thousand years ago, our ancestors
were insignificant animals.
											The most important thing to know
about prehistoric humans
											is that they were unimportant.
											Their impact on the world was not
much greater than that of jellyfish
											or fireflies or woodpeckers.
											Today, in contrast,
we control this planet.
											And the question is:
											How did we come from there to here?
											How did we turn ourselves
from insignificant apes,
											minding their own business
in a corner of Africa,
											into the rulers of planet Earth?
									","
											Yetmiş bin yıl önce,
atalarımız önemsiz hayvanlardı.
											Tarih öncesi insanların en önemli özelliği
											önemsiz olmalarıdır.
											Dünya'ya etkileri denizanasından
veya ateş böceklerinden
											veya ağaç kakanlardan daha fazla değildi.
											Bugün tam tersine, 
gezegeni biz kontrol ediyoruz.
											Ve soru şu:
											Oradan buraya nasıl geldik?
											Kendimizi, Afrika'nın bir köşesinde

											kendi işine bakan önemsiz maymunlardan
											Dünya hükümdarlarına nasıl çevirdik?
									","
											Vor 70 000 Jahren waren unsere
Vorfahren noch unbedeutende Tiere.
											Über die prähistorischen Menschen
sollte man vor allem wissen,
											dass sie unwichtig waren.
											Ihre Auswirkung auf die Welt war
nicht viel größer als die einer Qualle,
											eines Glühwürmchens oder Spechts.
											Heute beherrschen wir diesen Planeten.
											Die Frage ist also:
											Wie haben wir es soweit gebracht?
											Wie sind wir von
unbedeutenden Menschenaffen,
											die sich in einer Ecke Afrikas
um ihre Angelegenheiten kümmerten,
											zu den Herrschern
des Planeten Erde geworden?
									",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
","
","
",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
											Usually, we look for the difference
between us and all the other animals
											on the individual level.
											We want to believe — I want to believe —
											that there is something special about me,
											about my body, about my brain,
											that makes me so superior
to a dog or a pig, or a chimpanzee.
											But the truth is that,
on the individual level,
											I'm embarrassingly similar
to a chimpanzee.
											And if you take me and a chimpanzee
and put us together on some lonely island,
											and we had to struggle for survival
to see who survives better,
											I would definitely place my bet
on the chimpanzee, not on myself.
											And this is not something
wrong with me personally.
											I guess if they took almost any one
of you, and placed you alone
											with a chimpanzee on some island,
											the chimpanzee would do much better.
									","
											Genelde, diğer hayvanlarla aramızdaki
											bireysel farklara bakarız.
											Biz, -ben- ayrı bir özelliğimiz olduğuna,
											bedenimde ve beynimde beni, 
köpek, domuz
											ya da şempanzeye oranla 
daha üstün kılan
											bir yönüm olduğuna inanmak isteriz.
											Bireysel seviyedeki gerçek maalesef şu:
											utanılacak kadar şempanzelere benziyorum.
											Şempanzeyle beni ıssız
bir adaya götürseniz ve
											kim daha uzun hayatta kalır diye baksanız,
											ben iddiamı şempanze üzerine yapardım
kendime değil
											Kişisel bir hatam olduğundan değil.
											Sanırım, herhangi birimizi tek başımıza
											bir şempanzeyle adaya bıraksalar
											her zaman şempanze daha iyi iş çıkarır.
									","
											Üblicherweise suchen wir
auf der individuellen Ebene
											nach dem Unterschied zwischen uns
und allen anderen Tieren.
											Wir möchten glauben —
Ich möchte glauben —
											dass ich etwas Besonderes an mir,
											meinem Körper und meinem Gehirn habe,
											wodurch ich einem Hund, einem Schwein
oder Schimpansen weit überlegen bin.
											In Wahrheit aber bin ich dem Schimpansen
											auf individueller Ebene
beschämend ähnlich.
											Würden ein Schimpanse und ich
											zusammen auf einer
einsamen Insel ausgesetzt
											und wir müssten ums Überleben kämpfen,
um zu sehen, wer stärker ist,
											würde ich mit Sicherheit auf
den Schimpansen wetten, nicht auf mich.
											Und das hat nichts
mit mir persönlich zu tun.
											Ich nehme an, würde man einen von Ihnen
											alleine mit einem Schimpansen
auf einer Insel aussetzen,
											käme der Schimpanse viel besser zurecht.
									",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
","
","
",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
											The real difference between humans
and all other animals
											is not on the individual level;
											it's on the collective level.
											Humans control the planet
because they are the only animals
											that can cooperate both flexibly
and in very large numbers.
											Now, there are other animals —
											like the social insects,
the bees, the ants —
											that can cooperate in large numbers,
but they don't do so flexibly.
											Their cooperation is very rigid.
											There is basically just one way
in which a beehive can function.
											And if there's a new opportunity
or a new danger,
											the bees cannot reinvent
the social system overnight.
											They cannot, for example,
execute the queen
											and establish a republic of bees,
											or a communist dictatorship
of worker bees.
									","
											Hayvanlarla insanlar arasındaki asıl fark
											bireysel seviyede değildir.
											Bu fark toplumsal seviyededir.
											İnsanlar gezegeni yönetiyorlar çünkü 
büyük gruplar halinde
											ve uyumlu şekilde
ortaklık kurabilen tek tür onlar.
											Şimdi diğer türlere bakalım
											mesela sosyal böcekler olan arılar 
ve karıncalara,
											bunlar büyük gruplar halinde ortaklık
kurabiliyorlar fakat uyumlu değiller.
											Ortaklıkları çok katı.
											Temelde arı kovanı tek yönlü işler.
											Eğer yeni bir imkan ya da tehlike olursa
											arılar sosyal yapılarını
bir gecede değiştiremezler.
											Mesela, kraliçeyi idam edip
											işçi arılar komünist yönetimi
											veya bir arılar cumhuriyeti kuramazlar.
									","
											Der tatsächliche Unterschied zwischen
den Menschen und allen anderen Tieren
											liegt nicht auf der individuellen Ebene,
											sondern auf der kollektiven Ebene.
											Die Menschen beherrschen den Planeten,
weil sie die einzigen Tiere sind,
											die flexibel und in großer Anzahl
kooperieren können.
											Es gibt andere Tiere —
											z. B. die sozialen Insekten
wie Bienen, Ameisen —
											die in großer Anzahl kooperieren können,
aber nicht auf flexible Weise.
											Ihre Kooperation ist sehr starr.
											Ein Bienenstock kann im Grunde
nur auf eine einzige Weise funktionieren.
											Gibt es eine neue Gelegenheit oder Gefahr,
											können die Bienen ihr Gesellschaftssystem
nicht über Nacht neu erfinden.
											Sie können zum Beispiel nicht
die Königin hinrichten
											und eine Bienenrepublik
											oder eine kommunistische Diktatur
von Arbeiterbienen gründen.
									",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
","
","
",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
											Other animals, like the social mammals —
											the wolves, the elephants,
the dolphins, the chimpanzees —
											they can cooperate much more flexibly,
											but they do so only in small numbers,
											because cooperation among chimpanzees
											is based on intimate knowledge,
one of the other.
											I'm a chimpanzee and you're a chimpanzee,
											and I want to cooperate with you.
											I need to know you personally.
											What kind of chimpanzee are you?
											Are you a nice chimpanzee?
											Are you an evil chimpanzee?
											Are you trustworthy?
											If I don't know you, how can I
cooperate with you?
									","
											Sosyal memeliler olan kurtlar, 
filler, yunuslar
											ve şempanzeler gibi diğer hayvanlar
											daha uyumlu bir topluluk kurabilirler
											ancak bu küçük ölçekli gruplarda olur.
											Çünkü şempanzeler arasındaki işbirliği
											birinin diğeri hakkındaki 
bireysel bilgisine dayanır.
											Eğer ben bir şempanzeysem, 
sen bir şempanzeysen
											ve seninle işbirliği yapmak istiyorsam
											seni kişisel olarak tanımam gerekir.
											Nasıl bir şempanzesin?
											İyi bir şempanze misin?
											Kötü bir şempanze misin?
											Güvenilir misin?
											Seni tanımıyorsam seninle 
nasıl işbirliği yapabilirim?
									","
											Andere Tiere,
wie die sozialen Säugetiere —
											Wölfe, Elefanten, Delfine, Schimpansen —
											können da flexibler
handeln und kooperieren,
											aber nur in kleiner Anzahl,
											denn Kooperation unter Schimpansen
											beruht auf dem intimen Wissen
des einen über den anderen.
											Wenn ich ein Schimpanse bin
und Sie sind ein Schimpanse
											und ich möchte mit Ihnen kooperieren,
											muss ich Sie persönlich kennen.
											Welche Art Schimpanse sind Sie?
											Sind Sie ein netter Schimpanse?
											Sind Sie ein böser Schimpanse?
											Sind Sie vertrauenswürdig?
											Wenn ich nichts von Ihnen weiß,
wie kann ich dann mit Ihnen kooperieren?
									",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
","
","
",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
"
											The only animal that can combine
the two abilities together
											and cooperate both flexibly
and still do so in very large numbers
											is us, Homo sapiens.
											One versus one, or even 10 versus 10,
											chimpanzees might be better than us.
											But, if you pit 1,000 humans
against 1,000 chimpanzees,
											the humans will win easily,
for the simple reason
											that a thousand chimpanzees
cannot cooperate at all.
											And if you now try to cram
100,000 chimpanzees
											into Oxford Street,
or into Wembley Stadium,
											or Tienanmen Square or the Vatican,
											you will get chaos, complete chaos.
											Just imagine Wembley Stadium
with 100,000 chimpanzees.
											Complete madness.
									","
											Bu iki kabiliyeti bir araya getirebilen
tek hayvan
											ve uyumlu şeklide işbirliğini 
büyük gruplar halinde başaran
											sadece bizleriz, Homo sapiensler.
											Bire bir ya da ona on
											şempanzeler bizden daha iyi olabilirler.
											Fakat 1.000 insana karşı 
1.000 şempanze koyarsanız,
											insanlar kolayca kazanacaktır.
Basit bir sebepten,
											çünkü 1.000 şempanze 
birlikte hareket edemez.
											Eğer, 100.000 şempanzeyi Oxford Meydanına,
											Wembley Stadyumuna, Tienanmen Meydanına
											ya da Vatikan'a toplamak isterseniz
											sadece kaos oluşur, tam bir kaos.
											Wembley Stadyumu'nda
100.000 şempanzeyi düşünün.
											Tamamen çılgınlık.
											Oysa, insanlar rahatça orada toplanırlar
											ve elde ettiğimiz genelde kaos değildir.
									","
											Das einzige Tier, das beide
Fähigkeiten vereinen kann,
											also flexibel zu kooperieren,
und das in großer Anzahl,
											ist der Mensch, der Homo Sapiens.
											Einer gegen einen, oder 10 gegen 10 —
											darin sind die Schimpansen
wahrscheinlich besser als wir.
											Stehen sich aber 1 000 Menschen
und 1 000 Schimpansen gegenüber,
											dann gewinnen die Menschen locker,
und zwar aus dem einfachen Grund,
											dass tausend Schimpansen
nicht kooperieren können.
											Beim Versuch, 100 000 Schimpansen
in die Oxford Street zu stopfen,
											oder ins Wembley-Stadion,
											auf den Tian'anmen-Platz
oder den Vatikan,
											entstünde Chaos, völliges Chaos.
											Stellen Sie sich mal das Wembley-Stadion
mit 100 000 Schimpansen vor.
											Kompletter Wahnsinn.
									",What explains the rise of humans?,Yuval Noah Harari,17:08,"evolution,history,human origins,humanity,storytelling"
