en,es,tr,pt,title,speaker,duration,tags
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
											It was the end of October
in the mountains in Austria.
											I was there on a field trip
with my architecture students from Zurich.
											And when we reached a high valley,
											I surprised them with the news
that there was no hut
											or hotel booked for the night.
											It was not a mistake.
											It was totally on purpose.
											The challenge was to build our own shelter
with whatever we could find.
											And we all survived.
											It was cold, it was really tough ...
											and it was a great learning experience
											to discover that there are a lot
of resources given by nature for free,
											and all that we need
is our sensitivity to see them ...
											and our creativity to use them.
									","
											Era fin de octubre, 
en las montañas de Austria.
											Era un viaje de estudios con mis 
estudiantes de arquitectura, de Zúrich.
											Cuando llegamos a un valle
situado en lo alto,
											les dije que no reservé ninguna cabaña
											ni ningún hotel para pasar la noche.
											No es porque me equivocase.
											Lo había hecho intencionadamente.
											El reto: hacer un refugio
con lo que sea.
											Y todos sobrevivimos.
											Hacía frío, era muy duro...
											pero fue una experiencia
que nos enseñó mucho,
											vimos que la naturaleza
nos da muchos recursos gratis,
											y solo necesitamos poder verlos
											y nuestra creatividad para usarlos.
									","
											Ekim ayının sonlarıydı,
Avusturya dağlarında
											Zürih'ten mimarlık öğrencilerimle
bir saha gezisindeydik.
											Yüksek bir vadiye ulaştığımızda,
											Onlara sürpriz haberi verdim,
o gece konaklanacak
											kulübe ya da otel
ayarlanmamıştı.
											Bu bir hata değildi.
											Tamamen bilinçli olarak
yapılmıştı.
											Bu, bulabildiğimiz malzemelerle kendi
barınağımızı inşa etme sınavıydı.
											Ve hayatta kaldık.
											Soğuktu, gerçekten zordu...
											ve müthiş öğretici bir deneyim oldu.
											Doğanın bize bedelsiz sunduğu
birçok kaynak olduğunu keşfettik.
											Tek ihtiyacımız, bu kaynakları fark
edebilecek hassasiyet...
											ve kullanabilecek yaratıcılıktı.
									","
											Foi no fim de outubro
nas montanhas da Áustria.
											Eu tinha lá ido numa visita de estudo
											com os meus alunos
de arquitetura de Zurique.
											Quando chegámos a um vale lá no alto,
											surpreendi-os com a notícia
de que não havia alojamento
											nem hotel reservado para a noite.
											Não foi por engano.
											Foi propositado.
											O desafio era construir o nosso abrigo
com o que pudéssemos encontrar.
											Todos nós sobrevivemos.
											Estava frio, foi bastante duro...
											e foi uma ótima experiência
de aprendizagem
											para descobrir que há muitos recursos
que a Natureza nos oferece, de graça,
											e só precisamos de sensibilidade
para os encontrar
											e de criatividade para os usar.
									",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
											I found myself in a similar situation.
											When I was an architecture student
about 13 years ago,
											I went to Bangladesh
to a remote village called Rudrapur
											with the aim to design and build
a school as my thesis project.
											I had lived in that village before
when I was 19 and a volunteer
											at Dipshikha, a Bangladeshi NGO
for rural development.
											And what I had learned from them
											was that the most sustainable strategy
for sustainable development
											is to cherish and to use
your very own resources and potential,
											and not get dependent on external factors.
											And this is what I tried to do
with my architecture as well.
									","
											Yo estuve en una situación similar.
											Cuando era estudiante de arquitectura,
hace 13 años ya,
											Fui a Bangladesh, a un pueblo remoto
llamado Rudrapur
											para diseñar y construir
un colegio para mi tesis.
											Ya había vivido en ese pueblo,
a los 19 años y era voluntaria
											en Dipshikha, una ONG de Bangladesh
para el desarrollo rural.
											Y lo que aprendí con ellos
											fue que la estrategia más eficaz
para un desarrollo sostenible
											es apreciar y usar
tus propios recursos y potencial
											y no volverte dependiente
de factores externos.
											Y esto era lo que traté de hacer ver
también a mis estudiantes.
									","
											Kendimi benzer bir durumda 
bulduğum olmuştu.
											Yaklaşık 13 yıl evvel
mimarlık öğrencisiyken,
											Bangladeş'in ücra bir köyü olan 
Rudrapur'a gitmiştim.
											Tez projem doğrultusunda
bir okul tasarlayıp inşa edecektim.
											Daha önce 19 yaşında bu köyde yaşamış, 
kırsal kalkınma üzerine
											çalışan Dipshikha adlı STK'da
gönüllü olarak görev yapmıştım.
											Onlardan öğrendiğim şuydu:
											Sürdürülebilir kalkınma yolundaki
en sürdürülebilir strateji,
											kendi kaynaklarınız ve potansiyelinizin
değerini bilmek, onları kullanmak
											ve dış faktörlere bağlı kalmamaktı.
											Bunu kendi mimarimde de 
uygulamaya çalıştım.
									","
											Encontrei-me numa situação semelhante
											quando era aluna de arquitetura,
há cerca de 13 anos.
											Fui ao Bangladesh, a uma aldeia
longínqua chamada Radrapur
											com o objetivo de projetar e construir
uma escola, para a minha tese.
											Eu vivera naquela aldeia,
quando tinha 19 anos
											e era voluntária em Dipshikha, uma ONG
bengali para o desenvolvimento rural.
											O que aprendi com eles
											foi que a estratégia mais sustentável
para um desenvolvimento sustentável
											era apreciar e usar os próprios
recursos e potencial,
											e não ficar dependente
de fatores externos.
											Foi também isso que tentei fazer
com a minha arquitetura.
									",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
											In terms of suitable building
materials for my school,
											I didn't have to look far.
											They were right under my feet:
											mud, earth, dirt, clay,
however you call it ...
											and bamboo that was growing all around.
											Electricity in remote Bangladesh is rare,
											but we didn't need it.
											We had human energy
											and the people were happy
to have the work.
											Tools were an issue, too,
											but we had these guys,
											water buffalos.
											We had also tried a bit cows,
											but interestingly,
they were too intelligent.
											They were always stepping
in the holes of the previous round.
											They wouldn't mix the mud, the straw —
									","
											Para los materiales sostenibles
de edificación
											no tuve que indagar mucho.
											Estaban debajo de mis pies:
											barro, tierra, arcilla, como prefieran,
											y el bambú que crecía por todas partes.
											La electricidad en aquel lugar
era inusual,
											pero no la necesitábamos.
											Teníamos energía humana
											y la gente era feliz
de tener un trabajo.
											Las herramientas supusieron un problema,
											pero teníamos a estos animales,
											búfalos de agua.
											También probamos con vacas,
											pero curiosamente, eran muy inteligentes.
											Iban alrededor de los agujeros 
de la ronda anterior.
											No mezclaban el barro, la paja....
									","
											İnşa edeceğim okul için 
uygun yapı malzemelerini
											uzaklarda aramam gerekmedi.
											Hemen ayağımın altındalardı:
											Çamur, toprak, toz, kil,
adına ne derseniz...
											ve dört bir yanda yetişen
bambu ağaçları.
											Bangladeş'in ücra bölgelerinde
elektrik nadiren bulunur
											fakat ihtiyacımız yoktu.
											Beden gücümüz vardı
											ve insanlar çalışmaktan memnunlardı.
											Alet ve teçhizat da sorundu
											ancak bu arkadaşlarımız vardı,
											mandalar.
											İneklerle de şansımızı denedik
											ama ilginç şekilde,
fazla akıllı çıktılar.
											Sürekli bir önceki turda
basılan çukurlara basıyorlardı.
											Bu yüzden samanla çamur karışmıyordu,
									","
											Em termos de materiais de construção
adequados para a minha escola,
											não tive de procurar muito longe.
											Estavam mesmo debaixo dos meus pés:
											lama, terra, sujidade, barro,
chamem-lhe o que quiserem...
											e bambus que cresciam por toda a parte.
											A eletricidade é rara
no Bangladesh profundo,
											mas não precisávamos dela.
											Tínhamos a energia humana
											e as pessoas sentiam-se felizes
por terem trabalho.
											As ferramentas também eram um problema,
											mas tínhamos estas criaturas,
											os búfalos-d ‘água.
											Também tentámos com vacas
											mas, curiosamente, elas eram
demasiado inteligentes.
											Elas pisavam sempre nos buracos
da passagem anterior,
											não amassavam a lama, a palha...
									",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Risos)
									",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
											the sand, which are
the ingredients in the walls.
											And except a small team of consultants
											like my partner
for realization, Eike Roswag,
											and my basket-weaver cousin, Emmanuel,
											it was all built by craftsmen
from the village.
											And this is the METI school
after six months of construction.
									","
											la arena, que son los elementos
que forman la pared.
											Y excepto un pequeño grupo de ayudantes,
											como mi compañero en la puesta 
en marcha, Eike Roswag,
											y mi primo cesterista, Emmanuel
											todo se construyó gracias 
a los artesanos del pueblo.
											Y esto es el colegio METI
tras 6 meses de construcción.
									","
											kum ve duvar yapımında
kullandığımız malzemeler de.
											Uygulamadaki ortağım
Eike Roswag
											ve sepet örücüsü kuzenim
Emmanuel gibilerini
											içeren küçük bir danışmanlar
ekibi haricinde,
											tüm bina köydeki işçiler
tarafından inşa edildi.
											Altı aylık inşaatın sonunda
METI Okulu böyle görünüyordu.
									","
											a areia, que são
os ingredientes das paredes.
											Para além duma pequena equipa
de consultores
											como Eike Roswag,
o meu parceiro do projeto,
											e o meu primo Emmanuel,
que faz cestos,
											tudo foi construído
por artesãos da aldeia.
											Esta é a escola METI,
ao fim de seis meses de construção.
									",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
											Thank you.
									","
											Gracias.
									","
											Teşekkürler.
									","
											Obrigada.
									",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
"
","
","
","
",The warmth and wisdom of mud buildings,Anna Heringer,13:01,"architecture,design,engineering,sustainability,environment,materials"
