en,es,tr,title,speaker,duration,tags
"
","
","
",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
											It's story time.
											Settle back, and I'll begin.
											Once upon a time, a mother duck
sat patiently on her nest of eggs,
											waiting for them to hatch.
											And then one day, she felt
something move beneath her.
											Crack, crack!
											Filled with happiness, she watched
as her eggs hatched one by one.
									","
											Es la hora del cuento.
											Relájense y comenzaré.
											Una vez, una mamá pata estaba sentada
pacientemente sobre su nido con huevos,
											esperando que eclosionaran.
											Y luego un día, sintió algo
moviéndose debajo de ella.
											¡Crac, crac!
											Con mucha alegría, vio que
los huevos eclosionaban uno a uno.
									","
											Masal vakti.
											Arkanıza yaslanın, başlıyorum.
											Bir varmış bir yokmuş, bir anne ördek
yumurtaların üzerinde oturmuş
											sabırla çatlamalarını bekliyormuş.
											Sonra bir gün, 
altında bir hareket hissetmiş.
											Çatır, çatır!
											Anne ördek büyük bir mutlulukla
yumurtaların tek tek çatlamasını izlemiş.
									",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
","
","
",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
											I don't know about you,
but when I was little,
											story time was always
one of my favorite parts of the day.
											And I loved reading to my two sons
when they were small, too.
											It's that special time
											when a parent and child
can be totally absorbed together
											in mystical kingdoms, fantastical beasties
											or scruffy little ducks
that turn out to be swans.
											Well, that's how it is for some children,
											but for other children,
											there isn't a parent around
to read to them.
									","
											No sé Uds., pero cuando era niño,
											la hora del cuento era siempre
una de mis partes favoritas del día.
											Y también amaba leer a mis dos hijos
cuando eran pequeños.
											Es ese momento especial
											cuando un padre y su hijo pueden estar
completamente absortos juntos
											en reinos místicos, bestias fantásticas
											o pequeños patos desaliñados
que se convierten en cisnes.
											Bueno, así es para algunos niños,
											pero para otros,
											no hay un padre cerca que les lea.
									","
											Sizi bilmem ama ben küçükken
											masal vakti, günün en sevdiğim vaktiydi.
											Kendi iki oğluma da küçükken
masal okumayı çok severdim.
											Bu özel anda,
											ebeveyn ve çocuk hikâyenin içinde
tamamen kaybolurlar.
											Gizemli krallıklar, fantastik canavarlar
											veya kuğuya dönüşen küçük sersem
ördek yavruları...
											Bazı çocuklar için durum böyleyken
											bazı çocukların
											onlara masal okuyacak
bir ebeveynleri yoktur.
									",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
","
","
",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
											I'd like to tell you about Sophie.
											Sophie's five years old
and lives with her parents.
											One day, there's a bang at the door.
											Sophie hears lots of shouting;
her mum's crying.
											She sees the police
dragging her father away.
											Sophie's afraid. She starts crying, too.
											Weeks go by.
											Sophie doesn't know
what's happened to her dad.
											When she asks her mum, her mum gets upset.
											So she stops asking.
											Sophie waits.
											She really misses her dad.
											Every day, she hurries home from school,
in case he's come back.
											On many nights,
she cries herself to sleep.
									","
											Me gustaría hablarles sobre Sophie.
											Sophie tiene 5 años
y vive con sus padres.
											Un día, alguien golpea fuerte la puerta.
											Sophie escucha muchos gritos;
su mamá está llorando.
											Ve a la policía llevándose a su padre.
											Sophie tiene miedo. 
Ella empieza a llorar también.
											Pasan las semanas.
											Sophie no sabe qué le pasó a su papá.
											Cuando le pregunta
a su mamá, ella se enoja.
											Así que deja de preguntar.
											Sophie espera.
											Realmente extraña a su papá.
											Todos los días vuelve rápido
de la escuela, por si él ha regresado.
											Muchas noches llora hasta dormirse.
									","
											Size Sophie'den bahsetmek isterim.
											Sophie 5 yaşındadır
ve ailesiyle yaşamaktadır.
											Bir gün kapı çalar.
											Sophie birçok bağrışma duyar;
annesi ağlıyordur.
											Polisin babasını çekip 
götürdüğüne şahit olur.
											Sophie korkar ve de ağlamaya başlar.
											Haftalar geçer.
											Sophie babasına ne olduğunu bilmez.
											Annesine sorduğunda annesi üzülür.
											O da artık sormaz.
											Sophie bekler.
											Babasını çok özler.
											Her gün okuldan eve koşarak gelir;
belki babası dönmüştür diye.
											Çoğu gece ağlayarak uyur.
									",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
","
","
",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
											Children at school start to tease her.
											They call her names.
											Somebody's mum has heard
that Sophie's dad is in prison.
											Sophie pretends to be ill
so she doesn't have to go to school.
											And her teacher can't understand
why she's so far behind
											with her schoolwork.
											After what seems
a long, long time to Sophie,
											a letter arrives.
											It's from her dad.
											The writing is very messy.
											The letter makes her mum cry,
but she reads a little out to Sophie.
											He says that he's OK
and that he's missing them.
											It's a short letter.
									","
											Los niños de la escuela
empiezan a molestarla.
											Le ponen sobrenombres.
											Una mamá escuchó que
el papá de Sophie está preso.
											Sophie pretende estar enferma
para no tener que ir a la escuela.
											Y su maestra no comprende
por qué está tan retrasada
											con su tarea.
											Luego de lo que parece mucho, 
mucho tiempo para Sophie,
											llega una carta.
											Es de su papá.
											La escritura es descuidada.
											La carta hace llorar a su mamá,
pero le lee un poco a Sophie.
											Dice que él está bien
y que las extraña.
											Es una carta corta.
									","
											Okuldaki çocuklar
onunla dalga geçmeye başlar.
											Ona isimler takarlar.
											Birinin annesi, Sophie'nin babasının
hapiste olduğunu duymuştur.
											Sophie okula gitmemek için
hasta taklidi yapmaya başlar.
											Öğretmeni, ev ödevlerinden 
neden bu kadar geri kaldığını
											anlayamaz.
											Sophie için çok uzun bir süre sonra
											bir mektup gelir.
											Mektup babasındandır.
											Yazılar karman çormandır.
											Mektup annesini ağlatır,
yine de Sophie'ye de birazını okur.
											Babası iyi olduğunu ve onları
çok özlediğini yazmıştır.
											Kısa bir mektuptur.
									",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
","
","
",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
"
											Sophie says she'd like to go
and see her dad, wherever he is.
											But her mum says it's too far away,
and they can't afford the journey.
											Then one day the phone rings.
											""Sophie, come speak to daddy.""
											Dad sounds different, far away.
											He says he can't talk for very long,
											and anyway, it's very noisy
wherever he is.
											And Sophie doesn't know
what to say to him.
									","
											Sophie dice que le gustaría ir a ver 
a su papá, a donde sea que esté.
											Pero su mamá dice que es demasiado lejos,
y no pueden pagar el viaje.
											Luego un día suena el teléfono.
											""Sophie, ven a hablar con papi"".
											Papá suena diferente, lejano.
											Dice que no puede hablar mucho
											y, de todos modos,
hay mucho ruido donde está.
											Y Sophie no sabe qué decirle.
									","
											Sophie gidip babasını görmek istediğini
söyler; babası her nerdeyse.
											Fakat annesi çok uzakta olduğunu ve oraya
gitmeye paralarının yetmeyeceğini söyler.
											Sonra bir gün telefon çalar.
											""Sophie, gel babanla konuş.""
											Babasının sesi farklıdır, 
çok uzaktan gelir.
											Çok uzun konuşamayacağını söyler,
											zaten olduğu yer çok seslidir.
											Sophie ona ne söyleyeceğini bilemez.
									",How storytelling helps parents in prison stay connected to their kids,Alan Crickmore,15:28,"TEDx,parenting,prison,storytelling,social change,society,personal growth"
