en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
											These dragons from deep time
are incredible creatures.
											They're bizzarre,
											they're beautiful,
											and there's very little
we know about them.
									","
											Estos dragones del pasado remoto
son criaturas increíbles.
											Son extraños,
											hermosos,
											y sabemos muy poco de ellos.
									","
											Estes dragões de tempos esquecidos
são criaturas incríveis.
											Eles são bizarros,
											eles são belos,
											e sabemos muito pouco sobre eles.
									","
											Kadim zamanlarda yaşamış
ejderhalar müthiş yaratıklar.
											İlginçler,
											güzeller
											ve onlar hakkında çok az şey biliyoruz.
									",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
","
","
","
",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
											These thoughts were going
through my head
											when I looked at the pages of
my first dinosaur book.
											I was about five years old at the time,
											and I decided there and then

											that I would become a paleontologist.
											Paleontology allowed me 
to combine my love for animals
											with my desire to travel to 
far-flung corners of the world.
									","
											Me pasaban estos 
pensamientos por la cabeza
											conforme miraba las páginas de
mi primer libro de dinosaurios.
											Tenía unos 5 años en esa época,
											y allí, en ese momento,
											decidí ser paleontólogo.
											La paleontología me permitió
combinar mi amor por los animales
											con mi deseo de viajar a los lugares
más remotos del planeta.
									","
											Estes eram os pensamentos que
me passaram pela cabeça
											quando olhei para as páginas
do meu primeiro livro de dinossauros.
											Eu tinha cerca de cinco anos nessa altura
											e decidi, naquele momento,
											que iria ser paleontólogo.
											A paleontologia permitiu-me combinar
o meu amor pelos animais
											com o desejo de viajar
aos cantos mais remotos do mundo.
									","
											Dinozorlar hakkındaki
ilk kitabıma bakarken

											aklımdan bu düşünceler geçiyordu.
											Tabii o zamanlar yaklaşık
5 yaşındaydım.
											Ve o zamandan bir fosilbilimci
											olmaya karar vermiştim.
											Fosilbilim, dünyanın
her köşesine gitme isteğim ile
											hayvanlara olan sevgimi
bir araya getirebilmemi sağladı.
									",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
","
","
","
",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
											And now, a few years later,
I've led several expeditions
											to the ultimate far-flung corner 
on this planet, the Sahara.
											I've worked in the Sahara because
I've been on a quest
											to uncover new remains of
a bizarre, giant predatory dinosaur
											called Spinosaurus.
									","
											Y ahora, unos años después,
he dirigido varias expediciones
											al rincón remoto por excelencia
en este planeta, el Sahara.
											He trabajado en el Sahara en busca
											de nuevos restos de un extraño
y gigantesco dinosaurio depredador
											llamado Spinosaurus.
									","
											E atualmente, alguns anos depois,
tenho liderado várias expedições
											ao derradeiro canto remoto
deste planeta, o Sara.
											Tenho trabalhado no Sara porque
tenho estado numa busca
											para descobrir novos restos de um
dinossauro predador gigante e bizarro,
											chamado espinossauro.
									","
											Ve şimdi, birkaç yıl sonra,
bu gezegendeki
											ücra yerlerden birine,
Sahra Çölü'ne seyahat ettim.
											Sahra'da çalıştım, çünkü Spinosaurus adlı
											ilginç, dev bir yırtıcı 
dinozorun kalıntılarını
											ortaya çıkarmak niyetindeydim.
									",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
","
","
","
",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
											A few bones of this animal
have been found
											in the deserts of Egypt
											and were described about 100 years ago
by a German paleontologist.
											Unfortunately, all his Spinosaurus bones
were destroyed in World War II.
											So all we're left with are just
a few drawings and notes.
									","
											Se encontraron huesos de este animal
											en los desiertos de Egipto
											y fueron descritos hace unos 100 años
por un paleontólogo alemán.
											Por desgracia, los huesos 
de su Spinosaurus fueron destruidos
											en la Segunda Guerra Mundial.
											Nos quedan solo unos dibujos y notas.
									","
											Alguns ossos deste animal
têm sido encontrados
											nos desertos do Egito
											e foram descritos há cerca de 100 anos
por um paleontólogo alemão.
											Infelizmente, todos os seus ossos
de espinossauro
											foram destruídos na II Guerra Mundial.
											Por isso, tudo o que nos resta
são alguns desenhos e anotações.
									","
											Spinosaurus'un birkaç iskeleti

											Mısır çöllerinde bulundu
											ve bir Alman fosilbilimci tarafından
yaklaşık 100 yıl önce tanımlanmıştı.
											Ne yazık ki, Spinosaurus'un tüm
kalıntıları 2. Dünya Savaşında yok oldu.
											Bu nedenle, bize kalan yalnızca 
birkaç çizim ve birkaç not.
									",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
","
","
","
",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
"
											From these drawings,
											we know that this creature, which lived 
about 100 million years ago,
											was very big,
											it had tall spines on its back,
forming a magnificent sail,
											and it had long, slender jaws, 
a bit like a crocodile,
											with conical teeth,
											that may have been used 
to catch slippery prey, like fish.
											But that was pretty much 
all we knew
											about this animal for the next 100 years.
									","
											A partir de estos dibujos,
											sabemos que esta criatura, que vivió
hace unos 100 millones de años,
											era muy grande,
											tenía espinas altas en su parte posterior,
que formaban una magnífica vela,
											y mandíbulas largas y esbeltas,
como las de un cocodrilo,
											con dientes cónicos,
											que usaba para atrapar a presas 
resbaladizas, como los peces.
											Eso era más o menos todo lo que supimos
											de este animal los siguientes 100 años.
									","
											A partir destes desenhos,
											sabemos que esta criatura, que viveu
há cerca de 100 milhões de anos,
											era muito grande,
											tinha prolongamentos espinhais no dorso,
formando uma magnífica vela,
											e tinha mandíbulas compridas e esguias,
um pouco como um crocodilo,
											com dentes cónicos,
											que devem ter sido usados para apanhar
presas escorregadias, como os peixes.
											Mas isso foi basicamente
tudo o que soubemos
											acerca deste animal
durante os 100 anos seguintes.
									","
											Bu çizimlerden 
anlıyoruz ki bu yaratık,

											yaklaşık 100 milyon yıl evvel yaşamış.
											Çok büyüktü,
											arkasında, kusursuz süzülme sağlayan 
yüksek bir omurgası,
											uzun ve ince, 
timsahınki gibi,
											konik dişli bir ağzı vardı
											Ki bu dişler, kaygan avları
yakalamak için kullanılmış olabilir.
											100 yıldır, Spinosaurus hakkında
											bildiklerimiz hemen hemen bu kadardı.
									",How we unearthed the Spinosaurus,Nizar Ibrahim,6:02,"TED Fellows,TEDYouth,adventure,ancient world,dinosaurs,paleontology"
