fr,en,tr,de,es,pt,title,speaker,duration,tags
"
","
","
","
","
","
",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
											J'étais listé sur la biographie en ligne
											comme un missionaire du design.
											C'est un peu pompeux, je suis plutôt
											une piéton qui marche dans les rues.
											Je passe beaucoup de temps dans des zones urbaines
											à chercher des designs,
											et à étudier le design dans le secteur public.
											Je prends environ 5000 photos par an,
											et je me suis dit que j'allais faire du tri,
											et essayer de trouver quelques images
											qui seraient susceptibles de vous intéresser.
											Et j'ai utilisé trois critères:
											en premier, j'ai pensé que je parlerais du
											vrai design à portée de main,
											du design gratuit, et non du design hors de portée,
											comme nous sommes considérés par la compétition et nos compétiteurs,
											mais des choses qu'on peut trouver dans la rue, des choses gratuites,
											des choses accessibles à tout le monde,
											et des choses qui renferment sans doute d'autres messages importants.
									","
											I was listed on the online biography 

											that said I was a design missionary. 

											That's a bit lofty; I'm really more 

											of something like a street walker.

											I spend a lot of time in urban areas 

											looking for design,
											and studying design in the public sector. 

											I take about 5,000 photographs a year, 

											and I thought that I would edit from these,
											and try to come up with some images 

											that might be appropriate and interesting to you.
											And I used three criteria:
											the first was, I thought I'd talk about
											real design within reach,
											design that's free, not design not quite within reach,
											as we're fondly known by our competition and competitors,
											but stuff that you can find on the streets, stuff that was free,
											stuff that was available to all people,
											and stuff that probably contains some other important messages.
									","
											Benim bir tasarım misyoneri olduğumu söyleyen
											bir online biyografi listesinde gösterildim.
											Bu biraz abartılı, ben daha çok
											sokak insanı gibi bir şeyim
											Kentsel alanlarda tasarım arayarak
											ve kamu alanında tasarım çalışarak
											çokça zaman geçiririm.
											Yılda yaklaşık 5.000 kadar fotoğraf çekerim
											ve düşündüm ki bunlardan bazılarını düzenleyip
											size uygun ve ilginç gelebilecek imgeleri
											sunabilirim.
											Ve üç kriter kullandım:
											İlkinde, düşündüm ki kolaylıkla erişilebilir mesafede olan
											gerçek tasarımlardan bahsedeyim
											bedava olanlardan, pek de kolay ulaşılamayanlardan değil
											içinde bulunduğumuz rekabet ve rakiplerimiz tarafından iyi bilindiğimiz gibi,
											ama sokakta bulabileceğimiz bedava şeylerden
											herkesin kolaylıkla erişimi olan şeylerden
											ve muhtemelen bazı diğer önemli mesajlar içeren tasarımlardan bahsetmek istedim.
									","
											Ich war auf der Online-Biografie aufgeführt,
											die mich als Design-Missionar bezeichnete.
											Das ist ein bisschen hochgestochen; ich bin eher mehr
											so etwas wie ein Flaneur.
											Ich verbringe viel Zeit in städtischen Gebieten,
											auf der Suche nach Design,
											und studiere Design im öffentlichen Raum.
											Ich mache etwa 5.000 Fotos im Jahr
											und ich dachte, dass ich darauf zurückgreife
											und versuche, ein paar Bilder zu zeigen,
											die angemessen und interessant für Sie sein könnten.
											Ich bin nach drei Kriterien vorgegangen:
											das erste war, dass ich vorhatte,
											über greifbares Design zu sprechen,
											freies Design, nicht über kaum greifbares Design,
											wie wir manchmal liebenswürdig von unseren Konkurrenten bezeichnet werden,
											sondern über Dinge, die man auf der Straße findet, kostenlose Dinge,
											Dinge, die für alle zugänglich sind,
											und über Dinge, die wahrscheinlich ein paar andere wichtige Botschaften beinhalten.
									","
											Estaba incluido en la biografía en línea
											que decía que yo era un misionero del diseño.
											Es demasiado elevado; en realidad soy más
											como un caminante callejero.
											Paso mucho tiempo en áreas urbanas
											buscando diseños,
											y estudiando el diseño en el sector público.
											Saco unas 5000 fotografías al año,
											y pensé que editaría éstas,
											e intentaría encontrar algunas imágenes
											que pudieran ser apropiadas e interesantes para ustedes.
											Y usé tres criterios:
											el primero era, pensé que hablaría sobre
											el diseño real al alcance,
											el diseño que es gratis, no diseño que no está totalmente al alcance,
											tal como somos cariñosamente conocidos por nuestra competencia y competidores,
											sino cosas que pueden encontrar en las calles, cosas que eran gratis,
											cosas que estaban disponibles para cualquier persona,
											y cosas que probablemente contengan algunos otros mensajes importantes.
									","
											Na minha biografia ""online""
											classificaram-me como
um missionário do ""design"".
											É um bocado solene,
											sou mais uma espécie 
de andarilho pelas ruas.
											Passo muito tempo em áreas urbanas
											à procura de ""design""
											e a estudar o ""design"" do setor público.
											Tiro cerca de 5000 fotografias por ano
											e pensei em editar algumas delas
											e trazer-vos algumas imagens
											que pudessem ser adequadas
e interessantes.
											Usei três critérios:
											O primeiro foi pensar que iria falar
											do ""design"" real ao nosso alcance,
											o ""design"" gratuito, e não o ""design""
que não está ao nosso alcance
											como comos considerados
pela concorrência e concorrentes
											mas coisas que encontramos nas ruas,
coisas gratuitas,
											coisas disponíveis para toda a gente
											e coisas que provavelmente
contêm outras mensagens importantes.
									",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
","
","
","
","
","
",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
											Je vais prendre ces trottoirs de Rio comme exemple.
											Un design très commun fait dans les années cinquante.
											Avec une forme plutôt fluide, organique,
											très consistente avec la culture brésilienne...
											Je pense que le bon design ajoute à la culture.
											Complètement inconsistent avec San Francisco ou New York.
											Mais je crois que c'est le genre d'autoroutes de l'information que j'aime:
											Je vis beaucoup plus dans un monde analoguique,
											où la circulation piétonne et
											l'interaction et la diversité s'échangent,
											et où je pense que les choses simples sous nos pieds
											ont un grand degré de signification pour nous.
									","
											I'll use these sidewalks in Rio as an example.
											A very common public design done in the '50s.
											It's got a nice kind of flowing, organic form,
											very consistent with the Brazilian culture —
											I think good design adds to culture.
											Wholly inconsistent with San Francisco or New York.
											But I think these are my sort of information highways:
											I live in much more of an analog world,
											where pedestrian traffic and
											interaction and diversity exchange,
											and where I think the simple things under our feet
											have a great amount of meaning to us.
									","
											Örnek olarak Rio'daki bu kaldırımları kullanacağım.
											Bu 50'lerde yapılmış çok sık görülen bir kamu tasarımı
											Brezilya kültürüyle de çok uyumlu
											akışkan ve organik hoş bir şekli var —
											Bence iyi tasarım kültüre çok şey katar.
											Ki bu San Francisco ya da New York ile tamamıyla uyumsuz.
											Ama bence bunlar bir çeşit bilgi yolu
											Ben çok daha analog bir dünyada yaşıyorum,
											yaya trafiğinin, etkileşimin ve farklılık alışverişlerinin yaşandığı
											ayağımızın altındaki basit şeylerin
											bizim için çok fazla anlam taşıdığı
											bir yerde.
									","
											Ich nehme diese Bürgersteige in Rio als Beispiel.
											Ein sehr gebräuchliches öffentliches Design der 50er.
											Es fließt sehr schön und hat eine organische Form,
											die gut zur brasilianischen Kultur passt –
											ich denke, dass gutes Design die Kultur stärkt.
											Ganz anders als San Francisco oder New York.
											Das sind, meine ich, meine Datenautobahnen:
											Ich lebe in einer eher analogen Welt,
											in der Fußgängerverkehr und
											Interaktion und Vielfalt interagieren
											und in der die einfachen Dinge zu unseren Füßen
											sehr bedeutsam für uns sind.
									","
											Usaré estas aceras de Río como ejemplo.
											Un diseño público muy común en los años 50.
											Tiene un bello tipo de forma orgánica y fluida,
											muy concordante con la cultura brasileña.
											Creo que el buen diseño se suma a la cultura.
											Completamente contradictorio con San Francisco o Nueva York.
											Pero creo que estas son mis tipos de autopistas de la información:
											Vivo en un mundo mucho más analógico,
											donde el tráfico de peatones,
											la interacción, el intercambio de diversidad,
											y donde creo que las cosas sencillas bajo nuestro pies
											tiene un gran sentido para nosotros.
									","
											Vou usar estes passeios
no Rio de Janeiro, como exemplo.
											Um ""design"" público muito vulgar
feito nos anos 50.
											Tem uma simpática forma fluida,
uma forma orgânica,
											muito consistente 
com a cultura brasileira
											— penso que um bom ""design""
junta-se à cultura.
											Totalmente inconsistente
com São Francisco ou Nova Iorque.
											Mas penso que são um género
de passeios informativos:
											Eu vivo num mundo muito mais analógico
											em que o tráfego de peões
											e a interação e diversidade mudam
											e em que as pequenas coisas
debaixo dos nossos pés
											têm muito significado para nós.
									",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
","
","
","
","
","
",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
											Comment j'ai commencé dans ce domaine?
											J'ai été designer céramique pendant environ dix ans,
											et j'ai vraiment aimé la forme utilitaire...
											les choses simples qu'on utilise tous les jours,
											les petites compositions de couleur et de surface sur la forme.
											Ça m'a mené à monter une sociéte qui s'appelle Design A Portée de Main (Design Within Reach),
											une sociéte qui s'intéresse aux formes simples,
											qui met les bons designers à notre portée,
											et aussi qui vend les personnalités et le caractère des designers
											et on dirait que ça a marché.
											Deux ans après avoir démarré,
											j'ai passé beaucoup de temps en Europe à voyager et à chercher du design.
									","
											How did I get started in this business?
											I was a ceramic designer for about 10 years,
											and just loved utilitarian form —
											simple things that we use every day,
											little compositions of color and surface on form.
											This led me to starting a company called Design Within Reach,
											a company dealing with simple forms,
											making good designers available to us,
											and also selling the personalities and character of the designers
											as well, and it seems to have worked.
											A couple of years into the process,
											I spent a lot of time in Europe traveling around, looking for design.
									","
											Bu sektöre nasıl girdim?
											10 yıl kadar seramik tasarımcılığı yaptım
											ve kullanışlı formları gerçekten çok sevdim —
											her gün kullandığımız basit şeyleri,
											form üzerine küçük renk ve düzlem kompozisyonları.
											Bu beni, basit şekiller üzerinde çalışan
											iyi tasarımcıları bizimle çalışmaya teşvik eden
											ve hatta tasarımcıların kişilik özelliklerini ve karakterlerini beğeniye sundukları
											bir şirket olan Design Within Reach'i (Erişilebilir Tasarım) kurmaya teşvik etti
											ve sanırım işe yaradı da.
											Bu süreç sırasında bir kaç yıl
											tasarım arayarak ve Avrupa'da seyahat ederek çokça zaman geçirdim
									","
											Wie habe ich auf diesem Feld begonnen?
											Ich war Keramik-Designer für etwa zehn Jahre
											und liebte die nützliche Form –
											einfache Dinge, die wir jeden Tag benutzen,
											kleine Kompositionen von Farbe, Oberfläche und Form.
											Das brachte mich dazu, eine Firma namens Design Within Reach (greifbares Design) zu gründen,
											eine Firma, die sich mit einfachen Formen beschäftigte,
											uns gute Designer verfügbar machte
											und dazu Persönlichkeit und Charakter der Designer vermarktete,
											was erfolgreich gewesen zu sein scheint.
											Als ich schon ein paar Jahre dabei war,
											habe ich viel Zeit in Europa verbracht, bin gereist und habe mir Design angeschaut.
									","
											¿Cómo empecé en este negocio?
											Fui diseñador de cerámica durante unos diez años,
											y simplemente me encantaba la forma utilitaria -
											las cosas sencillas que usamos cada día,
											las pequeñas composiciones de color y superficie en una forma.
											Esto me llevó a empezar una empresa llamada ""Design Within Reach"",
											una compañía que trata con las formas sencillas,
											haciendo que buenos diseñadores estén disponibles para todos nosotros,
											y vendiendo también las personalidades y caracteres de los diseñadores
											también, y parece haber funcionado.
											Un par de años dentro del proceso,
											pasé mucho tiempo viajando por Europa, buscando diseños.
									","
											Como é que comecei com esta ocupação?
											Eu fui ""designer"" de cerâmica
durante cerca de 10 anos,
											e adorava a forma utilitária
											— coisas simples que usamos todos os dias,
											pequenas composições de cor,
de superfície na forma.
											Isso levou-me a fundar uma empresa
chamada Design Within Reach,
											uma empresa que tratava de formas simples,
											captando bons ""designers"",
											e vendendo também a personalidade
e o carácter dos ""designers"".
											Parece que funcionava.
											Anos depois deste processo,
											passei muito tempo na Europa,
a viajar, à procura de ""design"".
									",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
","
","
","
","
","
",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
											Et j'ai eu un vrai déclic à Amsterdam:
											En allant dans les magasins de design,
											et en me mêlant à notre foule de designers,
											je me suis rendu compte que vraiment plein d'objets
											se ressemblaient, et c'est l'effet que la mondialisation
											a eu sur notre communauté aussi.
											On sait bien ce qui se passe avec le design dans le monde,
											et ça devient de plus en plus difficile
											de trouver du design qui reflète une culture unique.
											Je me promenais dans les rues d' Amsterdam
											et je me suis rendu compte, vous savez, que la grande histoire
											d'Amsterdam, ce n'est pas ce qu'il y a dans les magasins de design,
											c'est ce qui est dans les rues,
											et ça va peut-être de soi ,
											mais une ville dont le modernisme ne s'est pas emparé,
											qui a préservé son type d'architecture et son caractère,
											et où les vélos jouent un rôle important dans la façon
											dont les gens se déplacent et où les droits des piétons
											sont protégés.
											Et j'écris un bulletin qui sort toutes les semaines,
											et j'ai écrit un article là-dessus, et la réaction a été tellement énorme
											que j'ai réalisé que le design, que le design commun,
											qui se trouve dans la sphère publique veut dire beaucoup pour les gens,
											et établit une sorte de canevas et un dialogue.
									","
											And I had a bit of a wake-up call in Amsterdam:
											I was there going into the design stores,
											and mixing with our crowd of designers,
											and I recognized that a whole lot of stuff
											pretty much looked the same, and the effect of globalization
											has had that in our community also.
											We know a lot about what's going on with design around the world,
											and it's getting increasingly more difficult
											to find design that reflects a unique culture.
											I was walking around on the streets of Amsterdam
											and I recognized, you know, the big story
											from Amsterdam isn't what's in the design stores,
											it's what's out on the streets,
											and maybe it's self-explanatory,
											but a city that hasn't been taken over by modernism,
											that's preserved its kind of architecture and character,
											and where the bicycle plays an important part of the way
											in which people get around and where pedestrian rights
											are protected.
											And I write a newsletter that goes out every week,
											and I wrote an article about this, and it got such enormous response
											that I realized that design, that common design,
											that's in the public area means a lot to people,
											and establishes kind of a groundwork and a dialog.
									","
											Ve Amsterdam 'dayken bir sabah bir 'uyandırma çağrısı' aldım
											Tasarım mağazalarını gezmek
											bizim tasarımcı kalabalığımızla onları harmanlamak için oradaydım
											ve farkettim ki eşyaların çoğu benzer bir görünüme sahipti
											ve küreselleşmenin etkisi
											bizim toplumumuzda da bunu hissettirmişti.
											Dünyada neler olduğunu dair çok şey biliyoruz
											ve tek bir kültürü yansıtan bir tasarım bulmak
											giderek daha zor hale geliyor.
											Amsterdam sokaklarında yürüyordum
											ve bilirsiniz Amsterdam'ın büyük hikayesi
											tasarım mağazalarında olan değil,
											bu sokakların dışında olan bir şey
											ve belki de izaha gerek duyulmayacak kadar aşikar
											ki bu modernizm tarafından ele geçirilmemiş
											mimarisini ve karakterini kaybetmemiş
											bisiklet parklarının yolda insanların gezinti haklarının
											ve yaya haklarının önemli bir rol oynadığı
											ve korunduğu bir şehir.
											Her hafta yayımlanan bir bülten gazetesinde yazıyorum,
											oradaki köşemde de buna değindim ve okuyucalardan o kadar çok mesaj geldi ki
											ben tasarımın yani halka açık tasarımın
											insanlar için çok şey ifade ettiğini ve bir çeşit zemin
											ve kişiler arası diyaloğu sağladığını fark ettim
									","
											In Amsterdam wurden mir die Augen geöffnet:
											Ich ging in die Designer-Läden,
											kam in Kontakt mit unserer Gruppe von Designern
											und bemerkte, dass viele Dinge
											ziemlich gleich aussahen, dass die Globalisierung
											sich auch auf unsere Gemeinschaft auswirkte.
											Wir wissen viel darüber, was im Design-Bereich weltweit vor sich geht,
											und es wird immer schwieriger,
											Design zu finden, das eine einzigartige Kultur widerspiegelt.
											Ich lief durch Amsterdams Straßen
											und mir wurde klar, dass das Wichtige
											in Amsterdam sich nicht in den Designer-Läden abspielte,
											sondern draußen auf der Straße,
											und vielleicht erklärt es sich von selbst,
											aber es ist eine Stadt, die nicht vom Modernismus überrumpelt worden ist,
											sondern sich ihre Architektur und ihren Charakter bewahrt hat,
											in der Fahrräder eine wichtige Rolle dabei spielen,
											wie die Leute sich fortbewegen, und in der die Rechte
											der Fußgänger geschützt werden.
											Ich schreibe einen Newsletter, der jede Woche verschickt wird,
											und habe darüber einen Artikel geschrieben, der einen so starken Widerhall fand,
											dass ich merkte, dass gewöhnliches Design
											im öffentlichen Raum den Leuten viel bedeutet,
											es etabliert eine Art Basis und einen Dialog.
									","
											Y tuve una especie de despertar en Ámsterdam:
											Estaba allí entrando en las tiendas de diseño,
											y mezclándome con nuestro grupo de diseñadores,
											y me di cuenta de que muchas cosas
											parecían prácticamente lo mismo, y el efecto de la globalización
											había producido eso en nuestra comunidad también.
											Sabemos mucho acerca de lo que pasa con el diseño alrededor del mundo,
											y cada vez es más difícil
											encontrar diseños que reflejen una cultura única.
											Caminaba por las calles de Ámsterdam
											y me di cuenta de que, ya saben, la gran historia
											de Ámsterdam no es lo que está en las tiendas de diseño,
											es lo que está en las calles,
											y puede que sea fácil de entender,
											pero una ciudad que no ha sido absorvida por el modernismo,
											que ha preservado su tipo de arquitectura y carácter,
											y donde la bicicleta desempeña una función importante en el modo
											en que la gente circula y donde los derechos del peatón
											son protegidos.
											Y escribo un boletín informativo que sale cada semana,
											y escribí un artículo sobre esto, y tuvo una respuesta tan enorme
											que me di cuenta de que el diseño, ese diseño común,
											que hay en la zona pública significa mucho para la gente,
											y establece una especie de trabajo de base y diálogo.
									","
											Tive um certo despertar em Amsterdão:
											Eu andava pelas lojas de ""design""
											misturando-me com o mundo dos ""designers""
											e reparei que muitos daqueles objetos
eram todos parecidos.
											O efeito da globalização também
tinha entrado na nossa comunidade.
											Sabemos bem o que se passa
no ""design"", no mundo inteiro,
											e torna-se cada vez mais difícil
											encontrar ""design"" que reflita
uma cultura em especial.
											Eu passeava pelas ruas de Amsterdão
											e reconheci que a história
de Amsterdão
											não estava nas lojas de ""design"",
estava nas ruas.
											Talvez fosse essa a explicação
											de uma cidade que não foi
invadida pelo modernismo
											que preservou o seu tipo
de arquitetura e o seu carácter
											e onde a bicicleta desempenha
um papel importante
											na forma como as pessoas se deslocam
											e onde os direitos dos peões
estão protegidos.
											Escrevo uma ""newsletter""
que sai todas as semanas
											e escrevi um artigo que obteve
uma reação tão grande
											que percebi que o ""design"",
esse ""design"" comum
											que existe na área pública
significa muito para as pessoas
											e estabelece uma base e um diálogo.
									",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
","
","
","
","
","
",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
"
											Ensuite, j'ai pensé aux autres villes
											en Europe où je passe beaucoup de temps à chercher du design,
											comme Bâle, où se trouve Vitra, ou dans le nord de l'Italie...
											toutes les villes où il y a plein de vélos,
											et où les zones piétonnes... et j'en suis venu à la conclusion que peut-être
											il y avait quelque chose dans ces centres importants de design
											qui se chargeait des vélos et de la circulation piétonne,
											et je suis sûr que l'oeil sceptique dirait, non, la corrélation ici
											est qu'il y a des universités et des écoles
											où les gens ne peuvent pas se permettre des voitures,
											mais on dirait que dans beaucoup de ces zones
											la circulation piétonne est protégée.
											On ne verrait pas ça comme un vélo de designer:
											un vélo de designer est en titanium ou en molybdène.
											Mais j'ai commencé à regarder le design dans un endroit comme Amsterdam
											et me suis rendu compte, vous savez, le premier emploi du design
											est d'être utile à la société.
											Et donc je vois ce vélo pas tant comme un vélo de designer,
											mais plus comme un très bon exemple de design.
									","
											I then kind of thought about the other cities
											in Europe where I spend a lot of time looking for design,
											like Basel, where Vitra is located, or in northern Italy —
											all cities where there are a whole lot of bicycles,
											and where pedestrian areas — and I came to the conclusion that perhaps
											there was something about these important design centers
											that dealt with bicycles and foot traffic,
											and I'm sure the skeptic eye would say, no, the correlation there
											is that there are universities and schools
											where people can't afford cars,
											but it did seem that in many of these areas
											pedestrian traffic was protected.
											You wouldn't look at this and call this a designer bike:
											a designer bike is made of titanium or molybdenum.
											But I began looking at design in a place like Amsterdam
											and recognized, you know, the first job of design
											is to serve a social purpose.
											And so I look at this bike as not being a designer bike,
											but being a very good example of design.
									","
											Sonra biraz da tasarım arayarak bolca zaman geçirdiğim, Vitra'nın bulunduğu Kuzey İtalya'daki Basel gibi
											içinde bir çok bisiklet yolunun bulunduğu
											ve yürüyüş parkurlarının olduğu
											Avrupa şehirlerini düşündüm
											ve şu sonuca vardım:
											bisikletler ve yaya trafiğiyle ilgilenen
											bu önemli tasarım merkezlerinde bir şey var
											ve eminim ki şüpheci bir göz, hayır, buradaki esas bağlantı
											insanların araba alabilecek kadar parasının olmadığı
											okullar ve üniversitelerin olmasıdır diyecektir.
											Ama bana öyle geldi ki bu alanların pek çoğunda
											yaya trafiği dikkatlice denetlenmekte.
											Mesela buna bakıp ' Evet bu bir tasarımcı bisikleti' demezdiniz
											bir tasarımcı bisikleti titanyum ve molibdenumdan yapılmıştır
											Ama ben tasarımı Amsterdam gibi bir yerde aramaya başladım
											ve fark ettim ki, tasarımın birinci misyonu sosyal bir amaca hizmet etmek.
											Ve bu sebeple ben de bu bisiklete bir tasarım bisikleti olarak bakmıyorum,
											ona sadece çok iyi
											bir tasarım örneği olarak bakıyorum.
									","
											Dann dachte ich an die anderen Städte
											in Europa, in denen ich nach Design Ausschau gehalten habe,
											wie Basel, wo Vitra sitzt, oder in Norditalien –
											alles Städte, in denen es viele Fahrräder gibt
											und Fußgängerzonen – und ich kam zu dem Schluss, dass vielleicht
											irgendetwas besonders war an diesen wichtigen Design-Zentren,
											das mit dem Fahrrad- und Fußgängerverkehr zu tun hatte,
											sicher würde ein Skeptiker sagen: Nein, der Zusammenhang ist,
											dass es dort Universitäten und Hochschulen gibt,
											deren Studenten sich keine Autos leisten können,
											aber es schien, als wäre in vielen dieser Gebiete
											der Fußgängerverkehr geschützt.
											Das hier würde man sicher nicht als Designer-Fahrrad bezeichnen:
											ein Designer-Fahrrad besteht aus Titan oder Molybdän.
											Aber ich begann, mir das Design in Orten wie Amsterdam anzuschauen,
											und stellte fest, dass es die erste Pflicht von Design ist,
											einem sozialen Zweck zu dienen.
											Ich sehe also dieses Fahrrad nicht als Designer-Fahrrad,
											aber als sehr gutes Beispiel für Design.
									","
											Luego pensé en las otras ciudades
											de Europa donde pasé mucho tiempo buscando diseños,
											como Basilea, donde se encuentra Vitra, o el norte de Italia -
											todas ellas ciudades donde hay muchas bicicletas,
											y donde las áreas peatonales - y llegué a la conclusión de que quizás
											había algo en estos importantes centros de diseño
											que tenía que ver con las bicicletas y el tráfico a pie,
											y estoy seguro de que el ojo escéptico diría, no, la correlación ahí
											es que hay universidades y escuelas
											donde la gente no se puede permitir coches,
											pero parecía que en muchas de estas zonas
											el tráfico peatonal estaba protegido.
											No mirarían esto y le llamarían una bici de diseño:
											una bici de diseño está hecha de titanio o molibdeno.
											Pero empecé a mirar el diseño en un lugar como Ámsterdam
											y me di cuenta de que, ya saben, la primera tarea de diseñar
											es servir a un propósito social.
											Y así vi esta bici no como una bici de diseño,
											sino como un muy buen ejemplo de diseño.
									","
											Depois, pensei noutras cidades
da Europa
											onde passo muito tempo
à procura de ""design"",
											— como Basileia, onde se situa Vitra,
ou no norte da Itália —
											em todas as cidades onde há
muitas bicicletas
											e onde as áreas dos peões
— e cheguei à conclusão
											que, talvez, haja qualquer coisa
nesses importantes centros de ""design""
											que lidam com bicicletas
e tráfego de peões.
											Certamente um olho cético
dirá que não há correlação.
											Há universidades e escolas
											onde as pessoas não têm posses
para ter carro.
											Mas eu via que, em muitas dessas áreas,
											o tráfego de peões estava protegido.
											Não olharíamos para isto
como uma bicicleta com ""design"",
											que seria feita de titânio
ou de molibdénio.
											Mas comecei a olhar para o ""design""
num sítio como Amsterdão
											e reconheci que
a primeira função do ""design""
											é servir um objetivo social.
											Olhei para esta bicicleta
não como uma bicicleta com ""design"",
											mas como um exemplo
muito bom de ""design"".
									",Ways of seeing,Rob Forbes,15:37,"beauty,business,design,exploration,photography"
