en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
											My work focuses on the connection of
											both thinking about our community life
											being part of the environment
											where architecture grows from the natural
											local conditions and traditions.
									","
											O meu trabalho centra-se 
simultaneamente na interligação,
											de pensar sobre a nossa vida em comunidade
											e fazer parte do ambiente,
											onde a arquitetura cresce
											a partir das condições naturais 
e tradições locais.
									","
											Çalışmalarımın odağı
											toplum hayatımızın çevrenin bir parçası
											olduğunu düşünmemle bağlantılı olarak
											mimarinin doğal yerel şart ve geleneklerden
											geliştiği.
									","
											Im Zentrum meiner Arbeit steht 
die Verbindung
											von Überlegungen zu unserem 
Gemeinschaftsleben
											und Teil der Umwelt zu sein,
											wo Architektur aus den natürlichen,
											lokalen Bedingungen erwächst, 
und Traditionen.
									",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
","
","
","
",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
											Today I brought two recent projects
											as an example of this.
											Both projects are in emerging countries,
											one in Ethiopia and another one in Tunisia.
											And also they have in common
											that the different analyses from different perspectives
											becomes an essential part of the final piece of architecture.
									","
											Hoje, eu trouxe dois projetos recentes,
											como um exemplo disso.
											Ambos os projetos 
são em países emergentes,
											um é na Etiópia e o outro na Tunísia.
											E eles têm também em comum,
											que as diferentes análises a partir 
de perspetivas diferentes,
											tornam-se uma parte essencial 
da peça final de arquitetura.
									","
											Bugün iki tane proje getirdim
											buna örnek olacak.
											Her iki proje gelişmekte olan ülkelerde,
											biri Etiyopya diğeri Tunus'ta.
											İkisinin de ortak yanı
											değişik perspektiflerden değişik analizler
											mimarin son parçasının önemli bir bölümü oluyor.
									","
											Heute habe ich als Beispiel dafür,
											.zwei aktuelle Projekte mitgebracht.
											Beide Projekte sind in Schwellenländern,
											eines in Äthiopien und eines in Tunesien.
											Sie haben auch gemeinsam,
											dass die verschiedenen Analysen 
aus unterschiedlichen Perspektiven
											ein wesentlicher Teil 
der finalen Architektur werden.
									",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
","
","
","
",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
											The first example started with an invitation
											to design a multistory shopping mall
											in Ethiopia's capital city Addis Ababa.
											And this is the type of building
											we were shown as an example, to my team and myself,
											of what we had to design.
											At first, the first thing I thought was,
											I want to run away.
									","
											O primeiro exemplo, 
começou com um convite,
											para projetar um centro 
comercial de vários andares
											na capital da Etiópia, Adis Abeba.
											E este, é o tipo de edifício,
											que nos mostraram como exemplo, 
a mim e à minha equipa,
											do que tínhamos que projetar.
											A primeira coisa que pensei foi:
											""Quero fugir daqui"".
									","
											İlk örnek bir davetle başladı
											çok katlı bir alışveriş merkezi tasarlamak için
											Etiyopya'nın başkenti Addid Ababa'da.
											Bu tür bir bina
											bana ve takımıma örnek olarak gösterildi
											tasarlamamız istenilen şey olarak.
											İlk başta, aklıma ilk gelen,
											kaçmak istediğim oldu.
									","
											Das erste Beispiel begann mit 
einer Einladung,
											ein mehrstöckiges Einkaufszentrum
											in Äthiopiens Hauptstadt Addis Abeba 
zu entwerfen.
											Das ist die Art von Gebäude,
											die uns, meinem Team und mir, 
als Beispiel für das,
											was wir entwerfen sollten, 
gezeigt wurde.
											Zuerst dachte ich,
											dass ich weglaufen wollte.
									",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
","
","
","
",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
","
","
","
",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
"
											After seeing a few of these buildings —
											there are many in the city —
											we realized that they have three very big points.
											First, these buildings, they are almost empty
											because they have very large shops
											where people cannot afford to buy things.
											Second, they need tons of energy to perform
											because of the skin treatment with glass
											that creates heat in the inside,
											and then you need a lot of cooling.
											In a city where this shouldn't happen
											because they have really mild weather
											that ranges from 20 to 25 degrees the whole year.
											And third is that their image has nothing to do
											with Africa and with Ethiopia.
											It is a pity in a place that has such rich culture and traditions.
									","
											Depois de ver alguns destes edifícios,
											há muitos na cidade,
											percebemos que eles têm 
três pontos em comum.
											Primeiro, estes edifícios 
estão quase vazios
											porque têm lojas muito grandes
											onde as pessoas não têm 
dinheiro para comprar coisas.
											Segundo, eles precisam de 
muita energia para funcionar
											por causa das fachadas de vidro
											que criam calor no interior,
											e aí é preciso muita refrigeração.
											Numa cidade 
onde isto não deveria acontecer
											porque o tempo lá é realmente ameno,
											que varia entre os 20 ºC e 25 ºC 
o ano inteiro.
											E terceiro, é que a sua imagem 
não tem nada a ver
											com a África e com a Etiópia.
											É uma pena, num lugar que tem 
uma cultura e tradições tão ricas.
									","
											Bu binalardan birkaç tane gördükten sonra
											— şehirde çok var bunlardan —
											üç çok büyük özellikleri olduklarını fark ettik.
											İlk olarak, bu binalar nerdeyse boş
											çünkü insanların birşey satın almaya paraları yetmediği
											çok büyük mağazaları var.
											ikinci olarak, işlevsel olmaları için tonlarca enerjiye ihtiyaçları var
											çünkü cam ile yapılan kaplama şekli
											içeride ısı yaratıyor
											ve sonra da çok soğutma gerektiriyor.
											Bunun olmaması gereken bir şehirde
											çünkü ılıman iklimleri var
											tüm yıl boyunca 20-25 derece arası.
											Üçüncüsü de görüntülerinin Afrika
											ve Etiyopya ile hiç alakalı olmaması.
											Böyle zengin kültür ve geleneklere sahip bir yer için çok yazık.
									","
											Nachdem wir ein paar 
dieser Gebäude gesehen hatten –
											es gibt viele davon in der Stadt –
											erkannten wir, dass sie 
drei wesentliche Merkmale haben.
											Erstens sind diese Gebäude fast leer,
											weil sie sehr große Läden beherbergen,
											in denen Menschen sich 
nicht leisten können, Dinge zu kaufen.
											Zweitens brauchen sie enorm viel Energie,
											weil die Oberflächen aus Glas sind,
											was Hitze im Inneren erzeugt,
											und dann braucht man viel Kühlung.
											In einer Stadt, 
in der das nicht passieren sollte,
											denn sie haben ziemlich mildes Wetter,
											das im ganzen Jahr zwischen 
20 bis 25 Grad liegt.
											Und drittens hat ihr Image nichts
											mit Afrika und Äthiopien zu tun.
											Das ist schade an einem Ort mit 
einer so reichen Kultur und Tradition.
									",Architecture at home in its community,Xavier Vilalta,7:44,"Africa,TED Fellows,architecture,design"
