en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
											On their 20th birthday, identical twin 
astronauts volunteer for an experiment.
											Terra will remain on Earth, while Stella 
will board a spaceship.
											Stella’s ship will travel at 86.6% the 
speed of light
											to visit a star that is 10 
light-years away,
											then return to Earth at the same speed.
									","
											20. doğum günlerinde,
											tek yumurta ikizi iki astronot 
bir deney için gönüllü oldular.
											Terra Dünya'da kalırken 
Stella uzaya gidecekti.
											Stella'nın uzay gemisi ışık hızının
% 86,6’sında seyahat ederek
											10 ışık yılı uzaklığındaki
bir yıldızı ziyaret edecekti
											ve aynı hızda Dünya'ya dönecekti.
									","
											Al cumplir los 20 años, dos astronautas
gemelas participan en un experimento.
											Terra se quedará en la Tierra 
y Stella se irá de viaje en un cohete.
											El navío de Stella viajará a 86.6 %
a la velocidad de la luz
											hasta llegar a una estrella
que está a 10 años luz,
											y regresará a la Tierra
a la misma velocidad.
									","
											À leurs 20 ans, deux astronautes,
deux vraies jumelles,
											se portent volontaires
pour une expérience.
											Terra restera sur Terre et Stella
embarquera sur un vaisseau spatial.
											Le vaisseau de Stella voyagera à 86,6 %
de la vitesse de la lumière
											pour visiter une étoile
à dix années-lumière de la Terre.
											Il reviendra ensuite sur Terre
à la même vitesse.
									",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
","
","
","
",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
											As they prepare to part ways,
											the twins wonder what will happen 
when they’re reunited.
											Since a light year is exactly the distance
light can travel in a year,
											Stella’s journey should take 23 years.
											But from having studied 
special relativity,
											the twins know it’s not that simple.
											First of all, the faster an object moves 
through space,
											the slower it moves through time 
compared to an unmoving observer.
											This relationship can be quantified with 
something called the Lorentz factor,
											which is defined by this equation.
											And secondly, the length of a moving 
object as measured by an observer at rest
											will contract by the same factor.
									","
											Yollarını ayırmaya hazırlanırken
											ikizler yeniden bir araya geldiklerinde
ne olacağını merak ediyorlardı.
											Işık yılı, ışığın tam olarak
bir yılda kat ettiği mesafe olduğundan
											Stella'nın yolculuğu 23 yıl sürmeliydi.
											Ama özel görelilik kuramını bilen ikizler
											işin bu kadar basit
olmayacağını biliyorlardı.
											İlk olarak, bir nesne uzayda 
ne kadar hızlı hareket ederse
											hareketsiz bir gözlemciye kıyasla
zaman içinde o kadar yavaş hareket eder.
											Bu ilişki, Lorentz faktörü denilen
bir şeyle hesaplanabilir
											ki o da bu denklemle tanımlanır.
											İkinci olarak, hareket 
halindeki bir nesnenin
											hareketsiz bir gözlemci
tarafından ölçülen uzunluğu
											aynı katsayıyla küçülecektir.
									","
											Al prepararse a partir,
											las gemelas se preguntan
qué ocurrirá cuando se reencuentren.
											Como un año luz es la distancia
exacta que viaja la luz en un año,
											el viaje de Stella tardará 23 años.
											Pero como las gemelas
estudiaron la relatividad especial
											saben que no será tan sencillo.
											En primer lugar, cuanto mayor es
la velocidad de un objeto en el espacio,
											más lento parecerá en el tiempo
respecto a un observador que no se mueve.
											Esta relación se puede calcular
usando el factor de Lorentz,
											que queda definido por esta ecuación.
											En segundo lugar, la longitud
de un objeto en movimiento
											medida por un observador en reposo,
se contraerá según el mismo factor.
									","
											En se séparant,
											les jumelles se demandent
quelles seront leurs retrouvailles.
											Une année-lumière est la distance
parcourue par la lumière en une année
											et donc, le voyage de Stella
va durer 23 ans.
											Mais connaissant la relativité restreinte,
											les jumelles savent que
ce n'est pas aussi simple que ça.
											D'abord, plus un objet
voyage vite dans l'espace,
											plus lentement il traverse le temps
par rapport à un observateur stationnaire.
											Cette relation peut être quantifiée
avec ce qu'on appelle le facteur Lorentz
											qui est défini par cette équation.
											Ensuite, la longueur
d'un objet en mouvement
											mesurée par un observateur stationnaire
											se contractera selon le même facteur.
									",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
","
","
","
",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
											At 86.6% of the speed of light 
the Lorentz factor is 2,
											meaning time will pass twice as slowly 
aboard the spaceship.
											Of course, Stella won’t notice 
time slowing down.
											That’s because all time-based processes 
in the ship will slow down as well–
											clocks and electrical devices;
											Stella’s biological activities including 
her rate of aging
											and her perception of time itself.
											The only people who could notice time
on the moving spaceship
											passing slower for Stella
											would be observers in an inertial, 
or non-accelerating, reference frame–
											like Terra back on Earth.
											Thus, Terra concludes that when they meet
back on Earth,
											she’ll be older than Stella.
									","
											Işık hızının %86,6'sında,
Lorentz faktörü 2'dir.
											Bu da zamanın uzay gemisinde
iki kat daha yavaş geçeği anlamına gelir.
											Tabii ki Stella zamanın yavaşladığın
fark etmeyecektir.
											Bunun nedeni, gemideki 
tüm zamana dayalı işlemlerin–
											saatlerin ve elektrikli cihazların;

											Stella'nın yaşlanma hızı dahil olmak üzere
tüm biyolojik aktivitelerinin
											ve zaman algısının da 
yavaşlayacak olmasıdır.
											Hareket halindeki uzay gemisinde
											zamanın Stella için daha yavaş
geçtiğini fark edebilecek tek kişi,
											eylemsiz veya ivmesiz olan bir referans
çerçevesindeki gözlemciler olacaktır–
											Dünya'da olan Terra gibi.
											Dolayısıya Terra, Dünya'da 
bir araya geldiklerinde
											kendisinin Stella'dan daha yaşlı
olacağı sonucuna varır.
									","
											A 86.6 % de la velocidad de la luz,
el factor de Lorentz es 2,
											lo cual significa que el tiempo pasará
dos veces más despacio en el cohete.
											Queda claro que Stella no se dará cuenta
de que el tiempo va más despacio.
											Sucede porque los procesos
de la nave basados en el tiempo
											también irán más despacio:
											los relojes y dispositivos eléctricos;
											las actividades biológicas de Stella
como su tasa de envejecimiento
											así como su propia percepción del tiempo.
											Las únicas personas que pueden notar
que el tiempo del cohete en movimiento
											pasa más despacio para Stella
											serían los observadores en de un sistema
de referencia inercial o no acelerado,
											como Terra, en la Tierra.
											Por lo tanto, Terra concluye
que cuando se reencuentren en la Tierra,
											ella será más vieja que Stella.
									","
											À 86,6 % de la vitesse de la lumière,
le facteur Lorentz est de 2.
											C'est-à-dire que le temps passe deux fois
plus lentement à bord du vaisseau spatial.
											Naturellement, Stella ne remarquera pas
que le temps ralentit
											car tous les processus basés sur le temps
dans le vaisseau ralentiront aussi :
											horloges, instrumentation électrique
											et l'activité biologique de Stella,
y compris son vieillissement
											et sa perception du temps.
											Les seules personnes qui remarquent
que le temps dans le vaisseau en mouvement
											est plus lent pour Stella
											sont des observateurs dans un cadre
de référence inerte, sans accélération,
											comme Terra restée sur Terre.
											Terra en conclut qu'au moment
de leurs retrouvailles sur Terre,
											elle sera plus âgée que sa sœur jumelle.
									",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
","
","
","
",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
											But that’s just one way of 
looking at things.
											Because all movement is relative,
											Stella argues it would be just as valid to
say her spaceship will stand still
											while the rest of the universe, 
including Terra, moves around her.
											And in that case, time will pass twice as 
slowly for Terra,
											making Stella the older twin in the end.
											They can’t each be older than the other, 
so which one of them is right?
									","
											Ama bu olaylara bakmanın sadece bir yolu.
											Tüm hareketler göreceli olduğundan
											Stella, Terra da dahil evrenin geri kalanı
onun etrafında hareket ederken
											uzay gemisinin duracağını
söylemenin de geçerli olacağını savunur.
											Bu durumda, zaman Terra için 
iki kat daha yavaş geçecek
											ve sonunda Stella
daha yaşlı ikiz olacak.
											Her ikisi de birbirinden daha büyük 
olamaz, o zaman hangisi haklı?
									","
											Esa es solo una manera de ver las cosas.
											Como todo el movimiento es relativo,
											Stella argumenta que sería igual de válido
decir que su cohete quedaría estático,
											mientras que el resto del universo,
hasta Terra, se moverían a su alrededor.
											En ese caso, el tiempo pasaría
dos veces más despacio que para Terra,
											y al final Stella terminaría siendo
la gemela más vieja.
											No pueden tener razón las dos
y ser las más viejas, ¿quién tiene razón?
									","
											Mais c'est un seul angle de réflexion.
											Comme tout mouvement est relatif,
											Stella pense qu'il est valide d'affirmer
que son vaisseau sera immobile
											alors que le reste de l'univers, incluant
Terra, est en mouvement autour d'elle.
											Dans ce cas, le temps ralentira
d'un facteur 2 pour Terra,
											faisant de Stella la jumelle la plus âgée.
											Elles ne peuvent pas être simultanément
plus âgée que l'autre, mais qui a raison ?
									",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
","
","
","
",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
											This apparent contradiction is known as
the “Twin Paradox.”
											But it’s not really a paradox–
											just an example of how special relativity 
can be easily misunderstood.
									","
											Bu açık çelişki, 
“İkiz Paradoksu” olarak bilinir.
											Ama bu gerçek bir paradoks değil–
											sadece özel göreliliğin nasıl kolaylıkla
yanlış anlaşılabileceğinin bir örneği.
									","
											A esta contradicción se la conoce como
la ""Paradoja de los gemelos"".
											Pero no es una paradoja real,
											es solo un ejemplo de como se puede
malentender la relatividad especial.
									","
											Cette contradiction apparente est connue
comme le « paradoxe des jumeaux ».
											Mais ce n'est en fait pas un paradoxe.
											Il s'agit d'un exemple parmi d'autres
											de la difficulté de comprendre
la relativité restreinte.
									",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
"
","
","
","
",Einstein's twin paradox explained,Amber Stuver,6:00,"animation,TED-Ed,education,space,time,science,math"
