en,es,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
","
",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
											The family of giants you work for
											is throwing a fancy dinner party,
											and they all want to look their best.
											But there’s a problem –
											the elder giant’s favorite 
shirt is wrinkled!
											To fix it, you’ll need to power up…
											the Giant Iron.
									","
											La familia de gigantes
para la que trabajas
											organizó una gran fiesta para la cena,
											y todos quieren verse lo mejor posible.
											Pero hay un problema:
											la camisa favorita
del gigante mayor ¡está arrugada!
											Para arreglarla, necesitarás encender...
											la Plancha Gigante.
									","
											La famille de géants pour laquelle
vous travaillez
											donne un grand dîner mondain,
											et ils veulent tous être sur leur 31.
											Mais il y a un problème -
											la chemise favorite du doyen
est froissée !
											Pour le résoudre,
vous allez devoir allumer...
											le Fer Géant.
									","
											Çalıştığınız devlerin ailesi
											lüks bir akşam yemeği partisi veriyor
											ve en iyi şekilde görünmek istiyorlar.
											Ama bir problem var!
											En büyük devin en sevdiği
gömleği buruşmuş!
											Düzeltmek için Dev Ütüyü
											çalıştırmanız gerek.
									","
											A família de gigantes para quem trabalhas
											está a organizar um jantar de festa
											e todos querem apresentar
o melhor aspeto.
											Mas há um problema.
											A camisa preferida do gigante mais velho
está amachucada!
											Para a engomar,
precisas de fornecer energia
											ao ferro gigante.
									",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
","
","
","
","
",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
											The iron needs two giant 
batteries to work.
											You just had 4 working ones
											and 4 dead ones in separate piles,
											but it looks like the baby giant 
mixed them all up.
											You need to get the iron working 
and press the giant shirt, fast –
											or you’ll end up being the 
main course tonight!
									","
											La plancha necesita
dos baterías gigantes para funcionar.
											Solo tienes cuatro que funcionan
											y cuatro que no por separado,
											pero el bebé gigante las mezcló todas.
											Tienes que hacer que funcione
y planchar la camisa gigante rápido
											o, ¡serás el plato principal esta noche!
									","
											Le fer a besoin de deux piles géantes
pour fonctionner.
											Vous en avez seulement 4
en état de marche
											et 4 qui ne fonctionnent pas,
dans des piles séparées,
											mais il semblerait que le bébé géant
ait décider de les mélanger.
											Vous devez allumer le fer et repasser
la chemise géante, et vite -
											ou c'est vous qui ferez office
de plat de résistance ce soir !
									","
											Çalışması için iki dev
bataryaya ihtiyaç var.
											4 tane çalışan
											ve 4 tane çalışmayan batarya var,
											bebek dev çalışan batarya yığınını
çalışmayanlarla karıştırdı.
											Hızlıca ütüyü çalıştırmanız
ve gömleği ütülemeniz gerek
											yoksa bu gece ana yemek
siz olacaksınız!
									","
											São necessárias duas pilhas gigantes
para ele funcionar.
											Só tens quatro que funcionam
											e quatro já gastas em grupos separados,
											mas parece que o bebé gigante
as misturou todas.
											Precisas de pôr o ferro a funcionar
e engomar a camisa do gigante, depressa,
											ou acabarás por ser
o prato principal da noite!
									",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
","
","
","
","
",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
											How can you test the batteries
											so that you’re guaranteed to get 
a working pair in 7 tries or less?
									","
											¿Cómo puedes probar las pilas
											para asegurarte de tener un par que
funcione en siete intentos o menos?
									","
											Comment pouvez-vous tester les piles
											pour être certain d'en avoir deux qui
fonctionnent, en sept tests ou moins ?
									","
											7 veya daha az denemede
											çalışan bir çift bataryayı
nasıl bulacaksınız?
									","
											Como podes testar as pilhas
											de forma a garantir duas que funcionam
em sete tentativas ou menos?
									",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
","
","
","
","
",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
											Pause the video now if you want to 
figure it out for yourself
											Answer in 3
											Answer in 2
											Answer in 1
									","
											Pausa el video ahora
si quieres resolverlo por ti mismo
											Respuesta en 3
											Respuesta en 2
											Respuesta en 1
									","
											Mettez la vidéo en pause maintenant
si vous voulez trouver la solution
											Réponse dans 3
											Réponse dans 2
											Réponse dans 1
									","
											Kendiniz çözmek isterseniz
videoyu durdurun!
											3 saniye
											2 saniye
											1 saniye!
									","
											[Suspende aqui o vídeo,
se quiseres resolver sozinho.
											[Resposta em: 3
											[Resposta em: 2
											[Resposta em: 1]
									",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
","
","
","
","
",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
											You could, of course, take 
all eight batteries
											and begin testing the 28 
possible combinations.
											You might get lucky within 
the first few tries.
											But if you don’t, moving the giant 
batteries that many times
											will take way too long.
											You can’t rely on luck –
											you need to assume the worst 
possibility and plan accordingly.
									","
											Por supuesto, podrías
agarrar las ocho baterías
											y probar las 28 combinaciones posibles.
											Quizás tengas suerte
en las primeras pruebas.
											Pero si no, mover
las pilas gigantes tantas veces
											te llevará mucho tiempo.
											No puedes confiar en la suerte,
											tienes que asumir la peor posibilidad
y planear de acuerdo a ella.
									","
											Bien sûr, vous pouvez prendre les 8 piles
											et commencer par tester
les 28 combinaisons possibles.
											Vous serez peut-être chanceux
avec les premiers essais.
											Mais si ce n'est pas le cas, déplacer
ces piles géantes autant de fois
											prendra beaucoup trop de temps.
											Ne comptez pas sur la chance,
											vous devez imaginer la pire possibilité
et prévoir en conséquence.
									","
											Sekiz bataryayı da alıp
											28 kombinasyon ile
test etmeye başlayabilirsiniz.
											İlk birkaç denemede
şansınız yaver gidebilir.
											Ama gitmezse,
bütün dev bataryaları denemek
											çok fazla zaman alır.
											Şansınıza güvenebilirsiniz
											fakat en kötü senaryoyu düşünüp
düzgünce plan yapmanız gerekiyor.
									","
											Claro que podes agarrar as oito pilhas
											e começar a testar
as 28 combinações possíveis.
											Podes ter sorte logo
nas primeiras tentativas.
											Mas, se não tiveres,
demorarás muito tempo
											a transportar as pilhas gigantes,
tantas vezes.
											Não podes confiar na sorte,
											precisas de encarar a pior possibilidade
e planear de acordo com isso.
									",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
","
","
","
","
",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
											However, you don’t actually need 
to test every possible combination.
											Remember – there are four 
good batteries in total,
											meaning that any pile of six you choose
											will have at least two 
good batteries in it.
											That doesn’t help you right away,
											since testing all six batteries could 
still take as many as 15 tries.
											But it does give you 
a clue to the solution –
											dividing the batteries into smaller 
subsets narrows down the possible results.
									","
											Sin embargo, en realidad no tienes
que probar cada combinación posible.
											Recuerda, hay cuatro pilas
en total que funcionan,
											lo que significa que cualquier
pila de las seis que elijas
											tendrá al menos dos pilas
que funcionan en ella.
											Eso no te ayuda mucho,
											ya que probar las seis pilas
podría llevarte unos 15 intentos.
											Pero te da una pista sobre la solución.
											Dividir las pilas en subgrupos
más pequeños disminuye los resultados.
									","
											Vous n'avez cependant pas besoin de tester
toutes les combinaisons possibles.
											Souvenez-vous - il y a quatre piles
qui fonctionnent en tout,
											donc peu importe quel
tas de six piles vous choisissez,
											vous aurez toujours au moins
deux piles qui fonctionnent.
											Cela ne vous aide pas pour le moment,
											puisque tester 6 piles prendra
malgré tout 15 essais.
											Mais ça vous donne un indice
pour la solution -
											diviser les piles en plus petits groupes
réduira les résultats possibles.
									","
											Ama her bir kombinasyonu
denemenize gerek yok.
											Unutmayın; toplamda
4 tane çalışır batarya var.
											Demek oluyor ki, her altılı kümede
											en azından iki tane
çalışır batarya olacak.
											Bu size hemen yardımcı olmaz
											çünkü altı bataryayı da denemek
15 tanesi kadar zaman kaybettirir.
											Ama çözüm için bir ipucu verir,
											bataryaları daha küçük
alt kümelere bölerek sonuca yaklaşırsınız.
									","
											Mas não precisas de testar
todas as combinações possíveis.
											Não esqueças, há quatro
baterias boas, no total,
											ou seja, em qualquer
conjunto de seis que escolheres
											terás, pelo menos, duas pilhas boas.
											Isso não te ajuda, de imediato,
											porque testar todas as seis pilhas
ainda pode exigir 15 tentativas.
											Mas dá-te uma pista para a solução
											— se dividires as pilhas
em grupos mais pequenos,
											reduzes os resultados possíveis.
									",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
"
","
","
","
","
",Can you solve the giant iron riddle?,Alex Gendler,2:55,"TED-Ed,math"
