es,tr,de,title,speaker,duration,tags
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Quiero que todos piensen
											en la tercera palabra
											que se dijo sobre Uds. ,
											o, si estaban en un parto,
											acerca de la persona que nació.
											Y pueden articularla si así lo desean
											o decirla en voz alta.
											Las primeras dos fueron: ""Es un / una ...""
									","
											Hepinizin,
											hakkınızda söylenen 3. kelimeyi
											düşünmesini istiyorum
											veya daha önce doğum yaptıysanız
											doğum yaptığınız kişiyle ilgili söylenen 3. kelimeyi düşünün.
											İsterseniz sadece ağzınızı oynatın veya
											yüksek sesle söyleyin.
											İlk iki kelime şuydu: ''O, bir...''
									","
											Ich möchte, dass Sie alle

											an das dritte Wort denken,
											das jemals über Sie gesagt wurde,
											oder wenn Sie bei einer Entbindung waren,
											über die Person, die Sie entbunden haben.
											Sagen Sie es leise für sich
											oder sagen Sie es laut.
											Die ersten beiden waren: 
""Gratuliere, ein ...""
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Bien, esto muestra que
											trato con asuntos donde no existe
											la certeza de si es un niño o una niña.
											Por eso, la respuesta mezclada 
fue muy apropiada.
									","
											Bu, size şunu gösterir ki
											kız ya da oğlan olduğundan emin olunmayan
											durumlarla da uğraştım,
											yani karışık cevaplar olması normaldi.
									","
											Das zeigt Ihnen,
											dass ich auch mit Situationen zu tun habe,
											wo es nicht feststeht, ob es 
ein Junge oder ein Mädchen ist,
											die gemischte Antwort war also passend.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Hoy en día la respuesta no llega al nacer
											sino en la ecografía,
											a menos que los futuros padres
escojan la sorpresa
											como nos sucedía a nosotros.
									","
											Hepimiz gibi şaşırmak isteyen
											müstakbel ebeveynleri saymazsak
											cevabı artık doğumdan önce
											ultrasonda öğrenebiliyoruz.
									","
											Natürlich kommt die Antwort heutzutage
											oft nicht bei der Geburt 
sondern beim Ultraschall,
											außer die werdenden Eltern möchten
											überrascht werden, 
so wie es bei uns der Fall war.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Pero quiero que piensen
											qué es
											lo que nos lleva a esa afirmación
											en la tercera palabra.
											Porque la tercera palabra
											es una descripción de tu sexo,
											y con eso me refiero a que
											es una descripción de tus genitales.
											Como endocrinólogo pediátrico,
											solía estar muy, muy involucrado,
											y en cierta forma, aún lo estoy,
											en casos en los que
											no hay coincidencia en lo externo
											o entre lo externo y lo interno,
											y literalmente, debemos determinar
											cuál es la descripción del sexo.
											Pero no hay nada definible
											en el momento de nacer
											que los pueda definir,
											y cuando hablo de definición,
											me refiero a tu orientación sexual.
											No decimos: ""Es un niño gay"".
											""Una niña lesbiana"".
											Esas situaciones en realidad, no se definen
											hasta la segunda década de la vida.
											Ni tampoco definen tu género,
											el cual, a diferencia del sexo anatómico,
											describe tu concepto acerca de ti mismo.
											¿Te ves a ti mismo
											como hombre o mujer?
											¿O en algún punto del espectro que abarcan?
											Esto, en algunas, casos aparece
											en la primera década de vida,
											pero puede ser muy confuso para los padres,
											porque está bastante normalizado
											que los niños actúen 
a través de todos los roles de género
											Y de hecho hay estudios que demuestran
											que hasta el 80% de los niños
											que se comportan de esa forma
											no insistirán en querer ser
											del género opuesto
											cuando comienza la pubertad.
											Pero, cuando comienza la pubertad,
											es decir entre los 10 y 12 años en niñas,
											entre los 12 a 14 en los niños,
											con el desarrollo de los senos
											o un aumento de 2 a 3 veces
de los testículos
											en caso de los genéticamente masculinos,
											en ese momento particular,
el niño que dice
											estar en el cuerpo absolutamente equivocado
											es casi seguro que será transexual
											y es extremadamente improbable
											que cambie esos sentimientos,
											sin importar cómo tratarse con terapia reparadora
											o cualquier otra cosa dañina.
									","
											Ama ben sizden bu 3. kelimeye
											neyin yol açtığını
											düşünmenizi istiyorum,
											çünkü bu üçüncü kelime
											cinsiyetinizin bir tasviri,
											demek istediğim,
											üreme organlarınıza bakarak yapılan bir tanım.
											Şu an bir çocuk endokrinolojisti olarak,
											eskiden beri,
											yüzeyde görülen kısımda
											veya yüzeyde görülen ile içeride olup bitenler arasında
											uyumsuzluk olan vakalarda çok yer aldım,
											hala da alıyorum
											ve böyle durumlarda, cinsiyeti
											kelimenin tam anlamıyla
											tespit etmemiz gerekiyordu.
											Ama doğum anında
											sizi tanımlayacak
											hiç bir bulgu yoktur,
											tanımdan kastım
											sizin cinsel yöneliminiz.
											Bu 'gay bir oğlan' ya da
											'lezbiyen bir kız' demeyiz.
											Bu durumlar, çoğunlukla hayatın ikinci on yılına kadar
											kendilerini belli etmiyorlar.
											Cinsiyet kimliğinizi tanımlamadığı gibi
											,anatomik cinsiyetinizden farklı bir şey,
											kim olduğunuzu da ifade etmez.
											Kendinizi bir kadın ya da bir erkek
											ya da ikisinin ortasında
bir yerde görüyor musunuz ?
											Bu bazen hayatın ilk 10 yılında
											ortaya çıkar, ama bu ebeveynler için
											kafa karıştırıcı bir durum olabilir.
											Çünkü çocuğun karşı cins
											gibi davranıp oyunlar oynaması
											aslında gayet normal bir durumdur.
											Hatta aslına bakarsanız,
											ergenliğin başladığı sırada,
											bu şekilde davranan çocukların %80'inin
											karşı cinse dönüşmek için
											ısrar etmeyeceğini
											gösteren çalışmalar vardır.
											Ama ergenliğin başladığı sırada,
											yani kızlar için 10 - 12 yaş
											oğlanlar için ise 12 - 14 yaş arasında,
											memelerin büyümeye başlamasıyla
											ya da genetik olarak erkek doğmuş kişilerde
											hayaların iki üç kat büyümesiyle,
											tam o sırada,
											kesinlikle yanlış bedende
											olduğunu söyleyen çocuğun
											transseksüel olacağı neredeyse kesindir
											ve bu duyguları değiştirebilmesi
											kuvvetle muhtemel imkansızdır,
											her ne kadar onarım terapisi veya
											zararlı şey denenirse denensin.
									","
											Denken Sie einmal alle darüber nach,
											was zu dieser Aussage führt,
											zu diesem dritten Wort.
											Denn das dritte Wort
											ist eine Beschreibung des Geschlechts,
											und damit meine ich

											basierend auf einer 
Beschreibung der Genitalien.
											Als pädiatrischer Endokrinologe
											war ich sehr, sehr stark involviert,
											und bin es zum Teil noch immer,
											in Fälle, bei denen
											es Diskrepanzen gibt,
											bei den externen
											oder zwischen den externen 
und internen Genitalien,
											und wo wir buchstäblich
herausfinden müssen,
											welche Geschlechtsbeschreibung zutrifft.

											Aber zum Zeitpunkt 
der Geburt gibt es nichts,
											was definierbar wäre,
											was einen Menschen definieren würde,
											und wenn ich von Definition spreche,
											dann meine ich die sexuelle Orientierung.
											Wir sagen nicht: ""Gratuliere,
ein schwuler Junge.""
											""Ein lesbisches Mädchen.""
											Diese Situationen 
definieren sich nicht wirklich
											vor dem zweiten Lebens-Jahrzehnt.
											Und sie definieren 
auch nicht die Geschlechtsidentität,
											die, im Unterschied 
zum anatomischen Geschlecht,
											das Selbstverständnis beschreibt.
											Sieht man sich
											als ein Mann oder eine Frau
											oder irgendwo dazwischen
entlang des Spektrums?
											Das zeigt sich manchmal
											innerhalb der ersten zehn Jahre,
											aber es kann für Eltern 
sehr verwirrend sein,
											denn es ist durchaus normal,
											dass Kinder sich auf spielerische Art 
gegengeschlechtlich Verhalten.
											Es gibt sogar Studien, die zeigen,
											dass bis zu 80 Prozent der Kinder,
											die sich so verhalten,
											nicht am Wunsch festhalten,
											dem anderen Geschlecht anzugehören,
											sobald die Pubertät beginnt.
											Mit dem Einsetzen der Pubertät,
											das bedeutet im Alter 
von 10 bis 12 bei Mädchen,
											12 bis 14 bei Jungen,
											mit der Entwicklung der Brust,
											oder dem Anstieg der Keimdrüsen
um das Zwei- bis Dreifache,
											bei genetischen Männern,
											an diesem Punkt sind jene Kinder,
											die sich im völlig falschen Körper fühlen,
											mit ziemlicher Sicherheit Transgender,
											und es ist extrem unwahrscheinlich, 
dass sich diese Gefühle ändern,
											auch wenn man es noch so sehr
mit Reparativtherapie
											oder anderen schädlichen Dingen versucht.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Esto es bastante raro,
											así que tuve poca experiencia personal en esto,
											y mi experiencia fue más típica
											sólo porque atendía a adolescentes.
											Y vi a alguien de 24 años,
											que fue a Harvard, 
genéticamente como mujer,
											tenía 3 compañeros de habitación
											que sabían toda la historia,
											un secretario que siempre lo anotaba
											en listas de materias
como hombre,
											y vino luego de graduarse
y me dijo: Ayúdeme,
											Sé que sabe mucho de endocrinología"".
											Y si, traté a mucha gente

											que nació sin testículos
											Esto no era muy difícil.
											Pero hice un trato con él.
											Te trataré si tu me enseñas.
									","
											Bu durum seyrek görülen bir durum,
											dolayısıyla benim de çok az
bir tecrübem oldu bu durum için,
											ve benim tecrübem oldukça spesifikti
											çünkü ben sadece ergenlerle çalışmıştım.
											Sonra 24 yaşında biriyle tanıştım,
											genetik olarak kadın bedeninde Harvard'a gitmiş,
											Harvard'da, tüm hikayesini bilen
											üç tane erkek oda arkadaşı olmuş,
											imzaladığı her belgeye
											erkek adını yazan bu kişi,
											mezun olduktan sonra bana gelip dedi ki,
											""Bana yardım et.
											Senin endokrinolojiyi iyi bildiğini biliyorum.""
											Doğrusunu söylemek gerekirse,
											yumurtalıksız doğan bir çok hastayla çalıştım sahiden.
											Bu durum benim için
o kadar da zor olmayacaktı.
											Ben de onunla bir anlaşma yaptım.
											Eğer bana öğretirsen ben de seni tedavi ederim.
									","
											Das ist relativ selten,
											daher hatte ich relativ wenig
persönliche Erfahrung damit,
											und meine Erfahrung 
war nur deshalb eher typisch,
											weil ich eine Praxis für Jugendliche hatte.
											Ich behandelte jemanden im Alter von 24,
											hatte in Harvard studiert, genetisch weiblich,
											der in Harvard das Zimmer mit drei 
männlichen Mitbewohnern geteilt hatte,
											die über die ganze Geschichte 
Bescheid wussten,
											ein Registrar, der seinen Namen

											auf allen Teilnahmelisten 
immer als männlich anführte,
											und der nach seinem Abschluss 
zu mir kam und sagte: ""Helfen Sie mir.
											Ich weiß, dass Sie sich 
mit Endokrinologie auskennen.""
											Und ich habe tatsächlich 
viele Leute behandelt,
											die ohne Gonaden geboren wurden.
											Das war keine große Wissenschaft.
											Aber ich habe einen Deal mit ihm gemacht:
											Ich behandle dich, 
wenn du mir etwas beibringst.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
