en,tr,es,title,speaker,duration,tags
"
","
","
",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
											Have you every had to break
your family's rules?
											Today, I'm breaking mine,
											around money, secrecy and shame.
											In 2006, on my brother Keith's
40th birthday, he called.
											""Tam, I'm in dire straits.
											I wouldn't ask unless I had to.
											Can I borrow 7,500 dollars?""
											This wasn't the first time
he needed quick cash,
											but this time, his voice frightened me.
											I had never heard him
so beaten down and shameful,
											and it was on his 40th birthday.
											After a few basic questions
that we would all ask,
											I agreed to loan him the money,
but under one condition:
											that as the financial
professional in the family,
											I wanted to meet with him and his wife
											to see what was really happening.
									","
											Hiç aile kurallarını 
çiğnemek zorunda kaldınız mı?
											Ben bugün para, gizlilik
											ve utanç konusunda bunu yapacağım.
											2006 yılında, kardeşim Keith
40. doğum gününde beni aradı:
											""Tam, çok dardayım.
											Mecbur kalmasam istemezdim.
											7.500 dolar borç verebilir misin?""
											Daha önce de acil nakte ihtiyacı olmuştu
											ancak bu kez sesi beni korkutmuştu.
											Onu daha önce hiç bu kadar moralsiz
ve utanmış görmemiştim
											ve bu 40. doğum günündeydi.
											Herkes gibi ben de birkaç 
basit sorudan sonra,
											borç vermeyi kabul ettim,
yalnız bir şartım vardı:
											Ailedeki bir finans uzmanı olarak,
											olan biteni iyice anlamak için
											kardeşim ve eşiyle görüşmek istedim.
									","
											¿Alguna vez han tenido que
romper las normas familiares?
											Hoy yo rompo las mías
											en torno al dinero, 
los secretos y la vergüenza.
											En el 2006, mi hermano Keith me llamó 
el día en que cumplía sus 40 años.
											""Tam, estoy en apuros.
											No te lo pediría si no fuera necesario.
											¿Me prestas 7500 dólares?"".
											Esa no era la primera vez 
que necesitaba dinero rápido,
											pero esta vez su voz me dio miedo.
											Nunca lo había oído tan
decaído y avergonzado
											y encima era el día de su cumpleaños.
											Después de unas preguntas básicas
que todos habríamos hecho,
											acepté prestarle el dinero, 
pero con una condición:
											que como la financiera 
profesional de la familia,
											quería reunirme con él y con su mujer
											para ver qué pasaba realmente.
									",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
","
","
",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
											Weeks later, we met
at the local Starbucks,
											and I started right in
with the tough-love budget conversation.
											""You should sell the house,
downsize to something you can afford,
											sell the toys.
											And Starbucks?
											Give up the five-dollar-a-day coffee.""
									","
											Birkaç hafta sonra, 
Starbucks'ta buluştuk,
											bağrıma taş basıp, hemen bütçe
konusunda konuşmaya başladım:
											""Evi satmalısınız, masrafını
karşılayabileceğiniz bir eve geçmelisiniz,
											önemsiz eşyaları satın.
											Starbucks mı?
											Kahveye günde 5 dolar vermeyi bırakın.""
									","
											Unas semanas más tarde, 
nos encontramos en un Starbucks
											y comencé con dureza 
a hablar del presupuesto.
											""Deberían vender la casa, buscar 
algo más pequeño donde vivir,
											vender los ""juguetes"".
											¿Y el Starbucks?
											Renuncien al café diario de 5 dólares"".
									",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
","
","
",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
											You know, all the trappings that we do
to keep up with the Joneses.
											Quickly, my brother and his wife
went into a fearsome blame game,
											and it got messy.
											I vacillated between therapist
and pissed-off sister.
											I wanted them to be better than this.
									","
											Çevreden geri kalmamak adına
düştüğümüz çıkmazları bilirsiniz.
											Çok geçmeden kardeşim ve eşi 
kötü bir suçlama yarışına girişti
											ve iş karıştı.
											Ben de terapist mi yoksa
kızgın abla mı olayım bilemedim.
											Onların daha iyi olmalarını istiyordum.
									","
											Ya saben, todos esos esfuerzos que 
hacemos para no ser menos que los vecinos.
											Rápidamente, mi hermano y su mujer
entraron en un terrible juego de culpas
											y se armó un buen lío.
											Dudé entre hacer de psicóloga 
o de hermana enojada.
											Quería que fueran mejor que eso.
									",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
","
","
",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
											""Come on, you two. Get your shit together.
											You're parents.
											Grow up and buck up.""
											After we left, I called my mom,
											but Keith beat me to it,
											and he told her that I wasn't helpful.
											In fact, he was hurt
and felt ganged-up on.
											Of course he did. I shamed him
with my tough-love budget conversation.
									","
											""Hadi ama, toparlayın kıçınızı.
											Çocuklarınız var.
											Büyüyün ve çok canınızı sıkmayın.""
											Gittikten sonra, annemi aradım
											ama Keith benden önce davranmış
											ve anneme hiç yardımcı 
olmadığımı söylemiş.
											Aslında, kırılmış ve ona karşı
birlik olduğumuzu düşünmüş.
											İncinmesi doğaldı. Bağrıma taş basıp
bütçe konuşmamda onu ayıplamıştım.
									","
											""Vamos, chicos. Reaccionen de una vez.
											Son padres.
											Maduren, y arriba el ánimo"".
											Cuando me fui, llamé a mi madre,
											pero Keith se me adelantó
											y le dijo que yo no los había ayudado.
											De hecho, estaba dolido y pensaba
que nos habíamos aliado contra él.
											Pues claro. Lo había avergonzado 
mi dura charla sobre el presupuesto.
									",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
","
","
",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
"
											Two months went by when I received a call.
									","
											Aradan 2 ay geçti ve bir telefon geldi.
									","
											Pasaron dos meses 
cuando recibí una llamada.
									",Let's get honest about our money problems,Tammy Lally,12:30,"money,finance,life,self,TEDx,work,social change"
