en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
											So, I'm a climate scientist,
											and if this room is representative
of the country we live in,
											that means about 60 percent of you,
so maybe from about there over,
											don't strongly trust me for information
on the causes of climate change.
											Now, I promise to tell the truth tonight,
											but just to humor that demographic,
											I've started this talk with a falsehood.
									","
											Soy científico climático,
											y si esta sala es representativa
del país en el que vivimos,
											significa que aproximadamente
el 60 % de los presentes, o más,
											no confían mucho en los datos que daré
sobre las causas del cambio climático.
											Prometo decir la verdad esta noche,
											pero para ponerle humor a esa demografía,
											comencé esta charla con una mentira.
									","
											Sou cientista climático,
											e se esta sala é representativa
do país em que vivemos,
											significa que cerca de 60% de vocês, 
ou mesmo talvez mais,
											não confiam muito em mim para informar
sobre as causas da alteração climática.
											Eu prometo dizer a verdade esta noite,
											mas só para agradar a essa demografia,
											iniciei esta conversa com uma mentira.
									","
											Je suis climatologue,
											et si cette salle représente notre pays,
											cela signifie que 60% d'entre vous,
donc à peu près cette partie de la salle,
											ne me font pas totalement confiance
quant aux causes du changement climatique.
											Ce soir, je vous promets de dire la vérité
											mais pour faire plaisir à ces 60%,
											je commence la conférence 
avec un mensonge.
									",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
","
","
","
",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
											[The Paris Climate Accord
is a product of the recognition
											that climate change
is a global problem ...]
									","
											[El Acuerdo de París reconoce
											que el cambio climático
es un problema global...]
									","
											[O Acordo de Paris 
é produto do reconhecimento
											[de a alteração climática 
ser um problema global...]
									","
											[L'accord de Paris reconnaît
											que le changement climatique
est un problème mondial...]
									",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
","
","
","
",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
											This statement was not made
by President Obama.
											It was made by President Reagan,
											and it wasn't about climate change
and the Paris Climate Accord.
											It was actually
about the Montreal Protocol
											and stratospheric ozone depletion.
									","
											Esta afirmación no la hizo
el presidente Obama,
											sino el presidente Reagan,
											y no era sobre el cambio climático
y el Acuerdo de París.
											En realidad, era sobre 
el Protocolo de Montreal
											y la disminución de la capa de ozono.
									","
											Esta frase não foi dita 
pelo Presidente Obama,
											mas pelo Presidente Reagan,
											e não foi sobre a alteração climática
e o Acordo de Paris.
											Na verdade 
foi sobre o Protocolo de Montreal
											e a diminuição do ozono estratosférico.
									","
											Ce n'est pas une citation 
du président Obama
											mais du président Reagan,
											et ce n'était pas à propos
de l'accord de Paris sur le climat.
											C'était à propos du protocole de Montréal
											et de la dégradation de la couche d'ozone.
									",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
","
","
","
",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
											Now, I'm sure that many of you aren't
familiar with this environmental problem,
											but you should be,
											because it's a rare
environmental success story.
											And it's worth revisiting,
											because sometimes, we need
to examine the world we've avoided
											in order to find guidance
for the choices we make today.
									","
											Seguramente no todos estén
familiarizados con este problema ambiental
											pero deberían estarlo,
											porque es una rara y exitosa 
historia sobre el medio ambiente.
											Y vale la pena revisarla,
											porque a veces necesitamos examinar 
el mundo que hemos evitado
											para que nos guíen
en las decisiones que tomamos hoy.
									","
											Estou certo que muitos de vocês não estão
ao corrente deste problema ambiental,
											mas deviam estar,
											pois é uma história rara
de sucesso ambiental.
											E vale a pena voltar a ela,
											pois, às vezes, precisamos 
de examinar o mundo que evitámos
											para encontrar orientação
para as escolhas que fazemos hoje.
									","
											Beaucoup d'entre vous ne doivent 
pas bien connaître ce problème,
											et c'est une erreur,
											car c'est l'une des rares
victoires environnementales.
											Elle mérite d'être revisitée,
											car parfois, il faut examiner
le monde que l'on a évité
											afin d'être mieux guidés dans les choix
que nous faisons aujourd'hui.
									",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
","
","
","
",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
											So let's go back to the 1970s,
											when some questionable choices were made:
											first of all — hoo —
hairstyles. (Laughs)
											Second of all, objectively
terrible quantities of hairspray,
											and third, CFCs, chlorofluorocarbons,
											man-made chemicals that were used
as propellant in aerosol spray cans.
											And see, it turns out
these CFCs were a problem
											because they were destroying
the ozone layer.
									","
											Volvamos a los años 70,
											cuando se tomaron algunas
decisiones cuestionables:
											antes que nada, ¡guau!, esos peinados...
											(Risas)
											Segundo, cantidades enormes
de espray para el cabello,
											y tercero, CFC, o clorofluorocarbonos,
											químicos artificiales que se utilizaban
como propelentes de aerosoles.
											Y resulta ser que estos CFC
eran un problema
											porque estaban destruyendo
la capa de ozono.
									","
											Então, vamos voltar à década de 1970.
											quando foram realizadas
algumas escolhas questionáveis:
											primeiro — (hu!) — os penteados.
											(Risos)
											Segundo, quantidades terríveis de laca,
											e terceiro, os CFCs, clorofluorcarbonos,
											químicos feitos pelo homem,
											usados como propulsores
em latas de ""spray"" aerossol.
											E vejam, verifica-se 
que estes CFCs eram um problema
											pois estavam a destruir a camada de ozono.
									","
											Revenons dans les années 70,
											une époque de choix contestables :
											d'abord... les coupes de cheveux. (Rires)
											Ensuite, d'énormes quantités de laque,
											et enfin, les CFC, chlorofluorocarbones,
											des produits synthétiques utilisés comme 
propulseurs dans les bombes aérosols.
											Les CFC étaient un gros problème
											car ils détruisaient la couche d'ozone.
									",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
"
","
","
","
",Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,9:50,"environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,TEDx"
