en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
											I'm going to read a few strips.
											These are, most of these are
											from a monthly page I do
											in and architecture and design magazine
											called Metropolis.
									","
											Voy a leer unas cuantas tiras.
											La mayoría de ellas son
											de una página mensual que hago
											para una revista de arquitectura y diseño
											que se llama Metropolis.
									","
											Sizlere bir kaç karikatür göstereceğim.
											Bunlar, bunların çoğu, benim
											""Metropolis"" adlı aylık
											mimarlık ve tasarım dergisine
											yaptığım çalışmalar.
									","
											Je vais vous lire quelques histoires.
											La plupart d'entre elles
											sont tirées de mon éditorial mensuel,
											publié dans la revue Metropolis
											spécialisée dans le design et l'architecture.
									","
											Ich werde ein paar Comic-Strips vorlesen.
											Sie... Die meisten von ihnen sind
											auf meiner monatlich erscheinenden Seite
											in der Zeitschrift für Architektur und Design
											namens ""Metropolis"" erschienen.
									",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
","
","
","
","
",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
											And the first story is called
											""The Faulty Switch.""
									","
											La primera historia se titula
											""El interruptor defectuoso"".
									","
											Ve ilk hikayenin adı
											""Bozuk Elektrik Düğmesi"".
									","
											Ma première histoire s'intitule
											L'Interrupteur Défectueux.
									","
											Und die erste Geschichte heißt
											""Der fehlerhafte Schalter"".
									",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
","
","
","
","
",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
											Another beautifully designed new building
											ruined by the sound of a common wall light switch.
											It's fine during the day
											when the main rooms are flooded with sunlight.
											But at dusk
											everything changes.
									","
											Otro nuevo edificio bellamente diseñado
											estropeado por el sonido de un interruptor de pared vulgar.
											Durante el día está bien,
											cuando la luz del sol inunda las salas principales.
											Pero al anochecer
											todo cambia.
									","
											Çok güzel tasarlanmış bir bina daha
											duvardaki bilindik bir elektrik düğmesinin sesiyle mahvoldu.
											Her şey yolundadır, odalar gündüz vakti güneş
											ışığına boğulurken.
											Ama günbatımında
											herşey değişir.
									","
											Encore un nouveau bâtiment d'une architecture remarquable,
											gâché par le son d'un quelconque interrupteur de lampe mural.
											Il convient très bien la journée,
											quand les pièces principales baignent dans la lumière du soleil.
											Mais une fois la nuit venue,
											tout change.
									","
											Ein weiteres wunderschön gestaltetes neues Gebäude,
											ruiniert durch das Geräusch eines gemeinen Lichtschalters.
											Am Tag ist noch alles in Ordnung,
											wenn das Sonnenlicht die wichtigsten Räume durchflutet,
											doch beim Sonnenuntergang
											ändert sich alles.
									",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
","
","
","
","
",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
											The architect spent hundreds of hours
											designing the burnished brass switchplates
											for his new office tower.
											And then left it to a contractor
											to install these 79-cent switches behind them.
									","
											El arquitecto se pasó cientos de horas
											diseñando las placas de latón bruñido de los interruptores
											para su nueva torre de oficinas.
											Y después dejó que un contratista
											instalase atrás aquellos interruptores de 79 centavos.
									","
											Mimar, yeni kule ofisinin pirinçten
											yapılmış parlayan anahtar levhasını
											tasarlamak için saatlerini harcamıştır.
											Ve sonra da bu 79 cent'lik anahtarları
											yerleştirmesi için bir müteahhite bırakmıştır.
									","
											L'architecte passe des heures et des heures
											à concevoir les plaques d'interrupteur en laiton poli,
											pour sa nouvelle tour de bureaux.
											Il confie ensuite à l'entrepreneur
											l'installation des interrupteurs à 79 cents.
									","
											Hunderte von Stunden verbrachte der Architekt
											mit dem Entwerfen glänzender Messing-Abdeckungen
											für die Schalter in seinem neuen Büroturm.
											Und überließ es dann irgendeinem Auftragnehmer,
											diese billigen Schalter für 79 Cent dahinter anzubringen.
									",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
","
","
","
","
",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
											We know instinctively where to reach
											when we enter a dark room.
											We automatically throw the little nub of plastic upward.
											But the sound we are greeted with,
											as the room is bathed in the simulated glow
											of late-afternoon light,
											recalls to mind
											a dirty men's room
											in the rear of a Greek coffee shop.
											(Laughter)
									","
											Sabemos por instinto hacia dónde estirar el brazo
											al entrar en una habitación a oscuras.
											Automáticamente subimos la pequeña palanquita de plástico.
											Pero el sonido que nos da la bienvenida
											al tiempo que la habitación se ilumina con el brillo simulado
											de la luz del atardecer,
											nos trae a la mente
											unos lavabos sucios de caballeros
											en la parte de atrás de una cafetería griega.
											(Risas)
									","
											Karanlık bir odaya girdiğimizde içgüdüsel
											olarak nereye uzanmamız gerektiğini biliriz.
											Otomatik olarak o küçük plastik parçasını yukarı kaldırırız.
											Ama bizi karşılayan bu ses,
											oda akşam saatlerinin sahte
											ışığı ile parıldarken,
											aklımıza bir Yunan
											kahve dükkanının arka tarafındaki
											pis bir adamın odasını getirir.
											(Gülüşmeler)
									","
											On sait d'instinct où chercher l'interrupteur,
											lorsqu'on entre dans une pièce plongée dans le noir.
											On pousse automatiquement le petit bouton en plastique vers le haut.
											Mais lorsque la pièce s'emplit
											de la lueur artificielle de la lumière du soir,
											le son qui nous accueille
											rappelle une pièce sale
											de toilettes pour hommes
											dans l'arrière boutique d'un café grec.
											(Rires)
									","
											Instinktiv wissen wir, an welche Stelle wir greifen müssen,
											wenn wir einen dunklen Raum betreten.
											Automatisch schnippen wir das kleine Stückchen Plastik nach oben.
											Doch das Geräusch, das uns begrüßt,
											während der Raum sich im simulierten Lichterglanz
											einer Spätnachmittagsstimmung badet,
											weckt Erinnerungen an
											eine dreckige Herrentoilette
											im Hinterzimmer einer griechischen Kaffeestube.
											(Lachen)
									",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
","
","
","
","
",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
											This sound colors our first impression of any room;
											it can't be helped.
											But where does this sound,
											commonly described as a click, come from?
											Is it simply the byproduct of a
											crude mechanical action?
											Or is it an imitation
											of one half the set of sounds we make
											to express disappointment?
											The often dental consonant
											of no Indo-European language.
									","
											Ese sonido marca nuestra primera impresión de cualquier estancia.
											Es inevitable.
											Pero ese sonido,
											que comúnmente se describe como un clic, ¿de dónde viene?
											¿Es tan solo el subproducto de un
											burdo mecanismo?
											¿O es acaso la imitación
											de la mitad de los sonidos que emitimos
											para expresar la decepción?
											La consonante a menudo dental
											de ningún idioma indoeuropeo.
									","
											Bu ses herhangi bir oda hakkındaki ilk izlenimimizi belirler.
											Başka türlüsü olamaz.
											Peki ama genel olarak ""klik""
											diye tarif edilen bu ses nereden gelmektedir?
											Bu yalnızca basit bir mekanik
											işlemin yan ürünü müdür?
											Yoksa hayal kırıklığımızı ifade
											etmek için çıkardığımız
											seslerin yarım bir taklidi midir?
											Genellikle Hint-Avrupa ailesinden
											olmayan dillerin dedental* (dilin dişe vurmadan çıkardığı) sessiz harfidir.
									","
											Ce son définit notre première impression dans une pièce.
											C'est fatal.
											Mais d'où vient ce son,
											le plus souvent décrit comme un clic ?
											Est-ce tout simplement la conséquence logique
											d'une banale action mécanique ?
											Ou bien est-ce une pâle copie
											de quelques uns des bruits que nous faisons
											pour exprimer notre déception ?
											La consonne souvent dentale*
											des langues indo-européennes ?
									","
											Dieses Geräusch beeinflusst unseren ersten Eindruck eines jeden Raums.
											Dagegen kann man nichts machen.
											Doch woher kommt dieses
											gemeinhin als ""Klick"" bezeichnete Geräusch?
											Ist es lediglich das Nebenprodukt
											einer plumpen mechanischen Handlung?
											Oder eine Imitation
											der Hälfte einer Lautgruppe, die wir äußern,
											um Enttäuschung auszudrücken?
											Der oftmals dentale Konsonant,
											der in keiner indo-europäischen Sprache existiert.
									",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
"
","
","
","
","
",Comics of bygone New York,Ben Katchor,11:11,"New York,art,cities,humor,books,comedy"
