en,fr,tr,title,speaker,duration,tags
"
","
","
","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
											I want to introduce you
to my badass friends.
											Meet Thelma and Louise.
									","
											Je vous présente mes superbes amies.
											Voici Thelma et Louise.
									","
											Size belalı arkadaşlarımı tanıtayım.
											Thelma ve Louise ile tanışın.
									","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
","
","
","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
","
","
","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
											I'm passionate about cows.
											And although they've been
getting a lot of crap lately
											due to methane emissions
and climate change,
											I hope that I can redeem
their reputation in part
											by showing you how
incredibly important they are
											in solving one of the world's
biggest problems: food security.
											But more importantly, for Africa —
											it's resultant childhood stunting.
									","
											Je suis passionnée par les vaches.
											Bien qu'elles aient été
beaucoup critiquées récemment
											à cause du méthane émis
et du changement climatique,
											j'espère pouvoir redorer leur blason
											en vous prouvant combien elles sont utiles
											pour résoudre un gros problème :
la sécurité alimentaire.
											Surtout en Afrique
											où l'on observe un retard de croissance.
									","
											İneklere oldukça ilgiliyim.
											Son zamanlarda metan emisyonu
											ve iklim değişikliği yüzünden 
suçlanmış olsalar da
											en büyük problemimiz olan
gıda güvencesi sorununun
											çözümü olduklarını sizlere göstererek
											kaybettikleri ünlerini 
geri kazandırmayı umuyorum.
											Afrika için en önemlisi,
											çocuklarda büyümenin durması.
									","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
","
","
","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
											Nutritional stunting manifests itself
											in a reduction of growth rate
in human development.
											And according to UNICEF,
											stunting doesn't come easy.
											It doesn't come quickly.
											It happens over a long period of time
											during which a child endures painful
and debilitating cycles of illness,
											depressed appetite,
											insufficient nutrition
											and inadequate care.
											And most kids simply
can't endure such rigors.
											But those that do survive,
											they carry forward
long-term cognitive problems
											as well as losses of stature.
											The numbers of stunted children
under the age of five,
											in most regions of the world,
											has been declining.
											And I really hate to say this,
											but the only place where
they haven't been declining is here,
											in Africa.
											Here, 59 million children,
											three in 10 in that age group,
											struggle to meet
their genetic potential —
											their full genetic potential.
									","
											Le retard de croissance se manifeste
											par la baisse du taux de croissance
du développement humain.
											Et selon l'UNICEF,
											ça n'arrive pas comme ça.
											Ça n'arrive pas soudainement.
											Il faut du temps,
											un temps durant lequel un enfant 
endure des maladies douloureuses,
											une perte d'appétit,
											une nutrition pauvre
											et des soins insuffisants.
											Les enfants ne peuvent pas 
endurer une telle austérité.
											Mais ceux qui y parviennent
											développent des problèmes 
cognitifs sur le long terme,
											mais aussi une réduction de gabarit.
											Le nombre d'enfants de moins de 5 ans
présentant un retard de croissance,
											à travers le monde,
											est en train de diminuer.
											Et je déteste dire ça,
											mais le seul endroit où 
le nombre ne faiblit pas est ici,
											en Afrique.
											Ici, 59 millions d'enfants,
											3 sur 10 dans ce groupe d'âge,
											ne parviennent pas à atteindre
leur potentiel génétique,
											leur plein potentiel génétique.
									","
											Beslenmeye bağlı büyüme bozukluğu
											büyüme hızının azalması
şeklinde kendini gösterir.
											UNICEF'e göre,
											bu bir anda olmuyor.
											Birdenbire gelişmiyor.
											Ağrılı bir süreç,
											bitmek tükenmek bilmez hastalık döngüsü,
											iştahsızlık,
											yetersiz beslenme ve bakım sonucunda
											ortaya çıkıyor.
											Çoğu çocuk bu tür sıkıntılara dayanamaz.
											Hayatta kalanlar ise,
											uzun vadeli bilişsel sorunların yanı sıra
											statür kaybına maruz kalıyorlar.
											5 yaşının altında gelişim durması 
yaşayan çocukların sayısı
											dünyanın birçok bölgesinde azalıyor.
											Bunu söylemekten hiç hoşlanmıyorum
											ama bu sayının azalmadığı tek ülke Afrika.
											Burada 59 milyon çocuk,
											bu yaş grubundaki (5 yaş altı)
her 10 çocuktan 3'ü
											genetik potansiyellerine 
tam anlamıyla ulaşmakta zorlanıyor.
									","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
","
","
","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
"
											Protein is one of our most important
dietary requirements,
											and evidence shows
that lack of essential amino acids,
											the building blocks of proteins,
in young children's diets,
											can result in stunting.
											Essential amino acids are called essential
											because we can't
synthesize them in our bodies.
											We have to get them from our foods
											and the best sources are animal-derived:
											milk, meat and eggs.
											Most protein consumed
on the African continent is crop-based.
											And although we have millions
of smallholder farmers rearing animals,
											livestock production
is not as easy as we think.
											The big livestock gaps between
rich countries and poor countries
											are due to poor animal health.
											Endemic livestock diseases,
											some of them transmissible to humans,
											threaten not only livestock producers
in those poor countries,
											but all human health across all countries.
									","
											Les protéines sont primordiales
dans notre alimentation
											et des preuves montrent 
qu'un manque d'acides aminés,
											composants des protéines,
dans l'alimentation des enfants
											crée un retard de croissance.
											Les acides aminés sont dits essentiels
											car on ne peut pas
les synthétiser dans le corps.
											Seule la nourriture en contient
											et la meilleure source de ces acides 
est d'origine animale :
											le lait, la viande et les œufs.
											La plupart des protéines
consommées en Afrique est végétale.
											Et même s'il existe des millions
de petits éleveurs,
											la production de bétail 
n'est pas aussi simple qu'on le pense.
											L'écart de production de bétail 
entre les pays riches et les pays pauvres
											est dû à la santé des animaux.
											Les malades endémiques du bétail,
											dont certaines transmissibles à l'homme,
											ne menacent pas seulement la santé
des producteurs dans les pays pauvres,
											mais aussi la santé du reste du monde.
									","
											Protein bizim en önemli
besin gereksinimlerimizden biri,
											araştırmalar öyle gösteriyor ki
çocukların beslenmesinde
											temel aminoasitlerin
ve protein yapı taşlarının eksikliği
											büyüme bozukluğuna yol açabiliyor.
											Onlara temel dememizin bir sebebi var
											çünkü onları vücudumuzda 
kendimiz üretemiyoruz.
											Onları gıdalardan elde etmek zorundayız.
											En iyi kaynağı da hayvansal gıdalar:
											Süt, et ve yumurta.
											Afrika kıtasında tüketilen
çoğu protein bitkisel esaslı.
											Her ne kadar hayvancılık yapan
milyonlarca küçük çaplı çiftçimiz olsa da
											hayvancılık üretimi
düşündüğümüz kadar kolay değil.
											Zengin ve fakir ülkeler
arasındaki hayvancılık sektöründeki fark
											hayvan sağlığıyla ilgili.
											Bazıları insanlara bulaşabilen
											endemik hayvan hastalıkları,
											sadece yoksul ülkelerdeki
hayvancılık üreticilerini değil,
											dünya çapında insan sağlığını
tehdit ediyor.
									","How we can help hungry kids, one text at a time",Su Kahumbu,7:35,"TED Fellows,Africa,agriculture,animals,communication,education,farming,food,children"
