en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
											In the next six minutes
that you will listen to me,
											the world will have lost three mothers
											while delivering their babies:
											one, because of a severe complication;
											second, because she will be a teenager
											and her body will not
be prepared for birth;
											but the third, only because of lack
of access to basic clean tools
											at the time of childbirth.
											She will not be alone.
											Over one million mothers and babies
die every single year
											in the developing world,
											only because of lack of access
to basic cleanliness
											while giving birth to their babies.
									","
											Nos próximos seis minutos,
											o mundo terá perdido três mães
											enquanto davam à luz.
											Primeiro, devido a uma complicação grave.
											Segundo, porque ela é adolescente
											e o seu corpo não está 
preparado para o parto.
											Mas o terceiro deve-se apenas à falta
de ferramentas básicas esterilizadas
											aquando do nascimento do bebé.
											Ela não será a única.
											Mais de um milhão de mães e bebés 
morrem todos os anos
											no mundo em desenvolvimento,
											devido à falta de acesso a higiene básica
											na altura do nascimento.
									","
											En los próximos seis minutos,
mientras me estén oyendo hablar,
											el mundo habrá perdido a tres madres
											dando a luz a sus bebés:
											Una, debido a una complicación severa;
											la segunda, porque ella
será una adolescente
											y su cuerpo no estará preparado
para el nacimiento;
											la tercera, se deberá a la falta de acceso
a las herramientas básicas limpias
											en el momento del parto.
											Ella no será la única.
											Más de un millón de madres
y bebés mueren cada año
											en países en vías de desarrollo,
											solo debido a la falta de acceso
a la higiene básica necesaria
											durante el parto de sus bebés.
									","
											Beni dinleyeceğiniz
bu altı dakika içerisinde,
											dünya üç anneyi, bebeklerini doğururken
											kaybetmiş olacak.
											Biri, ciddi karmaşıklıklar yüzünden;
											ikincisi, annenin ergenlik çağında olması
											ve vücudunun doğuma
hazır olmaması sebebiyle;
											ama üçüncüsü, yalnızca doğum
esnasında temel temiz aletlere
											erişimi olmadığından.
											Yalnız başına olmasın.
											Her sene, gelişmekte olan ülkelerde
bir milyonu aşkın anne ve bebek,
											doğum sırasında
											temel temizlik şartlarını
yerine getiremediği için
											yaşamını kaybediyor.
									",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
","
","
","
",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
											My journey began on a hot summer afternoon
											in India in 2008,
											when after a day of meeting women
and listening to their needs,
											I landed in a thatched hut with a midwife.
											As a mother, I was very curious
on how she delivered babies in her house.
											After a deep and engaging
conversation with her
											on how she considered it a profound
calling to do what she was doing,
											I asked her a parting question:
											Do you have the tools that you need
to deliver the babies?
											I got to see her tool.
											""This is what I use to separate
the mother and the baby,"" she said.
											Unsure of how to react, I held this
agricultural tool in my hand in shock.
											I took a picture of this,
hugged her and walked away.
											My mind was flooded with reflections
of my own infection
											that I had to struggle with
for a year past childbirth
											despite having access
to the best medical care,
											and memories of my conversation
with my father,
											who had lost his mom to childbirth,
											on how he thought his life
would be so different
											if she would have been
just next to him growing up.
									","
											O meu percurso começou 
numa tarde quente de verão
											em 2008, na Índia.
											Depois de um dia a conhecer mulheres 
e a ouvir falar das suas necessidades,
											fui ter a uma cabana de colmo
de uma parteira.
											Enquanto mãe, estava curiosa sobre 
como ela realizava os partos em casa.
											Depois de uma conversa intensa,
											sobre como ela sentia uma
profunda vocação quanto ao que fazia,
											fiz-lhe uma pergunta de despedida:
											""Tem as ferramentas necessárias 
para realizar o parto?""
											Fui ver a sua ferramenta.
											""Isto é o que uso para separar 
a mãe e o bebé,"" disse ela.
											Sem saber como reagir, 
peguei neste utensílio agrícola em choque
											Tirei uma fotografia, abracei-a e saí.
											A minha mente começou a reflectir 
na minha própria infecção
											com que tive que lidar um ano após o parto
											apesar de ter tido acesso 
aos melhores cuidados de saúde.
											Lembrei-me da conversa 
que tive com o meu pai,
											que perdeu a mãe dele ao dar à luz,
											e como ele pensava que 
a sua vida teria sido diferente
											se ela o tivesse criado.
									","
											Mi travesía comenzó una tarde
cálida de verano en India en 2008,
											después de un día de conocer a las mujeres
y de escuchar sus necesidades,
											terminé en una choza de paja
con una partera.
											Como madre, tenía mucha curiosidad 
sobre cómo asistía partos en su casa.
											Luego de una conversación
profunda e interesante con ella
											acerca de la profunda vocación que sintió
para hacer lo que hacía,
											le hice una pregunta al despedirme:
											¿Tienes las herramientas que necesita
para asistir un parto?
											Me mostró su herramienta.
											""Esto es lo que utilizo para separar
a la madre y al bebé"", dijo.
											Sin saber cómo reaccionar, sostuve 
impactada esta herramienta agrícola.
											Le tomé una foto a ésta,
la abracé a ella y me fui.
											Mi mente se inundó de reflexiones 
sobre mi propia infección
											con la que tuve que luchar 
después del parto durante un año,
											a pesar de tener acceso
a la mejor atención médica.
											Recordé una conversación con mi padre,
quien perdió a su mamá al nacer,
											él pensaba que su vida sería muy diferente
											si tan solo ella hubiera estado
con él cuando creció.
									","
											Benim yolculuğum, 2008'de Hindistan'da,
											sıcak bir ikindi vaktinde
											kadınlarla görüşüp ihtiyaçlarını 
dinlediğim bir günün ardından başladı.
											Bir ebeyle birlikte
sazdan bir kulübeye girdim.
											Bir anne olarak, evinde bebekleri nasıl 
doğurttuğunu çok merak ediyordum.
											İşine nasıl gönülden bağlandığını
											anlattığı derin ve hoş bir
muhabbetin ardından,
											şu soruyla yanından ayrıldım:
											Bebek doğurtmak için
gerekli malzemelerin var mı?
											Onun aracını görmüş bulundum.
											''Anneyle bebeği ayırmak
için bunu kullanıyorum,'' dedi.
											Nasıl tepki vereceğimi bilemedim,
dehşetle elimdeki bahçe aletini tuttum.
											Bunun fotoğrafını çektim,
ona sarıldım ve oradan ayrıldım.
											Zihnim, en iyi sağlık hizmetini
almış olmama rağmen,
											doğumdan sonraki bir
yıl boyunca geçirdiğim
											enfeksiyonun anıları ile doldu taştı
											ve annesini doğumda kaybetmiş olan babamla
											o büyürken annesinin yanı başında
											olması durumunda, hayatının çok daha
											farklı olacağını anlattığı
muhabbetlerin anılarıyla.
									",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
","
","
","
",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
											As a product developer,
I started my process of research.
											I was very excited to find
that there was a product out there
											called the Clean Birth Kit.
											But I just couldn't buy one for months.
											They were only assembled
based on availability of funding.
											Finally, when I got my hands on one,
I was in shock again.
											I would never use these tools
to deliver my baby, I thought.
											But to confirm my instincts,
I went back to the women,
											some of whom had the experience
of using this product.
									","
											Enquanto promotora de produtos, 
comecei a fazer a minha pesquisa.
											Fiquei contente por saber 
que havia um produto no mercado
											chamado Clean Birth Kit.
											Mas esperaria meses até conseguir um.
											Eram construídos com base 
na disponibilidade de financiamento.
											Quando finalmente consegui um, 
entrei novamente em choque.
											Nunca utilizaria estas ferramentas 
para dar à luz o meu bebé, pensei.
											Mas para confirmar os meus instintos, 
voltei às mulheres
											que tinham experimentado este produto.
									","
											Empecé mi proceso de investigación
como desarrolladora de productos.
											Estaba muy emocionada de haber 
encontrado un producto
											llamado ""Botiquín para Partos Limpios"",
											pero tardé meses en conseguir uno.
											Solo se armaban si existía
la disponibilidad de fondos.
											Finalmente, cuando conseguí uno,
entré en estado de shock de nuevo.
											Yo nunca usaría estas herramientas
para dar a luz, pensé.
											Pero para confirmar mis instintos,
volví a donde las mujeres,
											algunas de las cuales tenían experiencia 
en el uso de este producto.
									","
											Ürün tasarımcısı olarak, kendi
araştırmamı yürütmeye başladım.
											Temiz Doğum Seti denilen
bir ürün olduğunu fark ettiğimde
											çok heyecanlanmıştım.
											Geçen aylara rağmen satın alamadım.
											Yalnızca bağış olduğu
takdirde bu setler derleniyordu.
											Nihayetinde bir tanesi elime
geçtiğinde, tekrardan sarsılmıştım.
											Çocuğumu doğurmak için bunları
asla kullanmam, diye düşündüm.
											Kafamdaki ''Bu şekilde düşünen
yalnızca ben miyim?'' sorusuyla
											daha önce bu ürünü kullanmış
kadınlar ile görüştüm.
									",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
","
","
","
",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
											Lo and behold, they had
the same reaction and more.
											The women said they would rather
deliver on a floor
											than on a plastic sheet
that smeared blood all over.
											They were absolutely right —
it would cause more infection.
											The thread provided was a highway
to bacterial infection
											through the baby's umbilical cord,
											and the blade used was the kind
that men used for shaving,
											and they did not want it
anywhere close to them.
											There was no incentive for anybody
to redesign this product,
											because it was based on charity.
											The women were never
consulted in this process.
											And to my surprise, the need
was not only in homes
											but also in institutional settings
with high-volume births.
											Situations in remote areas
were even more daunting.
									","
											E eis que tinham a mesma reacção 
e ainda mais.
											As mulheres disseram
que preferiam dar à luz no chão
											do que num lençol de plástico
e espalhar o sangue por toda a parte.
											Tinham razão, causaria mais infecção
											O fio fornecido era uma via rápida 
para a infecção bacteriana
											através do cordão umbilical,
											e a lâmina era do mesmo tipo
usado para a barba dos homens,
											e elas não a queriam perto de si.
											Não havia nenhum incentivo 
para reformular este produto,
											porque era baseado na caridade.
											As mulheres nunca foram 
consultadas no processo.
											E para meu espanto, 
a carência não era só nas casas,
											mas também em ambientes institucionais 
com grandes taxas de partos.
											As situações em áreas remotas 
eram ainda mais assustadoras.
									","
											Para mi sorpresa, tuvieron 
la misma reacción y más.
											Dijeron que preferían dar a luz 
en el piso que en una hoja plástica
											que dejaría sangre en todas partes.
											Tenían toda la razón:
eso causaría más infección.
											El hilo proporcionado conduciría
a una infección bacteriana
											a través del cordón umbilical del bebé,
											y la cuchilla era del tipo que los hombres
usan para afeitarse,
											y no la querían ni tener cerca.
											No hubo incentivos para que alguien
rediseñara este producto
											porque era una obra de caridad.
											Nunca se consultó a las mujeres 
en este proceso.
											Para mi sorpresa, no solo 
se necesitaba en los hogares
											sino también en entornos institucionales
con nacimientos de alto volumen.
											Las situaciones en áreas remotas
eran aún más desalentadoras.
									","
											Durum o ya, onlar da aynı
tepkiyi veya daha fazlasını verdiler.
											Her yere kan bulaştıran
plastik örtüye doğurmaktansa,
											yere doğurmayı tercih
ettiklerini söylediler.
											Sonuna kadar haklılardı, daha
fazla enfeksiyon riski taşıyordu.
											Setteki iplik, bebeğin göbek
bağı aracılığıyla, bakteriyel
											enfeksiyona davet çıkarıyordu
											ve bıçak, erkeklerin tıraş
bıçaklarındaki türden bir bıçaktı
											ve bu ürünlerin yanından
bile geçmek istemiyorlardı.
											Bu ürünün yeniden tasarlanması
için hiçbir teşvik yoktu,
											çünkü bağış yoluyla yürütülüyordu.
											Kadınlar bu aşamada söz
hakkı sahibi olmamışlardı.
											Daha ilginci, bu ihtiyaç
sadece evlerde değil,
											aynı zamanda yüksek doğum oranı
olan kurumsal yerlerde de vardı.
											Sapa yerlerde durum daha da vahimdi.
									",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
","
","
","
",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
"
											This had to change.
											I made this my area of focus.
											I started the design process
by collecting feedback,
											developing prototypes
											and engaging with various stakeholders
researching global protocols.
											With every single prototype,
we went back to the women
											to ensure that we had a product for them.
											What I learned through this process
was that these women,
											despite their extreme poverty,
											placed great value
on their health and well-being.
											They were absolutely not poor in mind.
											As with all of us, they would appreciate
a well-designed product
											developed for their needs.
									","
											Isto tinha de mudar.
											Eu tornei esta área o meu ponto de foco.
											Comecei o processo de concepção 
ao reunir opiniões,
											a desenvolver protótipos
											e a conversar com investidores
que pesquisavam protocolos globais.
											Em cada protótipo voltávamos às mulheres
											para garantirmos
que tínhamos um produto para elas.
											O que aprendi neste processo 
foi que estas mulheres,
											apesar da sua pobreza extrema,
											davam grande valor 
à sua saúde e bem-estar.
											Ela não eram pobres de espírito.
											Tal como nós, elas apreciavam
um produto bem concebido
											para as suas necessidades.
									","
											Esto tenía que cambiar.
											Hice de ello mi área de enfoque.
											Empecé el proceso de diseño 
recopilando comentarios,
											desarrollando prototipos y relacionándome
con diversos accionistas
											que investigaran protocolos globales.
											Con cada prototipo,
volvíamos donde las mujeres
											para asegurarnos de tener
un producto para ellas.
											Lo que aprendí a través de este proceso
fue que estas mujeres,
											a pesar de su extrema pobreza,
											le daban gran valor 
a su salud y bienestar.
											No eran para nada pobres de mente.
											Como todos nosotros, apreciarían
un producto bien diseñado
											desarrollado para sus necesidades.
									","
											Bu değişmek zorundaydı.
											Bunu odak noktam olarak belirledim.
											Ürün tasarımına, dönütleri
toplayarak başladım,
											protitipleri geliştirdim
											ve küresel protokolleri araştırarak
bu alanla ilgili birçok insanla görüştüm.
											Her protitipte, kadınların
istediği şekilde olmasından
											emin olmak adına, onların fikrini aldık.
											Bu süreç boyunca, sefaletlerine rağmen
											bu kadınların sağlıklarına
											ve kendilerine büyük önem
verdiklerini öğrendim.
											Zihinlerinde kesinlikle
öyle bir olgu yoktu.
											Her birimiz gibi, ihtiyaçları
için iyi tasarlanmış bir ürün
											onları memnun edecekti.
									",A simple birth kit for mothers in the developing world,Zubaida Bai,6:44,"design,global development,family,entrepreneur,health,health care,innovation,humanity,parenting,women,pregnancy,TED Residency"
