en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
											I'm a lion conservationist.
											Sounds cool, doesn't it?
											Some people may have no idea
what that means.
											But I'm sure you've all heard
about Cecil the lion.
									","
											Ben bir aslan koruyucuyum.
											Kulağa havalı geliyor, değil mi?
											Bazı kişilerin bunun ne anlama geldiği
konusunda hiçbir fikri olmayabilir.
											Ama eminim ki hepiniz 
Aslan Cecil'i duymuştur.
									","
											Je travaille à la préservation des lions.
											Ça a l'air cool, non ?
											Certains n'ont peut-être
aucune idée de ce métier,
											mais vous avez tous sûrement
entendu parler du lion Cecil.
									","
											Trabalho com conservação de leões.
											Soa bem, não é?
											Algumas pessoas não têm
a menor ideia do que isso significa.
											Mas sei que vocês já ouviram
falar do leão Cecil.
									",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
","
","
","
",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
											[Cecil the Lion (2002-2015)]
									","
											[Aslan Cecil (2002-2015)]
									","
											[Le lion Cecil (2002-2015)]
									","
											[Leão Cecil (2002-2015)]
									",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
","
","
","
",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
											(Lion roaring)
									","
											(Aslan kükrüyor)
									","
											(Rugissement de lion)
									","
											(Rugido de leão)
									",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
","
","
","
",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
											He roars no more.
											On the second of July, 2015,
											his life was cut short
when he was killed by a trophy hunter.
									","
											2 Temmuz 2015'te bir daha uyanmadı.
											Bir ödül avcısı tarafından 
öldürüldüğünde hayatı yarıda kalmıştı.
									","
											Cecil a arrêté de rugir.
											Le 2 juillet 2015,
											sa vie a été arrêtée
par un chasseur de trophées.
									","
											Ele já deixou de rugir.
											No dia 2 de julho de 2015,
											a vida dele acabou
às mãos de um caçador de troféus.
									",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
","
","
","
",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
											They say that you can become attached
to the animals you study.
											That was the case for me
with Cecil the lion,
											having known him and studied him
for three years
											in Hwange National Park.
											I was heartbroken at his death.
											But the good thing
to come out of this tragedy
											is the attention that the story brought
											towards the plight
of threatened wild animals.
									","
											Araştırdığınız hayvanlara 
bağlanabileceğiniz söylenir.
											Benim durumumda ise 
o hayvan Aslan Cecil'di,
											Hwange Ulusal Parkı'nda 
üç yıl boyunca onu incelemiştim.
											Ölümüne çok üzülmüştüm.
											Ancak bu trajediden çıkan
iyi şey, hikâyenin,
											tehdit altındaki vahşi hayvanların
kötü durumuna dikkat çekmesiydi.
									","
											On dit qu'on peut s'attacher
aux animaux qu'on étudie.
											C'était le cas pour moi avec Cecil :
											après l'avoir connu et étudié
pendant trois ans
											dans le parc national Hwange.
											A sa mort, j'ai eu le cœur brisé.
											Mais le résultat positif
de cette tragédie,
											c'est l'attention que
cette histoire a braquée
											sur le sort des animaux sauvages menacés.
									","
											Dizem que podemos ligar-nos
aos animais que estudamos.
											Foi o que me aconteceu
com o leão Cecil.
											Conheci-o e estudei-o durante três anos
											no Parque Nacional Hwange.
											Fiquei de coração partido
com a morte dele.
											Mas algo bom que nasceu dessa tragédia
											foi a atenção que essa história despertou
											à situação das espécies ameaçadas.
									",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
"
","
","
","
",How community-led conservation can save wildlife,Moreangels Mbizah,5:16,"Africa,conservation,animals,science,biodiversity,TED Fellows,environment"
