en,es,fr,de,title,speaker,duration,tags
"
","
","
","
",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
											As an architect you design for the present,
											with an awareness of the past,
											for a future which is essentially unknown.
											The green agenda is probably the most important agenda
											and issue of the day.
											And I'd like to share some experience
											over the last 40 years — we celebrate our fortieth anniversary this year —
											and to explore and to touch on some observations
											about the nature of sustainability.
											How far you can anticipate, what follows from it,
											what are the threats, what are the possibilities,
											the challenges, the opportunities?
											I think that — I've said in the past, many, many years ago,
											before anybody even invented the concept of a green agenda,
											that it wasn't about fashion — it was about survival.
									","
											Como arquitecto diseñas para el presente
											con una conciencia del pasado
											para un futuro que es esencialmente desconocido
											La Agenda Verde es probablemente la agenda más importante
											y un asunto de actualidad.
											Y quisiera compartir mi experiencia
											sobre los últimos cuarenta años —celebramos nuestro aniversario 40 este año—
											y explorar y mencionar algunas observaciones
											sobre la naturaleza de la sostenibilidad:
											¿Qué tanto puedes prever qué sigue desde alli,
											cuáles son las amenzas, cuáles las posibilidades,
											los desafios, las oportunidades?
											Creo que —Lo he dicho en el pasado, hace muchos, muchos años,
											antes de que nadie hubiera incluso inventado el concepto de Agenda Verde—
											que no es un asunto de moda, sino de supervivencia
									","
											En tant qu'architecte on conçoit pour le présent,
											en ayant conscience du passé,
											pour un avenir qui est essentiellement inconnu.
											L'Agenda Vert est probablement l'agenda le plus important
											et le problème le plus important du moment.
											Et j'aimerais partager une certaine expérience.
											Celle de ces 40 dernières années — nous fêtons notre 40e anniversaire cette année —
											et j'aimerais explorer et évoquer certaines observations
											sur la nature du développement durable.
											Jusqu'où peut-on anticiper, ce qui s'ensuit,
											quelles sont les menaces, quelles sont les possibilités,
											les défis, les opportunités ?
											Je pense que — j'ai dit dans le passé, il y a très très longtemps,
											avant même que soit inventé le concept d'un agenda vert,
											qu'il ne s'agissait pas de mode — mais de survie.
									","
											Als Architekt gestaltet man für die Gegenwart
											und ist sich dabei der Vergangenheit bewusst.
											Alles für eine Zukunft, die weitgehend unbekannt ist.
											Die „Grüne Agenda‟ ist vermutlich 
die wichtigste Agenda
											und Thema der heutigen Veranstaltung.
											Ich möchte Ihnen gern von einigen Erfahrungen
											der vergangenen 40 Jahre berichten – 
wir feiern dieses Jahr 40-jähriges Jubiläum –
											und auf einige Beobachtungen
											zum Wesen der Nachhaltigkeit näher eingehen.
											Wie weit kann man voraussehen, was daraus folgt,
											worin die Gefahren bestehen, welche Möglichkeiten,
											Herausforderungen und Chancen gibt es?
											Ich habe vor sehr vielen Jahren gesagt,
											bevor irgendeiner überhaupt das Konzept 
einer „Grünen Agenda‟ erfunden hat,
											dass es nicht um eine Modeerscheinung geht 
– sondern ums Überleben.
									",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
","
","
","
",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
											But what I never said, and what I'm really going to make the point is,
											that really, green is cool.
											I mean, all the projects which have, in some way, been inspired
											by that agenda are about a celebratory lifestyle,
											in a way celebrating the places and the spaces
											which determine the quality of life.
											I rarely actually quote anything,
											so I'm going to try and find a piece of paper if I can,
											[in] which somebody, at the end of last year, ventured the thought
											about what for that individual, as a kind of important observer,
											analyst, writer — a guy called Thomas Friedman,
											who wrote in the Herald Tribune, about 2006.
											He said,
											""I think the most important thing to happen in 2006
											was that living and thinking green hit Main Street.
											We reached a tipping point this year
											where living, acting, designing, investing and manufacturing green
											came to be understood by a critical mass
											of citizens, entrepreneurs and officials
											as the most patriotic, capitalistic, geo-political
											and competitive thing they could do.
											Hence my motto: green is the new red, white and blue.""
									","
											Pero lo que nunca dije, y lo que voy a decir ahora mismo es,
											que verdaderamente, lo verde es fantástico
											Me refiero a que todos los proyectos que han sido inspirados de algún modo
											por esa agenda son de un estilo de vida festivo,
											una celebración de lugares y espacios
											que determinan la calidad de vida.
											Casi nunca hago citas,
											así que voy a tratar de encontrar un papelito...
											Alguien al final de año pasado se atrevió a pensar
											sobre qué para ese individuo, como un importante observador,
											analista, escritor, llamado Thomas Friedman,
											quien escribió en el Herald Tribune en el 2006.
											Dijo,
											""Creo que lo más importante que pasó en el 2006
											""fue que vivir y pensar en verde llegó a Main Street.
											""Hemos llegado al punto de inflexión
											""donde vivir, actuar, diseñar, invertir y producir verde
											""está empezando a ser entendido por una masa crítica
											""de ciudadadanos, empresarios y funcionarios
											""como la cosa más patriótica, capitalista, geo-plotica
											""y competitiva que pueden hacer.
											""De ahí mi lema: Verde es el nuevo rojo, blanco y azul""
									","
											Mais ce que je n'ai jamais dit, et ce sur quoi je vais insister,
											c'est que vraiment, le vert c'est cool.
											Je veux dire, tous les projets qui ont été d'une façon ou d'une autre inspirés
											par cet agenda relèvent d'un mode de vie de fête,
											qui d'une certaine manière fête les lieux et les espaces
											qui déterminent la qualité de vie.
											En fait, je fais rarement de citations,
											je vais donc essayer de trouver un bout de papier, si je peux,
											avec la pensée que quelqu'un a avancée à la fin de l'année dernière
											sur la raison de cet individu, en tant qu'observateur important,
											analyste, écrivain, un gars qui s'appelle Thomas Friedman,
											qui écrivait pour le Herald Tribune en 2006.
											Il a dit,
											""Je pense que la chose la plus importante qui soit arrivée en 2006
											a été la généralisation de la vie et de la pensée écolo.
											Nous avons atteint un point de bascule cette année
											où vivre, agir, concevoir, investir et fabriquer écolo
											sont désormais compris par une masse critique
											de citoyens, d'entrepreneurs, d'élus
											comme étant la chose la plus patriotique, capitaliste, géopolitique
											et compétitive qu'ils puissent faire.
											D'où ma devise: le vert est le nouveau Bleu-Blanc-Rouge.""
									","
											Was ich jedoch nie gesagt habe und 
was ich deutlich machen möchte,
											ist, dass Umweltfreundlichkeit cool ist.
											Alle Projekte, die irgendwie durch 
diese Agenda angeregt wurden,
											handeln von einem glänzenden Lebensstil,
											der Orte und Räume zelebriert,
											die Lebensqualität definieren.
											Ich zitiere selten,
											deshalb suche ich gerade nach einem Artikel,
											in dem Ende letzten Jahres jemand seine Gedanken
											über Umweltbewusstsein, als eine Art Beobachter,
											Analytiker und Autor äußerte – 
ein Typ namens Thomas Friedman,
											der etwa 2006 für die Herald Tribune schrieb.
											Er sagte:
											„Meiner Meinung nach ist das 
Entscheidendste, was 2006 passierte,
											dass die grüne Lebens- 
und Denkweise modern wurde.
											Wir haben dieses Jahr einen Wendepunkt erreicht,
											an dem umweltbewusstes Leben, Handeln, 
Gestalten, Forschen und Produzieren
											von einer sehr großen Masse
											von Bürgern, Unternehmern und Offiziellen
											als etwas sehr Patriotisches, 
Kapitalistisches, Geopolitisches
											und Wettbewerbsfähiges verstanden wurde.
											Deswegen lautet mein Motto: 
Grün ist das neue Rot, Weiß und Blau.‟
									",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
","
","
","
",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
											And I asked myself, in a way, looking back,
											""When did that kind of awareness of the planet and its fragility first appear?""
											And I think it was July 20, 1969,
											when, for the first time, man could look back at planet Earth.
											And, in a way, it was Buckminster Fuller who coined that phrase.
											And before the kind of collapse of the communist system,
											I was privileged to meet a lot of cosmonauts
											in Space City and other places in Russia.
											And interestingly, as I think back,
											they were the first true environmentalists.
											They were filled with a kind of pioneering passion,
											fired about the problems of the Aral Sea.
											And at that period it was —
											in a way, a number of things were happening.
											Buckminster Fuller was the kind of green guru —
											again, a word that had not been coined.
											He was a design scientist, if you like, a poet,
											but he foresaw all the things that are happening now.
											It's another subject. It's another conversation.
											You can go back to his writings: it's quite extraordinary.
											It was at that time, with an awareness
											fired by Bucky's prophecies, his concerns
											as a citizen, as a kind of citizen of the planet,
											that influenced my thinking and what we were doing at that time.
									","
											Y yo me pregunto, en cierta manera, mirando atrás:
											""¿Cuándo apareció por primera vez esa conciencia sobre el planeta y su fragilidad?""
											Creo que fue el 20 de Julio de 1969
											cuando, por primera vez, la humanidad pudo mirar al planeta Tierra.
											Y en cierta manera, fue Buckminster Fuller quien acuñó esa frase.
											Y antes del colapso del sistema comunista
											tuve el privilegio de conocer a muchos cosmonautas
											en la Ciudad Espacial y otros sitios de Rusia
											Y es interesante, cuando hago memoria,
											ellos fueron los primeros ambientalistas de verdad.
											Estaban llenos de una pasión pionera,
											hartos de los problemas del mar Aral
											Y ese periodo era
											—en cierta manera, ciertas cosas estaban pasando
											Buckminster Fuller era el tipo de gurú verde
											de nuevo, una palabra que no había sido acuñada—
											Él era un diseñador científico, si quieren, un poeta,
											pero él previó todas las cosas que están pasando ahora.
											Y —este es otro tema, otra conversación.
											Pueden ver sus escrituras, es realmente extraordinario,
											Era en ese tiempo, con una conciencia
											llena de las profecías de Bucky, sus preocupaciones
											como ciudadano, como ciudadano del planeta
											que influenció mi pensamiento y lo que estábamos haciendo en ese tiempo.
									","
											Et je me demande, dans un sens, rétrospectivement,
											""Quand cette prise de conscience de la planète et de sa fragilité est-elle apparue pour la première fois?""
											Et je pense que c'était le 20 juillet 1969,
											quand pour la première fois, l'homme a pu regarder la planète Terre.
											Et dans un sens, c'est Buckminster Fuller qui a inventé cette phrase.
											Et avant l'effondrement du système communiste,
											j'ai eu le privilège de rencontrer beaucoup de cosmonautes
											à Space City et dans d'autres endroits de Russie.
											Et c'est intéressant quand j'y repense,
											car ils étaient les premiers vrais écologistes.
											Ils étaient pleins d'une passion pionnière,
											ils s'enflammaient pour les problèmes de la mer Aral.
											Et à cette époque c'était —
											dans un sens, un certain nombre de choses se produisaient.
											Buckminster Fuller était une sorte de gourou écolo —
											là encore, un mot qui n'avait pas été inventé.
											C'était un scientifique du design, si vous voulez, un poète,
											mais il a prédit toutes les choses qui se passent maintenant.
											Et — c'est une autre histoire, c'est une autre conversation.
											On peut revenir sur ses écrits, c'est vraiment extraordinaire.
											C'est à cette époque, avec une conscience
											enflammée par les prophéties de Bucky, ces inquiétudes
											en tant que citoyen, en tant que citoyens de la planète,
											que ma pensée a été influencée, ainsi que ce que nous faisions à l'époque.
									","
											Und rückblickend fragte ich mich:
											„Wann trat zum ersten Mal ein Bewusstsein für 
den Planeten und seine Verwundbarkeit auf?‟
											Ich denke, es war am 20. Juli 1969,
											als die Menschheit zum ersten Mal 
auf den Planet Erde schauen konnte.
											Gewissermaßen war es Buckminster 
Fuller, der diesen Satz prägte.
											Vor dem Zusammenbruch des 
kommunistischen Systems
											hatte ich das Privileg, in „Space City‟ 
und anderen Orten Russlands
											einige Kosmonauten kennenzulernen.
											Wenn ich zurückdenke, waren diese
											interessanterweise die ersten wahren Umweltschützer.
											Sie waren von einem Pioniergeist beseelt,
											angetrieben durch die Probleme im Aralsee.
											In gewisser Hinsicht passierten
											zu dieser Zeit mehrere Ereignisse.
											Buckminster Fuller war eine Art grüner Guru –
											wieder ein Wort, das noch nicht geprägt war.
											Er war eine Art Design-Wissenschaftler, ein Dichter,
											er hat alle Ereignisse vorhergesehen, 
die momentan passieren.
											Das ist ein anderes Thema. 
Ein anderes Gespräch.
											Sie können auf seine Schriften zurückgreifen: 
sie sind außergewöhnlich.
											Es war zu dieser Zeit, mit einem Bewusstsein
											angefeuert von Buckys Prophezeiungen, 
seinen Bedenken
											als eine Art Bürger des Planeten,
											die damals mein Denken und unser Tun beeinflussten.
									",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
","
","
","
",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
											And it's a number of projects.
											I select this one because it was 1973, and it was a master plan
											for one of the Canary Islands.
											And this probably coincided with the time
											when you had the planet Earth's sourcebook,
											and you had the hippie movement.
											And there are some of those qualities in this drawing,
											which seeks to sum up the recommendations.
											And all the components are there which are now
											in common parlance, in our vocabulary,
											you know, 30-odd years later:
											wind energy, recycling, biomass, solar cells.
											And in parallel at that time, there was
											a very kind of exclusive design club.
											People who were really design conscious
											were inspired by the work of Dieter Rams,
											and the objects that he would create
											for the company called Braun.
											This is going back the mid-'50s, '60s.
											And despite Bucky's prophecies
											that everything would be miniaturized
											and technology would make an incredible style —
											access to comfort, to amenities —
											it was very, very difficult to imagine
											that everything that we see in this image,
											would be very, very stylishly packaged.
											And that, and more besides, would be in the palm of your hand.
									","
											Y hay un gran número de proyectos.
											Selecciono este porque es de 1973 y era un plan general
											de una de las Islas Canarias.
											Y esto probablemente coincidió con la época
											cuando tenían el manual del planeta Tierra
											y el movimiento hippy.
											Y hay algunas de esas cualidades en este dibujo
											que parecen reunir las recomendaciones.
											Y todos los componentes estan ahí, los cuales están ahora
											en nuestra forma de hablar, en nuestro vocabulario,
											ya saben, 30 años despues:
											Energía eólica, recicaje, biomasa, células solares —
											y en aquella época, había
											un grupo de diseño muy exclusivo,
											gente que realmente sabía de diseño,
											inspirados en el trabajo de Dieter Rams,
											y en los objetos que crearía
											para la compañía llamada Braun.
											Esto fue en los 50s, 60s.
											Y a pesar de las profecías de Bucky
											de que todo sería miniaturizado
											y que la tecnología crearía un estilo increible —
											acceso al confort, a los servicios—
											era muy , muy dificil imaginar
											que todo lo que vemos en esta imagen,
											sería elegantemente empacado
											Y esas cosas y otras estarían en la palma de tu mano.
									","
											Et c'est un nombre de projets.
											J'ai sélectionné celui-ci parce que c'était en 1973 et que c'était un projet directeur
											pour une des îles Canaries.
											Et ceci a probablement coïncidé avec le moment
											où le livre ""ressource de la planète Terre"" est sorti,
											et où il y avait le mouvement hippie.
											Et il y a certaines de ces qualités dans ce dessin
											qui cherche à résumer les recommandations.
											Et tous les composants sont là, qui sont à présent
											courants dans notre discours, dans notre vocabulaire
											quelque 30 ans plus tard.
											L'énergie éolienne, le recyclage, la biomasse, les cellules photovoltaïques —
											et en parallèle à l'époque, il y avait
											un club de design très sélect.
											Des gens qui avaient vraiment le design à l'esprit
											étaient inspirés par l'oeuvre de Dieter Rams,
											et les objets qu'il créait
											pour l'entreprise qui s'appelait Braun.
											Ça remonte au milieu des années 50, 60.
											Et malgré les prophéties de Bucky
											selon lesquelles tout serait miniaturisé
											et que la technologie créerait un style incroyable —
											l'accès au confort, aux commodités —
											il était très très difficile d'imaginer
											que tout ce que nous voyons sur cette image,
											serait emballé avec beaucoup de style.
											Et que ça, et plus encore, serait dans la paume de nos mains.
									","
											Dazu zählen mehrere Projekte.
											Ich wähle dies aus, 
da es von 1973 ist und ein Masterplan
											für eine der Kanarischen Inseln war.
											Das fiel vermutlich auch in die Zeit,
											als es die Quellensammlung für den Planeten Erde
											und die Hippie-Bewegung gab.
											Und einige der Qualitäten sind in dieser Zeichnung,
											die versucht, die Empfehlungen zusammenzufassen.
											Es sind alle Komponenten vorhanden, die jetzt,
											30 Jahre später, im allgemeinen Sprachgebrauch,
											unserem Vokabular, verankert sind:
											Windenergie, Recycling, Biomasse, Solarzellen.
											Gleichzeitig existierte zu dieser Zeit
											ein Art exklusiver Design-Club.
											Menschen, die sehr designorientiert waren,
											wurden durch die Arbeiten von Dieter Rams
											und durch die Objekte, die er für
											die Firma Braun entwickelte, inspiriert.
											Dies geht bis in die Mitte der 50er, 60er Jahre zurück.
											Und trotz Buckys Prophezeiungen,
											dass alles miniaturisiert werden würde
											und dass die Technik einen 
unglaublichen Stil entwickeln würde
											– Zugang zu Komfort und Annehmlichkeiten –
											war es sehr schwer, sich vorzustellen,
											dass alles, was wir auf diesem Bild sehen können,
											äußerst stilvoll verpackt werden würde.
											Und dass es darüber hinaus in 
eine Handfläche passen würde.
									",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
","
","
","
",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
"
											And I think that that digital revolution
											now is coming to the point
											where, as the virtual world, which brings so many people together here,
											finally connects with the physical world,
											there is the reality that that has become humanized,
											so that digital world has all the friendliness,
											all the immediacy, the orientation of the analog world.
											Probably summed up in a way
											by the stylish or alternative available here,
											as we generously had gifted at lunchtime,
											the [unclear], which is a further kind of development —
											and again, inspired by the incredible sort of sensual feel.
											A very, very beautiful object.
											So, something which in [the] '50s, '60s was very exclusive
											has now become, interestingly, quite inclusive.
											And the reference to the iPod as iconic,
											and in a way evocative of performance, delivery —
											quite interesting that [in] the beginning of the year 2007,
											the Financial Times commented that the Detroit companies
											envy the halo effect that Toyota has gained
											from the Prius as the hybrid, energy-conscious vehicle,
											which rivals the iPod as an iconic product.
									","
											Y creo que esa revolución digital
											está llegando a un punto
											donde el mundo virtual, que reúne a tanta gente aqui,
											finalmente conecta con el mundo físico,
											exiiste la realidad de que se ha humanizado,
											para que el mundo digital sea tan amigable,
											tenga toda la inmediatez y orientación del mundo análogo.
											Probablemente resumidos
											por el estilo o alternativas que vemos aquí,
											que nos han sido obsequiados en el almuerzo,
											el Maxin, que es una especie de desarrollo avanzado
											y, de nuevo, inspirado por un increíble tipo de sensación.
											Un objeto muy, muy hermoso.
											Así que algo que en los 50 o los 60 era muy exclusivo
											se ha convertido, interesantemente, en inclusivo.
											Y la referencia al iPod como una forma simbólica
											y de alguna manera evocadora de desempeño, de entrega.
											Es interesante que a comienzos de 2007,
											el Financial Times comentó que las compañías de Detroit
											envidiaban el efecto de halo que Toyota había ganado
											desde el Prius, el auto híbrido, ahorrador de energía,
											así como los rivales del iPod como un producto icónico.
									","
											Et je pense que la révolution numérique
											arrive maintenant au point
											où alors que le monde virtuel, qui rassemble tant de gens ici,
											se connecte finalement avec le monde physique,
											tout cela est devenu plus humain,
											si bien que le monde numérique a toute la convivialité,
											l'immédiateté, l'orientation du monde analogique.
											Probablement résumé en un sens
											par les choses stylées ou alternatives disponibles ici,
											que l'on nous a généreusement offertes au déjeuner,
											le Maxin, qui est un développement plus poussé,
											et une fois encore inspirée par un sentiment sensuel incroyable.
											Un très très bel objet.
											Donc quelque chose qui dans les années 50 et 60 était très sélect
											est devenu aujourd'hui, et c'est intéressant, totalement courant.
											Et la référence à l'iPod comme à une icône,
											et dans un sens qui évoque la performance.
											Il est très intéressant qu'au début de l'année 2007,
											le Financial Times ait commenté le fait que les entreprises de Detroit
											jalousaient l'effet halo qu'avait gagné Toyota
											avec la voiture hybride Prius, un véhicule à énergie raisonnée,
											qui rivalise avec l'iPod comme produit icône.
									","
											Zudem denke ich, dass diese digitale Revolution
											jetzt an einen Punkt gelangt,
											an dem sich die virtuelle Welt, die 
so viele Menschen zusammenbringt,
											schließlich mit der physischen Welt verknüpft.
											In Wirklichkeit trat eine Humanisierung ein,
											sodass die digitale Welt die Freundlichkeit,
											Direktheit und Orientierung 
der analogen Welt in sich trägt.
											In gewisser Weise zusammengefasst in
											dem eleganten oder alternativ 
verfügbaren Produkt hier,
											das wir großzügigerweise 
mittags verschenkt haben,
											dem Maxin, das eine weitere Art von Entwicklung ist –
											und inspiriert durch die unglaubliche 
Art sinnlicher Erfahrung.
											Ein wunderschöner Gegenstand.
											Etwas, was in den 50er, 60er 
Jahren sehr exklusiv war,
											ist jetzt interessanterweise ziemlich weit verbreitet.
											Der Bezug zum iPod als Ikone und
											als Art Anspielung auf Leistung, Verfügbarkeit –
											interessant, dass die Financial Times 
zu Beginn des Jahres 2007
											bemerkte, dass die Unternehmen in Detroit
											den Halo-Effekt beneiden, den Toyota mit dem
											Modell Prius als umweltfreundlichem 
Hybridfahrzeug erzielte,
											der mit dem iPod als Kultprodukt konkurriert.
									",My green agenda for architecture,Norman Foster,31:57,"architecture,cities,green,Best of the Web"
