en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
											There are a few things
that all of us need.
											We all need air to breathe.
											We need clean water to drink.
											We need food to eat.
We need shelter and love.
											You know. Love is great, too.
											And we all need a safe place to pee.
									","
											Hay cosas que todos necesitamos.
											Necesitamos respirar aire.
											Necesitamos beber agua limpia.
											Necesitamos comer, cobijo y amor.
											El amor es genial,
											pero también necesitamos
un lugar seguro donde hacer pipí.
									","
											Há poucas coisas
de que todos nós precisamos.
											Todos precisamos de ar para respirar.
											Precisamos de água limpa para beber.
											Precisamos de comida para comer.
Precisamos de abrigo e de amor.
											O amor é importante, também.
											E todos precisamos de um lugar
seguro para fazer xixi.
									","
											Nous avons tous besoin de 
certaines choses.
											Besoin d'air,
											d'eau potable,
											de nourriture, d'un toit et d'amour.
											Vous savez, l'amour, c'est bien aussi.
											Et besoin d'un endroit sûr 
pour faire pipi.
									","
											Es gibt ein paar Dinge,
die wir alle brauchen.
											Wir alle brauchen Luft zum Atmen,
											sauberes Wasser zum Trinken,
											Nahrung zum Essen, Geborgenheit und Liebe,
											Sie wissen schon. Liebe ist auch klasse.
											Und wir alle brauchen 
einen sicheren Ort zum Pinkeln.
									",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
","
","
","
","
",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
											(Laughter) Yeah?
									","
											(Risas) ¿Verdad?
									","
											( Risos)
											Não é?
									","
											(Rires)
											Non ?
									","
											(Lachen) Ja?
									",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
","
","
","
","
",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
											As a trans person who doesn't fit neatly
into the gender binary,
											if I could change the world tomorrow
											to make it easier for me to navigate,
											the very first thing I would do
											is blink and create single stall,
gender-neutral bathrooms
											in all public places.
									","
											Como persona transexual, nunca he encajado
dentro del binarismo de género.
											Si mañana pudiera cambiar el mundo,
											lo primero que haría sería
											crear baños unisex de un solo cubículo

											en todo lugar público
											que me permitieran explorar
el mundo más fácilmente.
									","
											Como um transsexual,
											que não se encaixa claramente
na dualidade de géneros,
											se eu pudesse mudar o mundo amanhã
											para torná-lo mais fácil de viver,
											a primeira coisa que eu faria,
											num piscar de olhos, seria criar 
um único tipo de casa de banho unissexo
											em todos os locais públicos.
									","
											En tant que transgenre, qui ne colle pas 
vraiment au modèle binaire des genres,
											si demain je pouvais changer le monde
											pour me simplifier la vie,
											la toute première chose que je ferais
											serait de créer en un client d’œil des
toilettes sans distinction de sexe
											dans les lieux publics.
									","
											Wenn ich als Transperson, die etwas
aus der Geschlechterbinarität heraustanzt,
											die Welt von heute auf morgen
ändern könnte,
											um mich leichter in ihr zurechtzufinden,
											würde ich zuallererst
											geschlechtsneutrale Einzeltoiletten
an allen öffentlichen Orten einrichten.
									",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
","
","
","
","
",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
											(Applause)
											Trans people and trans issues,
											they've been getting a lot
of mainstream media attention lately.
											And this is a great and necessary thing,
											but most of that attention
has been focused
											on a very few individuals,
											most of whom are kinda rich
											and pretty famous,
											and probably don't have to worry that much
anymore about where they're going to pee
											in between classes
at their community college,
											or where they're going to get changed
into their gym strip
											at their public high school.
											Fame and money insulates
these television star trans people
											from most of the everyday challenges
											that the rest of us
have to tackle on a daily basis.
									","
											(Aplausos)
											Las personas transexuales
y los asuntos transexuales
											están recibiendo mucha atención
por parte de los medios de comunicación.
											Esto está genial y es necesario,
											pero gran parte de la atención
se ha dirigido
											a muy pocas personas transexuales,
											la mayoría bastante ricas
											y bastante famosas.
											y quizás no les preocupa mucho
saber dónde van a hacer pipí
											entre clase y clase en la universidad
											o dónde van a cambiarse
para la clase de educación física
											en el instituto.
											La fama y el dinero aísla
a estas estrellas transexuales de TV
											de la mayoría de los retos cotidianos
											a los que el resto de nuestra comunidad
debe enfrentarse cada día:
									","
											(Aplausos)
											Os transsexuais 
e os problemas transsexuais,
											têm conquistado muita atenção
dos ""media"" populares ultimamente.
											Isso é uma coisa ótima e necessária,
											mas a maior parte da atenção
											está voltada para muito poucos indivíduos,
											a maioria dos quais é rica
											e muito famosa,
											e provavelmente não têm de se preocupar
tanto com onde irão fazer xixi
											no intervalo de aulas 
da faculdade comunitária,
											ou onde irão mudar de roupa
para as aulas de ginástica
											nas escolas públicas.
											A fama e o dinheiro isolam 
essas estrelas de TV transsexuais
											da maioria dos desafios 
que surgem todos os dias
											que nós outros temos
de enfrentar diariamente.
									","
											(Applaudissements)
											Les transgenres et tous
les problèmes liés,
											ont mis longtemps à attirer l'attention
des grands médias.
											C'est une bonne chose et c'est important,
											mais toute notre attention
s'est surtout portée
											sur quelques personnes,
											la plupart d'entre elles assez riches
											et plutôt célèbres,
											qui ne se posent surement plus la question
de savoir où ils vont aller faire pipi
											entre les cours dans leur collège public,
											et où ils vont pouvoir se mettre 
en tenue de sport
											dans leur lycée public.
											La célébrité et l'argent met ces stars
transgenres de la télévision
											à l'abri de la plupart des 
défis quotidiens
											auxquels le reste d'entre nous
est confronté tous les jours.
									","
											(Applaus)
											Transmenschen und Transthemen
											werden in letzter Zeit immer öfter
auch von Mainstream-Medien aufgegriffen.
											Und das ist großartig und notwendig,
											aber der Großteil ihrer Aufmerksamkeit
											gilt sehr wenigen Individuen,
											die meist ziemlich reich und berühmt sind
											und die sich keine Sorgen
mehr machen müssen,
											wo sie in der Pause
am College pinkeln gehen
											oder wo sie in öffentlichen Schulen
ihre Sportsachen anziehen sollen.
											Ihr Ruhm und Reichtum verschont
diese Transmenschen aus dem Fernsehen
											vor den Herausforderungen des Alltags,
											denen wir anderen
uns täglich stellen müssen.
									",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
","
","
","
","
",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
"
											Public bathrooms.
											They've been a problem for me
since as far back as I can remember,
											first when I was just a little baby tomboy
											and then later as a masculine-appearing,
predominantly estrogen-based organism.
									","
											los baños públicos.
											Han sido uno de los primeros problemas

											que recuerdo desde mi infancia
como pequeña niña marimacho,
											hasta mi adultez como organismo
de apariencia masculina,
											pero de organismo 
predominantemente estrogénico.
									","
											As casas de banho públicas
											têm sido um problema para mim 
desde que me lembro,
											primeiro quando eu ainda era apenas
uma maria-rapaz,
											e mais tarde com um físico de
forte predomínio de estrogénio masculino.
									","
											Des toilettes publiques.
											Aussi loin que je me rappelle,
cela a toujours été un problème pour moi.
											Déjà toute petite, garçon manqué,
											et plus tard, avec un physique à forte 
prédominance d’œstrogènes mâles.
									","
											Öffentliche Toiletten.
											Mit denen habe ich schon zu kämpfen,
solange ich zurückdenken kann,
											zuerst als winzig kleiner Tomboy,
											und später als maskuliner, vorrangig
auf Östrogen basierender Organismus.
									",Why we need gender-neutral bathrooms,Ivan Coyote,11:50,"design,gender,Gender spectrum,future,LGBT,social change,identity,TEDx,storytelling,Transgender"
