en,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
											If you want to buy high-quality,
low-price cocaine,
											there really is only one place to go,
											and that is the dark net
anonymous markets.
									","
											Düşük fiyata yüksek kaliteli
kokain almak isterseniz,
											gidilecek tek bir yer var,
											karanlık internetin anonim piyasası.
									","
											Si vous voulez acheter de la cocaïne
de bonne qualité à bas prix,
											il y a vraiment un endroit
où il faut aller :
											les marchés anonymes du darknet.
									","
											Wenn Sie hochwertiges, 
preiswertes Kokain kaufen wollen,
											gibt es eigentlich nur einen Ort:
											die anonymen Märkte des Darknet.
									",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
","
","
","
",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
											Now, you can't get to these sites
											with a normal browser —
Chrome or Firefox —
											because they're on this
hidden part of the Internet,
											known as Tor hidden services,
											where URLs are a string of meaningless
numbers and letters that end in .onion,
											and which you access
with a special browser
											called the Tor browser.
									","
											Bu sitelere Chrome ve Firefox gibi
											normal tarayıcılarla ulaşamazsınız,
											çünkü internetin, 
Tor gizli servisleri olarak bilinen,
											gizli kısmındalar.

											Burada URL'ler .onion ile biten
anlamsız sayı ve harf dizilerinden ibaret
											ve bu kısma Tor adı verilen özel bir

											tarayıcıyla ulaşılıyor.
									","
											Vous ne pouvez pas
accéder à ces sites
											avec un navigateur normal —
Chrome ou Firefox —
											car ils sont
sur la partie cachée d'internet,
											connue sous le nom
des services cachés de Tor,
											où les url sont des série sans sens de
lettres et chiffres finissant par .onion,
											auxquelles vous pouvez accéder
avec un navigateur spécial :
											le navigateur Tor.
									","
											Auf diese Seiten gelangt man aber 
nicht mit einem normalen Browser,
											wie Chrome oder Firefox,
											denn sie befinden sich in einem
verborgenen Teil des Internets,
											bekannt als Hidden Services 
im Tor-Netzwerk,
											wo URLs aus sinnlos aneinandergereihten
Zahlen und Buchstaben bestehen
											
und auf .onion enden.
											Man greift darauf mit dem
sogenannten ""Tor""-Browser zu.
									",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
","
","
","
",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
											Now, the Tor browser was originally
a U.S. Naval intelligence project.
											It then became open source,
											and it allows anybody to browse the net
											without giving away their location.
											And it does this
by encrypting your IP address
											and then routing it via several
other computers around the world
											that use the same software.
											You can use it on the normal Internet,
											but it's also your key to the dark net.
											And because of this fiendishly
clever encryption system,
											the 20 or 30 — we don't know exactly —
thousand sites that operate there
											are incredibly difficult to shut down.
											It is a censorship-free world
visited by anonymous users.
									","
											Tor tarayıcısı aslında
Amerikan Donanması'na ait bir
											istihbarat projesiydi.
Sonradan açık kaynaklı oldu
											ve herhangi bir kişinin,
yerini belli etmeden,
											internette dolaşmasına olanak sağlıyor.
											Bunu, IP adresinizi şifreleyip
											dünya üzerindeki aynı programı kullanan
											farklı bilgisayarlar üzerinden
göndererek yapıyor.
											Tor'u normal internette de
kullanabilirsiniz,
											ama o aynı zamanda karanlık internete
girmek için kullanacağınız anahtar.
											Böylesi şeytani bir zekaya sahip
şifreleme sistemi sayesinde
											oradaki 20 ya da 30 bin sitenin
—tam sayıyı bilmiyoruz—
											kapatılması çok zor.
											Kimliği gizli kullanıcılar tarafından
ziyaret edilen sansürsüz bir dünya.
									","
											Le navigateur Tor était à l'origine
											un projet des Services Secrets
de la Marine Américaine.
											Il est ensuite devenu libre,
											et autorise qui que ce soit
à surfer sur internet
											sans donner sa localisation.
											Il fait cela en chiffrant
votre adresse IP
											puis en la routant via plusieurs autres
ordinateurs dans le monde
											qui utilisent le même logiciel.
											Vous pouvez vous en servir
pour l'internet normal,
											mais c'est aussi votre clé
pour le darknet.
											A cause de son système de chiffrement
diaboliquement astucieux,
											les 20 ou 30 000 sites qui y opèrent
— on ne sait pas exactement combien —
											sont incroyablement difficiles
à faire fermer.
											C'est un monde sans censure
visité par des utilisateurs anonymes.
									","
											Der Tor-Browser war ursprünglich
											ein Projekt des
Nachrichtendienstes der US-Marine,
											wurde dann Open Source,
											und nun kann jeder damit
im Internet surfen,
											ohne seinen Standort preiszugeben.
											Der Browser verschlüsselt Ihre IP-Adresse
											und leitet sie dann weltweit 
über andere Computer um,
											die die gleiche Software nutzen.
											Sie können ihn im
normalen Internet einsetzen,
											er ist aber auch
Ihr Schlüssel zum Darknet.
											Aufgrund dieses teuflisch klugen
Verschlüsselungsstandards
											sind die — wir wissen nicht genau
wie viele — 20-30 000 Websites,
											die dort betrieben werden,
											ungemein schwierig abzuschalten.
									",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
","
","
","
",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
											Little wonder, then,
that it's a natural place to go
											for anybody with something to hide,
											and that something, of course,
need not be illegal.
											On the dark net, you will find
											whistle-blower sites, The New Yorker.
											You will find political activism blogs.
											You will find libraries of pirated books.
											But you'll also find the drugs markets,
											illegal pornography,
commercial hacking services,
											and much more besides.
											Now, the dark net is one of the most
interesting, exciting places
											anywhere on the net.
											And the reason is, because
although innovation, of course,
											takes place in big businesses,
											takes place in world-class universities,
											it also takes place in the fringes,
											because those on the fringes —
the pariahs, the outcasts —
											they're often the most creative,
because they have to be.
											In this part of the Internet,
											you will not find a single lolcat,
											a single pop-up advert anywhere.
											And that's one of the reasons why I think
											many of you here will be
on the dark net fairly soon.
									","
											Saklayacak bir şeyi olan
herhangi birinin
											oraya gitmesi çok doğal.
											Elbette, bu saklanacak şeyin
yasa dışı olması gerekmiyor.
											Karanlık internette
The New Yorker gibi
											yolsuzlukları açığa vuran
siteler bulabilirsiniz.
											Politik aktivizm blogları bulabilirsiniz.
											Korsan kitap kütüphaneleri bulabilirsiniz.
											Ama aynı zamanda uyuşturucu dükkanları,
											yasa dışı pornografi, ticari
bilgisayar korsanlığı hizmetleri ve
											başka birçok şey bulabilirsiniz.
											Karanlık internet, internetin
en ilginç, en heyecan veren
											yerlerinden biri.
											Sebebi de şu: yenileşme, elbette,
											büyük iş yerlerinde,
											dünya çapındaki
üniversitelerde gerçekleşiyor,
											ama aynı zamanda
uçlarda da gerçekleşiyor,
											çünkü uçlardakiler
—paryalar, toplumdan dışlananlar—
											genelde en yaratıcı kişiler oluyor,
çünkü öyle olmak zorundalar.
											İnternetin bu bölümünde
											tek bir altı komik yazılı kedi resmi,
											tek bir açılır pencere
reklamı bulamazsınız.
											Pek çoğunuzun yakında
											karanlık internette olacağını
düşünmemin sebeplerinden biri de bu.
									","
											Il n'est donc pas étonnant que ce soit
un endroit où l'on va naturellement
											lorsque l'on a quelque chose à cacher,
											et ce quelque chose, bien sûr,
est illégal.
											Sur le darknet, vous trouverez
											des sites de divulgateurs,
le New Yorker.
											Vous trouverez des blogs
d'activisme politique.
											Vous trouverez des librairies
de livres piratés.
											Mais vous trouverez aussi
des marchés de drogues,
											de la pornographie illégale,
des services commerciaux de piratage,
											et beaucoup d'autres choses.
											Le darknet est l'un des endroits
les plus intéressants et excitants
											de tout internet.
											Et la raison en est, bien que
l'innovation ait lieu, bien sûr,
											dans de grandes entreprises,
											dans des universités de classe mondiale,
											elle a également lieu
en marge de la société,
											parce qu'en marge de la société,
les parias, les marginaux
											sont souvent les plus créatifs
parce qu'ils se doivent de l'être.
											Dans cette partie d'internet,
											vous ne trouverez pas un seul lolcat,
											ou une seule publicité pop-up
où que ce soit.
											Et c'est l'une des raisons
pour lesquelles je pense
											que beaucoup d'entre vous serez
bientôt sur le darknet.
									","
											Es ist eine Welt ohne Zensur,
die anonym genutzt wird.
											Kein Wunder also,
											dass dies der logische Ort für alle ist,
die etwas zu verbergen haben.
											Dieses ""etwas"" muss natürlich
nicht zwangsläufig illegal sein.
											Im Darknet findet man
											Whistleblower-Seiten, The New Yorker.
											Man findet Blogs von Polit-Aktivisten.
											Man findet Raubkopie-Bibliotheken.
											Man findet aber auch
											Drogenhandel,
											illegale Pornographie,
											kommerzielle Hacking-Dienstleister
											und vieles mehr.
											Das Darknet ist einer der
interessantesten, aufregendsten Orte
											im gesamten Netz.
											Der Grund dafür ist:
											Obwohl Innovation selbstverständlich
in großen Unternehmen
											und Weltklasse-Universitäten stattfindet,
											gibt es sie auch in den Randzonen,
											denn die Leute in den Randzonen —
die Ausgestoßenen, die Verbannten —
											sind oft am kreativsten,
weil sie dazu gezwungen sind.
											In diesem Teil des Internets
											finden Sie keine einzige Lolcat
oder Pop-Up-Werbung.
											Meiner Meinung werden
vor allem aus diesem Grund
									",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
","
","
","
",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
"
											(Laughter)
									","
											(Gülüşme)
									","
											(Rires)
									","
											viele der hier Anwesenden
sehr bald im Darknet auftauchen.
									",How the mysterious dark net is going mainstream,Jamie Bartlett,14:15,"Internet,business,crime,economics,privacy,shopping,social media,encryption"
