pt,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Posso apostar
que sou o tipo mais burro desta sala
											porque não tive sucesso na escola,
lutei com a escola.
											Mas eu sabia desde criança
											que gostava de dinheiro,
adorava negócios.
											e adorava esta coisa
do empreendedorismo.
											Fui educado a ser empreendedor.
											Desde então tenho estado apaixonado.
											Nunca falei sobre isto, até agora,
											esta é a primeira vez que alguém o ouve,
aparte a minha mulher, há três dias,
											que me perguntou:
""Do que é que estás a falar?""
											e eu: ""Acho que perdemos uma oportunidade
											""de encontrar as crianças
que têm características empreendedoras
											""e de as preparar ou de lhes mostrar
											""que ser um empreendedor é uma coisa fixe.
											""Não é uma coisa que seja má
para ser vilipendiada,
											""que é o que acontece
em muitas sociedades"".
									","
											Estaré dispuesto a apostar que soy el tipo más tonto de la sala
											porque no pude terminar la escuela. Luché con la escuela.
											Pero lo que sabía a una edad muy temprana
											era mi amor por el dinero y me encantaban los negocios
											y me encantaba esta cosa empresarial.
											Y me educaron para ser un emprendedor.
											Y lo que me ha apasionado desde entonces,
											y nunca he hablado de esto antes, hasta ahora,
											esta es la primera vez que alguien lo escucha, salvo mi mujer hace tres días,
											porque ella dijo: ""¿De qué estás hablando?"" y yo le dije:
											es que pienso que perdemos una oportunidad
											de encontrar estos niños
											que tienen rasgos empresariales
											y prepararlos o mostrarles
											que ser un emprendedor es en verdad algo ""cool"".
											No es algo malo y vilipendiado,
											que es lo que sucede en gran parte de la sociedad.
									","
											Odadaki en akılsız adam olduğuma iddiaya girebilirim;
											Çünkü tahsilimi bitiremedim. Okulda hep bocaladım.
											Ancak çok erken yaşta parayı sevdiğimi,
											ticareti sevdiğimi,
											bu girişimcilik işini sevdiğimi fark ettim
											Girişimci olmak üzere yetiştirilmiştim.
											O zamandan beri – ve bu konudan hiç bahsetmemiştim
											ama bugüne kadar – yani bunu ilk kez birilerine
											anlatıyorum, tabii üç gün önce “Neden bahsediyorsun?” diye soran karıma
											yaptığım açıklama hariç – gerçekten tutkuyla bağlı olduğum tek şey
											girişimci niteliklere sahip çocukları bulma,
											onları eğitme ya da onlara
											girişimciliğin aslında harika bir şey olduğunu
											gösterme fırsatını
											kaçırdığımız fikridir.
											Bu kötü bir şey değildir ve sadece birçok
											toplumda olduğu gibi, iftiraya uğramıştır.
									","
											Je serais prêt à parier que je suis le type le plus stupide de la salle
											parce que je ne m'en sortais pas à l'école. J'avais beaucoup de mal.
											Mais ce que j'ai su très vite,
											c'est que j'aimais l'argent et j'aimais les affaires
											et j'aimais ce truc entrepreneurial.
											Et j'ai été élevé pour être un entrepreneur.
											Et depuis, ça a toujours été ma passion.
											Je n'ai jamais encore parlé de ca, jusqu'à maintenant -
											donc c'est la première fois que quelqu'un en entend parler, à part ma femme, il y a trois jours,
											parce qu'elle m'a demandé, ""de quoi vas-tu parler?"" et je lui ai dit -
											que je pense que nous ratons une occasion
											de trouver ces enfants
											qui ont les caractéristiques d'un entrepreneur
											et de les préparer ou de leur montrer
											qu'être un entrepreneur est en fait un truc cool.
											Ce n'est pas quelque chose de mauvais et décrié,
											ce qui arrive dans beaucoup de sociétés.
									","
											Ich wette mit Ihnen, dass ich der Dümmste hier in diesem Raum bin,
											weil ich nicht durch die Schule gekommen bin. Ich bin in der Schule gescheitert.
											Aber ich wusste schon sehr früh,
											dass ich Geld liebe und gerne arbeite
											und dass ich diese unternehmerische Sache liebe.
											Und ich wurde zu einem Unternehmer erzogen.
											Und was mich seither immer begeistert hat -
											darüber habe ich bis jetzt noch niemals gesprochen -
											also ist es heute das erste Mal, dass jemand davon erfährt, mit Ausnahme meiner Frau,
											die vor drei Tagen fragte: ""Worüber redest du eigentlich?"" Da sagte ich es ihr -
											ist, dass ich glaube, dass wir eine Möglichkeit auslassen,
											um Kinder ausfindig zu machen,
											die unternehmerische Charakterzüge zeigen
											und diese zu fördern oder ihnen zu zeigen,
											dass 'Unternehmer sein' cool sein kann.
											Es ist nichts Schlimmes oder Diskriminierendes,
											wie es von vielen in der Gesellschaft oft wahrgenommen wird...
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Em crianças, quando crescemos,
temos sonhos.
											Temos paixões e temos visões.
											De certo modo, ficamos
com essas coisas desfeitas.
											Dizem-nos que precisamos de estudar mais,
											de estar mais concentrados
ou de ter um explicador.
											Os meus pais arranjaram-me
um explicador para francês,
											e continuo péssimo em francês.
											Há dois anos, fui considerado
o orador mais conceituado
											do programa de Mestrado 
em Empreendedorismo do MIT,
											num evento para grupos
de empreendedores de todo o mundo.
											Quando eu estava no 2º ano,
ganhei um concurso municipal de oratória,
											mas nunca ninguém disse:
											""Este miúdo é um bom orador.
											""Não se consegue concentrar,
mas adora motivar as pessoas.""
											Ninguém disse:
""Arranjem-lhe um professor de oratória.""
											Disseram-me para arranjar um explicador
no que sou péssimo.
									","
											Los niños, cuando crecemos, tenemos sueños.
											y tenemos pasiones y tenemos visiones.
											Y de algún modo esas cosas se nos aplastan.
											Y se nos dice que tenemos que estudiar más
											y concentrarnos más o conseguir un tutor.
											Y mis padres me consiguieron un tutor francés,
											y todavía soy malo en francés.
											Hace dos años, fui el conferencista más votado
											en el programa de la maestría empresarial del MIT.
											Y era un evento de oratoria en frente a grupos de emprendedores de todo el mundo.
											Cuando estaba en segundo grado gané un concurso de oratoria de mi ciudad,
											pero nadie dijo nunca
											""Hey, este chico es buen orador.
											El no puede concentrarse pero le encanta andar por ahí animando a la gente.""
											Nadie dijo: ""Entrénenlo en oratoria"".
											Dijeron que me pusieran un tutor en lo que yo soy malo.
									","
											Çocukların hayalleri vardır.
											Tutkularımız ve hayallerimiz vardır.
											Bir şekilde bu şeyleri ezip geçeriz.
											Bize daha çok çalışmamız, daha çok odaklanmamız
											ya da özel öğretmen tutmamız gerektiği söylenir.
											Benim ailem de bana Fransızca öğretmeni tutmuştu ve
											Fransızcam halen berbat.
											İki yıl önce, MIT’in girişimcilik yüksek lisansı programında
											en itibarlı öğretim görevlisiydim.
											Dünyanın dört bir yanından girişimci gruplarının önünde konuşma yapıyordum.
											İkinci sınıftayken, şehir çapında bir konuşma yarışmasını kazandım
											ama hiç kimse bana
											“Hey, bu çocuk çok iyi bir konuşmacı.
											Odaklanamıyor ama etrafta dolanıp insanları canlandırmayı çok seviyor” demedi.
											Hiç kimse “ona bir konuşma koçu tutun” demedi.
											En başarısız olduğum derste özel öğretmen tutun dediler.
									","
											Enfants, quand nous grandissons, nous avons des rêves.
											Et nous avons des passions et nous avons des visions
											Et d'une manière ou d'une autre, ces rêves sont brisés.
											Et on nous dit d'étudier davantage
											ou de redoubler d'attention ou de prendre des cours particuliers.
											Et mes parents m'ont fait prendre des cours particuliers de français,
											et je suis toujours nul en français.
											Il y a deux ans j'étais le conférencier le plus coté
											au programme du Master entrepreneurial du MIT (Institut de Technologie du Massachusett).
											Et c'était une conférence devant des groupes d'entrepreneurs du monde entier.
											Quand j'étais en CE1, j'ai gagné le concours d'éloquence de la ville
											mais personne ne m'a jamais dit,
											""Hé, ce gamin s'exprime vraiment bien.
											Il ne sait pas se concentrer mais il adore se balader et dynamiser les gens.""
											Personne n'a dit, ""Prenons lui un prof d'expression orale"".
											Ils ont dit, ""donnez lui des cours particuliers dans une matière où il est nul""
									","
											Als Kinder haben wir Träume, wenn wir aufwachsen.
											Und wir haben Leidenschaften und Visionen.
											Und irgendwie zerstören wir sie.
											Und man sagt uns, wir sollen intensiver lernen
											oder konzentrierter sein oder einen Nachhilfelehrer holen.
											Meine Eltern besorgten mir einen Nachhilfelehrer in Französisch
											und ich bin noch immer schlecht in Französisch.
											Vor zwei Jahren war ich der am besten bewertete Dozent
											am MITs Master-Programm für Unternehmer.
											Es war ein Vortrag vor einer Gruppe von Unternehmern aus aller Welt.
											Als ich in der zweiten Klasse war, gewann ich einen städtischen Vortragswettbewerb,
											aber niemals sagte irgendjemand:
											""Hey, dieses Kind ist ein guter Redner.
											Er kann sich nicht gut konzentrieren, aber er liebt es umherzugehen und Menschen zu motivieren.""
											Niemand sagte: ""Gebt ihm einen Rhetorik-Trainer.""
											Sie sagten, ich solle Nachhilfe in meinen Mangelfächern bekommen.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											As crianças evidenciam
estas características.
											Temos de começar a procurá-las.
											Penso que devíamos educar as crianças
											a serem empreendedoras
em vez de advogadas.
											Infelizmente, o sistema escolar
está a preparar este mundo para dizer:
											""Vamos ser advogados
ou vamos ser médicos"".
											Estamos a perder uma oportunidade
porque ninguém diz:
											""Sejam empreendedores.""
											Os empreendedores são pessoas
— temos muitos nesta sala —
											que têm ideias e paixões
ou veem as necessidades no mundo
											e que decidem pôr-se de pé
e concretizá-las.
											Nós arriscamos tudo para conseguir
que as coisas aconteçam.
											Conseguimos que esses grupos
de pessoas à nossa volta
											queiram construir esse sonho connosco.
											Penso que, se conseguíssemos
que os miúdos, desde tenra idade,
											abraçassem a ideia
de serem empreendedores,
											conseguiríamos modificar tudo
o que é um problema no mundo hoje.
											Para cada problema que exista por aí,
alguém tem uma ideia.
											Ninguém pode dizer que isso
não pode acontecer em criança,
											por se ser demasiado ingénuo
para perceber
											que não o conseguiria resolver.
									","
											Los niños muestran estos rasgos.
											Y tenemos que empezar a buscarlos.
											Pienso que deberíamos criar niños
											para ser emprendedores en vez de abogados.
											Y, por desgracia, el sistema escolar
											está preparando este mundo
											para decir: ""Hey, seamos abogados o seamos médicos"",
											y estamos perdiendo una oportunidad porque
											nadie dice nunca: ""Hey, sé un emprendedor"".
											Los emprendedores son personas, porque tenemos muchos de ellos en la sala,
											que tienen estas ideas y pasiones o ven estas necesidades en el mundo
											y deciden ponerse de pie y hacerlo.
											Y ponemos todo en línea para hacer que las cosas sucedan.
											Y tenemos la capacidad de rodearnos de las personas cercanas
											que quieren construir ese sueño con nosotros.
											Y pienso que si pudiéramos hacer que los niños
											adopten la idea, a una edad temprana, de ser emprendedores,
											podríamos cambiar todo lo que hoy en el mundo es un problema.
											Para cada problema existente alguien tiene la respuesta.
											Y como niño, nadie puede decir que eso no puede suceder
											porque eres demasiado tonto para darte cuenta
											que no podrías imaginarlo.
									","
											Kısacası, çocuklar bu özellikleri gösterirler.
											Bizim de bu özellikleri aramaya başlamamız gerek.
											Bence çocukları avukat yerine
											girişimci olmak üzere yetiştirmeliyiz.
											Ne yazık ki okul sistemi
											bu dünyayı
											“Hey, avukat olalım ya da doktor olalım” demek üzere eğitiyor
											ve bir fırsatı kaçırıyoruz; çünkü
											hiç kimse “Hey, girişimci” olalım demiyor.
											Girişimciler – bu odada onlardan çok var – bu fikirlere ve bu tutkulara
											sahip olan ya da dünyadaki bu ihtiyaçları gören ve ayağa kalkıp bunları
											karşılamaya karar veren insanlardır.
											Üstelik başarmak için her şeyi riske atarız.
											Bizimle bu rüyayı gerçekleştirmek isteyen insanları
											etrafımızda toplayabilme kabiliyetimiz de vardır.
											Bence çocukların genç yaşta girişimci olma fikrini
											benimsemesini sağlayabilirsek,
											dünyada bugün sorun olan her şeyi değiştirebiliriz.
											Etrafımızdaki her sorun için birilerinin bir fikri var.
											Hiç kimse, küçük bir çocuk olarak, böyle bir şeyin olmayacağını
											söyleyemez, çünkü bu fikri anlayamadığını
											fark edecek kadar akıllı değilsinizdir.
									","
											Donc certains enfants affichent ces traits de caractère.
											et nous devons commencer à les rechercher.
											Je pense que nous devrions élever les enfants,
											en faire des entrepreneurs plutôt que des avocats.
											Malheureusement le système scolaire
											pousse le monde entier
											à dire, ""hé, devenons avocat ou devenons docteur""
											et nous ratons une occasion parce que
											personne ne dit jamais , ""Hé, devenons entrepreneur.""
											Les entrepreneurs sont des gens - parce qu'il y en a beaucoup dans cette salle-
											qui ont ces idées et ces passions ou voient ces besoins dans le monde
											et décident de se lever et d'intervenir.
											Et nous mettons tout en œuvre pour que ça existe..
											Et nous avons la capacité de rassembler, autour de nous, ces groupes de gens
											qui veulent en quelque sorte construire ce rêve avec nous.
											Et je pense que si nous pouvions faire que les enfants
											adoptent l'idée d'avoir un esprit d'entreprise dès leur plus jeune age,
											nous pourrions changer tout ce qui pose problème dans le monde aujourd'hui.
											De chaque problème existant, quelqu'un a pensé à une solution.
											Et étant enfant, personne ne peut dire que ça ne peut pas arriver
											parce qu'on est trop limité pour réaliser
											qu'on ne peut pas tout comprendre.
									","
											Kinder zeigen solche Eigenschaften.
											Und es ist notwendig, dass wir beginnen, danach Ausschau zu halten.
											Ich bin davon überzeugt, dass wir Kinder
											zu Unternehmern statt zu Juristen erziehen sollten.
											Leider versorgt das Schulsystem
											die Welt, indem sie bestimmt:
											""Hey, werde ein Jurist oder werde ein Mediziner.""
											und wir verpassen eine Gelegenheit, denn
											niemand sagt jemals: ""Hey, werde ein Unternehmer.""
											Unternehmer sind Menschen - viele von ihnen sind in diesem Raum -
											die diese Ideen und diese Leidenschaften haben oder die Bedürfnisse der Welt wahrnehmen
											und sich entscheiden, aktiv zu werden.
											Und wir versuchen alles, um es zu ermöglichen.
											Und wir haben die Fähigkeit, uns mit Menschen zu umgeben,
											die diesen Traum mit uns verwirklichen wollen.
											Und ich glaube, dass, wenn wir Kinder
											sehr früh mit unternehmerischem Denken vertraut machen würden,
											wir alle heutigen Probleme in der Welt lösen könnten.
											Für jedes Problem da draußen hätte irgendjemand eine Idee.
											Und bei einem kleinen Kind sagt niemand, dass es nicht funktioniert,
											weil du zu dumm bist zu erkennen,
											dass du die Lösung nicht gefunden hast.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Acho que temos uma obrigação,
como pais e como sociedade,
											de ensinar os nossos filhos a pescar
em vez de lhes darmos o peixe.
											""Se dermos um peixe a um homem,
alimentamo-lo por um dia.
											""Se o ensinarmos a pescar,
alimentamo-lo toda a vida.""
											Se ensinarmos os nossos filhos
a serem empreendedores,
											— os que tiverem
as características para isso —
											tal como estimulamos
os que têm vocação para a ciência,
											devíamos ensinar
os que têm essas características
											a serem empreendedores.
											Podíamos ter esses miúdos
a espalhar negócios
											em vez de esperarem
pelas ajudas do governo.
									","
											Pienso que tenemos la obligación como padres y como sociedad,
											empezar a enseñar a los niños a pescar
											en vez de darles el pescado.
											La vieja parábola: ""Si le das a un hombre un pescado, lo alimentas por un día.
											Si le enseñas a un hombre a pescar, lo alimentas de por vida"".
											Si podemos enseñarles a nuestros niños a ser emprendedores,
											a los que muestren esos rasgos,
											así como enseñamos a los dotados en ciencia que sigan con la ciencia.
											¿Qué tal si viésemos los que tuviesen rasgos emprendedores
											y les enseñásemos a ser emprendedores?
											Podríamos tener a todos estos niños propagando negocios
											en vez de esperar ayuda del gobierno.
									","
											Ebeveynler ve toplum olarak çocuklarımıza
											balık vermek yerine balık tutmayı öğretmeye
											başlamalıyız diye düşünüyorum.
											“Bir adama balık verirsen, onu bir gün beslersin. Bir adama balık tutmayı
											öğretirsen, onu ömür boyu beslersin” der bir atasözü.
											Tıpkı bilim alanında yetenekleri olan çocukları
											bilim eğitimi almaya yönlendirdiğimiz gibi,
											girişimci özelliklere sahip olanlara da girişimci olmayı öğretebilirsek...
											Girişimci nitelikleri olan çocukları görüp
											onlara girişimci olmayı öğretmeye ne dersiniz?
											Bu çocukların hepsi devlet yardımı beklemek
											yerine iş kurmalarını sağlayabiliriz.
									","
											Je pense que nous avons l'obligation, en tant que parents et société
											de commencer à enseigner à nos enfants a pêcher
											plutôt que de leur donner le poisson.
											La vieille parabole,""Donner un poisson à un homme le nourrit un jour.
											Lui apprendre à pêcher le nourrit toute sa vie.""
											Si nous pouvions apprendre à nos enfants à devenir des entrepreneurs,
											à ceux qui possèdent ces traits de caractères,
											comme nous poussons vers les sciences ceux qui ont le don des sciences.
											Que se passerait-il si nous voyions ceux qui ont l'esprit d'entreprise
											et leur apprenions à être des entrepreneurs?
											Nous pourrions faire que tous ces enfants développent des entreprises
											au lieu d'attendre des aides financières de l'état.
									","
											Ich denke, wir haben als Eltern und Gesellschaft die Pflicht,
											unseren Kindern das Angeln zu lehren,
											anstatt ihnen den Fisch zu geben.
											Wie die alte Parabel sagt: ""Wenn Sie einem Mann einen Fisch geben, füttern Sie ihn für einen Tag.
											Wenn Sie einem Mann beibringen zu fischen, füttern Sie ihn für ein Leben.""
											Wenn wir unsere Kinder zu Unternehmern erziehen,
											diejenigen, die daran Interesse zeigen,
											genauso wie wir jene in Wissenschaft fördern, die dort eine entsprechende Neigung haben.
											Was wäre, wenn wir diejenigen, die unternehmerische Fähigkeiten haben, erkennen könnten
											und sie lehrten, Unternehmer zu sein?
											Wir hätten Kinder, die Geschäftsideen entwickeln
											anstatt auf Zuwendungen der Regierung zu warten.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Ensinamos-lhes as coisas
que eles não devem fazer:
											Não batas. Não mordas. Não digas asneiras.
											Ensinamos os nossos filhos a procurarem
empregos bons.
											O sistema escolar ensina-os
a procurarem coisas
											como ser médico ou ser advogado,
											ser contabilista e dentista,
professor e piloto.
											E os 'media' dizem que é o máximo
											se pudermos ser modelos ou cantores,
											ou heróis do desporto como Sidney Crosby.
											Os programas de MBA não ensinam os jovens
a serem empreendedores.
											A razão por que evitei um programa de MBA
											— nunca seria aceite em nenhum
											porque tive uma média de 61% no liceu
											e depois uma média de 61%
											na única escola no Canadá
que me aceitou, Carleton —
											é que os programas de MBA não ensinam
os jovens a serem empreendedores,
											ensinam-nos a trabalhar em empresas.
									","
											Lo que hacemos es sentarnos y enseñarles a nuestros niños las cosas que no deberían hacer.
											No pegues, no muerdas, no jures.
											Estamos enseñando a nuestros niños a ir detrás de buenos trabajos
											ya saben, y el sistema escolar les enseña a ir detrás de cosas como
											ser médico(a), ser abogado(a)
											contador(a), dentista,
											maestro(a) o piloto.
											Y los medios nos dicen que sería muy bueno si pudiéramos
											ser modelos o cantantes
											o héroes del deporte como Sidney Crosby.
											Nuestras escuelas de negocios no enseñan a los chicos a ser emprendedores.
											La razón por la que evité un programa de MBA
											aparte del hecho que no podía entrar a ninguno
											porque tuve un promedio de 61% en la secundaria
											y luego un promedio de 61% en
											la única escuela de Canadá que me aceptó, Carlton,
											pero nuestros MBA no enseñan a los chicos a ser emprendedores.
											Les enseñan a ir a trabajar en las empresas.
									","
											Yaptığımız tek şey oturup çocuklara yapmamaları gereken şeyleri öğretmek.
											Vurma; ısırma; küfretme.
											Şimdi çocuklarımıza doğru işlerin peşinden gitmeyi öğretiyoruz,
											bilirsiniz ve okul sistemi onlara doktor olmak,
											avukat olmak, muhasebeci olmak,
											diş hekimi, öğretmen ve
											pilot olmak gibi şeyler öğretiyor.
											Medya da model, şarkıcı ya da
											Sidney Crosby gibi bir spor ilahı olmanın
											harika bir şey olduğunu söylüyor.
											MBA programlarımız çocuklara girişimci olmayı öğretmiyor.
											MBA programından kaçınmamın nedeni –
											lisede ortalamamın 100 üzerinden 61 ve
											Kanada’da beni kabul eden tek okul Carlton’da o
											ortalamamın 100 üzerinden 61
											olmasının yanı sıra - MBA programlarımızın
											çocuklara girişimci olmayı öğretmemesidir.
											Onlara şirketlere işe girmeyi öğretiyorlar.
									","
											Ce que l'on fait c'est que l'on s'asseoit pour apprendre à nos enfants toutes les choses qu'ils ne devraient pas faire.¥
											Ne frappe pas; ne mords pas; ne jure pas.
											Actuellement nous apprenons à nos enfants à courir après des boulots vraiment bons,
											vous savez, et le système scolaire les pousse à courir après des choses comme
											devenir docteur et devenir avocat
											et devenir comptable et dentiste
											et professeur et pilote.
											Et les médias disent que ça serait vraiment cool si on pouvait sortir
											et devenir mannequin ou chanteur
											ou une figure du monde sportif comme Sidney Crosby.
											Le programme de nos MBA n'enseigne pas aux enfants à être des entrepreneurs.
											La raison pour laquelle j'ai évité un programme MBA
											à part le fait que je ne pouvais en intégrer aucun
											parce que j'avais 12 de moyenne à la sortie du lycée
											et ensuite 12 de moyenne
											à la seule école du Canada qui m'avait accepté, Carlton -
											mais nos programmes de MBA n'enseignent pas aux jeunes à être des entrepreneurs,
											Ils leurs apprennent à aller travailler dans de grandes entreprises.
									","
											Was wir tun ist, wir unterrichten Kinder all jene Sachen, die sie nicht tun sollen.
											Schlag nicht, beiß nicht, fluche nicht.
											Heute lehren wir unsere Kinder, sich eine gute Arbeit zu suchen,
											und die Schule lehrt sie, Berufe anzustreben wie
											Doktor und Anwalt,
											Buchhalter und Zahnarzt
											Lehrer und Pilot.
											Und die Medien sagen, dass es cool ist, wenn man
											ein Modell wird oder ein Sänger
											oder ein Sportheld wie Sidney Crosby wird.
											Unsere MBA-Programme lehren unsere Kinder nicht, wie man ein Unternehmer wird.
											Der Grund, warum ich ein MBA-Programm gemieden habe -
											neben der Tatsache, dass ich nicht genommen wurde,
											weil ich einen durchschnittlichen High School Abschluss hatte,
											und diesen Durchschnitt erwarb ich an der
											einzigen Schule in Kanada, die bereit war mich aufzunehmen, Carlton -
											aber unsere MBA-Programme lehren Kinder nicht das Unternehmertum.
											Sie lehren sie in einem Unternehmen zu arbeiten.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
