en,es,pt,de,title,speaker,duration,tags
"
","
","
","
",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
											Picture this:
											It's Monday morning,
											you're at the office,
											you're settling in for the day at work,
											and this guy that you sort of 
recognize from down the hall,
											walks right into your cubicle
											and he steals your chair.
											Doesn't say a word —
											just rolls away with it.
											Doesn't give you any information
about why he took your chair
											out of all the other chairs 
that are out there.
											Doesn't acknowledge the fact 
that you might need your chair
											to get some work done today.
											You wouldn't stand for 
it. You'd make a stink.
											You'd follow that guy
back to his cubicle
											and you'd say, ""Why my chair?""
									","
											Imaginen esto:
											Es lunes por la mañana,
											y estás en la oficina,
											preparándote para el día de trabajo,
											y este tipo que reconoces
más o menos del pasillo,
											llega a tu cubículo
											y te roba la silla.
											No dice una palabra,
											solo se la lleva.
											No te da ninguna explicación
para llevarse tu silla
											de entre tantas otras sillas
que están por allí.
											No reconoce que quizás necesites tu silla
											para hacer tu trabajo hoy.
											Tú no lo tolerarías. 
Armarías un alboroto.
											Seguirías el tipo hasta su cubículo
											y le dirías: 
""¿Por qué mi silla?""
									","
											Imaginem:
											Segunda-feira de manhã,
estão no escritório,
											a preparar-se para um dia de trabalho.
											Um homem, que vos é
mais ou menos familiar,
											entra no vosso cubículo
											e rouba a vossa cadeira.
											Não diz uma palavra,
apenas sai com ela.
											Não vos dá qualquer informação
sobre porque retirou a cadeira
											entre todas as cadeiras
que estavam por ali.
											Nem pensa que podem
precisar da vossa cadeira
											para fazer algum trabalho hoje.
											Não iriam aceitar. Fariam barulho.
											Seguiriam esse homem
até ao seu cubículo e diriam:
											""Porquê a minha cadeira?""
									","
											Stellen Sie sich vor:
											Es ist Montagmorgen,
											Sie sind im Büro,
											bereiten sich auf den Arbeitstag vor.
											Ein Mann, den Sie irgendwie
aus der Ferne kennen,
											kommt einfach in Ihr Büro
											und klaut Ihren Stuhl.
											Er sagt nichts,
											rollt ihn einfach weg.
											Er sagt nicht, warum er 
ausgerechnet Ihren Stuhl nimmt,
											und nicht einen anderen.
											Es kümmert ihn nicht, dass 
Sie ihn brauchen könnten,
											um Ihre heutige Arbeit zu erledigen.
											Das würden Sie sich nicht gefallen lassen.
											Sie würden ihm hinterhergehen
											und fragen: ""Warum mein Stuhl?""
									",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
","
","
","
",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
											Okay, so now it's Tuesday morning
and you're at the office,
											and a meeting invitation pops 
up in your calendar.
											(Laughter)
											And it's from this woman who you 
kind of know from down the hall,
											and the subject line references some 
project that you heard a little bit about.
											But there's no agenda.
											There's no information about why
you were invited to the meeting.
											And yet you accept the 
meeting invitation, and you go.
											And when this highly 
unproductive session is over,
											you go back to your desk,
											and you stand at your 
desk and you say,
											""Boy, I wish I had those two hours back,
											like I wish I had my chair back.""
											(Laughter)
									","
											Bien, ahora es martes por la mañana
y estás en la oficina,
											y una invitación a una reunión
surge en tu calendario.
											(Risas)
											Y es de esta mujer que conoces
más o menos del pasillo,
											y la línea de asunto hace referencia
											a algún proyecto de que ya oíste algo.
											Pero no hay cualquier programa.
											No hay explicación de por qué
fuiste invitado para la reunión.
											Y sin embargo aceptas
la invitación y vas.
											Y cuando acaba esa sesión
altamente improductiva,
											regresas a tu mesa,
											te quedas en tu mesa y dices:
											""Chico, ojalá volviera 
a recuperar esas dos horas.
											así como mi silla.""
											(Risas)
									","
											Agora é terça-feira de manhã,
vocês estão no escritório.
											Aparece no vosso calendário
um convite para uma reunião.
											(Risos)
											Vem de uma mulher que vos é
mais ou menos familiar.
											O assunto da reunião é sobre
um projeto de que ouviram falar um pouco.
											Mas não tem tópicos.
											Não há informação sobre
porque é que foram convidados.
											No entanto, aceitam o convite
e vão à reunião.
											Quando esta sessão
extremamente improdutiva acaba,
											voltam à vossa secretária,
param em frente dela e dizem:
											""Quem me dera ter 
estas duas horas de volta,
											""assim como a minha cadeira.""
											(Risos)
									","
											Jetzt ist es Dienstagmorgen 
und Sie sind wieder im Büro.
											In Ihrem Kalender erscheint
eine Einladung zu einem Meeting.
											(Lachen)
											Sie kommt von einer Kollegin,
die Sie etwas kennen.
											Die Einladung betrifft etwas, von
dem Sie schon ein bisschen gehört haben.
											Aber es gibt keine Tagesordnung.
											Sie wissen nicht, wieso gerade 
Sie eingeladen wurden.
											Aber dennoch sagen Sie zu 
und gehen hin.
											Sobald dieses unproduktive Treffen
vorbei ist,
											sind Sie zurück an Ihrem Schreibtisch
											und denken:
											""Die zwei Stunden hätte ich gerne wieder.
											Genau wie meinen Stuhl.""
											(Lachen)
									",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
","
","
","
",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
											Every day, we allow our coworkers,
											who are otherwise very, 
very nice people,
											to steal from us.
											And I'm talking about something far 
more valuable than office furniture.
											I'm talking about time. Your time.
											In fact, I believe that
											we are in the middle
of a global epidemic
											of a terrible new illness
known as MAS:
											Mindless Accept Syndrome.
											(Laughter)
											The primary symptom of 
Mindless Accept Syndrome

											is just accepting a meeting invitation
the minute it pops up in your calendar.
											(Laughter)
											It's an involuntary reflex — ding, 
click, bing — it's in your calendar,
											""Gotta go, I'm already late 
for a meeting."" (Laughter)
									","
											Todos los días, les permitimos
a nuestros compañeros,
											que por lo demás son
muy buenas personas,
											que nos roben.
											Y me refiero a algo mucho más valioso
											que el mobiliario de oficina.
											Estoy hablando de tiempo. 
Tu tiempo.
											En efecto, creo que estemos
en medio a una epidemia global
											de una nueva enfermedad
terrible llamada <i>SAI</i> [MAS]:
											[Mindless Accept Syndrome].
<i>Síndrome de la Aceptación Insensata</i>
											(Risas)
											Los síntomas básicos del 
Síndrome de la Aceptación Insensata
											es aceptar inmediatamente invitaciones

											tan pronto surjan en tu calendario.
											(Risas)
											Es un reflejo involuntario;
<i>ding</i>, <i>clic</i>, <i>bing</i>; está en tu calendario,
											""Ya me tengo que ir,
me retraso para una reunión."" (Risas)
									","
											Todos os dias, permitimos 
que os nossos colegas
											que, no geral, são muito boas pessoas,
											nos roubem.
											Estou a falar de algo muito mais
valioso do que mobiliário de escritório.
											Estou a falar do tempo. O vosso tempo.
											Na realidade,
											acredito que estamos no meio 
de uma epidemia global,
											de uma nova doença terrível
conhecida como SAI:
											""Síndroma da Aceitação Irracional"".
											(Risos)
											O sintoma principal do SAI
											é aceitar um convite para uma reunião
mal este aparece na vossa agenda.
											(Risos)
											É um reflexo involuntário — ""ding,
click, bing"" — está na vossa agenda,
											""Tenho que ir, já estou
atrasado para uma reunião.""
											(Risos)
									","
											Jeden Tag erlauben wir unseren Kollegen,
											die sonst wirklich gute Menschen sind,
											etwas von uns zu stehlen.
											Und ich meine etwas sehr 
viel Wertvolleres als Büromöbel.
											Ich rede von Zeit, Ihrer Zeit.
											Ich glaube sogar,
											dass wir uns
inmitten einer globalen Epidemie,
											einer schrecklichen neuen 
Krankheit befinden: MAS
											— Mindless Accept Syndrom
(Unüberlegtes-Zusage-Syndrom).
											(Lachen)
											Das erste Anzeichen
des Unüberlegtes-Zusage-Syndroms
											ist das vorschnelle Annehmen 
einer Einladung.
											(Lachen)
											Es ist ein ungewollter Reflex: 
ding, klick, bing, es steht im Kalender.
											""Ich muss los,
ich bin schon zu spät."" (Lachen)
											Meetings sind wichtig, nicht wahr?
									",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
","
","
","
",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
											Meetings are important, right?
											And collaboration is key to 
the success of any enterprise.
											And a well-run meeting can yield 
really positive, actionable results.
											But between globalization
											and pervasive information technology,
											the way that we work
											has really changed dramatically 
over the last few years.
											And we're miserable. (Laughter)
											And we're miserable not because the 
other guy can't run a good meeting,
											it's because of MAS, our 
Mindless Accept Syndrome,
											which is a self-inflicted wound.
									","
											Las reuniones son importantes, 
¿verdad?
											Y la colaboración es clave
para el éxito de una empresa.
											Una reunión bien organizada
											puede rendir resultados
positivos y aplicables.
											Pero en medio de la globalización
											e informática omnipresente,
											la manera como trabajamos
											se cambió dramáticamente
en los últimos años.
											Y somos desgraciados. 
(Risas)
											Somos desgraciados no porque
											los otros no saben
hacer una buena reunión,
											sino debido al <i>SAI</i>, nuestro
Síndrome de Aceptación Insensata,
											que es una herida autoinfligida.
									","
											As reuniões são importantes, certo?
											A colaboração é a chave para
o sucesso de qualquer empresa.
											E uma reunião bem-sucedida pode
produzir resultados positivos e úteis.
											Mas entre a globalização
											e a invasão da tecnologia da informação,
											a maneira como trabalhamos
											mudou drasticamente durante
os últimos anos.
											E somos infelizes.
											(Risos)
											Somos infelizes não só porque
alguém não sabe gerir uma boa reunião,
											mas por causa do SAI, o
Síndroma da Aceitação Irracional,
											que é uma ferida autoinflingida.
											(Risos)
									","
											Zusammenarbeit ist der Schlüssel 
zum Erfolg jedes Unternehmens.
											Ein gut geführtes Meeting kann 
durchaus positive Resultate bringen.
											Aber durch Globalisierung
											und weit um sich fassender 
Informationstechnologie
											hat sich unsere Arbeitsweise
											in den letzten Jahren drastisch verändert.
											Wir sind unglücklich. (Lachen)
											Wir sind nicht unglücklich, weil der 
Kollege kein gutes Meeting leiten kann,
											sondern wegen MAS, 
unserem unüberlegtem Zusagen.
											Und das ist selbstverschuldet.
											Ich habe tatsächlich Beweise dafür, 
dass MAS eine globale Epidemie ist.
									",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
","
","
","
",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
"
											Actually, I have evidence to prove
that MAS is a global epidemic.
											Let me tell you why.
											A couple of years ago, I put a video 
on Youtube, and in the video,
											I acted out every terrible 
conference call you've ever been on.
											It goes on for about five minutes,
											and it has all the things that we 
hate about really bad meetings.
											There's the moderator who has 
no idea how to run the meeting.
											There are the participants who 
have no idea why they're there.
											The whole thing kind of collapses
into this collaborative train wreck.
											And everybody leaves very angry.
											It's kind of funny.
											(Laughter)
											Let's take a quick look.
											(Video) Our goal today is to come to an 
agreement on a very important proposal.
											As a group, we need to decide if —
											bloop bloop —
											Hi, who just joined?
											Hi, it's Joe. I'm working from home today.
											(Laughter)
											Hi, Joe. Thanks for 
joining us today, great.
											I was just saying, we have a lot of people 
on the call we'd like to get through,
											so let's skip the roll call 

											and I'm gonna dive right in.
											Our goal today is to come to an 
agreement on a very important proposal.
											As a group, we need to decide if —
											bloop bloop —
											(Laughter)
											Hi, who just joined?
											No? I thought I heard a beep. (Laughter)
									","
											En verdad, puedo evidenciar
que el <i>SAI</i> es una epidemia global.
											Ya les digo por qué.
											Hace algunos años, yo subí
un vídeo en Youtube,
											y en el vídeo representé
todas las llamadas
											terribles que suceden en conferencias.
											Sigue así unos cinco minutos,
											y contiene todo lo que detestamos
de malas reuniones.
											Hay el moderador que no tiene idea
											de cómo moderar una reunión.
											Están los participantes que no tienen idea
											de por qué están allí.
											Todo se da, en cierto modo,
											como un descarrilamiento colaborativo.
											Y todos se van enfadados.
											Es un poco gracioso.
											(Risas)
											Echemos un rápido vistazo.
											(Vídeo) Nuestra meta hoy es llegar
											a un acuerdo en una
importantísima propuesta.
											Como grupo debemos decidir...
											blup blup...
											Hola, ¿quién se conectó?
											Hola, soy Joe. Estoy
trabajando desde casa hoy.
											(Risas)
											Hola, Joe. Gracias
por acompañarnos aquí, genial.
											Decía, tenemos mucha gente
convocada,
											omitamos así pasar lista
											y ya voy a comenzar.
											Nuestra meta hoy es llegar a un acuerdo
											en una propuesta importantísima.
											Como grupo debemos decidir si...
											blup, blup...
											(Risas)
											Hola, ¿quién se conectó?
											¿Nadie? Me pareció haber oído un bip. 
(Risas)
									","
											Na realidade, eu tenho provas que
o SAI é uma epidemia global.
											Vou dizer-vos porquê.
											Há alguns anos, coloquei um vídeo
no Youtube,
											onde encenava todas as horríveis reuniões 
para que somos chamados.

											Dura cerca de cinco minutos
											e tem todas as coisas que
odiamos em reuniões muito más.
											Temos o moderador que não faz
a menor ideia de como se gere uma reunião.
											Temos os participantes 
que não sabem porque estão ali.
											Tudo se funde para criar um
desastre colaborativo.
											E todos saem da reunião muito chateados.
											Até é divertido.
											(Risos)
											Vamos dar uma vista de olhos.
											(Vídeo) O nosso objetivo é chegar a um
acordo sobre uma proposta muito importante
											Em grupo, precisamos de decidir se...
											— bip bip —
											(Risos)
											Olá, quem está aí?
											Olá, sou o Joe. 
Hoje, estou a trabalhar em casa.
											(Risos)
											Olá Joe. Obrigado por te juntares a nós.
											Há muitas pessoas ao telefone
que gostaríamos de contactar,
											por isso não vamos fazer a chamada
											e vamos começar já.
											(Risos)
											O nosso objetivo é chegar a um acordo
sobre uma proposta muito importante.
											Em grupo, precisamos de decidir se...
											— bip bip —
											(Risos)
											Olá, quem está aí?
											Não? Pensava ter ouvido um som.
											(Risos)
									","
											Ich erkläre Ihnen warum.
											Vor einigen Jahren habe ich ein Video 
auf YouTube hochgeladen.
											Ich hab jede schreckliche Telefonkonferenz
nachgestellt, die man haben kann.
											Das Video ist etwa fünf Minuten lang.
											All das, was wir an schlechten Meetings
so hassen, ist dabei.
											Der Moderator, der keine Ahnung hat,
wie er das Meeting leiten soll.
											Die Teilnehmer, die keine Ahnung haben,
wieso sie teilnehmen.
											Die ganze Konferenz verwandelt sich 
in eine Katastrophe.
											Jeder verlässt die Konferenz wütend.
											Es ist schon irgendwie lustig.
											(Lachen)
											Schauen wir uns das kurz mal an:
											(Video) Unser heutiges Ziel ist es, uns
in einer wichtigen Sache zu einigen.
											Als Gruppe müssen wir entscheiden, ob —
											blub blub —
											Hallo, wer ist da?
											Hi, ich bin's, Joe!
Ich arbeite heute von zu Hause aus.
											(Lachen)
											Hallo Joe, danke für die Teilnahme.
											Ich wollte gerade sagen, dass wir 
heute viele Leute sind,
											also überspringen wir mal 
die Anwesenheitskontrolle.
											Ich fange gleich
mit dem Wichtigen an.
											Unser heutiges Ziel ist es, uns
in einer wichtigen Sache zu einigen.
											Als Gruppe müssen wir entscheiden, ob —
											blub blub —
											(Lachen)
											Hallo, wer ist da?
											Keiner? Ich dachte,
ich hätte etwas gehört. (Lachen)
											Kommt Ihnen das bekannt vor?
									",How to save the world (or at least yourself) from bad meetings,David Grady,6:34,"business,communication,productivity,work"
