en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
											The way we tell stories
has naturally changed
											since Aristotle defined
the rules of tragedy
											about 2,500 years ago.
											According to him,
											the role of storytelling is to mimic life
and make us feel emotions.
											And that's exactly what
storytelling as we know it
											has done very well since then.
											But there is a dimension of life
											that storytelling could
never really reproduce.
											It is the notion of choices.
									","
											Aristo bundan yaklaşık 2500 yıl önce
											trajedinin kurallarını
tanımladığından bu yana
											hikâye anlatış şeklimiz
doğal olarak değişti.
											Aristo'ya göre
											anlatının rolü hayatı taklit etmek
ve bize o duyguları hissettirmek.
											Bildiğimiz hikâye anlatımı
o zamandan berı
											tam da bunu çok iyi şekilde yaptı.
											Ancak hayatın öyle bir boyutu var ki
											anlatım da asla gerçekten
yeniden üretmiyor.
											Bu aslında seçimlerden ileri geliyor.
									","
											A forma como contamos histórias
tem mudado naturalmente
									","
											La façon dont nous racontons les histoires
a naturellement changé
											depuis qu'Aristote a défini
les règles de la tragédie,
											il y a environ 2 500 ans.
											D'après lui,
											le rôle de la narration est d'imiter
la vie, de nous faire sentir des émotions.
											Et c'est exactement ce que la narration, 
telle qu'on la connaît,
											a très bien fait depuis lors.
											Mais la vie a une dimension
											que la narration ne pourra
jamais vraiment reproduire.
											C'est la notion de choix.
									",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
","
","
","
",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
											Choices are a very
important part of our lives.
											We as individuals are defined
by the choices we make.
											Some of our decisions can have
very significant consequences
											and totally change
the courses of our lives.
											But in a play, a novel or a film,
											the writer makes all the decisions
in advance for the characters,
											and as the audience,
											we can only watch, passively,
											the consequences of his decisions.
									","
											Seçimler hayatlarımızın
çok önemli bir parçası.
											Biz bireyler yaptığımız
seçimlerle tanınıyoruz.
											Kararlarımızdan bazıları
çok ciddi sonuçlar doğurabilir
											ve hayatımızın gidişatını
tamamen değiştirebilir.
											Bir tiyatro gösterisi,
roman veya filmde ise
											yazar, karakterler için
önceden tüm kararları verir
											ve biz de izleyici olarak
											sadece pasif bir şekilde
											yazarın kararlarının
sonuçlarını izliyoruz.
									","
											desde que Aristóteles 
definiu as regras da tragédia
											há cerca de 2500 anos.
											De acordo com ele,
											o papel de contar histórias é imitar
a vida e fazer-nos sentir emoções.
											isso é exatamente o que
contar histórias, como as conhecemos.
											tem feito bem desde esse tempo.
											Mas há uma dimensão da vida
											que contar histórias nunca
conseguiu reproduzir,
											é a noção de escolhas.
									","
											Les choix sont une
part importante de notre vie.
											En tant qu'individus, nous sommes définis
par les choix que nous faisons.
											Certaines de nos décisions peuvent avoir
des conséquences importantes,
											et changer totalement,
le cours de notre vie.
											Mais dans une pièce, un roman ou un film,
											l'auteur prend toutes les décisions
à l'avance pour les personnages,
											et en tant que public,
											nous ne pouvons que regarder, passivement,
											les conséquences de ses décisions.
									",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
","
","
","
",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
											As a storyteller,
I've always been fascinated
											with the idea of recreating
this notion of choices in fiction.
											My dream was to put the audience
in the shoes of the main protagonists,
											let them make their own decisions,
											and by doing so,
let them tell their own stories.
											Finding a way to achieve this is what
I did in the past 20 years of my life.
									","
											Ben de bir anlatıcı olarak
kurguda bu seçim kavramını
											yeniden yaratma konusunda
her zaman çok ilgiliydim.
											Hayalim, izleyicileri
ana kahramanların yerine koyarak
											onlara kendi kararlarını verdirmekti,
											bu şekilde herkes
kendi hikâyesini anlatacaktı.
											Hayatımın son 20 yılında bunu
başarmak için bir yol bulmaya çalıştım.
									","
											Escolhas são uma parte
muito importante da nossa vida.
											Nós, enquanto indivíduos, somos
definidos pelas escolhas que fazemos.
											Algumas das nossas decisões podem ter
consequências significativas
											e mudar totalmente o curso na nossa vida.
											Mas numa peça, num romance ou num filme,
											o escritor faz todas as decisões 
pelos personagens antecipadamente
											e, enquanto público,
											só podemos observar, passivamente,
											as consequências dessas decisões.
									","
											Comme narrateur,
j'ai toujours été fasciné
											par l'idée de recréer
cette notion de choix dans la fiction.
											Mon rêve était de mettre le public
dans la peau des personnages principaux,
											les laisser prendre leurs décisions
											et ainsi raconter leurs propres histoires.
											Trouver le moyen d'y parvenir, c'est ce
que j'ai fait ces 20 dernières années.
									",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
","
","
","
",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
											Today, I would like to introduce you
to this new way of telling stories,
											a way that has interactivity at its heart.
											Rather than exposing the theory behind it,
											which could have been kind of abstract
and probably a little bit boring,
											I thought it would be a great opportunity
to do a little experiment.
											I would like you, the people here at TED,
											to tell your own story.
									","
											Bugün sizlere bu yeni
anlatım yolunu tanıtmak istiyorum,
											temelinde tamamen interaktif olan bir yol.
											Arkasında yatan teoriyi
açığa çıkarmaktansa
											-çünkü bu hem soyut kalırdı
hem de biraz sıkıcı olurdu-
											biraz deney yapmanın
harika bir fırsat olacağını düşündüm.
											TED'de burada olan sizleri
											kendi hikâyenizi anlatmaya davet ediyorum.
									","
											Como contador de histórias,
sempre me senti fascinado
											pela ideia de recriar
esta noção de escolhas na ficção.
											O meu sonho era pôr o público
no lugar dos protagonistas,
											deixá-los tomar as suas decisões,
											e ao fazê-lo, deixá-los contar
a sua própria história.
											Passei os últimos 20 anos da minha vida
a tentar encontrar uma forma de lá chegar.
									","
											Aujourd'hui, j'aimerais vous présenter une
nouvelle façon de raconter une histoire,
											où l'interaction occupe 
une place centrale.
											Plutôt que d'expliquer la théorie 
qui la sous-tend,
											ce qui pourrait être assez abstrait,
et sûrement un peu ennuyeux,
											j'ai pensé que ce serait une excellente
occasion de faire une petite expérience.
											J'aimerais que vous,
les personnes ici à TED,
											racontiez votre propre histoire.
									",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
","
","
","
",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
"
											So I came with an interactive scene
that we are going to play together.
											I've asked Vicky —
											hello, Vicky —
											to control the main character for us.
											And your role — you, the audience —
											will be to make the choices.
											So Vicky and I don't know
what's going to happen,
											because it will all be based
on your decisions.
									","
											Birlikte oynayacağımız
interaktif bir sahneyle buraya geldim.
											Vicky'den bizim için...
											selam, Vicky —
											...ana karakteri yönetmesini istedim.
											İzleyici olarak sizin rolünüz de
											seçimleri yapmak.
											Vicky ve ben ne olacağını bilmiyoruz
											çünkü gidişat tamamen
sizin kararlarınıza yönelik olacak.
									","
											Hoje, vou apresentar-vos esta
nova maneira de contar histórias,
											uma maneira que tem
interatividade na sua essência.
											Em vez de expor a teoria por detrás disto,
											que seria meio abstrato
e provavelmente um pouco chato,
											achei que seria uma ótima oportunidade
para fazer uma pequena experiência.
											Gostava que vocês, as pessoas aqui no TED,
											contassem a vossa própria história.
									","
											J'ai donc créé une scène interactive,
que nous allons jouer tous ensemble.
											J'ai demandé à Vicky –
											Salut, Vicky –
											de contrôler le personnage
principal pour nous.
											Et votre rôle – vous, le public –
											sera de faire des choix.
											Ni Vicky, ni moi, ne savons
ce qui arrivera,
											parce que tout sera basé
sur vos décisions.
									",How video games turn players into storytellers,David Cage,10:09,"storytelling,gaming,design,media,entertainment,technology,culture,innovation,animation,art,creativity"
