es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",The birth of the computer,George Dyson,17:18,"computers,engineering,history,library,military,science,software,technology"
"
											El año pasado les conté, en siete minutos, sobre el Proyecto Orion,
											el cual era una tecnología improbable
											que técnicamente pudo haber funcionado,
											pero tuvo una oportunidad política de un año en que podía realizarse,
											así que no sucedió. Fue un sueño que no se realizó.
											Este año les contaré la historia del nacimiento de la computación digital.
											Esta fue una introducción perfecta.
											Y es una historia que sí se funcionó. Sucedió,
											y las máquinas están en todas partes.
											Y era una tecnología inevitable.
											Si la gente sobre la que voy a hablarles —
											si no lo hubieran hecho, alguien más lo habría hecho.
											Fue algo así como la idea correcta en el momento justo.
											Este es el universo de Barricelli. El universo en que vivimos ahora.
											Es el universo en que estas máquinas
											hacen ahora todo esto, incluyendo cambiar la biología.
											Comenzaré la historia con la primera bomba atómica en Trinity,
											que fue el Proyecto Manhattan. Era un poco como TED:
											reunió un grupo grande de gente muy inteligente.
											Y tres de las personas más inteligentes eran
											Stan Ulam, Richard Feynman y John von Neumann,
											y fue von Neumann quien dijo, luego de la bomba,
											que estaba trabajando en algo más importante que las bombas:
											estaba pensando en computadoras.
											No sólo estaba pensando en ellas; contruyó una. Ésta es la máquina que hizo.
											(risas)
											Construyó esta máquina,
											e hizo una hermosa demostración de cómo funcionaba realmente,
											con estas partes. Y es una idea que se origina mucho antes.
											La primera persona que realmente lo explicó
											fue Thomas Hobbes, quien en 1651,
											explicó cómo la aritmética y la lógica eran lo mismo,
											y que si quieres pensamiento artificial y lógica artificial,
											lo puedes hacer con aritmética.
											Dijo que se necesitaba adición y sustracción.
											Leibniz, quien llegó un poco más tarde — en 1679 —
											demostró que ni siquiera se necesitaba la sustracción.
											Se podía hacer todo con la adición.
											Aquí tenemos toda la lógica y aritmética binaria
											que condujo a la revolución de la computación,
											y Leibniz fue la primera persona que habló de construir tal máquina.
											Habló de hacerlo con canicas,
											con compuertas y lo que ahora llamamos registros de cambios,
											donde cambiando las compuertas, las canicas caen en las pistas.
											Y eso es lo que estas máquinas hacen,
											excepto que en lugar de usar canicas,
											usan electrones.
											Y entonces pasamos a von Neumann, 1945,
											cuando él de alguna manera reinventa todo esto de nuevo.
											Y en 1945, después de la guerra, ya existía la electrónica
											para, de hecho, tratar de construir una máquina así.
											Junio de 1945. La bomba no había sido lanzada aún,
											y von Neumann estaba organizando la teoría para construir esto,
											lo cual nos remite a Turing,
											quien, anteriormente, tuvo la idea de que se podía hacer esto
											con una máquina de estados finitos sin un cerebro,
											sólo leyendo y releyendo una cinta.
											El otro cuasi génesis de lo que von Neumannn hizo
											fue la dificultad para predecir el clima.
											Lewis Richardson vio que se podía hacer con una matriz celular de personas,
											dándole a cada una una porción, y luego reuniéndolo todo.
											Aquí tenemos un modelo eléctrico que ilustra una mente con voluntad,
											pero capaz sólo de dos ideas.
											(risas).
											Y esa es realmente la computadora más simple.
											Es básicamente por qué se necesita el qubit,
											porque sólo tiene dos ideas.
											Y si se ponen muchas de ellas juntas,
											se tiene la esencia de la computadora moderna.
											la unidad aritmética, el control central, la memoria,
											el medio de registro, la entrada y la salida.
											Pero, hay un problema. Esto es el — ya saben,
											lo vimos al iniciar estos programas.
											Las instrucciones que gobiernan esta operación
											deben darse en detalle absolutamente exhaustivo.
											Así que la programación debe ser perfecta, o no funciona.
											Si buscan el origen de esto,
											la historia clásica nos remite hasta el ENIAC.
											Pero en realidad de la máquina que les hablaré,
											la Máquina del Instituto para Grandes Estudios, que está allá,
											en realidad debería estar allí. Estoy tratando de revisar la historia,
											y darle a esta gente más crédito del que tienen.
											Una computadora así abriría universos
											que en el presente están fuera del rango de todo instrumento,
											abre un nuevo mundo, y estas personas lo vieron.
											El sujeto que debía haber construido esta máquina
											era el del medio, Vladimir Zworykin, de RCA.
											RCA, con probablemente la peor decisión de negocios
											de la historia, decidió no dedicarse a las computadoras.
											Pero las primeras reuniones, Noviembre de 1945, fueron en oficinas de RCA.
											RCA lo comenzó todo y luego dijo,
											los televisores son el futuro, no las computadoras.
											Lo esencial estaba todo allí —
											todas las cosas que hacen funcionar estas máquinas.
											Von Neumann, y un lógico, y un matemático del ejército
											lo reunieron. Entonces, necesitaban un lugar donde construirlo.
											Cuando RCA dijo que no, decidieron hacerlo en Princeton,
											donde Freeman trabajaba en el Instituto.
											Allí pasé mi infancia.
											Ese soy yo, mi hermana Esther, quien habló antes,
											así que recordamos el nacimiento de esta cosa.
											Ese es Freeman, hace mucho,
											y ese era yo.
											Y este es von Neumann y Morgenstern,
											quien escribió la Teoría de Juegos.
											Estas fuerzas se reunieron allí, en Princeton.
											Oppenheimer, quien construyó la bomba.
											La máquina fue en realidad usada mayormente para los cálculos de la bomba.
											Y Julian Bigelow, quien tomó
											el lugar de [??] como el ingeniero para resolver, usando electrónica,
											cómo construir esto. Toda el grupo de personas que trabajaron en esto,
											las mujeres delante, quienes hicieron la mayoría del código,fueron las primeras programadoras.
											Estos fueron los prototipos de geeks, los nerds.
											No encajaban en el Instituto.
											Esta es una carta del director, preocupado por —
											""desaprobable en cuanto al azúcar.""
											(Risas).
											Pueden leer el texto.
											(Risas).
											Hackers metiéndose en problemas por primera vez.
											(Risas).
											No eran físicos teóricos.
											Eran hombres con pistolas de soldadura, y realmente construyeron esto.
											Y lo damos por sentado ahora que cada una de estas máquinas
											tiene millones de transistores, haciendo miles de millones de ciclos por segundo.
											Usaban tubos de vacío, técnicas muy poco rigurosas
											para conseguir comportamiento binario de estas válvulas de radio.
											De hecho usarban 6J6, la válvula común de radio,
											porque descubrieron que eran más confiables que las válvulas más caras.
											Y lo que hicieron en el Instituto fue publicar cada paso del camino.
											Se emitieron reportes, de modo que esta máquina fue clonada
											en otros 15 lugares del mundo.
											Y fue el microprocesador original.
											Todas las computadoras de ahora son copias de esa máquina.
											La memoria estaba en tubos de rayos catódicos —
											un montón de puntos en el frente del tubo,
											muy, muy sensible a perturbaciones electromagnéticas.
											Había 40 de estos tubos,
											como un motor V-40 haciendo de memoria.
											(Risas).
											La entrada y la salida se hacían por teletipo al principio.
											Este es una unidad de alambre, usando ruedas de bicicleta.
											Este es el arquetipo del disco rígidos de sus máquinas de hoy.
											Luego cambiaron a un tambor magnético.
											Este es un equipo IBM modificado,
											que originó toda la industria de proceso de datos, luego en IBM.
											Y este es el inicio de los gráficos por computadora.
											El ""Graph'g-Beam Turn On."" La siguiente imagen,
											es — que yo sepa — la primera pantalla de mapa de bits digital, 1954.
											Y Von Neumann vivía en una nube teórica
											haciendo estudios abstractos sobre cómo construír
											máquinas confiables con componentes no confiables.
											Estos sujetos bebiendo té con azúcar
											escribían en sus bitácoras tratando de hacer funcionar esto, con
											estos 2.600 tubos de vacío que fallaban la mitad del tiempo.
											Y esto es lo que hice estos seis meses, releer las bitácoras.
											""Tiempo de funcionamiento: dos minutos. Entrada-salida: 90 minutos.""
											Esto incluye una gran cantidad de error humano.
											Trataban siempre de descifrar, ¿cuál es error de la máquina? ¿cuál humano?
											¿Cuál de código, cuál de hardware?
											Ese es un ingeniero vigilando el tubo número 36,
											tratando de saber por qué la memoria no está en foco.
											Tenía que enfocar la memoria — parecía bien.
											Así que tenía que enfocar cada tubo para que la memoria funcionase.
											además de tener, se figurarán, problemas de software.
											""No hay caso. Fui a casa."" (Risas)
											""Imposible seguir la maldita cosa, ¿dónde hay un directorio?""
											Ya entonces se quejaban de los manuales:
											""antes de cerrarlo con disgusto.""
											La aritmética general — los registros de operación,
											trasnochando mucho.
											MANIAC, que se convirtió en el acrónimo de la máquina,
											Integrador y Calculador Matemático y Numérico, ""perdió la memoria.""
											""MANIAC recuperó la memoria cuando se apagó la corriente,"" ""¿máquina o humano?""
											""¡Ajá!"" Lo descubrieron: es un problema de código:
											""Encontré problema en código, espero.""
											""Error de código, máquina no culpable.""
											""Maldición, puedo ser tan terco como esta cosa.""
											(Risas).
											""Y se hizo de día."" Entonces trabajaban toda la noche.
											Esta cosa funcionaba 24 horas al día, mayormente en cálculos de bombas.
											""Todo hasta este punto es tiempo perdido."" ""¿Qué caso tiene? Buenas noches.""
											""Control maestro apagado. Al demonio. Me voy."" (Risas)
											""Algo pasa con el acondicionador de aire —
											olor a correas quemadas en el aire.""
											""Un corto — no encender la máquina.""
											""Máquina de IBM volcando substancia como brea en los autos. Viene del techo.""
											Trabajaban en condiciones muy duras.
											(Risas).
											Aquí. ""Un ratón se subió al ventilador
											detrás del regulador, ventilador vibrando. Resultado: no más ratón.""
											(Risas).
											""Aquí yace ratón. Nacido ? Muerto 4:50 AM, Mayo 1953.""
											(Risas).
											Hay un chiste que alguien escribiò:
											""Aquí yace el ratón Marston.""
											Si eres matemático, lo entenderán,
											porque Marston era un matemático que
											objetaba la presencia de la computadora.
											""Atrapé una luciérnaga del tambor, corriendo a dos kilociclos.""
											Son dos mil ciclos por segundo —
											""sí, soy gallina"" — entonces dos kilociclos era velocidad lenta.
											La velocidad alta era 16 kilociclos.
											No sé si recuerdan una Mac que corriera a 16 Megahertz.
											Eso es lento.
											""He duplicado ambos resultados.
											""¿Cómo sabré cuál es correcto, asumiendo que uno es correcto?
											Este es el tercer resultado diferente.
											Sé cuando estoy maldito.""
											(Risas).
											""Hemos duplicado errores antes.""
											""La máquina funciona, bien. El código no.""
											""Sólo ocurre cuando la máquina está encendida.""
											Y a veces las cosas marchan bien.
											""Máquina una belleza, una alegría por siempre."" ""Ejecución perfecta.""
											""Pensamiento final: cuando haya errores mejores y más grandes, los tendremos.""
											Se suponía que nadie supiese que estaban diseñando bombas.
											Están diseñando bombas de hidrógeno.Pero alguien en la bitácora,
											tarde una noche, finalmente dibujó una bomba.
											Y ese fue el resultado. Era Mike,
											la primera bomba termonuclear, en 1952.
											Que fue diseñada en esa máquina,
											en los bosques detrás del instituto.
											Von Neumann invitó a una banda de fenómenos
											de todo el mundo para trabajar en estos problemas.
											Barricelli, terminó haciendo lo que ahora llamamos vida artificial,
											tratando de ver si, en este universo artificial —
											él era un genetista-viral — muy, muy adelantado a su tiempo.
											Aún está por delante de cosas que se hacen ahora.
											Tratando de iniciar un sistema genético artificial en la computadora.
											Su universo se inició el 3 de Marzo del '53.
											Hace casi exactamente — serán 50 años este Jueves, creo.
											Y ha visto todo en términos de —
											Él podía leer el código binario directamente de la máquina.
											Tenía un entendimiento maravilloso.
											Otros no podían ni encender la máquina. Siempre funcionaba para él.
											Incluso los errores se duplicaban.
											(Risas).
											""El Dr. Barricelli dice la máquina está equivocada, el código es correcto.""
											Diseñó este universo, y lo ejecutó.
											Cuando la gente de la bomba se fue, pudo quedarse allí.
											Pudo ejecutar esto toda la noche, ejecutar estas cosas.
											Si alguien recuerda a Stephen Wolfram,
											quien reinventó todo esto.
											Y lo publicó. No estaba oculto y perdido.
											Fue publicado en la literatura.
											""Si es tan fácil crear organismos vivos, ¿por qué no crear algunos tú mismo?""
											Decidió intentarlo,
											iniciar esta biología artificial en las máquinas.
											Y descubrió estas, especie de —
											Era como un naturalista que llega
											y observa este diminuto universo de 5000 bytes
											y ve estas cosas sucediendo
											que podemos ver en el mundo exterior, en biología.
											Estas son algunas generaciones de su universo.
											Pero sólo seguirán siendo números;
											no se convertirán en organismos.
											Tienen que tener algo.
											Si tienes un genotipo debes tener un fenotipo.
											Deben salir y hacer algo. Y él empezó a hacer eso,
											darles a estos organismos numéricos cosas con qué jugar,
											jugar ajedrez con otras máquinas y cosas así.
											Y comenzaron a evolucionar.
											Y él recorrió el país después de eso.
											Cada vez que había una máquina nueva, más rápida, él la usaba,
											y vio exactamente lo que sucede ahora:
											que los programas, en lugar de apagarse — cuando sales del programa,
											siguen ejecutándose
											y, básicamente, el tipo de cosas que Windows hace —
											ejecutándose como un organismo multicelular en muchas máquinas —
											previó que eso sucedería.
											Y vio que la evolución misma era un proceso inteligente.
											No era una especie de inteligencia creadora,
											sino que era una computación paralela gigantesca
											que tendría alguna inteligencia.
											Y llegó a decir
											que no decía que fuera un ser vivo,
											o un nuevo tipo de vida;
											era sólo otra versión de la misma cosa sucediendo.
											Y realmente no hay diferencia entre lo que hacía en su computadora
											y lo que la naturaleza hizo hace miles de millones de años.
											¿Podrías hacerlo de nuevo ahora?
											Entonces, cuando fui a los archivos buscando esto,
											el archivista vino un día, diciendo,
											""Creo que encontré otra caja que fue descartada.""
											Y era su universo en tarjetas perforadas.
											Y allí está, 50 años más tarde. Como en animación suspendida.
											Esas son las instrucciones para ejecutarlo —
											este es el código fuente
											para uno de esos universos,
											con una nota de los ingenieros
											diciendo que tenían algunos problemas.
											""Debe haber algo en este código que no has explicado aún.""
											Y creo que esa es la verdad. Aún no entendemos
											cómo estas instrucciones simples pueden llevar a una complejidad en aumento.
											¿Cuál es la línea que divide
											cuándo es similar a la vida y cuándo está realmente vivo?
											Estas tarjetas, gracias a que aparecí, serán salvadas.
											Y la pregunta es, ¿debemos ejecutarlas o no?
											¿Podemos ejecutarlas?
											¿Quisieran dejarlas libres en la Internet?
											Estas máquinas podrían pensar —
											estos organismos, si volvieran a la vida ahora,
											que murieron y fueron al cielo, hay un universo —
											mi laptop es 10 mil millones de veces
											el tamaño del universo en el que vivieron cuando Barricelli dejó el proyecto.
											Estab pensando muy hacia adelante, en
											cómo esto realmente crecería en una nueva forma de vida.
											¡Y eso está sucediendo!
											Cuando Juan Enriquez nos contó de
											estos 12 billones de bits transferidos ida y vuelta,
											de estos datos genomicos en los estudios de proteínas,
											eso es lo que Barricelli imaginó:
											que este código digital en estas máquinas
											está comenzando a escribir código —
											ya está escribiendo a partir de ácidos nucleicos.
											Lo hemos estado haciendo desde que comenzamos PCR
											y sintetizamos pequeñas cadenas de ADN.
											Y muy pronto estaremos sintetizando las proteínas,
											y como Steve nos demostró, eso abre un mundo completamente nuevo.
											Es un mundo que von Neumann mismo previó.
											Esto fue publicado después de su muerte: sus notas inconclusas
											sobre máquinas auto-replicantes.
											Qué se necesita para hacer que las máquinas
											comiencen a reproducirse.
											Se necesitaron tres personas:
											Barricelli tenía el concepto del código como algo viviente.
											Von Neumann vio cómo construír las máquinas.
											Que ahora, a última cuenta, cuatro millones
											de estas máquinas de Von Neumann son construídas cada 24 horas.
											Y Julian Bigelow, quien murió hace 10 días —
											este es el obituario de John Markoff para él —
											Él era el importante eslabón perdido,
											el ingeniero que llegó
											y sabía cómo poner juntos esos tubos de vacío y hacerlos trabajar.
											Y todas nuestras computadoras tienen dentro
											las copias de la arquitectura que él tuvo que diseñar
											un día, como con lápiz y papel.
											Y le debemos un crédito tremendo por eso.
											Y explicó, de manera generosa,
											el espíritu que trajo estas diferentes personas
											al Instituto de Estudios Avanzados en los 40 para este proyecto,
											y lo hizo disponible libremente, sin patentes, sin restricciones,
											sin disputas de propiedad intelectual para el resto del mundo.
											Esa el la última entrada en la bitácora
											cuando la máquina fue apagada, Julio de 1958.
											Y era Julian BIgelow quien la estuvo ejecutando hasta medianoche
											cuando la máquina fue oficialmente apagada.
											Y ese es el fin.
											Muchas gracias.
											(Aplausos)
									","
											Geçen yıl size 7 dakikada Orion Projesi'nden bahsetmiştim.
											İnanması güç bir teknolojiydi.
											Teknik olarak çalışabilirdi,
											ama gerçekleşebileceği bir yıllık bürokratik bir süre vardı,
											fakat hayata geçirilemedi. Gerçekleşemeyen bir hayal olarak kaldı.
											Bu yıl size dijital hesaplamanın doğuşundan bahsedeceğim.
											Harika bir buluştu.
											Ve gerçekleşen bir hikaye,
											dört bir yanımız makinalarla çevrili.
