en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
											Chris Anderson: Christiane,
great to have you here.
											So you've had this amazing viewpoint,
											and perhaps it's fair to say
that in the last few years,
											there have been some alarming
developments that you're seeing.
											What's alarmed you most?
									","
											Chis Anderson: Christiane, 
un gusto tenerte.
											Tienes uno maravilloso punto de vista
											y tal vez sea justo decir que en 
los últimos años,
											ha habido desarrollos alarmantes 
que has observado.
											¿Cuál es el que más te alarma?
									","
											Chris Anderson : Christiane,
ravi de vous recevoir.
											Vous avez un point de vue génial
											et il est juste de dire
que les dernières années,
											vous avez été témoin
de développements alarmants.
											Qu'est-ce qui vous alarme le plus ?
									","
											Chris Anderson: Christiane,
burada olman harika.
											İnanılmaz bir bakış açın var,
											son birkaç yıl içinde, senin de gördüğün
											bazı ürkütücü gelişmeler olduğunu
söylemek herhalde doğru olur.
											Seni en çok ürküten ne oldu?
									",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
","
","
","
",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
											Christiane Amanpour: Well, just listening
to the earlier speakers,
											I can frame it
in what they've been saying:
											climate change, for instance —
cities, the threat to our environment
											and our lives.
											It basically also boils down to
understanding the truth
											and to be able to get to the truth
of what we're talking about
											in order to really be able to solve it.
											So if 99.9 percent
of the science on climate
											is empirical, scientific evidence,
											but it's competing almost equally
with a handful of deniers,
											that is not the truth;
											that is the epitome of fake news.
											And so for me, the last few years —
certainly this last year —
											has crystallized the notion of fake news
in a way that's truly alarming
											and not just some slogan
to be thrown around.
											Because when you can't distinguish
between the truth and fake news,
											you have a very much more
difficult time trying to solve
											some of the great issues that we face.
									","
											Christiane Amanpour: Solo
escuchando a los oradores anteriores
											lo puedo encuadrar en lo que han dicho:
											cambio climático, por ejemplo,
ciudades, la amenaza al medio ambiente
											y a nuestras vidas.
											Básicamente se reduce a 
entender la verdad
											y ser capaz de obtener la verdad
de lo que estamos hablando
											para poder resolverlo.
											Si el 99.9 % de la ciencia sobre el clima
											es empírica basada en evidencia,
											pero compite por igual contra 
una cantidad de negacionistas,
											entonces eso no es la verdad,
											es la epítome de las noticias falsas.
											Así que para mí, en los últimos años,
ciertamente este último año,
											ha cristalizado la noción de las
noticias falsas de forma alarmante.
											Y no se trata solo de un eslogan 
que se lanza por ahí,
											pues cuando no puedes distinguir 
entre la noticia verdadera de la falsa,
											hay dificultades de resolver
											algunos de los grandes problemas
que enfrentamos.
									","
											Christiane Amanpour : En écoutant
les intervenants précédents,
											je peux le formuler
grâce à ce qu'ils ont dit :
											le réchauffement climatique, les villes,
la menace envers notre environnement
											et nos vies.
											Il s'agit de comprendre la vérité
											et d'en venir à la vérité
de ce dont nous parlons
											afin de pouvoir résoudre cela.
											Si 99,8% de la science climatique
											est empirique, basée
sur des preuves scientifiques,
											mais qu'elle est en compétition
											et mise sur un pied d'égalité
avec quelques négationnistes,
											ce n'est pas la vérité
											mais le summum des fake news.
											Pour moi, les dernières années —
certainement l'année dernière —
											ont cristallisé la notion des fake news
d'une façon très alarmante
											et pas seulement comme un slogan
à utiliser un peu partout.
											Car lorsque nous ne pouvons pas
distinguer la vérité des fake news,
											nous avons bien plus
de difficultés à résoudre
											les grands problèmes
auxquels nous faisons face.
									","
											Christiane Amanpour:
Önceki konuşmacıları dinlediğimde,
											söylediklerinden
bunu çerçeveye oturtabilirim:
											iklim değişikliği, örneğin; şehirler,
											çevremize ve yaşamımıza olan tehdit.
											Bu esasında hakikati anlamak ve onu
gerçekten çözebilmek için
											hakkında konuştuğumuz şeyin 
hakikatine ulaşabilmek
											olarak özetlenebilir.
											Şöyle ki, iklim konusunda 
bilimin yüzde 99,9'u
											ampirik bilimsel kanıtlar ise
											ama bu neredeyse eşit bir şekilde 
bir avuç münkir ile rekabet ediyorsa,
											bu, hakikat değildir;
											bu, sahte haberin somut örneğidir.
											Dolayısıyla benim için, son birkaç yıl
- kesinlikle geçen yıl -
											gerçekten ürkütücü bir şekilde,
sahte haber kavramını billurlaştırdı
											ve bu sadece ortaya 
atılacak bir slogan değil.
											Çünkü, gerçek ile sahte haberi 
biribirinden ayırt edemediğinizde,
											karşılaştığımız önemli sorunların
bazılarını çözmeniz
											daha da zorlaşır.
									",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
","
","
","
",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
											CA: Well, you've been involved
in this question of,
											what is balance, what is truth,
what is impartiality,
											for a long time.
											You were on the front lines
reporting the Balkan Wars 25 years ago.
											And back then, you famously said,
											by calling out human right abuses,
											you said, ""Look, there are some situations
one simply cannot be neutral about,
											because when you're neutral,
											you are an accomplice.""
											So, do you feel that today's journalists
aren't heeding that advice
											about balance?
									","
											CA: Has estado involucrada 
en esta cuestión de
											qué es el equilibrio, 
la verdad, la imparcialidad
											durante mucho tiempo.
											Reportaste en primera línea sobre 
la Guerra de los Balcanes hace 25 años.
											Y entonces dijiste excelentemente,
											al hablar sobre los abusos 
a los derechos humanos,
											dijiste,""Existen situaciones 
donde uno no puede ser neutral
											porque al ser neutral,
											te conviertes en cómplice.""
											¿Sientes que los periodistas de hoy 
en día no escuchan ese consejo
											sobre equilibrio?
									","
											CAn : Vous êtes impliquée
dans cette question :
											qu'est-ce que l'équilibre,
la vérité et l'impartialité
											depuis longtemps.
											Vous étiez en première ligne
des guerres des Balkans il y a 25 ans.
											A cette époque,
vous êtes connue pour avoir dit,
											en dénonçant les atteintes
aux droits de l'Homme :
											« Il y a des situations
où l'on ne peut pas être neutre
											car si l'on est neutre,
											on est complice. »
											Pensez-vous que les journalistes actuels
ne tiennent pas compte de ce conseil
											à propos d'équilibre ?
									","
											CH: Sen denge nedir, hakikat nedir,
											tarafsızlık nedir, sorularında
											uzun süre yer aldın.
											Cephe hattındaydın, Balkan Savaşlarını 
aktarıyordun, tahminimce 25 yıl önce.
											Ve o zamanlar insan hakları
ihlallerini dile getirerek,
											meşhur olan şu sözleri sarf ettin:
											""Bakın, burada birisinin kolayca
tarafsız olamayacağı bazı durumlar var
											çünkü tarafsız olduğunuzda,
											suç ortağısınız."" dedin.
											Dolayısıyla, bugünün gazetecilerinin, 
denge konusundaki o tavsiyeye
											aldırmadıkları görüşünde misin?
									",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
","
","
","
",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
											CA: Well, look, I think for journalists,
objectivity is the golden rule.
											But I think sometimes we don't understand
what objectivity means.
											And I actually learned this very,
very young in my career,
											which was during the Balkan Wars.
											I was young then.
											It was about 25 years ago.
											And what we faced was the wholesale
violation, not just of human rights,
											but all the way to ethnic
cleansing and genocide,
											and that has been adjudicated
in the highest war crimes court
											in the world.
											So, we know what we were seeing.
											Trying to tell the world
what we were seeing
											brought us accusations of bias,
											of siding with one side,
											of not seeing the whole side,
											and just, you know,
trying to tell one story.
											I particularly and personally
was accused of siding with,
											for instance, the citizens of Sarajevo —
											""siding with the Muslims,""
											because they were the minority
who were being attacked
											by Christians on the Serb side
											in this area.
											And it worried me.
											It worried me that I was being
accused of this.
											I thought maybe I was wrong,
											maybe I'd forgotten what objectivity was.
									","
											CA: Creo que para los periodistas
la objetividad es la regla de oro.
											Pero pienso que a veces no entendemos 
qué significa la objetividad.
											Y esto lo aprendí desde
muy joven en mi carrera
											durante la Guerra de los Balcanes.
											Era joven en ese momento.
											Fue hace 25 años.
											Y lo que enfrentamos fue el abuso
no solo de los derechos humanos
											sino también de la limpieza étnica 
y genocidio
											y que ha sido sentenciado 
en las cortes de crimines de guerra
											en el mundo.
											Así, sabemos lo que estuvimos viendo.
											Tratando de decirle al mundo 
lo que veíamos
											nos reportó acusaciones de parcialidad,
											de estar con un lado,
											de no ver todos los lados,
											y que solo intentara contar una historia.
											Yo particularmente y personalmente 
fui acusada de aliarme a,
											por ejemplo, los ciudadanos de Sarajevo,
											""aliada con los musulmanes,""
											porque era la minoría que 
estaba siendo atacada
											por los cristianos aliados a los serbios
											en esa región.
											Y me preocupó.
											Me preocupó estar siendo acusada de eso.
											Pensé que tal vez estuviera equivocada,
											tal vez había olvidado 
lo que era la objetividad.
									","
											CAm : Pour les journalistes, à mon avis,
l'objectivité est la règle d'or.
											Mais parfois nous ne comprenons pas
ce que signifie l'objectivité.
											J'ai appris cela très tôt
au cours de ma carrière,
											durant la guerre des Balkans.
											J'étais jeune à l'époque.
											C'était il y a environ 25 ans.
											Nous étions face à une violation en masse
non seulement des droits de l'Homme,
											mais cela allait jusqu'à
l'épuration ethnique et le génocide
											et cela avait été déclaré
											dans les plus hautes cours
de justice du monde.
											Nous savions ce que nous observions.
											Essayer de raconter au monde
ce que nous observions
											a mené à des accusations de partialité,
											de parti pris,
											de ne pas voir entièrement la situation
											et d'essayer de raconter
une seule histoire.
											En particulier, j'ai personnellement
été accusée de prendre le parti,
											par exemple, des citoyens de Sarajevo —
											« prendre le parti des musulmans »
											car c'était la minorité qui était attaquée
											par les chrétiens du côté serbe
											dans cette zone.
											Cela m'inquiétait.
											Cela m'inquiétait d'être accusée ainsi.
											J'ai pensé avoir tort,
											avoir peut-être oublié
ce qu'était l'objectivité.
									","
											CA: Gazeteciler için,
tarafsızlık altın kuraldır.
											Ama bazen tarafsızlığın 
ne anlama geldiğini anlamıyoruz.
											Doğrusu bunu kariyerimin
çok, çok erken zamanlarında,
											Balkan Savaşları sırasında öğrendim.
											O zamanlar gençtim.
											25 yıl kadar önceydi.
											O zaman karşılaştığımız sadece
insan hakları ihlalleri değildi,
											etnik temizlik ve soykırıma varan
büyük çaplı ihlallerdi
											ve dünyanın en üst
savaş suçları mahkemesinde
											karara bağlandı.
											Yani, ne gördüğümüzü biliyoruz.
											Ne gördüğümüzü dünyaya anlatmaya çalışmak,
											bize, önyargı,
											taraflardan birinin yanında yer alma,
											tüm tarafları görmeme ve bildiğin gibi,
											sadece tek bir hikaye anlatma 
suçlamalarını getirdi.
											Ben, özellikle ve şahsen, örneğin, 

											Saraybosnalıların tarafını tutmakla,
											""Müslümanların tarafını tutmakla""
suçlandım,
											çünkü onlar Sırp tarafındaki 
Hristiyanlar tarafından
											saldırılan azınlık idi,
											bu bölgede.
											Ve bu beni endişelendirdi.
											Bununla suçlanıyor 
olmak beni endişelendirdi.
											Belki hatalıyım, belki tarafsızlığın
											ne olduğunu 
unuttum diye düşündüm.
									",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
","
","
","
",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
"
											But then I started to understand
that what people wanted
											was actually not to do anything —
											not to step in,
											not to change the situation,
											not to find a solution.
											And so, their fake news at that time,
											their lie at that time —
											including our government's,
our democratically elected government's,
											with values and principles
of human rights —
											their lie was to say
that all sides are equally guilty,
											that this has been centuries
of ethnic hatred,
											whereas we knew that wasn't true,
											that one side had decided to kill,
slaughter and ethnically cleanse
											another side.
											So that is where, for me,
											I understood that objectivity means
giving all sides an equal hearing
											and talking to all sides,
											but not treating all sides equally,
											not creating a forced moral equivalence
or a factual equivalence.
											And when you come up against
that crisis point
											in situations of grave violations
of international and humanitarian law,
											if you don't understand
what you're seeing,
											if you don't understand the truth
											and if you get trapped
in the fake news paradigm,
											then you are an accomplice.
											And I refuse to be
an accomplice to genocide.
									","
											Pero entonces empecé a entender 
lo que la gente quería
											era no hacer nada,
											no intrometerse,
											no cambiar la situación,
											no encontrar la solución.
											Y así, sus noticias falsas en ese momento,
											su mentira en ese momento,
											incluyendo la de nuestros gobiernos,
elegidos democráticamente,
											con valores y principios 
basados en derechos humanos,
											su mentira fue decir que todos
los lados eran igual de culpables
											que esto venía de siglos de odio étnico
											y sabíamos que no era verdad,
											que un lado había decidido
matar y limpiar étnicamente
											al otro.
											Así es que para mí,
											comprendí que la objetividad significa
darle a todos los lados una voz
											y hablar con ambos lados,
											pero no tratar 
a todos los lados por igual,
											no crear una equivalencia moral forzada
o una equivalencia fáctica.
											Y cuando te encuentras 
ante ese punto crítico
											en situaciones de violaciones graves a 
leyes humanitarias e internacionales,
											si no entiendes lo que estás viendo,
											si no entiendes la verdad
											y te quedas atrapado en 
el paradigma de las noticias falsas,
											entonces eres cómplice.
											Y rechacé ser cómplice del genocidio.
									","
											Mais ensuite j'ai compris
que ce que voulaient les gens,
											c'était de ne rien faire —
											ne pas intervenir,
											ne pas changer la situation,
											ne pas trouver de solution.
											Leur fake news de l'époque,
											leur mensonge de l'époque —
											y compris pour notre gouvernement,
notre gouvernement élu démocratiquement,
											ayant les valeurs de droits de l'Homme —
											leur mensonge était de dire que
tous les partis étaient autant coupables,
											que la haine ethnique
durait depuis des siècles,
											même si nous savions que c'était faux,
											qu'un parti avait décidé de tuer,
de massacrer et de purifier ethniquement
											un autre parti.
											C'est là que j'ai compris
											que l'objectivité, c'était d'écouter
équitablement tous les partis
											et de parler à tous les partis
											mais pas de traiter tous les partis
de la même manière,
											pas de créer une équivalence morale forcée
ou une équivalence factuelle.
											Quand vous êtes dans une telle
situation de crise,
											qu'il y a de graves violations
des lois internationales et humanitaires,
											si vous ne comprenez pas
ce que vous observez,
											si vous ne comprenez pas la vérité
											et que vous êtes coincé
dans le paradigme des fake news,
											vous êtes complice.
											Et je refuse d'être complice
d'un génocide.
									","
											Ama sonra insanların aslında
hiçbir şey yapmamayı
											istediklerini anlamaya başladım —
											müdahale etmemeyi,
											durumu değiştirmemeyi,
											çözüm bulmamayı.
											Yani, o zamanın sahte haberi,
											onların o zamanki yalanı —
											demokratik olarak seçilmiş, insan hakları
											değer ve prensipleri olan
hükümetlerimiz de dahil —
											onların yalanı tüm tarafların
eşit suçlu olduğu,
											bunun yüzyıllardır süren bir 
etnik nefret olduğu,
											doğru olmadığını bilmemize rağmen,
											bir tarafın diğer tarafı 
öldürmeye, katletmeye
											ve etnik temizliğe karar verdiği idi.
											Bu noktada, bana göre,
											tarafsızlığın bütün tarafların
sesini eşit miktarda duyurmak
											ve tüm taraflarla konuşmak
anlamına geldiğini,
											ancak tüm taraflara eşit
muamele etmek olmadığını
											zorlama bir ahlaki veya fiili
eşitlik yaratmak olmadığını anladım.
											Ciddi uluslararası ve insancıl hukuk
ihlallerinin olduğu durumlarda,
											bu kriz noktası ile
karşı karşıya geldiğinde,
											eğer ne gördüğünü anlamazsan,
											eğer gerçeği anlamazsan,
											eğer sahte haber paradigmasının
tuzağına düştüysen,
											o zaman sen bir suç ortağısın.
											Ben soykırıma suç ortağı
olmayı reddediyorum.
									",How to seek truth in the era of fake news,Christiane Amanpour,17:58,"algorithm,journalism,communication,government,democracy,global issues,leadership,politics,social media,war"
