tr,fr,de,title,speaker,duration,tags
"
","
","
",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
											BG: Komisyon üyesi,
											TED'e katılımınız için teşekkür ederiz.
									","
											B. Giussani : Commissaire,
merci d'être venu à TED.
									","
											Bruno Giussani: Kommissar, 
vielen Dank für Ihren Besuch.
									",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
","
","
",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
											António G: Zevkle.
									","
											A. Guterres: 
Merci à vous.
									","
											António Guterres: Gerne.
									",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
","
","
",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
											BG: Konuşmamıza bir
											rakamla başlayalım.
											2015 yılı boyunca
											pek çok farklı ülkede
											bir milyona yakın
											mülteci ve göçmen Avrupaya geldi.
											Suriye ve Irak'ın yanında Afganistan
											Bangladeş, Eritre ve
											diğer yerlerden gelenler oldu.
											İki farklı tepki ortaya çıktı:
											iyi karşılayanlar ve
											sınırlarını kapatanlar.
											Bu duruma kısa vadede ve uzun vadede
											biraz bakacak olursak,
											ilk sorum oldukça basit:
											Mülteci hareketliliği son
											6 ayda neden bu kadar ani şekilde arttı?
									","
											BG : Commençons par un chiffre.
											En 2015, presque un million de réfugiés
et de migrants sont arrivés en Europe
											en provenance de nombreux pays,
											bien évidemment, de Syrie et d’Irak,
mais aussi d'Afghanistan,
											du Bangladesh, d'Érythrée
et d'ailleurs.
											Et il y a eu deux
types de réactions :
											des fêtes de bienvenue et
des barrières frontalières.
											Mais je veux examiner ça
											sous l'angle du court terme
et du long terme.
											La première question est très simple :
pourquoi le mouvement de réfugiés
											a-t-il connu une hausse si soudaine 
ces six derniers mois ?
									","
											BG: Zu Beginn eine Zahl:
											2015 kamen fast eine Million Flüchtlinge 
und Migranten nach Europa,
											aus verschiedenen Ländern,
											aus Syrien und dem Irak,
aber auch aus Afghanistan,
											Bangladesch, Eritrea und anderen Ländern.
											Es gab zwei unterschiedliche Reaktionen:
											Empfangskomittees und Grenzzäune.
											Aber ich möchte das Thema
											sowohl kurzfristig 
als auch langfristig betrachten.
											Die erste Frage ist sehr einfach:
											Warum hat die Flüchtlingsbewegung in den 
letzten sechs Monaten so stark zugenommen?
									",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
","
","
",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
											AG: Bu büyük artışı tetikleyen şeyin
											Suriyeli mülteci grup
											olduğunu düşünüyorum.
											Asya ve Afrika'dan
											Avrupa'ya doğru artan bir
											hareketlilik zaten vardı,
											fakat yavaşça artıyordu,
											birden yılın ilk aylarında
											bu devasa
											artışla karşılaştık.
											Peki neden?
											Bunun üç nedeni var:
											iki tane uzun vadede,
											bir de tetikleyen neden.
											Uzun vadedeki nedenler,
											Suriyelilerle ilgili olarak
											insanların artık umutlarının kalmaması.
											Ülkelerine bakıyorlar ve
											eve dönmek için pek de bir
											umut görmüyorlar.
											çünkü ortada hiçbir siyası çözüm yok,
											bu yüzden tünelin sonunda
											bir ışık göremiyorlar.
											İkinci olarak, Suriyelilerin
											komşu ülkelerdeki
											yaşam koşulları çok kötü.
											Dünya Bankası'yla bir araştırma yürüttük.
											Ürdün'de yaşayan Suriyelilerin yüzde 87'si
											Lübnan'dakilerin yüzde 93'ü
											milli fakirlik sınırının altında yaşıyor.
											Çocukların sadece yarısı okula gidiyor,
											yani insanlar
											çok kötü koşullarda yaşıyorlar.
											Onlar sadece evlerinden
											çıkarılmış mülteciler değil,
											sadece bunun acısını
											çekmediler,
											aynı zamanda çok zor
											koşullarda yaşıyorlar.
									","
											AG : Eh bien, je pense qu'à l'origine
de cette augmentation massive,
											il y a le groupe de réfugiés syriens.
											Il y a eu en Europe une intensification
du mouvement de réfugiés
											venus d'Afrique et d'Asie,
											qui augmentait lentement,
											mais tout d'un coup
il y a eu une augmentation énorme
											dans les premiers mois de l'année.
											Pourquoi ? Pour trois raisons,
											deux à long terme et un déclencheur.
											Les raisons à long terme,
concernant les Syriens,
											sont qu'il y a de moins en moins
d'espoir pour ces personnes.
											Ils regardent leur propre pays,
											et ne voient pas beaucoup d'espoir
de rentrer chez eux,
											parce qu'il n'y a pas 
de solution politique
											et donc pas de lumière au bout du tunnel.
											La seconde, les conditions de vie
											des Syriens dans les pays frontaliers
se sont détériorées.
											On vient de faire des recherches
avec la Banque mondiale
											et 87 % des Syriens en Jordanie
											et 93 % des Syriens au Liban
											vivent en dessous des seuils 
de pauvreté nationaux.
											Seulement la moitié des enfants
vont à l'école,
											ce qui signifie que les gens
vivent très mal.
											Non seulement ils sont réfugiés,
hors de chez eux,
											non seulement
ils ont énormément souffert,
											mais ils vivent dans
des conditions vraiment très difficiles.
									","
											AG: Ich denke, was diesen Zuwachs 
im Grunde ausgelöst hat,
											war die Gruppe syrischer Flüchtlinge.
											Der steigende Zustrom 
von Afrika und Asien nach Europa
											wuchs bereits langsam und plötzlich 
sahen wir diesen massiven Zuwachs
											während der ersten Monate dieses Jahres.
											Warum? Ich glaube aus drei Gründen,
											zwei langfristigen und einem Auslöser.
											Einer der langfristigen, 
mit Blick auf die Syrer ist,
											dass es für die Menschen 
immer weniger Hoffnung gibt.
											Ich meine, sie schauen auf ihr Land
											und sehen kaum mehr Hoffnung 
auf eine Heimkehr,
											da es keine politische Lösung gibt.
											Da ist kein Licht am Ende des Tunnels.
											Auch die Lebensbedingungen
der Syrer in den Nachbarländern
											haben sich zunehmend verschlechtert.
											Eine kürzlich durchgeführte
Umfrage der Weltbank zeigte,
											dass 87 % der Syrer in Jordanien
											und 93 % der Syrer im Libanon
											unterhalb der landesweiten 
Armutsgrenzen leben.
											Nur die Hälfte aller Kinder 
gehen zur Schule,
											was bedeutet, dass die Menschen 
schlecht leben.
											Sie sind nicht nur Flüchtlinge,
											sie haben nicht nur 
ihr ganz eigenes Leid erfahren,
											sondern leben auch in 
sehr dramatischen Umständen.
									",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
","
","
",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
											Birden tetikleyen
											unsur ortaya çıktı,
											uluslararası yardım
											azaldı.
											Dünya Gıda Programı
											kaynak eskiliğinden
											Suriyeli mültecilere yapılan
											gıda yardımının yüzde 30'unu
											kesmek zorunda kaldı.
											Çalışmalarına izin verilmiyordu,
											bu yüzden tamamen uluslararası desteğe muhtaçtılar.
											""Dünya bizi yüz üstü bıraktı"" diye düşündüler.
											Bu da onları tetikleyen şey oldu.
											Aniden bir akın başladı.
											İnsanlar büyük sayılar halinde hareket etmeye başladı.
											tamamen dürüst olmak gerekirse
											eğer ben aynı durumda olsaydım
											bunu yapacak cesareti kendimde bulsaydım,
											Sanırım ben de aynısını yapardım
									","
											Le déclencheur,
c'est que tout à coup,
											l'aide internationale a diminué.
											Le Programme alimentaire mondial
											a été forcé, par manque de ressources
											de diminuer de 30 %
l'aide alimentaire aux réfugiés syriens.
											Ils ne sont pas autorisés à travailler,
											donc ils dépendent totalement
de l'aide internationale
											et ils se disent :
« le monde nous abandonne ».
											Et selon moi, c'est l'élément déclencheur.
											Tout à coup,
il y a eu une ruée,
											les gens ont commencé 
à se déplacer en masse,
											et pour être absolument honnête,
											si j'avais été dans la même situation
											et j'avais eu assez de courage
pour le faire,
											je pense que j'aurais fait
la même chose.
									","
											Und dann kam der Auslöser:
											als plötzlich
die internationale Hilfe abnahm.
											Das Welternährungsprogramm
musste wegen fehlender Mittel
											die Nahrungsmittelhilfe für syrische 
Flüchtlinge um 30 % kürzen.
											Sie dürfen nicht arbeiten,
											und sind somit von 
internationaler Unterstützung abhängig,
											und sie fühlten sich im Stich gelassen.
											Und das war, glaube ich, der Auslöser.
											Plötzlich gab es einen Ansturm,
											und viele Menschen zogen los,
											und, um ehrlich zu sein,
											wäre ich in ihrer Situation gewesen,
											und mutig genug, es zu tun,
											hätte ich es wohl auch getan.
									",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
","
","
",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
											BG: Bence çoğu insanı şaşırtan bunun sadece aniden olması değil,
											aniden olmasının beklenmiyor da olması.
											Suriye'de beş yıldır savaş var.
											Milyonlarca mülteci Suriye civarındaki şehirlerde, köylerde ya da kamplarda.
											Siz bizzat bu durum hakkında ve örneğin
											Libya'nın çöküşünün sonuçları hakkında uyarmıştınız,
											yine de Avrupa tamamen hazırlıksız gözüküyordu.
									","
											BG : Mais ce qui a surpris
beaucoup de gens,
											ce n'est pas seulement
le caractère soudain,
											car ça ne devait pas être soudain.
											La guerre en Syrie
durait depuis cinq ans.
											Des millions de réfugiés
sont dans des camps
											et des villages autour de la Syrie.
											Vous avez vous-même
alerté sur cette situation,
											et les conséquences d'un
renversement de la Libye, par exemple,
											et pourtant l'Europe a semblée
totalement prise au dépourvu.
									","
											BG: Viele überraschte jedoch, 
dass es nicht nur plötzlich geschah,
											sondern dass es nicht
plötzlich geschehen sollte.
											Der Krieg in Syrien dauert 
bereits fünf Jahre.
											Millionen Flüchtlinge sind in 
Camps und Dörfern um Syrien.
											Sie selbst haben 
vor der Situation gewarnt,
											und vor den Folgen eines 
Zusammenbruchs Lybiens, zum Beispiel,
											und dennoch schien Europa 
komplett unvorbereitet.
									",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
"
","
","
",Refugees have the right to be protected,António Guterres,19:54,"Europe,future,government,global issues,immigration,humanity,interview,policy,society,social change,terrorism"
