en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
											Have you ever wondered
what animals think and feel?
											Let's start with a question:
											Does my dog really love me,
or does she just want a treat?
											Well, it's easy to see
that our dog really loves us,
											easy to see, right,
											what's going on in that fuzzy little head.
											What is going on?
											Something's going on.
									","
											Já se perguntaram
o que os animais pensam e sentem?
											Comecemos com uma pergunta:
											O meu cão gosta mesmo de mim
ou só quer um biscoito?
											É fácil de ver
que o nosso cão gosta mesmo de nós,
											é fácil de ver, não é?
											O que se passa
naquela cabecinha felpuda.
											O que se passa?
											Alguma coisa se passa.
									","
											Hayvanların ne düşündüklerini ve 
hissettiklerini hiç merak ettiniz mi?
											Bir soru ile başlayalım:
											Köpeğim gerçekten beni seviyor mu, 
yoksa sadece bir ödül maması mı istiyor?
											Köpeğimizin gerçekten bizi 
sevdiğini görmek kolay,
											o tüylü küçük kafasında neler olduğunu
											görmek kolay, değil mi?
											Neler oluyor?
											Bir şeyler oluyor.
									","
											Vous êtes-vous jamais demandé
ce que ressentent et pensent les animaux ?
											Commençons avec une question :
											ma chienne m'aime-t-elle vraiment
ou veut-elle juste une friandise ?
											Il est aisé de voir que notre chien
nous aime vraiment,
											très aisé de voir, n'est-ce pas,
											ce qui se passe
dans cette petite tête poilue.
											Que se passe-t-il ?
											Quelque chose se passe.
									",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
","
","
","
",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
											But why is the question always
do they love us?
											Why is it always about us?
											Why are we such narcissists?
											I found a different question
to ask animals.
											Who are you?
									","
											Mas porque perguntamos sempre
se eles nos amam?
											Porque só nos preocupamos connosco?
											Porque somos tão narcisistas?
											Eu descobri uma pergunta diferente
para fazer aos animais.
											Quem são vocês?
									","
											Peki neden soru hep 
onların bizi sevip sevmediği.
											Neden hep bizimle ilgili?
											Niye böyle narsistiz?
											Hayvanlara soracak 
başka bir soru buldum.
											Siz kimsiniz?
									","
											Mais pourquoi la question 
est-elle toujours : nous aime-t-il ?
											Pourquoi toujours nous ?
											Pourquoi sommes-nous
aussi narcissiques ?
											J'ai trouvé une question différente
à poser aux animaux.
											Qui es-tu ?
									",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
","
","
","
",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
											There are capacities of the human mind
											that we tend to think are capacities
only of the human mind.
											But is that true?
											What are other beings
doing with those brains?
											What are they thinking and feeling?
											Is there a way to know?
											I think there is a way in.
											I think there are several ways in.
											We can look at evolution,
we can look at their brains
											and we can watch what they do.
									","
											A mente humana tem capacidades
											que cremos serem apenas dos seres humanos.
											Mas será verdade?
											O que fazem os outros seres
com os seus cérebros?
											Em que pensam e o que sentem?
											Há maneira de saber?
											Eu acho que há.
Acho que há muitas maneiras.
											Podemos olhar para a evolução,
podemos olhar para o cérebro deles
											e podemos observar o seu comportamento.
									","
											İnsan zihninin, sadece insan zihninin
											yeteneği olduğunu 
düşündüğümüz yetenekler var.
											Ama bu doğru mu?
											Diğer canlılar o beyinleriyle 
ne yapıyorlar?
											Ne düşünüyorlar ve hissediyorlar?
											Bilmenin bir yolu var mı?
											Bence bir yolu var.
											Bence birkaç yolu var.
											Evrime bakabiliriz, 
beyinlerine bakabiliriz
											ve neler yaptıklarını izleyebiliriz.
									","
											Nous avons tendance à penser
que certaines aptitudes de l'esprit humain
											sont des aptitudes propres
à l'esprit humain.
											Mais est-ce vrai ?
											Que font les autres êtres 
avec ces cerveaux ?
											Que pensent-ils
et que ressentent-ils ?
											Y a-t-il un moyen de le savoir ?
											Je pense que oui.
											Je pense qu'il y en a plusieurs.
											On peut analyser l'évolution,
on peut analyser leur cerveau
											et on peut regarder ce qu'ils font.
									",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
","
","
","
",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
											The first thing to remember is:
our brain is inherited.
											The first neurons came from jellyfish.
											Jellyfish gave rise
to the first chordates.
											The first chordates gave rise
to the first vertebrates.
											The vertebrates came out of the sea,
											and here we are.
											But it's still true that a neuron,
a nerve cell, looks the same
											in a crayfish, a bird or you.
											What does that say
about the minds of crayfish?
											Can we tell anything about that?
											Well, it turns out that
if you give a crayfish
											a lot of little tiny electric shocks
											every time it tries
to come out of its burrow,
											it will develop anxiety.
											If you give the crayfish the same drug
											used to treat anxiety disorder in humans,
											it relaxes and comes out and explores.
											How do we show how much
we care about crayfish anxiety?
											Mostly, we boil them.
									","
											A primeira coisa a ter em conta é:
o cérebro é hereditário.
											Os primeiros neurónios
vieram das alforrecas.
											As alforrecas deram origem
aos primeiros cordados.
											Os primeiros cordados
deram origem aos primeiros vertebrados.
											Os vertebrados vieram do mar
e aqui estamos nós.
											Mas é verdade que um neurónio,
uma célula nervosa,
											é semelhante num lagostim,
num pássaro ou em nós.
											O que diz isso
sobre o cérebro do lagostim?
											Podemos dizer alguma coisa
a esse respeito?
											Ao que parece,
se dermos a um lagostim
											pequenos choques elétricos
sempre que ele tenta sair da toca,
											o lagostim desenvolve
sintomas de ansiedade.
											Se dermos ao lagostim
o mesmo medicamento
											usado para tratar
o transtorno de ansiedade em humanos,
											ele relaxa, sai da toca e explora.
											Como nos mostramos preocupados
com a ansiedade do lagostim?
									","
											Aklımızda tutmamız gereken ilk şey: 
Bizim beynimiz kalıtımsal.
											İlk nöronlar denizanalarından gelmiş.
											Denizanaları ilk kordatları 
meydana getirmiş.
											İlk kordatlar ilk omurgalıları 
meydana getirmiş.
											Omurgalılar denizden gelmişler
											ve işte biz buradayız.
											Ancak bir nöronun, bir sinir hücresinin 
bir kerevitte, bir kuşta ve sizde
											hâlâ aynı göründüğü doğru.
											Bu kerevitin zihniyle ilgili 
ne anlama geliyor?
											Bununla ilgili bir şey 
söyleyebilir miyiz?
											Eğer bir kerevite bir sürü küçük
											elektroşok verirseniz,
											yuvasından her dışarı çıkmak istediğinde,
											endişesinin arttığı ortaya çıkmıştır.
											Eğer kerevite insanlardaki 
kaygı bozukluğunu
											tedavi eden ilaçların aynısı verilirse,
											rahatlayıp dışarı çıkıyor 
ve etrafı keşfediyor.
											Kerevitin kaygılarını ne kadar
umursadığımızı nasıl gösterebiliriz?
											Çoğunlukla onları haşlıyoruz.
									","
											La première chose à se rappeler est :
nous avons hérité notre cerveau.
											Les premiers neurones
viennent des méduses.
											Les méduses sont à l'origine
des premiers cordés.
											Les premiers cordés ont donné
naissance aux premiers vertébrés.
											Les vertébrés sont sortis de la mer,
											et nous voici.
											Mais il est toujours vrai
qu'un neurone, une cellule nerveuse,
											est identique chez une écrevisse,
un oiseau ou chez vous.
											Qu'est-ce que cela nous dit
de l'esprit d'une écrevisse ?
											Peut-on en dire quelque chose ?
											Il s'avère que si vous donnez
à une écrevisse
											beaucoup de petits chocs électriques
											dès qu'elle tente
de sortir de son terrier,
											elle développera de l'anxiété.
											Si vous donnez à l'écrevisse
le même médicament
											utilisé pour traiter
l'anxiété chez l'homme,
											elle se détend,
sort et part explorer.
											Comment montre-t-on notre intérêt
pour l'anxiété des écrevisses ?
											En les faisant bouillir.
									",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
","
","
","
",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
"
											(Laughter)
									","
											A maior parte das vezes,
cozemo-lo.
									","
											(Gülüşmeler)
									","
											(Rires)
									",What are animals thinking and feeling?,Carl Safina,19:26,"animals,brain,biology,consciousness,cognitive science,mind,evolution,life,mission blue,science,oceans,empathy,neuroscience,mental health,birds,monkeys,fish,conservation,environment,biodiversity,love,marine biology"
