en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
											I think it was in my second grade that I was caught
											drawing the bust of a nude by Michelangelo.
											I was sent straight away to my school principal,
											and my school principal, a sweet nun,
											looked at my book with disgust,
											flipped through the pages, saw all the nudes —
											you know, I'd been seeing my mother draw nudes and I'd copy her —
											and the nun slapped me on my face and said,
											""Sweet Jesus, this kid has already begun.""
									","
											Creo que fue en segundo grado que me pescaron
											dibujando el busto de un desnudo de Miguel Ángel.
											Me mandaron directamente a ver a la directora
											y ella, una dulce monja,
											miró mi cuaderno con disgusto
											hojeó las páginas, vio los desnudos...
											ya saben, había estado viendo a mi madre dibujar desnudos y la imitaba...
											y la hermana me dio una bofetada diciendo:
											""Santo Jesús, este niño ya ha comenzado"".
									","
											Sanıyorum yakalandığımda ikinci sınıftaydım
											Michelangelo'nun çıplaklarından birisinin göğüslerini çiziyordum.
											Derhal okul müdürünün odasına yollandım,
											Ve sevimli bir rahibe olan müdürüm,
											kitabıma iğrenerek baktı,
											sayfalar arasında gezindi, çıplakların tümünü gördü—
											Bilirsiniz, annem çıplak kadınlar çizerdi, bende onu kopyalıyordum—
											rahibe yüzüme bir tokat attı ve şöyle dedi;
											""Kutsal İsa, bu çocuk çoktan başlamış.""
									","
											Je crois que je me suis fait attraper pour la première fois en CE1
											en train de dessiner le buste d'un nu de Michelange.
											On m'a envoyé illico devant la principale de l'école
											et la principale de l'école, une gentille soeur,
											a regardé mon cahier avec dégoût,
											a parcouru les pages, a vu tous les nus —
											vous savez, je voyais déjà ma mère dessiner des nus et je la copiais —
											et la nonne m'as giflé et a dit,
											""Doux Jésus, cet enfant a déjà commencé.""
									","
											Ich glaube, es war in der zweiten Klasse, da wurde ich dabei erwischt
											wie ich eine Aktbüste von Michelangelo zeichnete.
											Ich wurde direkt zu meiner Schuldirektorin geschickt,
											und meine Schuldirektorin, eine liebe Nonne,
											schaute auf mein Buch, mit Abscheu,
											blätterte durch die Seiten, sah all die Akte -
											ich hatte gesehen wie meine Mutter Akte zeichnete und machte es ihr nach -
											und die Nonne schlug mir ins Gesicht und sagte,
											""Lieber Jesus, dieses Kind hat jetzt schon angefangen.""
									",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
","
","
","
","
",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
											I had no clue what she was talking about,
											but it was convincing enough for me never to draw again
											until the ninth grade.
											Thanks to a really boring lecture,
											I started caricaturing my teachers in school.
											And, you know, I got a lot of popularity.
											I don't play sports. I'm really bad at sports.
											I don't have the fanciest gadgets at home.
											I'm not on top of the class.
											So for me, cartooning gave me a sense of identity.
											I got popular, but I was scared I'd get caught again.
											So what I did was I quickly put together
											a collage of all the teachers I had drawn,
											glorified my school principal, put him right on top,
											and gifted it to him.
											He had a good laugh at the other teachers
											and put it up on the notice board.
											(Laughter)
											This is a part of that.
											And I became a school hero.
											All my seniors knew me. I felt really special.
									","
											Yo no tenía idea de qué estaba hablando
											pero fue tan convincente que no volví a dibujar otra vez
											hasta noveno grado
											gracias a una charla realmente aburrida.
											Empecé a caricaturizar a mis profesores.
											Y, ya saben, me hice muy popular.
											No hago deportes. Soy muy malo haciendo deportes.
											No tengo los aparatos de moda en casa.
											No soy el mejor de la clase.
											Por eso las caricaturas me dieron un sentido de identidad.
											Me volví popular pero temía que me atraparan de nuevo.
											Así que lo que hice fue rápidamente juntar todo
											en un collage de todos los profesores que había dibujado
											glorificando al director, poniéndolo bien en la cima
											y se lo regalé.
											Se rió mucho de los otros profesores
											y lo puso arriba en la cartelera.
											(Risas)
											Esto es parte del collage.
											Me volví un héroe escolar.
											Los más grandes me conocían. Me sentía muy especial.
									","
											Ne konuştuğuna dair bir fikrim yoktu,
											ama bir daha asla çizmemem konusunda yeteri kadar ikna etti,
											dokuzuncu sınıftaki
											o çok sıkıcı derse şükürler olsun.
											Öğretmenlerimi karikatürize etmeye başladım.
											Ve, bilirsiniz, bayağı popüler oldum.
											Spor yapmam. Sporda berbatım.
											Evde öyle imrenilecek çok zımbırtım da yoktu.
											Sınıfta en başarılılar arasında değilim.
											Yani çizgi resimler bana bir kişilik kazandırdı.
											Popüleritem arttı ama yakalanmaktan korkuyordum.
											Bende tüm çizdiğim öğretmenlerimden bir kolaj
											hazırladım, okul müdürümü biraz kaliteli
											hale getirdim, en üste onu yerleştirdim
											ve bunu ona hediye ettim.
											Diğer öğretmenlere çok güldü
											ve ilan panosuna astı.
											kahkahalar
											Bu onun bir parçası.
											Bende okulun kahramanı oldum.
											Tüm üst sınıflar beni tanıdı. çok özel hissettim.
									","
											Je n'avais aucune idée de ce à quoi elle faisait allusion,
											mais c'était assez convaincant pour moi pour ne plus jamais dessiner
											jusqu'en 3ème,
											grâce à un cours vraiment ennuyeux.
											J'ai commencé à faire des caricatures de mes enseignants à l'école.
											Et, vous savez, j'ai gagné beaucoup de popularité.
											Je ne fais pas de sport, je suis très mauvais en sport.
											Je n'ai pas les derniers gadgets à la maison.
											Je ne suis pas le premier de la classe.
											Donc pour moi, la caricature m'a offert une certaine identité.
											Je suis devenu populaire, mais j'avais peur de me faire attraper une seconde fois.
											Donc ce que j'ai fait c'est assembler
											un collage de tous les profs que j'avais dessinés,
											glorifié le principal, je l'ai mis tout en haut,
											et lui ai offert le tout.
											Il a bien ri avec les autres enseignants
											et l'a mis sur le panneau d'affichage.
											(Rires)
											C'est une partie de ça.
											Et je suis devenu le héros de l'école.
											Tous les grands me connaissaient. Je me suis senti spécial.
									","
											Ich hatte keine Ahnung wovon sie sprach,
											aber es war überzeugend genug für mich, nicht mehr zu zeichnen
											bis zur neunten Klasse.
											Dank einer wirklich langweiligen Schulstunde,
											begann ich meine Lehrer in der Schule zu karikieren.
											Und, wissen Sie, es brachte mir einiges an Beliebtheit ein.
											Ich mache keinen Sport. Ich bin wirklich schlecht im Sport.
											Ich habe nicht die neuesten Geräte zu Hause.
											Ich bin nicht der Klassenbeste.
											Daher gab Karikieren mir ein Gefühl von Identität.
											Ich war beliebt, aber ich hatte Angst wieder erwischt zu werden.
											Also stellte ich schnell
											eine Collage all der Lehrer, die ich gezeichnet hatte, zusammen
											verherrlichte meinen Schuldirektor, setzte ihn genau darüber,
											und schenkte es ihm.
											Er amüsierte sich wunderbar über die anderen Lehrer
											und hängte es ans Schwarze Brett.
											(Lachen)
											Das ist ein Teil davon.
											Und ich wurde zum Schulhelden.
											Alle Schüler über mir kannten mich. Ich fühlte mich sehr besonders.
									",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
","
","
","
","
",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
											I have to tell you a little bit about my family.
											That's my mother. I love her to bits.
											She's the one who taught me how to draw and, more importantly, how to love.
											She's a bit of a hippie.
											She said, ""Don't say that,"" but I'm saying it anyway.
											The rest of my family are boring academics,
											busy collecting Ivy League decals for our classic Ambassador car.
											My father's a little different.
											My father believed in a holistic approach to living,
											and, you know, every time he taught us,
											he'd say, ""I hate these books,
											because these books are hijacked by Industrial Revolution.""
									","
											Tengo que contarles un poco sobre mi familia.
											Esa es mi madre. La amo a morir.
											Ella es quien me enseñó a dibujar y, más importante, a amar.
											Ella es un poco hippie.
											Ella me dijo que no lo diga, pero lo digo de todos modos.
											El resto de mi familia son académicos aburridos
											ocupados en juntar calcomanías de universidades para nuestro viejo Ambassador.
											Mi padre es un poco diferente.
											Mi padre creía en un enfoque holístico de la vida
											y, ya saben, cada vez que nos enseñaba
											decía: ""Odio estos libros...
											...porque fueron influenciados por la Revolución Industrial"".
									","
											Size biraz ailemden bahsetmeliyim.
											Bu annem. Onun herşeyini seviyorum.
											Çizmeyi bana öğreten odur, ama asıl önemlisi bana sevmeyi öğretti.
											Biraz hippidir.
											Bana ""Sakın söyleme"" dedi ama yine de söylüyorum.
											Ailemin geri kalanı sıkıcı akademisyenlerdir.
											Klasik büyükelçilik arabamıza sarmaşık lig çıkartması toplamakla meşguller.
											Babam biraz farklıdır.
											Yaşama holistik bakış açısıyla yaklaşır,
											ve bilirsiniz, bize ne zaman ders verecek olsa,
											""Bu kitaplardan nefret ediyorum,
											hepsi endüstri devrimi tarafından gaspedilmiş.."" der.
									","
											Il faut que je vous raconte quelques petites choses sur ma famille.
											Voilà ma mère. Je l'aime de tout mon coeur.
											C'est elle qui m'a appris à dessiner et, par dessus tout, comment aimer.
											C'est un peu une hippie.
											Elle m'as dit ""ne dis pas ça"" mais je le dis quand même.
											Le reste de ma famille sont des académiques ennuyeux,
											occupés à collectionner des décalcomanies de la Ivy Leage pour notre voiture, une ""Ambassador""
											Mon père est un peu différent.
											Mon père croyait en une approche holistique de la vie,
											et, vous savez, à chaque fois qu'il nous faisait la leçon,
											il disait, ""je hais ces livres,
											parce que ces livres sont détournés par la Révolution Industrielle.""
									","
											Ich muss Ihnen ein wenig von meiner Familie erzählen.
											Das ist meine Mutter. Ich liebe sie sehr.
											Sie brachte mir bei wie man zeichnet, und noch wichtiger, wie man liebt.
											Sie hat etwas von einem Hippie.
											Sie hat gesagt: ""Erzähl das nicht."", aber ich erzähle es trotzdem.
											Meine übrige Familie sind langweilige Akademiker, die sich damit beschäftigen,
											Abziehbilder von Eliteunis für unseren Ambassador zu sammeln.
											Mein Vater ist etwas anders.
											Mein Vater glaubt an eine ganzheitliche Herangehensweise an das Leben,
											und jedes Mal wenn er uns etwas beibrachte,
											sagte er: ""Ich hasse diese Bücher,
											denn diese Bücher werden von der Industriellen Revolution für sich beansprucht.""
									",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
","
","
","
","
",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
											While he still held that worldview, I was 16,
											I got the best lawyer in town,
											my older brother Karthik,
											and I sat him down, and I said, ""Pa,
											from today onwards I've decided
											I'm going to be disciplined,
											I'm going to be curious,
											I'm going to learn something new every day,
											I'm going to be very hard working,
											and I'm not going to depend on you
											emotionally or financially.""
											And he was very impressed. He was all tearing up. Ready to hug me.
											And I said, ""Hold that thought.""
											I said, ""Can I quit school then?""
									","
											Él con esa visión del mundo, yo con 16 años,
											llamé al mejor abogado del lugar,
											mi hermano mayor Karthik,
											lo senté y le dije: ""Papi,
											de hoy en adelante he decidido
											que voy a ser disciplinado,
											voy a ser curioso,
											voy a aprender algo nuevo cada día,
											voy a esforzarme mucho
											y no voy a depender de tí
											emocional o financieramente"".
											Y quedó muy impresionado. Estaba hecho pedazos. Listo para abrazarme.
											Y dije: ""Mantén ese pensamiento"".
											Dije: ""¿Puedo dejar la escuela entonces?""
									","
											Babam hala bu dünya görüşündeyken, 16 yaşındaydım,
											kentteki en iyi avukatı yanıma aldım,
											yani büyük kardeşim Kartnik'i,
											babamı karşıma oturttum, ""Baba,"" dedim,
											""Bugünden sonra disiplinli olmaya
											meraklı olmaya,
											hergün yeni birşey öğrenmeye,
											çok ama çok çalışkan olmaya,
											ve duygusal veya ekonomik anlamda
											hiçbir şekilde sana bağımlı
											yaşamamaya karar verdim"" dedim.
											Ve babam çok etkilendi. Gözleri doldu, bana sarılmaya hazırdı.
											Ona ""O düşünceni aklında tut."" dedim.
											Ve ekledim ""O zaman okulu bırakabilir miyim?""
									","
											Alors qu'il tenait cette vue du monde, j'avais 16 ans,
											j'avais le meilleur avocat de la ville,
											mon grand frère Karthik,
											et je l'ai fait asseoir et j'ai dit, ""Pop,
											à partir d'aujourd'hui j'ai décidé
											que j'allais me discipliner,
											que j'allais être curieux,
											que j'allais apprendre quelque chose de nouveau chaque jour,
											que j'allais travailler très dur,
											et que je ne dépendrais pas de toi
											émotionellement ou financièrement.""
											Et il était très impressionné. Et il commençait à pleurer. Prêt à me prendre dans ses bras.
											Et j'ai dit, ""Attends un peu.""
											Je lui ai dit, ""Alors je peux arrêter l'école?""
									","
											Als er dieses Weltbild noch hatte, ich war 16,
											holte ich den besten Anwalt der Stadt,
											meinen älteren Bruder Karthik,
											und ich bat ihn Platz zu nehmen und sagte, ""Pa,
											ich habe beschlossen vom heutigen Tag an
											werde ich diszipliniert sein,
											ich werde neugierig sein,
											ich werde jeden Tag etwas Neues lernen,
											ich werde sehr hart arbeiten,
											und nicht mehr von dir abhängen
											weder emotional noch finanziell.""
											Er war sehr beeindruckt. Seine Augen wurden feucht, er war bereit mich zu umarmen.
											Und ich sagte: ""Merk dir was du sagen wolltest.""
											Ich sagte: ""Darf ich dann die Schule abbrechen?""
									",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
","
","
","
","
",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
"
											But, to cut a long story short,
											I quit school to pursue a career as a cartoonist.
											I must have done about 30,000 caricatures.
											I would do birthday parties, weddings, divorces,
											anything for anyone who wanted to use my services.
											But, most importantly, while I was traveling,
											I taught children cartooning,
											and in exchange, I learned how to be spontaneous.
											And mad and crazy and fun.
											When I started teaching them, I said let me start doing this professionally.
											When I was 18 I started my own school.
											However, an 18 year-old trying to start a school
											is not easy unless you have a big patron
											or a big supporter.
									","
											Bueno, para resumir,
											abandoné la escuela para seguir una carrera como caricaturista.
											Debo haber hecho unas 30 mil caricaturas.
											Hacía cumpleaños, casamientos, divorcios,
											cualquier cosa para cualquiera que quisiera mis servicios.
											Pero más importante aún, mientras viajaba
											le enseñé a los niños a dibujar
											y a cambio aprendí a ser espontáneo,
											disparatado, loco y divertido.
											Cuando comencé a enseñarles me dije hagamos de esto una profesión.
											A los 18 comencé mi propia escuela.
											Sin embargo, para alguien de 18 tratar de abrir una escuela
											no es fácil a menos que tenga un gran mecenas
											o un gran auspiciante.
									","
											Uzun lafın kısası,
											Bir karikatürist olarak kariyer yapmak için okuldan ayrıldım.
											Yaklaşık 30.000 karikatür yapmışımdır.
											Yaşgünleri, düğünler, boşanmalar,
											hizmetimi kullanmak isteyen herkes için herşey.
											Ama en önemlisi, gezdiğim sıralarda,
											çocuklara karikatür çizmeyi öğrettim,
											karşılık olarak da nasıl spontan, deli, çılgın
											ve eğlenceli olunacağını öğrendim.
											Onlara ders vermeye başladığımda, bunu profosyonel yapayım diyordum.
											18 yaşında kendi okulumu kurdum.
											Lakin 18 yaşında kendi okulunu kurmak arkanızda
											büyük bir patron veya bir destekçiniz yoksa
											oldukça zor.
									","
											Pour faire court,
											j'ai arrêté l'école pour devenir caricaturiste
											J'ai du faire à peu près 30 000 caricatures.
											Je faisais les anniversaires, les mariages, les divorces,
											n'importe quoi pour quiconque voulant user de mes services.
											Mais, le plus important, pendant que je voyageais,
											J'apprenais aux enfants à dessiner,
											et en échange, j'apprenais à être spontané.
											et fou et cinglé et drôle.
											Quand j'ai commencé à leur apprendre, je me suis dit, faisons cela de manière professionnelle.
											A 18 ans j'ai fondé ma propre école.
											Mais bon, à 18 ans, essayer de monter sa propre école
											n'est pas facile à moins d'avoir un gros patron
											ou un gros sponsor.
									","
											Aber, um es kurz zu machen,
											ich brach die Schule ab, um Karikaturist zu werden.
											Ich habe wahrscheinlich an die 30 000 Karikaturen gezeichnet.
											Ich zeichnete Geburtstagspartys, Hochzeiten, Scheidungen,
											alles für jeden, der meine Dienste nutzen wollte.
											Aber, was am wichtigsten war: während ich reiste,
											brachte ich Kindern das Karikieren bei,
											und im Austausch, lernte ich spontan zu sein.
											und verrückt und durchgedreht und witzig.
											Als ich begann sie zu unterrichten, sagte ich: das will ich beruflich machen.
											Als ich 18 war, gründete ich meine eigene Schule.
											Dennoch, ein 18-jähriger, der eine Schule gründen will,
											das ist nicht einfach, es sei denn man hat einen großen Förderer
											oder einen großen Unterstützer.
									",My 5 lives as an artist,Raghava KK,17:55,"art,culture,design,entertainment,india"
