en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
											""Where are you from?""
said the pale, tattooed man.
											""Where are you from?""
											It's September 21, 2001,
											10 days after the worst attack
on America since World War II.
											Everyone wonders about the next plane.
											People are looking for scapegoats.
											The president, 
the night before, pledges to
											""bring our enemies to justice 
or bring justice to our enemies.""
									","
											""De onde és?"",
disse o homem pálido e tatuado.
											""De onde és?""
											Estamos a 21 de setembro de 2001,
											dez dias depois do pior ataque
aos EUA desde a II Guerra Mundial.
											Toda a gente se questiona
quanto ao avião seguinte.
											As pessoas procuram bodes expiatórios.
											Na noite anterior,
o presidente promete
											""trazer os inimigos à justiça
ou levar a justiça aos inimigos"".
									","
											""Nerelisin?"" dedi soluk benizli,
dövmeli adam.
											""Nerelisin?""
											21 Eylül 2001,
											II. Dünya Savaşı'ndan bu yana Amerika'ya 
yapılan en kötü saldırıdan 10 gün sonra.
											Herkes sıradaki uçağı merak ediyor.
											İnsanlar günah keçileri arayışında.
											Başkan, bir gece önce, taahhüt ediyor;
											""Düşmanlarımızı adaletin önüne 
getireceğiz ya da adaleti onlara.""
									","
											« D'où viens-tu ? », 
dit l'homme blanc tatoué.
											« D'où viens-tu ? »
											Nous sommes le 21 septembre 2001,
											dix jours après l'attaque la plus terrible
que les États-Unis aient connue
											depuis la Seconde Guerre mondiale.
											Tout le monde s'interroge 
sur le prochain avion.
											Les gens cherchent un bouc émissaire.
											La nuit précédente, le Président a promis
											« de livrer nos ennemis à la justice
ou de faire justice nous-mêmes. »
									",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
","
","
","
",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
											And in the Dallas mini-mart,
											a Dallas mini-part surrounded
by tire shops and strip joints
											a Bangladeshi immigrant 
works the register.
											Back home, Raisuddin Bhuiyan
was a big man, an Air Force officer.
											But he dreamed of a 
fresh start in America.
											If he had to work briefly in a mini-mart
to save up for I.T. classes
											and his wedding in two months, so be it.
									","
											E no minimercado de Dallas,
											um minimercado de Dallas rodeado
de lojas de pneus e bares de ""strip"",
											um imigrante do Bangladesh
trabalha ao balcão.
											Na sua terra, Raisuddin Bhuiyan
era um homem importante,
											um oficial da Força Aérea.
											Mas sonhava com um novo começo
nos EUA.
											Se tivesse de trabalhar
uns tempos num minimercado,
											para poupar para aulas de informática
e para o seu casamento, dali a dois meses,
											assim fosse.
									","
											Ve Dallas'ta bir minimarkette,
											Dallas'ta lastikçilerle ve striptiz 
barlarıyla çevrelenmiş bir minimarkette
											Bangladeşli bir göçmen kasada çalışıyor.
											Geldiği yerde, Raisuddin Bhuiyan büyük 
bir adamdı, Hava Kuvvetlerinde subaydı.
											Ama, O Amerika'da yepyeni bir 
başlangıcın hayalini kurdu.
											BT dersleri ve iki ay sonraki düğünü için 
para biriktirmesi bir süre minimarkette
											çalışmayı gerektiriyorsa, çalışacaktır.
									","
											Et à la supérette de Dallas,
											une supérette entourée de magasins 
de pneus et de clubs de strip-tease,
											un immigré bangladais 
travaille à la caisse.
											Dans son pays natal, Raisuddin Bhuiyan
était un homme important.
											Il était officier de l'armée de l'air.
											Mais il rêvait d'un nouveau 
départ en Amérique.
											S'il n'avait qu'à travailler 
dans une supérette
											pour économiser 
pour des cours d'informatique

											et son mariage deux mois plus tard, 
qu'il en soit ainsi.
									",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
","
","
","
",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
											Then, on September 21, 
that tattooed man enters the mart.
											He holds a shotgun.
											Raisuddin knows the drill:
											puts cash on the counter.
											This time, the man doesn't 
touch the money.
											""Where are you from?"" he asks.
											""Excuse me?"" Raisuddin answers.
											His accent betrays him.
											The tattooed man, a self-styled
true American vigilante,
											shoots Raisuddin in revenge for 9/11.
											Raisuddin feels millions of bees
stinging his face.
											In fact, dozens of scalding, 
birdshot pellets puncture his head.
									","
											Então, a 21 de setembro,
o homem tatuado entra no minimercado.
											Está armado.
											Raisuddin já conhece o procedimento;
põe o dinheiro no balcão.
											Desta vez,
o homem não toca no dinheiro.
											""De onde és?"" pergunta.
											""Desculpe?"" responde Raisuddin.
											O sotaque denuncia-o.
											O homem tatuado,
um pretenso miliciano americano,
											dispara sobre Raisuddin,
em represália pelo 11 de setembro.
											Raisuddin sente milhões de abelhas
a picarem-lhe a cara.
											Na verdade, dezenas de estilhaços
a ferver perfuram-lhe a cara.
									","
											Sonra, 21 Eylül'de, o dövmeli adam 
markete girer.
											Elinde bir pompalı tüfek vardır.
											Raisuddin ne yapılacağını biliyordur;
											Parayı tezgaha koyar.
											Bu defa, adam paraya dokunmaz
											""Nerelisin?"" diye sorar.
											Raisuddin cevaplar; "" Özür dilerim?""
											Aksanı onu ele verir.
											Kendince gerçek bir Amerikan halk 
kahramanı olan bu Dövmeli Adam
											11 Eylül'ün intikamı için
Raisuddin'i vurur.
											Raisuddin milyonlarca arının yüzünü 
soktuğunu hisseder
											Aslında, düzinelerce sıcak fişek saçması 
kafasını deliyordur.
									","
											Puis, le 21 septembre, cet homme 
tatoué entre dans la supérette.
											Il a un fusil à canon scié.
											Raisuddin connaît la chanson :
											il met l'argent sur le comptoir.
											Cette fois, l'homme 
ne touche pas à l'argent.
											« D'où tu viens ? », demande-t-il.
											« Excusez-moi ? », répond Raisuddin.
											Son accent le trahit.
											L'homme aux tatouages, 
auto-proclamé justicier de l'Amérique,
											tire sur Raisuddin 
pour se venger du 11 Septembre.
											Raisuddin sent des millions 
d'abeilles lui piquer le visage.
											Des douzaines de grenailles de plomb 
brûlantes lui perforent le crâne.
									",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
","
","
","
",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
											Behind the counter, he lays in blood.
											He cups a hand over his forehead
to keep in the brains
											on which he'd gambled everything.
											He recites verses from the Koran,
begging his God to live.
											He senses he is dying.
									","
											Atrás do balcão,
esvai-se em sangue.
											Põe a mão na testa
para segurar o cérebro
											em que apostara tudo.
											Recita versículos do Alcorão,
implorando ao seu deus para sobreviver.
											Sente que está a morrer.
									","
											Tezgahın arkasında, kanlar içinde 
yere yığılır.
											Uğruna her şeyi riske attığı beynini 
tutmak için
											elini alnına götürür.
											Yaşamak için Tanrı'ya yalvararak 
Kur'an'dan ayetler okur,
											öldüğünü hisseder.
									","
											Derrière le comptoir, 
il gît dans son sang.
											Il met sa main sur son front
pour retenir le cerveau
											sur lequel il avait tout parié.
											Il récite des versets du Coran,
priant son Dieu de le laisser en vie.
											Il sent qu'il est en train de mourir.
									",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
","
","
","
",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
"
											He didn't die.
											His right eye left him.
											His fiancée left him.
											His landlord, the mini-mart owner,
kicked him out.
											Soon he was homeless and 
60,000 dollars in medical debt,
											including a fee for dialing 
for an ambulance.
											But Raisuddin lived.
									","
											Ele não morreu.
											Perdeu o olho direito.
											Perdeu a noiva.
											O senhorio, o dono do minimercado,
expulsou-o.
											Em breve, estava na rua
com 60 mil dólares de dívida hospitalar,
											incluindo uma taxa
por ter chamado uma ambulância.
											Mas Raisuddin sobreviveu.
									","
											Ölmedi.
											Sağ gözü onu terk etti.
											Nişanlısı onu terk etti.
											Minimarket sahibi onu dışarı attı.
											Artık, O ambulans çağırma ücreti de 
dahil olmak üzere
											60 bin dolar
sağlık borcu olan bir evsizdi.
											Ama Raisuddin yaşadı.
									","
											Il n'est pas mort.
											Son œil droit l'a quitté.
											Sa fiancée l'a quitté.
											Son propriétaire et le patron 
de la supérette l'ont viré.
											Bientôt, il s'est retrouvé sans-abri
											et endetté de 60 000 dollars 
de frais médicaux,
											y compris des frais 
pour avoir appelé une ambulance.
											Mais Raisuddin a survécu.
									",A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,19:23,"crime,history,immigration,inequality,storytelling"
