en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
											At the annual Athenian 
drama festival in 426 BC,
											a comic play called The Babylonians,
											written by a young poet 
named Aristophanes,
											was awarded first prize.
											But the play’s depiction of Athens’ 
conduct during the Peloponnesian War
											was so controversial that afterwards,
											a politician named Kleon 
took Aristophanes to court
											for ""slandering the people of Athens 
in the presence of foreigners.""
											Aristophanes struck back two years later
with a play called The Knights.
											In it, he openly mocked Kleon,
											ending with Kleon’s character working as 
a lowly sausage seller
											outside the city gates.
											This style of satire was a consequence
											of the unrestricted democracy 
of 5th century Athens
											and is now called ""Old Comedy.""
											Aristophanes’ plays, the world’s earliest 
surviving comic dramas,
											are stuffed full of parodies, songs, 
sexual jokes, and surreal fantasy.
											They often use wild situations,
											like a hero flying to heaven 
on a dung beetle,
											or a net cast over a house to keep 
the owner’s father trapped inside,
											in order to subvert audience expectations.
											And they’ve shaped how comedy’s
been written and performed ever since.
									","
											En el festival anual de teatro
de Atenas celebrado en 426 a. C.,
											la obra cómica ""Los babilonios"",
											escrita por un joven poeta
llamado Aristófanes,

											fue galardonada con el primer premio.
											Pero la descripción que en ella se hacía
											sobre la conducta de Atenas 
en la guerra del Peloponeso
											fue tan controvertida que, tiempo después,
											un político llamado Cleón entabló 
una demanda contra Aristófanes
											por ""difamar al pueblo
de Atenas ante los extranjeros"".
											Dos años después, Aristófenes 
contraatacó con una nueva obra:
											""Los caballeros"".
											Allí, se burlaba abiertamente de Cleón,
											quien acaba en la obra como 
un humilde vendedor de morcillas
											en las afueras de la ciudad.
											Este tipo de sátira surgió como resultado
											de la democracia ilimitada
que imperó en la Atenas del siglo V,
											y ese género hoy se conoce 
como ""comedia antigua"".
											Las obras de Aristófanes,
las primeras de índole cómica
											que se conservan en el mundo,
											se caracterizan por la profusión
de parodias, canciones,
											bromas sexuales y fantasía surrealista.
											Suelen incluir situaciones descabelladas,
											como la del protagonista que vuela
montado en un escarabajo estercolero,
											o la casa rodeada de una red
para mantener dentro al padre del dueño,
											y eran técnicas destinadas 
a sorprender las expectativas del público.
											Esas comedias sirvieron de inspiración
para autores e intérpretes
											de obras posteriores.
									","
											No festival anual de teatro
de Atenas, em 426 a.C.,
											uma comédia chamada ""Os Babilónicos"",
											escrita por um jovem poeta
chamado Aristófanes,
											conquistou o primeiro prémio.
											Mas a descrição da peça
sobre a conduta de Atenas
											durante a Guerra do Peloponeso,
											foi tão polémica que, posteriormente,
											um político chamado Cléon
levou Aristófanes a tribunal
											por ""difamar o povo de Atenas
na presença de estrangeiros"".
											Aristófanes ripostou, dois anos depois,
com uma peça chamada ""Os Cavaleiros"".
											Nela, troçava abertamente de Cléon,
											pondo-o no fim da peça, a trabalhar
como um humilde vendedor de salsichas
											às portas da cidade.
											Este estilo de sátira era consequência
											da democracia sem peias
de Atenas no século V a.C.
											e chama-se hoje ""comédia antiga"".
											As peças de Aristófanes, as comédias
mais antigas do mundo que conhecemos,
											estão recheadas de paródias, canções,
piadas sexuais e fantasias surrealistas.
											Usam, com frequência, situações delirantes
											como um herói que voa
montado num escaravelho
											ou uma rede lançada sobre uma casa
para manter preso lá dentro o pai do dono,
											a fim de surpreender
as expetativas do público.
											As suas comédias têm inspirado 
a escrita e a interpretação desde então.
									","
											Au festival de théâtre annuel
d'Athènes en 426 avant JC,
											une comédie, « Les Babyloniens »,
											écrite par un jeune poète
appelé Aristophane,
											remporte le premier prix.
											Mais l'attitude d'Athènes qu'elle décrit
lors de la guerre du Péloponnèse
											fut si controversée qu'après coup,
											un politicien, Cléon, poursuivit
Aristophane en justice,
											pour avoir « calomnié le peuple d'Athènes
en présence d'étrangers ».
											Aristophane riposta deux ans plus tard
avec une pièce appelée « Les Cavaliers ».
											Il s'y moque ouvertement de Cléon,
											faisant de ce dernier un pauvre
vendeur de saucisses
											hors des murs de la cité.
											Ce style de satire était une conséquence
											de la démocratie absolue
qui régnait à Athènes au Ve siècle,
											satire maintenant appelée
« Ancienne Comédie ».
											Il a écrit les plus anciennes comédies
dramatiques retrouvées à ce jour ;
											elles sont truffées de parodies, chansons,
blagues salaces, fantaisies surréalistes.
											Elles utilisent parfois
des situations folles,
											comme un héros volant vers
le paradis sur le dos d'un bousier,
											ou un filet lancé sur une maison
pour y enfermer le père du propriétaire,
											pour bouleverser les attentes du public.
											Elles ont marqué la façon dont les
comédies sont écrites et jouées depuis.
									","
											M.Ö. 426 Atina drama festivalinde,
Genç şair Aristophanes tarafından yazılmış
											""Kömürcüler"" adlı komedi oyunu,
birincilik ödülünü aldı.
											Oyunda, Peleponez Savaşı zamanlarında
Atina'nın tasviri öyle tartışmalıydı ki
											Politikacı Kleon, Aristophanes'i

											""Yabancıların karşısında Atinalılara
iftira atmaktan"" mahkemeye çıkardı.
											Aristophanes, 2 yıl sonra 
""Atlılar"" oyunuyla geri dönüş yaptı.
											Bu oyunda, açıkça Kleon ile alay etti.
											Kleon'u canlandıran karakteri,
şehrin çıkışında bir sosis satıcısı
											olarak betimledi.
											Hicvin bu tarzı, 5. yüzyıl Atinasının
sınırsız demokrasisinin bir sonucuydu.
											Şimdilerde buna ""Eski Komedi"" diyoruz.
											Aristophanes'in oyunları,
											günümüze kadar ulaşabilmiş
en eski komedi dramalarıdır.
											Bu oyunlar
taklitler, şarkılar, cinsel espriler
											ve sürreal fantezilerle doludur.
											Sıklıkla, gübre böceğinin üzerinde
cennete uçan bir kahraman
											ya da, sahibini içeride tutmak için
etrafına ağ atılmış bir ev gibi
											izleyicinin beklentisini alt üst etmek 
için, vahşi durumlara yer verilmiştir.
											Bütün bunlar, o günden bu yana

											komedinin nasıl 
yazılıp oynanılacağını şekillendirdi.
											""Komedi"" kelimesi, Antik Yunan kökenli
											""Komos"" yani ""zevk almak""
ve ""Oide"" , ""şarkı söylemek""
											kelimelerinin birleşmesiyle oluşmuştur.
											Bir benzeri olan ""trajedi"" 'den,
aslında birçok yönüyle ayrılır.
									","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
","
","
","
","
","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
											The word ""comedy"" comes from 
the Ancient Greek ""komos,"" – revel,
											and ""oide,"" – singing,
											and it differed from its companion 
art form, ""tragedy"" in many ways.
											Where ancient Athenian tragedies dealt 
with the downfall of the high and mighty,
											their comedies usually ended happily.
											And where tragedy almost always 
borrowed stories from legend,
											comedy addressed current events.
											Aristophanes’ comedies celebrated ordinary
people and attacked the powerful.
											His targets were arrogant politicians,
											war-mongering generals,
											and self-important intellectuals,
											exactly the people who sat in 
the front row of the theatre,
											where everyone could see their reactions.
											As a result, they were referred to 
as komoidoumenoi:
											""those made fun of in comedy.""
											Aristophanes’ vicious 
and often obscene mockery
											held these leaders to account,
testing their commitment to the city.
									","
											La palabra ""comedia"" 
procede del término ""komos"",
											que en griego antiguo significa
algarabía, y de ""oide"", canto.
											Se diferenciaba de la tragedia, su 
contracara artística, por varias razones.
											Mientras que las
antiguas tragedias atenienses
											versaban sobre la caída
de los fuertes y poderosos,
											las comedias solían tener un final feliz.
											En tanto que la tragedia se inspiraba
casi siempre en leyendas,
											la comedia relataba
hechos de la actualidad.
											Las comedias de Aristófanes 
simpatizaban con la gente común
											y atacaban a los poderosos.
											Criticaban a los políticos arrogantes,
											a los generales belicistas
											y a los intelectuales engreídos,
											quienes se sentaban precisamente 
en la primera fila del teatro,
											donde todos podían ver sus reacciones.
											Esto les valió el mote de ""komoidoumenoi"",
											o ""los burlados en una comedia"".
											La parodia despiadada 
y a veces obscena de Aristófanes
											dejaba expuestos a estos líderes y ponía
a prueba su compromiso con la ciudad.
									","
											A palavra ""comédia"" deriva de ""komos"",
a palavra do antigo grego — gozo,
											e de ""oide"" — canto.
											É muito diferente da forma de arte
sua companheira, ""tragédia"".
											Enquanto as antigas tragédias atenienses
tratavam da queda dos grandes e poderosos,
											as comédias habitualmente
tinham um fim feliz.
											E enquanto a tragédia ia quase sempre
buscar histórias às lendas,
											a comédia abordava acontecimentos 
da atualidade.
											As comédias de Aristófanes exaltavam
pessoas vulgares e atacavam os poderosos.
											Os seus alvos eram políticos arrogantes,
											generais que defendiam a guerra,
											e intelectuais que se consideravam
importantes,
											precisamente as pessoas que se sentavam
na primeira fila no teatro,
											onde toda a gente podia ver
as suas reações.
											Em resultado disso, deram-lhes
o nome de ""komoidoumenoi"",
											""aqueles que eram gozados na comédia"".
											A troça ferina e muitas vezes
obscena de Aristófanes
											punham esses líderes à prova
quanto ao seu compromisso com a cidade.
									","
											Le mot « comédie » vient du
grec ancien « komos » - festivité,
											et de « oide » - chant,
											et la comédie est très différente
de sa voisine la « tragédie ».
											Si les anciennes tragédies athéniennes
traitaient de la chute des puissants,
											leurs comédies se terminaient plutôt bien.
											Si la tragédie empruntait presque
toujours ses histoires aux légendes,
											la comédie traitait
des événements actuels.
											Les comédies d'Aristophane célébraient les
gens simples et attaquaient les puissants.
											Ses cibles étaient
les politiciens arrogants,
											les généraux de guerre bellicistes,
											les intellectuels égocentriques ;
											ces mêmes personnes qui s’asseyaient
au premier rang au théâtre,
											où tout le monde pouvait
observer leurs réactions.
											Résultat, ils étaient appelés
les « komoidoumenoi » :
											« ceux qui sont l'objet de la comédie ».
											La moquerie féroce et parfois
obscène d'Aristophane
											tenait ces dirigeants pour responsables,
testant leur dévouement pour la cité.
									","
											Antik Atina trajedilerinde,
büyüklerin muazzam düşüşü konu alınırken,
											komedilerde genellikle
mutlu son oluyordu.
											Trajedi, neredeyse her zaman
efsanelerden esinlenirken
											komedi dönemin olayları ile ilgileniyordu.
											Aristophanes'in komedileri,
sıradan insanları kutlarken
											güçlü olanlara saldırır.
											Onun hedefleri
kibirli politikacılar,
											savaş yanlısı generaller ve 
kendini beğenmiş entelektüeller gibi
											herkesin tepkilerini görebileceği,
en ön sırada oturanlardı.
											Bunun sonucunda,
bu insanlara
											""komedide alaya alınanlar"" anlamına gelen
											""Komoidoumenoi"" denildi.
											Aristophanes'in ahlaksız ve çoğu zaman 
müstehcen olan hicvi,
											liderlerin şehre olan
bağlılığını ölçüyordu.
											Atina ve Spartalılar arasındaki
Peleponez Savaşı,
											Aristophanes'in çalışmalarından
esinlenilmiştir.
											M.Ö. 421 yılında yazılmış,
""Barış"" adlı oyununda
									","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
","
","
","
","
","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
											One issue, in particular, 
inspired much of Aristophanes’ work:
											the Peloponnesian War 
between Athens and Sparta.
											In Peace, written in 421 BC,
											a middle-aged Athenian frees 
the embodiment of peace from a cave,
											where she’d been exiled 
by profiteering politicians.
											Then, in the aftermath of a crushing 
naval defeat for Athens in 411 BC,
											Aristophanes wrote ""Lysistrata.""
											In this play, the women 
of Athens grow sick of war
											and go on a sex strike 
until their husbands make peace.
											Other plays use similarly fantastic 
scenarios to skewer topical situations,
											such as in ""Clouds,""
											where Aristophanes mocked 
fashionable philosophical thinking.
											The hero Strepsiades enrolls in
Socrates’s new philosophical school,
											where he learns 
how to prove that wrong is right
											and that a debt is not a debt.
											No matter how outlandish these plays get,
the heroes always prevail in the end.
									","
											Hubo un hecho particular que inspiró
especialmente la obra de Aristófanes:
											la guerra del Peloponeso 
entre Atenas y Esparta.
											En ""La paz"", escrita en 421 a. C.,
											un anciano ateniense libera a la Paz, 
que había sido exiliada en una cueva
											por políticos especuladores.
											Luego de la aplastante derrota naval 
que los atenienses sufrieron en 411 a. C.,
											Arisiófanes escribió ""Lisístrata"".
											En esta obra, las mujeres de Atenas
se manifiestan en contra de la guerra
											imponiendo una huelga sexual
hasta que sus maridos firmaran la paz.
											Otras obras se valen de situaciones
igualmente fantasiosas
											para criticar temas de actualidad,
											como ocurre en ""Las nubes"",
											donde Aristófanes se mofa 
del pensamiento filosófico en boga.
											El protagonista, Estrepsíades, se une
a la nueva escuela filosófica de Sócrates,
											donde aprende a demostrar
que lo incorrecto es correcto
											y que una deuda no es una deuda.
											Por disparatados que se vayan
tornando los argumentos,
											el protagonista siempre
triunfa sobre el final.
									","
											Um tema, em especial,
inspirou a obra de Aristófanes:
											a Guerra do Peloponeso
entre Atenas e Esparta.
											Em ""A Paz"", escrita em 421 a.C.,
											um ateniense de meia-idade
liberta a figura da paz de uma gruta
											para onde tinha sido exilada
por políticos especuladores.
											Depois, na sequência de uma derrota naval
esmagadora de Atenas, em 411 a.C.,
											Aristófanes escreveu ""Lisístrata"".
											Nesta peça, as mulheres de Atenas
ficam fartas da guerra
											e fazem greve ao sexo
até os maridos fazerem a paz.
											Outras peças usam cenários
igualmente fantásticos
											para criticar temas da atualidade,
											como em ""As Nuvens"",
											em que Aristófanes troça 
do pensamento filosófico em voga.
											O herói, Estrepsíades, inscreve-se
na nova escola filosófica de Sócrates,
											onde aprende a provar
que o errado está certo
											e que uma dívida não é uma dívida.
											Por mais bizarras que estas peças sejam,
os heróis triunfam sempre no final.
									","
											Un sujet inspira particulièrement
Aristophane dans son travail :
											la guerre du Péloponnèse
entre Athènes et Sparte.
											Dans « La Paix », écrit en 421 avant JC,
											un Athénien d'âge mur libère
l'incarnation de la paix d'une grotte,
											où elle avait exilée par
des politiciens profiteurs.
											Puis, suite à une défaite navale
écrasante pour Athènes en 411 avant JC,
											Aristophane écrivit « Lysistrata ».
											Dans cette pièce, les femmes d'Athènes
se révoltent contre la guerre
											et entament une grève du sexe tant que
leurs maris n'ont pas signé la paix.
											D'autres pièces utilisent des scénarios
fantastiques similaires pour dépeindre
											des situations d'actualité,
comme dans « Les Nuées »,
											où Aristophane se moque
de la pensée philosophique en vogue.
											Le héros Strepsiade entre dans la
nouvelle école de philosophie de Socrate,
											où il apprend comment prouver
que ce qui est faux est vrai,
											et qu'une dette n'est pas une dette.
											Peu importe l'excentricité de ces pièces,
le héros finit toujours par triompher.
									","
											orta yaşlı bir Atinalı
""politikacıları vurgunlamaktan""
											sürgün edilen ""Barış"" 'ı 
mağaradan çıkararak özgür bırakır.
											Denizcilik bozgunun akıbetinde,
											M.Ö. 411'de, Aristophanes
											""Lysistrata-Kadınlar Savaşı"" 'nı yazdı.
											Oyunda, Atina kadınları savaştan sıkılmış,
eşleri barış ilan edinceye kadar

											seks grevine girmişlerdir.
											""Bulutlar"" adlı oyununda olduğu gibi,
											moda olan felsefik düşünceyi hicvettiği
fantastik senaryolarla
											tartışmalı durumlara dikkat çeker.
											""Bulutlar"" 'da, kahraman Strepsiades

											yanlışın doğru olduğunu nasıl 
kanıtlayacağını ve borcun, borç olmadığını
											öğrendiği, Sokrates'in
yeni felsefe okuluna kaydolur.
											Bu oyunlar, her ne kadar tuhaf olsa da
											kahramanlar sonunda her zaman üstün gelir.
											Aristophanes, aynı zamanda ""Parabasis"" 'in
									","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
","
","
","
","
","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
											Aristophanes also became
the master of the parabasis,
											a comic technique where actors 
address the audience directly,
											often praising the playwright 
or making topical comments and jokes.
											For example, in ""Birds,""
											the Chorus takes 
the role of different birds
											and threatens the Athenian judges that
if their play doesn’t win first prize,
											they’ll defecate on them 
as they walk around the city.
											Perhaps the judges 
didn’t appreciate the joke,
											as the play came in second.
									","
											Aristófanes también se convirtió
en el maestro de la ""parábasis"",
											una técnica de comedia donde los actores
se dirigen directamente al público,
											a menudo alabando al autor de la obra
											o haciendo comentarios 
y bromas de la realidad.
											En ""Las aves"", por ejemplo, el coro
adopta el papel de distintos pájaros
											que amenazan a los jueces atenienses,
											advirtiéndoles que si la obra
no obtiene el primer premio,
											defecarán sobre sus cabezas 
cuando caminen por la ciudad.
											Es probable que a los jueces
no les haya agradado la broma,
											pues la obra terminó en segundo lugar.
									","
											Aristófanes também se torna
mestre da parábase,
											uma técnica cómica em que os atores
se dirigem diretamente ao público,
											sobretudo elogiando o escritor
ou fazendo comentários e piadas.
											Por exemplo, em ""As Aves"",
											o Coro assume o papel
de diferentes pássaros
											que ameaçam os juízes de Atenas,
que, se a peça não ganhar o primeiro prémio,
											defecarão em cima deles
quando eles andarem pela cidade.
											Os juízes não devem ter gostado
da piada,
											porque a peça ficou em segundo lugar.
									","
											Aristophane est aussi devenu
un maître de la parabase,
											une technique de comédie où les acteurs
s'adressent directement au public,
											faisant l'éloge de l'auteur, ou des
commentaires et blagues sur l'actualité.
											Dans « Les Oiseaux » par exemple,
											le chœur joue le rôle
de différents oiseaux
											et menace les juges d'Athènes : si
leur pièce ne gagne pas le premier prix,
											ils iront déféquer sur eux
lorsqu'ils marcheront dans la cité.
											Les juges n'ont sans doute pas
apprécié cette plaisanterie,
											car la pièce est arrivée deuxième.
									","
											yani ""aktörlerin doğrudan izleyicelere
hitap ettiği,
											çoğu zaman oyun yazarını övdüğü ya da
tartışmalı yorumlar ve şakalar yaptığı
											bir komedi tekniğinin ustası 
hâline de gelmiştir.
											Mesela, ""Birds"" adlı oyunda, korolar 
farklı kuşlardan oluşur
											ve Atinalı hakimleri, eğer oyunları
birincilik ödülünü almazsa
											onları şehirde yürürlerken pisletmek ile
tehdit ederler.
											Muhtemelen, hakimler oyunu izlediklerinde
bu şakaya müteşekkir olmamışlardı.
											Yeni fikirler keşfederek,
Atina halkını özeleştiriye teşvik ederek
											Aristophanes sadece 
vatandaşlarıyla alay etmemiş,
									","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
","
","
","
","
","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
"
											By exploring new ideas
											and encouraging self-criticism 
in Athenian society,
											Aristophanes not only 
mocked his fellow citizens,
											but he shaped the nature of comedy itself.
											Hailed by some scholars 
as the father of comedy,
											his fingerprints are visible 
upon comic techniques everywhere,
											from slapstick
											to double acts
											to impersonations
											to political satire.
											Through the praise of free speech 
and the celebration of ordinary heroes,
											his plays made his audience think 
while they laughed.
											And his retort to Kleon in 425 BC 
still resonates today:
											“I’m a comedian, 
so I’ll speak about justice,
											no matter how hard 
it sounds to your ears.”
									","
											Al introducir nuevas ideas y fomentar
la autocrítica en la sociedad de Atenas,
											Aristófanes no solo se burló 
de sus propios conciudadanos,
											sino que definió la naturaleza
de la comedia misma.
											Aclamado por algunos académicos
como ""el padre de la comedia"",
											su impronta se manifiesta en las técnicas
usadas a posteriori en este género,
											desde la comedia bufonesca,
											la actuación en dúo,
											e imitaciones,
											hasta la sátira política.
											Al defender la libertad de expresión
y reconocer a los héroes comunes,
											sus obras invitaban a la reflexión,
											a la vez que provocaban
la risa en el público.
											Y la respuesta que le dio a Cleón 
en 425 a. C. resuena al día de hoy:
											""Soy comediante, y por eso
hablaré de la justicia,
											por duro que suene a tus oídos"".
									","
											Explorando novas ideias
											e encorajando a autocrítica
na sociedade ateniense,
											Aristófanes não só troçou
dos seus concidadãos,
											como definiu a natureza
da própria comédia.
											Elogiado por alguns eruditos
como o Pai da Comédia,
											a sua influência sobre as técnicas cómicas
é visível por toda a parte,
											desde a comédia-bufa,
											aos efeitos duplos,
											à personificação e à sátira política.
											Graças à defesa da livre expressão
e à exaltação de heróis vulgares,
											as suas peças faziam o público pensar
enquanto lhe provocavam o riso.
											E a sua resposta a Cléon em 425 a.C.,
ainda hoje ressoa:
											""Sou um comediante,
por isso falo da justiça,
											""por mais dura que ela soe
aos teus ouvidos"".
									","
											En explorant de nouvelles idées
											et en encourageant l'autocritique
dans la société athénienne,
											Aristophane se moque non seulement
de ses amis citoyens,
											mais il crée aussi la base
de la comédie elle-même.
											Salué et vu comme le père de la comédie
par certains universitaires,
											son empreinte est visible dans
toutes les techniques de comédie,
											de la bouffonnerie
											aux duos comiques,
											de l'imitation
											à la satire politique.
											A travers l'éloge de la liberté de parole
et la célébration des héros ordinaires,
											ses pièces font réfléchir son public
en même temps qu'elles le font rire.
											Et sa riposte contre Cléon en 425 avant JC
résonne encore aujourd'hui :
											« Je suis un comédien,
je parlerai donc de justice,
											peu importe si cela
vous est dur à entendre. »
									","
											komedinin doğasını da şekillendirmiştir.
											Bazı bilgeler tarafından
""Komedinin Babası"" olarak takdir edilmiş,
											parmak izleri komedi tekniklerinin
											şakşakçılıktan, iki kişilik gösteriye,

											canlandırmalardan, politik hicve kadar
											her yerinde görülür.
											Serbest konuşma özgürlüğünün övülmesiyle
											ve sıradan kahramanları kutlamasıyla
											oyunları, izleyiciyi
güldürürken düşündürmüştür.
											M.Ö. 425'te, Kleon'a karşılık verdiği
cevabında,
											hâlâ bugüne yankı yapar;
											""Ben bir komedyenim.
											Bu yüzden adalet hakkında konuşacağım.
											Kulaklarına işitmesi
											ne denli zor gelse de.""
									","Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,4:59,"TED-Ed,comedy,history"
