en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
											I'll never forget the sound
											of laughing with my friends.
											I'll never forget the sound
											of my mother's voice
right before I fell asleep.
											And I'll never forget
the comforting sound of water
											trickling down a stream.
											Imagine my fear, pure fear,
											when, at the age of 10,
											I was told I was going to lose my hearing.
											And over the next five years,
											it progressed until I was classified
as profoundly deaf.
									","
											Nunca olvidaré el sonido
											de la risa con mis amigos.
											Nunca olvidaré el sonido
											de la voz de mi madre justo antes 
de quedarme dormida.
											Y nunca olvidaré 
el sonido reconfortante del agua
											goteando por una corriente.
											Imaginen mi miedo, miedo puro,
											cuando, a los 10 años,
											me dijeron que iba a perder la audición.
											Y durante los siguientes 5 años,
											progresó hasta que me catalogaron 
como sorda profunda.
									","
											Arkadaşlarımla gülüşme seslerimizi
											asla unutmayacağım.
											Annemin ben uykuya dalmadan
hemen önceki sesini
											asla unutmayacağım.
											Su damlalarının o rahatlatıcı sesini
											asla unutmayacağım.
											Ben 10 yaşındayken
											işitme duyumu kaybedeceğimi
öğrendiğimdeki korkumu,
											o saf korkumu bir düşünün
											ve sonraki beş yıl içinde,
											bu durum tam anlamıyla ben
sağır olana kadar ilerledi.
									","
											Je n'oublierai jamais
											le rire de mes amis.
											Je n'oublierai jamais
											la voix de ma mère
juste avant que je m'endorme.
											Et je n'oublierai jamais
le bruit réconfortant de l'eau
											coulant dans un ruisseau.
											Imaginez ma peur, ma peur absolue
											quand, à l'âge de 10 ans,
											on m'a dit que j'allais perdre l'ouïe.
											Au cours des cinq années qui ont suivi,
											cela a progressé jusqu'à ce que
je sois déclarée atteinte
											de surdité profonde.
									","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
","
","
","
","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
											But I believe that losing my hearing
											was one of the greatest gifts
I've ever received.
											You see, I get to experience
the world in a unique way.
											And I believe that
these unique experiences
											that people with disabilities have
											is what's going to help us
make and design a better world
											for everyone — both for people
with and without disabilities.
									","
											Pero yo creo que 
la pérdida de mi audición
											fue uno de los mejores regalos 
que he recibido en mi vida.
											Puedo experimentar 
el mundo de una manera única.
											Creo que estas experiencias únicas
											que tienen las personas con discapacidad
											es lo que va a ayudarnos 
a hacer y diseñar un mundo mejor
											para todos: para las personas 
con y sin discapacidad.
									","
											Ama şuna inanıyorum ki
duyma yetimi yitirmek,
											benim için en büyük 
hediyelerden biri oldu.
											Görüyorsunuz, hayatı eşsiz
bir şekilde deneyimliyorum
											ve yine şuna inanıyorum ki,
engelli insanların bu eşsiz deneyimleri
											engelli ya da engelsiz herkes için
											daha iyi bir dünya tasarlamaya
											ve yaratmaya yardımcı oluyor.
									","
											Mais je crois que perdre mon ouïe
											a été l'un des plus beaux cadeaux
que j'ai jamais reçus.
											Je peux expérimenter le monde
d'une façon unique.
											Je crois que toutes
ces expériences uniques
											que vivent les gens handicapés
											nous aident à créer et à concevoir
un monde meilleur
											pour tous — pour les personnes
atteintes ou non de handicap.
									","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
","
","
","
","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
											I used to be a disability rights lawyer,
											and I spent a lot of my time
focused on enforcing the law,
											ensuring that accommodations were made.
											And then I had to quickly
learn international policy,
											because I was asked to work
on the UN Convention
											that protects people with disabilities.
											As the leader of the NGO there,
											I spent most of my energy
trying to convince people
											about the capabilities
of people with disabilities.
											But somewhere along the way,
											and after many career transitions
											that my parents weren't so happy about —
									","
											Yo solía ejercer de abogada 
de derechos de los discapacitados,
											y pasé mucho tiempo centrada 
en hacer cumplir la ley,
											asegurando de que se hicieran 
zonas adaptadas.
											Y luego tuve que aprender rápidamente 
política internacional,
											porque me pidieron que trabajara 
en la Convención de la ONU
											para proteger 
a las personas con discapacidad.
											Como líder de la ONG allí,
											gasté la mayor parte de mi energía 
tratando de convencer a la gente
											acerca de las capacidades 
de las personas con discapacidad.
											Pero en algún lugar 
a lo largo del camino,
											y tras muchas transiciones de carrera
											con las que mis padres 
no estaban muy felices
									","
											Eskiden engelli hakları avukatıydım
											ve vaktimin önemli bir kısmını
intibakın sağlanmasıyla ilgili
											kanunun uygulanmasına ayırdım.
											Ve daha sonra acilen
uluslararası politikayı öğrenmem gerekti,
											çünkü engelli bireylerin korunmasına
ilişkin Birleşmiş Milletler sözleşmesi
											üzerine çalışmam istendi.
											Orada sivil toplum kuruluşunun
lideri olarak
											enerjimin çoğunu insanları
engelli bireylerin kapasitelerine
											ikna etmeye çalışmakla harcadım.
											Fakat bir noktada,
											ailemin çok da hoşnut olmadığı
											pek çok kariyer değişiminin de ardından
									","
											J'étais avocate spécialisée
en droit des handicapés
											et, longtemps, j'ai fait appliquer la loi,
											m'assurant que les aménagements
étaient faits.
											Puis j'ai dû rapidement apprendre
la politique internationale
											car on m'a demandé de travailler
sur la convention de l'ONU
											qui protège les personnes
ayant un handicap.
											En tant que dirigeante de l'ONG,
											je dépensais mon énergie
à essayer de convaincre les gens
											des capacités qu'ont les personnes
atteintes d'un handicap.
											Mais, en cours de route,
											et après de nombreuses
changements de carrière
											qui n'ont pas rendu
mes parents très heureux —
									","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
","
","
","
","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Rires)
									","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
","
","
","
","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
"
											I stumbled upon a solution
											that I believe may be
an even more powerful tool
											to solve some of the world's
greatest problems,
											disability or not.
											And that tool is called design thinking.
									","
											me topé con una solución
											que creo puede ser 
una herramienta aún más poderosa
											para resolver algunos de los 
problemas mayores del mundo,
											ya sea la discapacidad o no.
											Y esa herramienta 
se llama pensamiento de diseño.
									","
											bir engellilik hâli olsun ya da olmasın
											dünyanın en büyük sorunlarından bazılarını
											çözmeye yarayacak,
çok da güçlü bir araç olabilecek
											bir çözümle karşılaştım.
											Bu araca tasarım düşüncesi deniliyor.
									","
											je suis tombée sur une solution
											qui, je le crois, pourrait être
un outil encore plus puissant
											pour résoudre les plus grands
problèmes mondiaux,
											handicap ou non.
											Cet outil s'appelle le design thinking.
									","When we design for disability, we all benefit",Elise Roy,13:17,"collaboration,communication,design,disability,innovation,personal growth,Senses,society,TEDx"
