en,tr,pt,de,title,speaker,duration,tags
"
","
","
","
","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
											Mounting his skinny steed,
											the protagonist of Don Quixote
											charges an army of giants.
											In his eyes, it is his duty
											to vanquish these behemoths
											in the name of his beloved lady, Dulcinea.
											However, this act of valor is ill conceived.
											As his squire Sancho Panza explains to him
											time and again, these aren’t giants;
											they are merely windmills.
											Don Quixote is undeterred,
											but his piercing lance
											is soon caught in their sails.
											Never discouraged,
											the knight stands proudly, and becomes
											even more convinced of his mission.
									","
											Sıska küyehlanında yol alan
baş kahraman Don Kişot
											bir devler ordusuna meydan okuyor.
											Onun gözlerinde görevi,
											sevgili leydisi Dulcinea adına
bu dev yaratıkları mağlup etmek.
											Ancak bu yiğitlik
yanlış temellere dayanıyor.
											Yaveri Sanço Panza'nın da
ona defalarca açıkladığı üzere
											onlar dev değil; sadece yel değirmenleri.
											Ama Don Kişot yılmıyor,
											bir elinde mızrağıyla
değirmenlerin gazabına uğruyor.
											Şevki hiç kırılmıyor,
											şövalye gururla kendini gösteriyor
ve görevine daha da sıkı bağlanıyor.
									","
											Montado no seu ginete esquelético,
											o protagonista de Don Quixote
											ataca um exército de gigantes.
											Aos seus olhos, é o seu dever
											vencer aqueles colossos
											em nome da sua amada, Dulcineia.
											Contudo, este ato de bravura
é mal concebido,
											Como lhe explica
o seu escudeiro, Sancho Pança,
											vezes sem conta, eles não são gigantes,
											são moinhos de vento.
											Don Quixote é irredutível,
											mas, cedo, a sua lança penetrante
é apanhada pelas velas.
											Sem desanimar,
											o cavaleiro levanta-se, orgulhoso,
											ainda mais convencido da sua missão.
									","
											Der Held Don Quijote
besteigt sein mageres Ross
											und greift eine Armee von Riesen an.
											Er fühlt sich verpflichtet,
											diese Ungetüme im Namen seiner
geliebten Herrin Dulcinea zu besiegen.
											Doch diese Heldentat
ist schlecht durchdacht.
											Sein Knappe Sancho Pansa
erklärt ihm immer wieder:
											Es sind keine Riesen,
es sind nur Windmühlen.
											Don Quijote bleibt unverzagt,
											doch seine scharfe Lanze
verfängt sich bald in ihren Segeln.
											Unerschütterlich steht
der Ritter seinen Mann
											und ist noch mehr
von seiner Mission überzeugt.
									","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
","
","
","
","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
											This sequence encapsulates
											much of what is loved about Don Quixote,
											the epic, illogical, and soulful tale of
											Alonso Quijano,
											who becomes the clumsy but valiant
											Don Quixote of la Mancha, known as
											the Knight of the Sorrowful Countenance.
											Originally published in two volumes,
											the narrative follows Don Quixote
											as he travels through central and northern Spain
											fighting the forces of evil.
									","
											Bu olay örgüsü Don Kişot'un niçin
bu kadar sevildiğini kısaca özetliyor:
											Alonso Quijano'nun epik, mantıksız
ve duygu yüklü hikâyesi,
											beceriksiz ama cesur Manchalı Don Kişot,
											diğer adıyla
Acıya Göz Yumanların Şövalyesi.
											Aslı iki cilt hâlinde yayınlanan
eserin olay örgüsüde
											Don Kişot, Kuzey ve Güney İspanya'ya
seyahat ederek şeytani güçlerle savaşır.
									","
											Esta sequência resume
											grande parte do que amamos
em Don Quixote,
											o conto épico, sem lógica,
e cheio de alma
											de Alonso Quijano,
											que acaba por ser o desastrado
mas valoroso
											Don Quixote de la Mancha,
											conhecido por o Cavaleiro
da Triste Figura.
											Originalmente publicado em dois volumes,
											a narrativa segue Don Quixote
											enquanto ele viaja pelo centro
e pelo norte de Espanha,
											lutando contra as forças do mal.
									","
											Diese Szene umreißt,
											was ""Don Quijote"" so liebenswert macht,
											diese sagenhafte, widersprüchliche und
seelenvolle Geschichte Alonso Quijanos,
											der zum unbeholfenen, aber tapferen
Don Quijote von der Mancha wird,
											auch als ""Ritter von der
traurigen Gestalt"" bekannt.
											Der Roman umfasst zwei Bände
											und folgt Don Quijote auf seinen Reisen
durch Zentral- und Nordspanien,
											wo er gegen die Kräfte des Bösen kämpft.
									","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
","
","
","
","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
											Despite Don Quixote’s lofty imagination,
											his creator, Miguel de Cervantes,
											could never have imagined his book would
											become the best-selling novel of all time.
											Barring 5 years as a soldier,
											and 5 more enslaved by pirates,
											Cervantes spent most of his life
											as a struggling poet and playwright.
											It wasn’t until his late 50’s
											that he published his greatest creation:
											an epic satire of chivalry novels.
									","
											Don Kişot'un muhtelem hayal gücüne karşın
yaratıcısı Miguel de Cervantes
											kitabının dünyanın en çok satan romanı
olacağını hayal dahi edemezdi.
											Asker olarak beş yıl
kapalı kapılar ardında,
											beş yıl da korsanların esiri olarak
											Cervantes hayatının çoğunu sıkıntı içinde
bir şair ve yazar olarak geçirdi.
											En büyük eserini ancak 50'li yaşlarının
sonuna geldiğinde yayınlatabildi:
											Şövalye romanlarına dair epik bir hiciv.
									","
											Apesar da exaltada imaginação 
de Don Quixote,
											o seu criador, Miguel de Cervantes,
											nunca podia imaginar
que o seu livro
											ia ser o romance mais vendido
de todos os tempos.
											Com exceção de cinco anos 
como soldado
											e de mais cinco anos
escravizado por piratas,
											Cervantes passou a maior
parte da sua vida
											como poeta e dramaturgo 
em dificuldades.
											Foi só com mais de 50 anos
											que publicou a sua maior criação,
											uma sátira épica aos romances
de cavalaria.
									","
											Trotz Don Quijotes
realitätsferner Fantasie
											hätte sich Autor Miguel de Cervantes
nie vorstellen können,
											dass sein Buch der meistverkaufte
Roman aller Zeiten werden würde.
											Nach fünf Jahren als Soldat
											und weiteren fünf als Sklave
nach einem Piratenüberfall
											verbrachte Cervantes
den Großteil seines Lebens
											als mäßig erfolgreicher
Dichter und Dramatiker.
											Erst in seinen späten 50ern
veröffentlichte er sein größtes Werk:
											eine Parodie der Ritterromane.
									","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
","
","
","
","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
											At this time,
											medieval books chronicling the adventures
											of knights and their moral code
											dominated European culture.
											While Cervantes was a fan,
											he was weary of these repetitive tomes,
											which focused more on listing heroic feats
											than character development.
											To challenge them, he wrote Don Quixote,
											the story of a hidalgo, or idle nobleman,
											who spends his days and nights
											reading chivalry novels.
											Driven mad by these stories,
											he fashions himself a champion for the downtrodden.
											Everyone in his village
											tries to convince him to give up his lunacy,
											going so far as to burn some of the
											lurid books in his personal library.
											But Don Quixote is unstoppable.
											He dresses up in old shining armor,
											mounts his skinny horse,
											and leaves his village in search of glory.
									","
											Bu esnada şövalyeler ve ahlaki görüşlerini
anlatan macera dolu ortaçağ romanları
											Avrupa kültürünü etkisi altına almıştı.
											Cervantes'in kendi de bir hayran olsa da
											bu tekrar eden kitaplardan bıkmıştı,
											kitaplar karakter gelişimi üzerinde değil,
kahramanlık becerisi üzerinde duruyordu.
											Bu kitaplara meydan okumak için
Don Kişot'u yazdı;
											günlerini gece gündüz
şövalye romanları okuyarak geçiren
											bir hidalgonun,
başıboş bir asilzadenin hikâyesi.
											Bu hikâyeleri okuyarak aklını kaçırıyor,
											kendini mağdurlar için savaşan
bir şampiyon ilan ediyor.
											Kasabadaki herkes onu bu delilikten
vazgeçmesi için ikna etmeye çalışıyor,
											kütüphanesindeki göze çarpan kitapların
bazılarını yakacak kadar ileri gidiyorlar.
											Ancak Don Kişot durdurulamaz.
											Parlak zırhını giyip kuşanıyor,
											sıska atının üzerine çıkıyor
											ve zafer arayışıyla kasabayı terk ediyor.
									","
											Naquela época,
											os livros medievais
de crónicas de aventuras
											de cavaleiros e do seu código de moral
											dominavam a cultura europeia.
											Embora Cervantes gostasse deles,
											estava cansado daqueles
volumes repetitivos
											que se dedicavam mais
a listar proezas heroicas
											do que no desenvolvimento das personagens.
											Para os provocar,
escreveu Don Quixote,
											a história de um fidalgo,
ou nobre ocioso,
											que passa os dias e as noites
											a ler romances de cavalaria.
											Enlouquecido com aquelas histórias,
											imagina-se um paladino
dos desfavorecidos.
											Todos na sua aldeia
											tentam convencê-lo a abandonar
a sua loucura,
											chegando ao ponto de queimarem
											alguns dos livros fantásticos
da sua biblioteca pessoal.
											Mas Don Quixote é imparável.
											Enfia uma velha armadura reluzente,
											monta no seu corcel esquelético,
											e abandona a aldeia, à procura de glória.
									","
											Damals wurde die europäische Kultur
											von mittelalterlichen Büchern über Ritter
und deren Moralkodex dominiert.
											Cervantes liebte sie zwar,
fand sie aber eintönig,
											denn sie listeten
vorwiegend Heldentaten auf,
											ohne Charaktere zu entwicklen.
											Als Provokation schrieb er ""Don Quijote"",
											die Geschichte eines Hidalgo
oder müßigen Adeligen,
											der Tag und Nacht Ritterromane liest.
											Das wirft ihn aus der Bahn
											und er wähnt sich in der Rolle
des Kämpfers für die Geknechteten.
											Alle im Dorf versuchen,
ihm seinen Wahn auszureden.
											Sie verbrennen sogar einige
einschlägige Bücher seiner Bibliothek.
											Doch nichts kann Don Quijote aufhalten.
											Er legt eine alte, aufpolierte Rüstung an,

											besteigt sein dürres Pferd
											und verlässt sein Dorf
auf der Suche nach Ruhm.
									","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
","
","
","
","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
"
											Cervantes’ novel
											unfolds as a collection of episodes
											detailing the mishaps of the valiant knight.
											Yet unlike the chivalry books
											and perhaps all other prior fiction,
											Cervantes’ story deeply investigates
											the protagonist’s inner life.
											Don Quixote matures as the narrative develops,
											undergoing a noticeable transformation.
											This literary revelation
											has led many scholars to call Don Quixote
											the first modern novel.
											And this character development
											doesn’t happen in isolation.
											Early on, Don Quixote is joined
											by a villager-turned-squire
											named Sancho Panza.
											Sancho and Don Quixote
											are a study in opposites:
											with one as the grounded realist
											to the other’s idealism.
											Their lively, evolving friendship is often credited
											as the original hero and sidekick duo,
											inspiring centuries of fictional partnerships.
									","
											Cervantes'in romanı
											cesur şövalyenin şanssızlıklarını anlatan
bir dizi bölümden oluşuyor.
											Diğer şövalye kitaplarının
ve hatta tüm diğer kurguların aksine
											Cervantes'in hikâyesi baş kahramanın
iç yaşamını çok derinden irdeliyor.
											Öykü ilerledikçe
Don Kişot da olgunlaşıyor,
											fark edilir bir dönüşüm geçiriyor.
											Bu edebi keşif sayesinde
											pek çok akademik kişilik
Don Kişot'u ilk çağdaş roman kabul etti.
											Üstelik bu karakter gelişimi
tek başına olmuyor.
											Hikâyenin başında Don Kişot'a
											Sanço Panza isminde
eski köylü bir silahşör katılıyor.
											Sanço ve Don Kişot
iki farklı çalışma konusu:
											Biri ayakları yere basan bir realist,
											diğeri ise idealizm öncüsü.
											Canlı ve verimli arkadaşlıkları
											baş kahraman ve onun yardımcısı
orijinal ikilisi olarak
											yüzyıllar sürecek
kurgusal ortaklıklara ilham veriyor.
									","
											O romance de Cervantes
											desenvolve uma série de episódios
											pormenorizando as desventuras
do valoroso cavaleiro.
											Mas, ao contrário dos livros de cavalaria
											e talvez de toda a anterior ficção,
											a história de Cervantes investiga profundamente
											a vida interior do protagonista.
											Don Quixote amadurece
à medida que a narrativa evolui,
											passando por uma transformação visível.
											Esta novidade literária
											levou muitos eruditos
a chamar a Don Quixote
											o primeiro romance moderno.
											Esta evolução da personagem
não ocorre isoladamente.
											Logo de início, Don Quixote
é acompanhado
											por um aldeão-nomeado-escudeiro,
											chamado Sancho Panza.
											Sancho e Don Quixote
são um estudo sobre opostos:
											um deles é o realista,
com os pés no chão
											e o outro é todo idealismo.
											A sua profunda amizade, progressiva
é considerada com frequência
											como o duo original
do herói e do seu assistente,
											inspirando séculos de parcerias de ficção.
									","
											Cervantes' Roman ist
eine Sammlung von Episoden
											über die Missgeschicke des kühnen Ritters.
											Doch im Gegensatz zu den Ritterromanen
											und vielleicht aller
bisher bekannten Prosa
											taucht Cervantes' Geschichte
tief in das Innenleben des Helden ein.
											Don Quijote wird im Lauf
der Erzählung reifer
											und macht eine bemerkenswerte
Wandlung durch.
											Dank dieser literarischen Offenbarung
											bezeichnen viele Wissenschaftler
""Don Quijote"" als ersten modernen Roman.
											Die Charakterentwicklung
geschieht nicht isoliert.
											Schon früh schließt sich Don Quijote
											ein Dörfler namens Sancho Pansa an,
der ihm als Knappe dient.
											Sancho und Don Quijote
könnten unterschiedlicher nicht sein:
											der eine realistisch-bodenständig,
der andere idealistisch.
											Ihre lebendige, wachsende Freundschaft
											gilt für viele als das erste
Herr-Diener-Gespann,
											das seit Jahrhunderten
fiktive Partnerschaften inspiriert.
									","Why should you read ""Don Quixote""?",Ilan Stavans,5:38,"TED-Ed,books,literature,book,Latin America,novel,writing,culture,world cultures,animation,history"
