en,pt,tr,title,speaker,duration,tags
"
","
","
",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
											Thank y'all!
									","
											Obrigado.
									","
											Herkese teşekkürler!
									",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
","
","
",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
											This is going to be a motivational speech.
											Because —
											imagine my motivation standing
between this strong, healthy crowd ...
											and lunch.
									","
											Isto vai ser uma palestra sobre motivação.
											Porque...
											imaginem a minha motivação
											de estar entre esta plateia
forte e saudável...
											e o almoço.
									","
											Bu motive edici bir konuşma olacak.
											Çünkü— düşünün yani
											bu güçlü ve sağlıklı kalabalıkla
öğle yemeği arasındaki
											şey bu motivasyon.
									",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
","
","
",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
","
","
",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
											So ...
											I'm @Falkvinge on Twitter.
											Feel free to quote me if I say something
memorable, stupid, funny, whatever.
											I love seeing my name on Twitter.
									","
											Eu sou o @Falkvinge no Twitter.
											Estejam à vontade para me citar,
											se eu disser algo memorável,
estúpido ou engraçado.
											Adoro ver o meu nome no Twitter.
									","
											Evet—
											Twitter'daki hesabım @Falkvinge.
											Unutulmaz, aptalca, komik bir şey 
söylersem, alıntı yapmaktan çekinmeyin.
											Twitter'da adımı görmeyi seviyorum.
									",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
","
","
",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
											So ...
											Hi! I'm Rick.
											I'm a politician.
											I'm sorry.
											How many in here have heard
of the Swedish Pirate Party before?
											Let's see a show of hands.
											OK, that's practically everybody.
											Probably due to the fact
that we are Sweden's neighbor.
									","
											Olá! Eu sou o Rick.
											Sou político.
											Desculpem-me.
											Quantos de vocês já ouviram falar 
do Partido Pirata Sueco?
											Braços no ar.
											Ok, praticamente, toda a gente.
											Provavelmente por sermos
vizinhos da Suécia.
									","
											Öyleyse...
											Merhaba! Ben Rick.
											Politikacıyım.
											Özür dilerim.
											Daha önce kaç kişi
İsveç Korsan Partisi'ni duydu?
											Elleri görelim.
											Pekâlâ, neredeyse herkes.
											Muhtemelen bunun nedeni
İsveç'in komşumuz olmasıdır.
									",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
","
","
",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
											I frequently ask how many have heard
of any other political party
											and there's always
just scattered hands in the audience
											compared to this first question
which is one-half to two-thirds.
											This is actually the first time ever
that does not match.
											It was practically everybody.
									","
											Frequentemente pergunto quantos já
ouviram falar de outros partidos políticos
											e há sempre muitas mãos 
espalhadas na plateia
											em comparação com a primeira pergunta, 
que é metade ou dois terços.
											Esta é a primeira vez que não corresponde.
											Foi praticamente toda a gente.
									","
											Sıklıkla başka bir siyasi partiyi 
kaç kişinin duyduğunu sorarım
											ve seyircilerin daha seyrek 
el kaldırdığını görüyorum,
											ilk soruyla karşılaştırdığımızda
yarısı ile üçte ikisi arasında.
											Aslında birbiriyle uyuşmaması bir ilk.

											Neredeyse herkes duymuş.
									",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
","
","
",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
											So, for those who haven't heard of us:
											well, the Pirate Party, we love the net.
											We love copying and sharing,
and we love civil liberties.
											For that, some people call us pirates.
											Probably in an attempt to make us
bow our heads and feel shame.
											That didn't work very well.
											We decided to stand tall about it instead.
									","
											Para aqueles que não nos conhecem:
											o Partido Pirata adora a Internet.
											Adoramos copiar e partilhar,
e adoramos as liberdades civis.
											Por isso, algumas pessoas 
chamam-nos piratas.
											Provavelmente, para nos tentar 
fazer sentir vergonha.
											Isso não funciona.
											Então, decidimos orgulhar-nos disto.
									","
											Pekâlâ, bizi duymamış olanlar için:
											Korsan Partisi olarak,
İnternet'e bayılıyoruz.
											Kopyalamayı, paylaşmayı ve
insan haklarını seviyoruz.
											İşte bu yüzden, bazı insanlar
bize korsan diyor.
											Muhtemelen başımızı eğdirip
utanç duydurtmaya çalışıyorlar.
											Ama pek işe yaramadı.
											Onun yerine dik durmaya karar verdik.
									",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
"
","
","
",I am a pirate,Rick Falkvinge,18:17,"Internet,TEDx,global issues,politics,technology"
