en,es,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
","
",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
											Let's say you despise
											Western democracy.
											Democracy, in all its trappings,
											free elections, town halls,
											endless debates about
the proper role of government.
											Too messy,
											too unpredictable,
											too constraining for your taste.
											And the way these democracies
band together and lecture everyone else
											about individual rights and freedoms —
											it gets under your skin.
									","
											Digamos que desprecian
											la democracia occidental.
											La democracia, con toda su parafernalia,
											elecciones libres, municipios,
											debates interminables sobre
el papel adecuado del gobierno.
											Demasiado complicado,
											demasiado impredecible,
											demasiado restrictivo para su gusto.
											La forma en la que estas democracias
se unen y aleccionan a los demás
											sobre los derechos
y libertades individuales...
											les molesta.
									","
											Disons que vous méprisez
											la démocratie occidentale.
											La démocratie
et toutes ses caractéristiques :
											les élections libres, les mairies,
											les débats sans fin sur le rôle
approprié du gouvernement.
											Trop compliqué,
											trop imprévisible,
											trop contraignant à votre goût.
											Et la façon dont ces démocraties
s'allient et sermonnent tous les autres
											sur les droits et libertés individuels —
											cela vous horripile.
									","
											Diyelim ki batı demokrasisini
											küçümsüyorsunuz.
											Demokrasi, tüm zenginlikleri içinde,
											serbest seçimler, belediye daireleri,
											hükûmetin asıl rolü hakkında 
sonsuz tartışmalardır.
											Çok karmaşık,
											çok tahmin edilemez,
											zevkiniz için çok kısıtlayıcı.
											Ve bu demokrasilerin bir araya gelmesi
ve birey hakları ve özgürlükler hakkında
											herkese ders verme tarzları —
											bu sizin sinirinize dokunuyor.
									","
											Vamos supor que vocês desprezam
											a democracia ocidental.
											A democracia, em todos os seus contornos:
											as eleições livres,
as câmaras municipais,
											os debates infindáveis
sobre o papel do governo.
											Demasiado confusa,
											demasiado imprevisível
											e demasiado restritiva para o vosso gosto.
											Depois, a forma como estas democracias
se juntam e querem dar lições aos outros
											sobre direitos e liberdades individuais,
											é irritante.
									",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
","
","
","
","
",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
											So what to do about it?
											You can call out the hypocrisy
and failures of Western democracies
											and explain how your way is better,
											but that's never really worked for you.
											What if you could get the people
											whose support is the very foundation
of these democracies
											to start questioning the system?
											Make the idea occur in their own minds
											that democracy and its institutions
are failing them,
											their elite are corrupt puppet masters
											and the country they knew is in free fall.
											To do that,
											you'll need to infiltrate
the information spheres
											of these democracies.
											You'll need to turn
their most powerful asset —
											an open mind —
											into their greatest vulnerability.
											You'll need people to question the truth.
									","
											¿Qué hacer entonces?
											Se puede apelar a la hipocresía y
fracasos de las democracias occidentales
											y explicar cómo la manera de uno es mejor,
											pero eso nunca funciona.
											¿Y si pudiesemos hacer que la gente
											cuyo apoyo es la base misma
de estas democracias,
											comenzara a cuestionar el sistema?
											Hacer que la idea se propague
en sus mentes;
											la democracia y sus instituciones
les están fallando,
											que la élite son titiriteros corruptos,
											y el país que conocieron
está en caída libre.
											Para hacer esto,
											hay que infiltrarse
en los círculos de información
											de estas democracias.
											Hay que hacer que
su activo más poderoso,
											una mente abierta,
											se convierta en
su mayor vulnerabilidad.
											Es necesario que la gente
cuestione la verdad.
									","
											Que faire ?
											Vous pouvez dénoncer l'hypocrisie
et les échecs des démocraties occidentales
											et expliquer en quoi
votre façon de faire est meilleure,
											mais cela n'a jamais très bien fonctionné.
											Et si vous pouviez faire que les gens,
											dont le soutien est le fondement
de ces démocraties,
											remettent en question le système ?
											Que l'idée leur traverse l'esprit
											que la démocratie
et ses institutions leur font défaut,
											leur élite n'est que
marionnettistes corrompus
											et le pays qu'ils connaissaient
est en chute libre.
											Pour faire cela,
											vous devrez infiltrer
les sphères d'information
											de ces démocraties.
											Vous devrez transformer
leur atout le plus puissant —
											l'ouverture d'esprit —
											en leur plus grande vulnérabilité.
											Il faudra que le peuple
remette en question la vérité.
									","
											Peki bu konuda ne 
yapılması gerekiyor?
											Batı demokrasilerinin iki yüzlülük ve 
başarısızlığı ile ilgili haykırabilirsiniz
											ve sizin yolunuzun nasıl
daha iyi olduğunu açıklayabilirsiniz,
											fakat bu hiçbir zaman
işe yaramamıştır.
											Sistemi sorgulamaya başlamak için
											bu demokrasilerin temellerine
desteği olan insanları
											alabilseydiniz, nasıl olurdu?
											Demokrasi ve kurumlarının 
kendilerini başarısızlığa uğrattığı,
											kendi elitlerinin yolsuzluk yapan
kukla ustaları olduğu
											ve onların bildiği ülkenin 
serbest düşüşte olduğu
											fikrini onların kafalarında oluşturun.
											Bunu yapmak için,
											bu demokrasilerin bilgi alanlarını
											sızdırmanız gerekecektir.
											Onların en güçlü değerini
											—açık fikirli olma—
											onların en büyük hassasiyetlerine 
çevirmeniz gerekecektir.
									","
											Então, o que é que podem fazer?
											Podem denunciar a hipocrisia
e as falhas das democracias ocidentais
											e explicar como a vossa maneira é melhor,
											mas isso nunca funcionou bem.
											E se conseguissem que as pessoas
											cujo apoio é a base dessas democracias
											começassem a questionar o sistema?
											Fazer ocorrer nas mentes dessas pessoas
											que a democracia e as suas instituições
estão a desiludi-las,
											que as suas elites são corruptos
manipuladores de marionetas
											e que o país que conheciam
está em queda livre.
											Para fazê-lo,
											vocês terão de se infiltrar
nas esferas da informação
											dessas democracias.
											Terão de transformar
o que elas têm de melhor
											— uma mente aberta —
											na sua maior vulnerabilidade.
											Precisam que as pessoas
duvidem da verdade.
									",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
","
","
","
","
",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
											Now, you'll be familiar of hacking
and leaks that happened in 2016.
											One was the Democratic
National Committee's networks,
											and the personal email
accounts of its staff,
											later released on WikiLeaks.
											After that, various online personas,
											like a supposed Romanian cybercriminal
who didn't speak Romanian,
											aggressively pushed news
of these leaks to journalists.
											The media took the bait.
											They were consumed by how much
the DNC hated Bernie.
											At the time, it was that narrative
that far outshined the news
											that a group of Russian government
sponsored hackers
											who we called ""Advanced
Persistent Threat 28,""
											or ""APT28"" for short,
											was carrying out
these operations against the US.
									","
											Están familiarizados con los ataques
informáticos y filtraciones de 2016.
											Uno de ellos ocurrió en
el Comité Nacional Demócrata,
											las cuentas de correo electrónico
de su equipo,
											fueron publicadas en WikiLeaks.
											Luego, varios personajes de Internet,
											como un supuesto cibercriminal rumano
que no hablaba rumano,
											alertaron sobre estas filtraciones
a los periodistas.
											La prensa mordió el anzuelo.
											Fueron cegados por cuánto odiaba
el CND a Bernie Sanders.
											En ese momento esa historia
llenó de titulares las noticias:
											un grupo de cibercriminales
financiado por el gobierno ruso,
											que se hacían llamar ""Amenaza
Persistente Avanzada 28"",
											o, simplemente, ""APT 28"",
											estaban llevando a cabo
estas operaciones contra EE. UU.
									","
											Vous êtes tous familiers des piratages
et fuites qui se sont produits en 2016.
											L'une était sur les réseaux
du comité démocrate national (DNC)
											et les comptes e-mail personnels
de ses employés,
											ensuite publiés sur WikiLeaks.
											Après cela, plusieurs personas en ligne,
											tels qu'un supposé cybercriminel roumain
qui ne parlait pas roumain,
											ont agressivement promu
ces fuites auprès de journalistes.
											Les médias ont mordu à l'appât.
											Ils ont été ravagés par combien
le DNC détestait Bernie.
											A l'époque, c'était un récit
qui éclipsait les nouvelles
											selon lesquelles un groupe de pirates
parrainé par le gouvernement russe
											que l'on a appelé « Advanced
Persistent Threat 28 »,
											ou « APT28 » pour faire court,
											menait ces opérations
contre les États-Unis.
									","
											Doğruları sorgulayacak insanlara
ihtiyacınız olacaktır.
											Şimdi, 2016 yılında meydana gelen hackleme
ve sızdırma olayına aşina olacaksınız.
											Bir tanesi Demokaratik Ulusal Komitesi ağı
											ve bunun yöneticisinin şahsi email 
hesabıydı,
											daha sonra WikiLeaks'te yayınlandı.
											Bundan sonra, 
online olan çeşitli şahıslar,
											Romence konuşamayan
Romanyalı Bilişim suçlusu gibi,
											ısrarla bu sızma haberlerini 
basına gönderdi.
											Media yemi yuttu.
											DNC'nin Bernie'den ne kadar nefret 
ettiği onları bitirdi tüketti.
											O zaman, şu haber çok fazla öne çıktı;
											Rus Hükûmeti destekli bir grup hacker,
											biz onları ""Advanced Persistent Threat 28""
									","
											Vocês conhecem os ataques informáticos
e as fugas de informação de 2016.
											Uma foi a pirataria dos ""emails""
do Comité Nacional Democrático,
											e das contas pessoais de ""email"" 
dos funcionários,
											mais tarde divulgadas no WikiLeaks.
											Depois disso, várias personagens ""online"",
											como a do cibercriminoso ""romeno""
que não falava romeno,
											forneceram agressivamente
notícias dessas fugas aos jornalistas.
											Os meios de comunicação
morderam o isco.
											Estavam totalmente apanhados
pelo ódio da DNC a Bernie.
											Na altura, foi essa narrativa
que ofuscou a notícia
											de que um grupo de piratas informáticos
patrocinados pelo governo russo
											a que chamámos:
""Ameaça Persistente Avançada 28"",
											abreviadamente, APT28,
											estavam a realizar estas operações
contra os EUA.
									",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
","
","
","
","
",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
											And there was no shortage of evidence.
											This group of Russian government hackers
hadn't just appeared out of nowhere
											in 2016.
											We had started tracking
this group back in 2014.
											And the tools that APT28 used
to compromise its victims' networks
											demonstrated a thoughtful,
well-resourced effort
											that had taken place for now over a decade
											in Moscow's time zone
											from about 9 am to 6 pm.
											APT28 loved to prey on the emails
and contacts of journalists in Chechnya,
											the Georgian government,
eastern European defense attachés —
											all targets with an undeniable interest
to the Russian government.
									","
											Y las pruebas no escaseaban.
											Este grupo de cibercriminales
no surgió de la nada en 2016.
											Empezamos a seguir la pista
de este grupo en 2014.
											Las herramientas que usaban para
vulnerar las redes de sus víctimas
											demostraban un esfuerzo meditado,
con abundantes recursos,
											que funcionaba más de una década
											en la zona horaria de Moscú
											más o menos desde
las 9 am hasta las 18 pm.
											Al APT28 le encantaba capturar los emails
y contactos de periodistas de Chechenia,
											del gobierno de Georgia,
adjuntos de defensa de Europa occidental;
											todos ellos, objetivos de un interés
innegable para el gobierno Ruso.
									","
											On ne manquait pas de preuves.
											Ce groupe de pirates du gouvernement russe
n'était pas sorti de nulle part
											en 2016.
											Nous avions commencé
à surveiller ce groupe en 2014.
											Les outils utilisés par APT28
											pour compromettre
les réseaux de ses victimes
											démontraient d'un effort
réfléchi et plein de ressources
											qui avait lieu depuis maintenant
plus d'une décennie
											dans le fuseau horaire de Moscou
											entre 9h du matin et 6h du soir.
											APT28 aimaient prendre pour cible
											des mails et contacts
de journalistes en Tchétchénie,
											le gouvernement géorgien,
											les attachés à la défense
de l'Europe de l'Est —
											des cibles d'un intérêt indiscutable
pour le gouvernement russe.
									","
											veya kısaca ""APT28"" olarak biliyoruz,
											ABD'ye karşı 
operasyon yapıyorlardı.
											Ve herhangi bir kanıt yetersizliği yoktu.
											Rus hükûmetinin desteklediği
bir grup hacker 2016'da ansızın
											ortaya çıkmamıştı.
											2014'e dönerek bu grubu
izlemeye başladık.
											Ve APT28'in kurban networklerini 
tehlikeye sokan yöntemleri
											özenli ve iyi planlanmış bir kaynak
çalışması olarak gösterildi
											ki bu Moskova zaman diliminde
											yaklaşık olarak
saat sabah 9'dan akşam 6'ya kadar,
											on yıldan fazla bir süre 
boyunca icra edildi.
											APT28, emailleri ve Çeçenistandaki 
gazetecilerin, Gürcüstan Hükümetinin,
									","
											Não faltavam provas.
											Este grupo de piratas russos
não surgiu do nada em 2016.
											Começámos a segui-los em 2014.
											As ferramentas que a APT28 usou
para penetrar nas redes das vítimas
											demonstraram um esforço ponderado
e com grandes recursos
											que ocorria já há mais de uma década,
											no fuso horário de Moscovo
											entre as 9h da manhã e as 6h da tarde.
											O APT28 espiava os ""emails"" e contactos
de jornalistas na Chechénia,
											o governo da Geórgia,
os adidos de defesa da Europa de Leste,
											todos eles alvo de inegável interesse
para o governo russo.
									",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
","
","
","
","
",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
"
											We weren't the only ones onto this.
											Governments, research teams
across the world,
											were coming to similar conclusions
											and observing the same
types of operations.
											But what Russia was doing in 2016
											went far beyond espionage.
											The DNC hack was just one of many
where stolen data was posted online
											accompanied by a sensational narrative,
											then amplified in social media
											for lightning-speed adoption by the media.
											This didn't ring the alarm bells
											that a nation-state was trying
to interfere with the credibility
											of another's internal affairs.
									","
											No éramos los únicos metidos en esto.
											Gobiernos, equipos de investigación
de todo el mundo,
											llegaron a conclusiones similares
											y observaron los mismos
tipos de operaciones.
											Pero lo que Rusia
estaba haciendo en 2016
											iba más allá del espionaje.
											El ataque al CND fue uno de muchos
donde los datos robados se publicaron
											acompañados de una
narrativa sensacionalista,
											y amplificados en las redes sociales
											seguido de, su publicación
inmediata en los medios.
											Esto no hizo saltar las alarmas
											de que un estado-nación intentaba
interferir en la credibilidad
											de los asuntos internos de otro.
									","
											Nous n'étions pas les seuls à suivre cela.
											Des gouvernements et équipes de recherche
à travers le monde
											en arrivaient aux mêmes conclusions
											et observaient le même genre d'opérations.
											Mais ce que la Russie a fait en 2016
											a été bien au-delà de l'espionnage.
											Le piratage du DNC n'est que l'un
des nombreux piratages
											où des données volées
ont été publiées en ligne
											accompagnées d'un récit sensationnel
											que les réseaux sociaux ont amplifié
											avant que les médias
ne l'adoptent à une vitesse fulgurante.
											Cela n'a pas déclenché l'alarme
											qu'un état-nation essaye
d'interférer avec la crédibilité
											des affaires internes d'un autre.
									","
											Doğu Avrupa Savunma Ataşelerinin—
Rusya Hükûmetine reddedilemeyecek kadar
											ilgi çekici olan tüm hedeflerin 
irtibatlarını yağmalamayı çok sever.
											Bunun üzerinde olan sadece biz değildik.
											Tüm dünyada hükûmetler, 
araştırma takımları
											benzer sonuçlara ulaştılar
											ve aynı tipteki operasyonları 
gözlemlediler.
											Fakat Rusya'nın 2016'da yaptığı
											casusluktan çok öteydi.
											DNC hack, çalınan verilerin online
yayınladığı yerlerden sadece biri,
											buna sansasyonel haberler
eşlik etti,
											ardından sosyal medyada 
ışık hızında medya tarafından
											benimsensin diye büyütüldü.
									","
											Não fomos os únicos a detetar isso.
											Governos e equipas de investigação
de todo o mundo,
											estavam a chegar às mesmas conclusões
											e a observar o mesmo tipo de operações.
											O que a Rússia estava a fazer em 2016
											ia muito para além da espionagem.
											O ataque ao DNC foi só um de muitos
que divulgaram na Internet dados roubados
											acompanhados
de uma narrativa sensacionalista,
											amplificada nas redes sociais
											para adoção instantânea
pelos meios de comunicação.
											Mas isto não fez soar os alarmes,
											de que um estado-nação estava
a tentar interferir na credibilidade
											dos assuntos internos de outro estado.
									",How (and why) Russia hacked the US election,Laura Galante,9:33,"algorithm,communication,future,computers,government,data,intelligence,global issues,policy,politics,society,technology,news,web,Internet,hack,encryption"
