en,es,tr,title,speaker,duration,tags
"
","
","
",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
											I hope you're all healthy,
											and I hope we will all remain healthy
for the indefinite future.
											But that hope is a little bit unrealistic,
											and so I've got a second back-up hope.
											The second back-up hope is that,
insofar as we have health problems,
											we will have good medicines
to take care of them.
											Medicines are very cheap to produce
and they're very effective —
											much more pleasant, actually,
than the alternatives:
											hospitalization, operations,
emergency rooms, the morgue ...
											None of these are good things.
											So we should be very grateful
that we have pharmacologists around,
											people who research these things
and develop new medicines.
											And we should be grateful
that we have a pharmaceutical industry
											that supports their activities.
											But there is a problem,
and you can tell from the fact
											that the pharmaceutical
industry isn't well-loved.
											In fact, in terms of popularity, they rank
just about with the tobacco companies
											and the arms manufacturers.
									","
											Espero que todos estén sanos
											y espero que todos se mantengan sanos
en el futuro indefinido.
											Pero esta esperanza no es muy realista,
											y tengo una esperanza de seguridad.
											Esta esperanza es que en la medida
que tengamos problemas de salud
											tendremos buenos medicamentos 
para cuidarnos.
											Las medicinas son baratas de producir
y son muy efectivas,
											de hecho, más agradables que
las alternativas:
											hospitalización, operaciones, 
salas de emergencia, la morgue...
											Ninguna de estas cosas son buenas.
											Así que deberíamos estar muy agradecidos
por tener farmacéuticos cerca,
											gente que investiga estas cosas y
desarrolla nuevas medicinas.
											Y deberíamos estar agradecidos de 
tener una industria farmacéutica
											que apoya sus actividades.
											Pero hay un problema, 
y puede notarlo por el hecho
											de que la industria farmacéutica 
no es muy querida.
											De hecho, en términos de popularidad,
están al nivel de las tabacaleras.
											y de los fabricantes de armas.
									","
											Umarım hepiniz sağlıklısınızdır
											ve hepimiz uzun bir gelecek boyunca
sağlıklı kalırız.
											Ama bu umut pek gerçekçi değil.
											O yüzden ikinci bir umudum var.
											İkinci umudum şu ki
sağlık problemlerimiz ortaya çıktığında
											bunları tedavi edebilecek 
iyi ilaçlara sahip olacağız.
											İlaçlar, epey ucuza üretilebiliyor
ve bayağı etkililer.
											Çok daha sevimsiz
alternatifleri de mevcut:
											hastaneye kaldırılmak, ameliyatlar,
acil servis, morg...
											Bunların hiçbiri hoş değil.
											O yüzden farmakologlara,
yani bu ilaçları
											araştırıp geliştiren insanlara
minnettar olmalıyız.
											Ayrıca onların faaliyetlerini destekleyen
bir ilaç sektörü olduğu için de
											minnettar olmalıyız.
											Ama bir sorun var.
Bunu, ilaç sektörüne
											yönelik antipatiden anlayabilirsiniz.
											Popülarite açısından ilaç sektörü,
sigara ve silah şirketleriyle
											atbaşı gidiyor.
									",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
","
","
",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
											So that's the problem
I want to talk with you about today.
											How would you organize
the pharmaceutical industry?
											If we did it all over again,
how would you do it?
											I think we would think
of three main principles.
											The first one is:
											we want patients to have access
to all the important medicines.
											Remember, these things
are very cheap to produce.
											So everybody in the world
should have access
											to all the important medicines.
											Secondly, we want innovative activities,
											the research and development
that pharmaceutical companies do,
											to track the diseases that are
the most important, the most damaging.
											We want them to aim
for the greatest health impact.
											And thirdly, we want
the whole system to be efficient.
											We want as little of the money
that goes into the system to go to waste,
											to go for overhead,
for red tape, and so on and so forth.
											Very simple three points.
									","
											Ese es el problema del que quiero
hablar con Uds. hoy.
											¿Cómo organizaría 
la industria farmacéutica?
											¿Si lo hiciéramos de nuevo, 
cómo lo harían?
											Creo que pensaríamos en
tres principios principales.
											El primero es:
											queremos que los pacientes tengan
acceso a todas las medicinas clave.
											Recuerde, estas cosas son muy baratas
de producir.
											Por lo que todos en el mundo 
deberían tener acceso
											a todas las medicinas importantes.
											Segundo, queremos actividades innovadoras,
											la investigación y desarrollo que las 
compañías farmacéuticas hacen,
											para rastrear las enfermedades que
son más importantes, las más dañinas.
											Queremos que se dirijan a 
un mayor impacto de la salud.
											Y tercero, queremos que 
el sistema entero sea eficiente.
											Queremos tan poco dinero como el que
entra en el sistema y se desperdicia,
											que se va en burocracia, 
en papeleo y esas cosas.
											Tres puntos muy simples.
									","
											İşte bugün sizle konuşmak istediğim
sorun da bu.
											Siz olsanız ilaç sektörünü 
nasıl düzenlerdiniz?
											Her şey en baştan yapılsaydı
siz nasıl yapardınız?
											Bence aklımıza üç temel ilke gelirdi.
											Birincisi şu:
											biz hastaların tüm önemli ilaçlara
erişiminin olmasını istiyoruz.
											Unutmayın ki ilaçlar,
çok ucuza üretilebiliyor.
											Bu yüzden dünyadaki herkes
önemli ilaçların tamamına
											erişebilmelidir.
											İkinci olarak ilaç şirketlerinin yürüttüğü
											yenilik, araştırma ve geliştirme
faaliyetlerinin,
											en önemli, en zararlı hastalıkların
izini sürmesini istiyoruz.
											Bunların, en büyük sağlık etkisini
hedeflemesini istiyoruz.
											Üçüncü olarak, tüm sistemin
verimli olmasını istiyoruz.
											Sisteme giren paranın
çok azı ziyan olsun,
											genel masraflar, bürokratik işlemler
vb. kalemlere gitsin istiyoruz.
											Çok basit üç madde.
									",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
","
","
",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
											Now what about the existing system?
											I think it does poorly
on all these three counts.
											First, universal access: forget about it.
											The vast majority of human beings
do not have access to medicines,
											at least while they're still under patent.
											There are extremely high markups,
and that's the problem.
											The problem is that even though
these medicines are very cheap to produce,
											they cost a great amount of money
during the time that they're under patent,
											and the reason for that is
that rich people can pay a lot of money.
											Pharmaceutical companies
have a temporary monopoly;
											they price for the rich,
they forget about the poor.
									","
											¿Cómo se hace en el sistema existente?
											Creo que lo hace mal en estos tres puntos.
											Primero, acceso universal: olvídenlo.
											La gran mayoría de humanos
no tienen acceso a las medicinas,
											al menos mientras aún están bajo patente.
											Hay márgenes extremadamente altos,
y ese es el problema.
											El problema es que a pesar de que
estas medicinas son baratas de producir,
											cuestan una gran cantidad de dinero
mientras están bajo patente.
											Y la razón de esto es que la gente rica
puede pagar mucho dinero.
											Las compañías farmacéuticas 
tienen monopolio temporal,
											cobran a los ricos, olvidan a los pobres.
									","
											Peki mevcut sistem ne durumda?
											Bence bu üç maddenin üçünde de başarısız.
											İlk olarak evrensel erişim: 
unutun gitsin.
											İnsanların büyük çoğunluğunun
ilaçlara erişimi yok.
											En azından ilaçlar patent altındayken.
											Aşırı yüksek kâr oranları söz konusu
ve sorun tam da burada.
											Bu ilaçlar çok ucuza üretilse de
											patent altında oldukları süre zarfında,
büyük paralara mal oluyorlar.
											Bunun da nedeni şu:
Zengin insanlar çok para ödeyebiliyor.
											İlaç şirketleri geçici bir tekele sahip.
											Zenginler için fiyatlandırıyor,
fakirleri unutuyorlar.
									",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
","
","
",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
											The second problem is innovation.
											Again, we don't focus on the diseases
that do the most damage,
											and that's often put
into the phrase ""the 10/90 gap.""
											Ten percent of all the money spent
on pharmaceutical research
											is focusing on diseases
that account for ninety percent
											of the global burden of disease.
											And vice versa — ninety percent
of the money is spent on diseases
											that account for only ten percent
of the global burden of disease.
											So there's a huge mismatch between
where we spend the research money
											and where the greatest problems are.
									","
											El segundo problema es la innovación.
											De nuevo, no nos centramos en las
enfermedades que hacen más daño,
											y esto a menudo nos lleva al
concepto ""la brecha 10/90"".
											El 10 % de todo el dinero gastado 
en investigación farmacéutica
											está enfocado en enfermedades 
que representan el 90 %
											de la carga mundial de enfermedades.
											Y viceversa, el 90 % del dinero gastado
en enfermedades
											que representan solo el 10 % de la
de las enfermedades mundiales.
											Hay un gran desajuste entre el dinero
que gastamos en investigación
											y dónde están los mayores problemas.
									","
											İkinci sorun ise yenilik.
											Burada da en çok zarar veren 
hastalıklara odaklanmıyoruz.
											Bu da sıklıkla ''10/90 boşluğu''
deyimiyle ifade ediliyor.
											İlaç araştırmalarına harcanan
paranın yüzde 10'u,
											küresel maliyetin yüzde 90'ını oluşturan
											hastalıklara gidiyor.
											Buna karşın, harcanan paranın yüzde 90'ı,
küresel maliyetin yüzde 10'unu

											oluşturan hastalıklara gidiyor.
											Yani araştırma için para harcanan yer ile
en büyük sorunların olduğu yer arasında
											devasa bir uyumsuzluk var.
									",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
","
","
",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
"
											Now, both these problems —
											the problem with innovation
and the problem with access —
											have to do with this:
											the distribution of money in the world.
											It's extremely unequal.
											The blue area here is the top quarter
of the human population.
											They have more than ninety percent
of the global household income.
											The bottom half of humanity,
on the other hand,
											has not even three percent
of global household income.
											So if you're a pharmaceutical company
and you look for profit opportunities,
											you look at this sort of chart and say,
""Where's the money?
											What am I going to research?
											Who am I going to provide with medicines?""
											And again, that is in the context
of there being only one way
											in which pharmaceutical companies
make money under the present system,
											that is, through patent-protected markups.
											That's how they make their money,
through markups.
											And if you make money through markups,
											then obviously, you will go to where
the people have the most income.
									","
											Bien, estos dos problemas,
											el problema de la innovación y
el problema del acceso,
											tienen que ver con esto:
											la distribución del dinero en el mundo.
											Es extremadamente desigual.
											El área azul es el cuarto superior
de la población mundial.
											Ahí se concentra más del 90 % 
de los ingresos familiares globales.
											La mitad inferior de la humanidad,
por otra parte,
											no tienen ni siquiera el 3 % de los
ingresos familiares globales.
											Si Uds. fuera una compañía farmacéutica
y buscaran oportunidades de beneficio
											miren este gráfico y dice:
""¿Dónde está el dinero?
											¿Qué voy a investigar?
											¿A quién voy a proporcionar medicamentos?""
											Y de nuevo, eso está en el contexto
de que solo hay una manera
											en que las farmacéuticas
hagan dinero en el sistema actual,
											a través de marcas protegidas
por patentes.
											Así es como hacen dinero, 
a través de marcas.
											Y si hacen su dinero a través de marcas,
											obviamente, irá a donde la
gente tiene los mayores ingresos.
									","
											Gerek yenilik sorunu,
											gerekse erişim sorunu,
											şundan kaynaklanıyor:
											dünyada paranın bölüşümü.
											Bu son derece eşitsiz.
											Buradaki mavi alan, insan nüfusunun
en zengin çeyreğini gösteriyor.
											Küresel hanehalkı gelirinin
yüzde 90'ından fazlasına sahipler.
											İnsanlığın yarısının ise,
											küresel hanehalkı gelirinden
aldığı pay yüzde 3'ün altında.
											Yani bir ilaç şirketi olarak
kârlı fırsatlar arıyorsanız,
											bu tabloya bakıp şöyle dersiniz:
''Para nerede?''
											''Neyi araştıracağım?''
											''Kime ilaç sağlayacağım?''
											Yine bunun için de tek bir yol kalıyor:
											İlaç şirketlerinin para kazanmasını
sağlayan mevcut sistem.
											Yani, patent korumalı kâr oranları.
											Parayı işte böyle kazanıyorlar.
Kâr oranlarıyla.
											Eğer kâr oranlarıyla para kazanıyorsanız
											elbette en yüksek gelire sahip
insanların olduğu yere gidersiniz.
									",Medicine for the 99 percent,Thomas Pogge,18:05,"TEDx,economics,global issues,health"
