en,fr,tr,title,speaker,duration,tags
"
","
","
",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
											Let's go back to 1957.
											Representatives
from six European countries
											had come to Rome
											to sign the treaty that was
to create the European Union.
											Europe was destroyed.
											A world war had emerged from Europe.
											The human suffering was unbelievable
											and unprecedented.
											Those men
											wanted to create a peaceful,
											democratic Europe,
											a Europe that works for its people.
									","
											Retournons en 1957.
											Des représentants des six pays
européens sont arrivés à Rome
											afin de signer le traité de création
de l'Union Européenne.
											L'Europe était détruite.
											Une guerre mondiale
était apparue en Europe.
											La souffrance humaine
était incroyable et sans précédent.
											Ces hommes
											voulaient créer une Europe
démocratique en paix,
											une Europe qui fonctionne
pour ses habitants.
									","
											1957'ye dönelim
											6 Avrupa ülkesinden temsilciler
											Avrupa Birliği'ni kuracak
anlaşmayı imzalamak için
											Roma'ya gelmişlerdi.
											Avrupa yıkılmıştı
											Dünya savaşı Avrupa'dan çıkmıştı.
											Yaşanan acı inanılmaz
											ve emsalsizdi.
											Bu insanlar
											barışçıl ve demokratik
											bir Avrupa oluşturmak istediler.
											Kendi toplumu için çalışan bir Avrupa.
									",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
","
","
",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
											And one of the many building blocks
											in that peace project
											was a common European market.
											Already back then,
											they saw how markets,
											when left to themselves,
											can sort of slip into being
just the private property
											of big businesses and cartels,
											meeting the needs of some businesses
											and not the needs of customers.
									","
											Et un des nombreux constituants
de ce projet de paix
											était un marché commun européen.
											Déjà à cette époque,
											ils voyaient comment les marchés,
lorsqu'ils sont laissés à eux-mêmes,
											peuvent devenir insensiblement
											la seule propriété privée
des grandes entreprises et des cartels,
											répondant aux besoins
d'un petit nombre d'entreprises
											mais pas aux besoins des clients.
									","
											Bu barış projesindeki
											yapı taşlarından bir tanesi de
											Ortak Avrupa Pazarı'ydı.
											Zaten o zamanlardan
											pazarın kendi kendine bırakıldığında
											büyük şirketlerin ve kartellerin
											özel mülküne dönüşeceğini
											sadece bazı şirketlerin ihtiyacını
karşılayacağını,
											müşterilerin ihtiyacını
											karşılamayacağını gördüler.
									",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
","
","
",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
											So from our very first day,
											in 1957,
											the European Union had rules
											to defend fair competition.
											And that means competition on the merits,
											that you compete
on the quality of your products,
											the prices you can offer,
											the services, the innovation
that you produce.
											That's competition on the merits.
											You have a fair chance
of making it on such a market.
											And it's my job,
											as Commissioner for Competition,
											to make sure that companies
who do business in Europe
											live by those rules.
									","
											Donc, dès le tout premier jour, en 1957,
											l'Union Européenne avait des règles
pour défendre la concurrence loyale.
											Il s'agit de la concurrence
basée sur les mérites :
											vous faites concurrence sur le plan
de la qualité de vos produits,
											des prix que vous pouvez offrir,
											des services et des
innovations que vous créez.
											C'est cela, la compétition
sur les mérites.
											Dans un tel marché, vous avez
des chances égales de réussir.
											Et c'est mon travail,
											en tant que commissaire à la concurrence,
											de faire en sorte que les entreprises
qui font des affaires en Europe
											suivent ces règles.
									","
											Daha ilk günden beri
											1957'de
											Avrupa Birliğinin adil rekabeti
											savunduğu kuralları vardı.
											Ve bunun anlamı;
ürünlerin kalitesini
											rekabet ettirdiğiniz,
faziletli bir rekabet,
											size sunulan fiyatlar,
											servisler,
ürettiğiniz inovasyonlar.
											İşte bu faziletli rekabettir.
											Bunu bu tür bir pazarda bunu yapmak
için adil şansa sahipsinizdir.
											Ve bu benim işim,
											rekabet komiseri
											Avrupa'da iş yapan firmaların 
bu kurallarla
											yaşayıp yaşamadığından
emin olmak.
									",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
","
","
",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
											But let's take a step back.
											Why do we need rules
on competition at all?
											Why not just let businesses compete?
											Isn't that also the best for us
											if they compete freely,
											since more competition
											drives more quality,
											lower prices, more innovation?
											Well, mostly it is.
											But the problem is
that sometimes, for businesses,
											competition can be inconvenient,
											because competition means
that the race is never over,
											the game is never won.
											No matter how well
you were doing in the past,
											there's always someone
											who are out there
wanting to take your place.
											So the temptation to avoid competition
											is powerful.
											It's rooted in motives
as old as Adam and Eve:
											in greed for yet more money,
											in fear of losing
your position in the market
											and all the benefits it brings.
									","
											Mais, prenons du recul.
											Pourquoi avons-nous besoin de règles
en matière de concurrence ?
											Pourquoi ne pas laisser simplement
les entreprises se concurrencer ?
											N'est-ce pas aussi ce qu'il y a
de mieux pour nous,
											qu'ils se concurrencent librement,
											vu que plus de concurrence
entraîne plus de qualité,
											des prix plus bas, plus d'innovation ?
											Eh bien, généralement, c'est le cas.
											Mais le problème est que, parfois,
pour les entreprises,
											la concurrence peut être...
											gênante.
											Parce que la concurrence implique
que la course n'est jamais finie,
											que le jeu n'est jamais gagné.
											Quel que soit votre degré 
de réussite dans le passé,
											il y a toujours quelqu'un, là,
désireux de prendre votre place.
											Donc, la tentation d'éviter 
la concurrence est très grande.
											Elle a ses racines dans des raisons
aussi vieilles qu'Adam et Ève :
											l'avidité pour toujours plus d'argent,
											la peur de perdre 
notre position sur le marché
											et tous les bénéfices qu'elle apporte.
									","
											Fakat şimdi biraz geriye
çekilelim,
											Niçin bir şekilde rekabet 
için kurallara ihtiyacımız var?
											Neden firmaların rekabet etmesine
müsaade etmiyoruz?
											Bu aynı zamanda bizim içinde 
en iyisi değil midir?
											Eğer serbestçe rekabet ederlerse
											daha fazla rekabet
											daha fazla kalite, daha düşük
											fiyatlar ve daha fazla inovasyon
getirmez mi?
											Genellikle evet.
											Fakat problem şurada,
bazen firmalar için
											rekabet uygunsuz olabilir,
											çünkü rekabet demek yarışın 
hiçbir zaman bitmeyeceği anlamına gelir,
											oyun hiçbir zaman kazanılamaz.
											Geçmişte ne kadar iyi yaptığın
hiç önemli değil,
											dışarıda bekleyen ve
											senin yerini almak isteyen birileri
her zaman olacaktır.
											Bu nedenle rekabeti 
engellemenin hazzı
											kuvvetlidir.
											Bu Adem ve Havva kadar eski bir 
bir dürtüden kaynaklanmaktadır.
											Daha fazla para için açgözlülük,
											pazardaki yerini
											ve bunun getirdiği faydaları kaybetme
korkusu.
									",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
","
","
",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
"
											And when greed and fear
											are linked to power,
											you have a dangerous mix.
											We see that in political life.
											In part of the world,
											the mix of greed and fear
											means that those who get power
											become reluctant to give it back.
											One of the many things
											I like and admire in our democracies
											are the norms
											that make our leaders hand over power
											when voters tell them to.
											And competition rules
can do a similar thing in the market,
											making sure that greed and fear
doesn't overcome fairness.
											Because those rules mean
											that companies cannot misuse their power
to undermine competition.
									","
											Quand cupidité et peur
sont associées au pouvoir,
											vous obtenez une combinaison dangereuse.
											Nous observons cela dans la vie politique.
											Dans certaines parties du monde,
											le mélange de cupidité et de peur signifie
que ceux qui ont obtenu du pouvoir
											sont alors peu disposés à le rendre.
											Une des nombreuses choses que j'aime
et admire dans nos démocraties,
											ce sont les normes qui conduisent
nos dirigeants à céder le pouvoir
											quand les électeurs le leur demandent.
											En fait, les règles de concurrence 
peuvent faire la même chose sur le marché,
											veiller à ce que cupidité et peur
n'outrepassent pas les règles d'équité.
											Car ces règles veulent dire
que les entreprises
											ne peuvent pas abuser de leur pouvoir
pour éliminer la concurrence.
									","
											Açgözlülük ve korku
											güç ile irtibatladığında
											tehlikeli bir karışıma sahip 
oluyorsunuz.
											Bunu politik hayatta görüyoruz.
											Dünyanın bir kısmında,
											aç gözlülük ve korkunun karışımı
											gücü ele geçirenlerin bunu geri vermek
											için gönülsüz olmaları anlamına gelir.
											Bizim demokrasimizde sevdiğim
											ve taktir ettiğim bir çok şeyden biride
											normlardır.
											Ki bu normlar seçmenlerin söylediğinde
											bizim liderlerimizin gücü teslim 
etmesini sağlar.
											Ve rekabet kuralları pazarda aynı şeyi
yapabilir,
											açgözlülük ve korkunun adaletin 
üstesinden gelmemesi sağlayabilir.
											Çünkü bu kuralların anlamı,
											şirketler rekabetin altını kazmamak için
kendi güçlerini kötüye kullanamamasıdır.
									",The new age of corporate monopolies,Margrethe Vestager,19:48,"business,corruption,government,economics,global issues,leadership,politics,markets,Europe"
