en,fr,tr,title,speaker,duration,tags
"
","
","
","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
											So I started working
											with refugees because I wanted
											to make a difference,
											and making a difference starts
											with telling their stories.
											So when I meet refugees,
											I always ask them questions.
											Who bombed your house?
											Who killed your son?
											Did the rest of your family make it out alive?
											How are you coping
											in your life in exile?
											But there's one question that always seems to me
											to be most revealing, and that is:
											What did you take?
											What was that most important thing
											that you had to take with you
											when the bombs were exploding in your town,
											and the armed gangs were approaching your house?
									","
											J'ai commencé à travailler avec des
réfugiés parce que
											je voulais faire la différence.
											Et faire la différence commence
par raconter leurs histoires.
											Alors, lorsque je rencontre des réfugiés,
											je leur pose toujours des questions.
											Qui a bombardé votre maison ?
											Qui a tué votre fils ?
											Le reste de votre famille a-t-il survécu ?
											Comment faites-vous pour vous en sortir
											dans votre vie en exil ?
											Mais il y a toujours une question qui 
semble être la plus révélatrice pour moi
											et c'est :
											Qu'avez-vous emporté ?
											Quelle est la chose la plus importante
											qu'il vous fallait emporter avec vous
											lorsque les bombes explosaient 
dans votre ville
											et que les bandes armées s'approchaient 
de votre maison ?
									","
											Farklılık yaratmak adına,
											mültecilerle çalışmaya başladım
											ve fark yaratmak
											onların hikâyelerini
											aktarmaktan geçiyor.
											Mülteciler ile buluştuğumda,
											her daim onlara sorular sorarım.
											Evini kim bombaladı?
											Evladını kim öldürdü?
											Ailenin kalan üyeleri hayatta kalmayı
başarabildi mi?
											Sürgündeki hayatın üstesinden
											nasıl gelebiliyorsun?
											Fakat şu kilit soru, bana göre
											gerçekleri en doğru
şekilde ortaya koyuyor:
											Yanına ne aldın?
											Yaşadığın yerde bombalar patlarken
											ve silahlı çeteler evine yol alırken
											yanında almak zorunda kaldığın
											o en önemli şey neydi?
									","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
","
","
","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
											A Syrian refugee boy I know
											told me that he didn't hesitate
											when his life was in imminent danger.
											He took his high school diploma,
											and later he told me why.
											He said, ""I took my high school diploma
											because my life depended on it.""
											And he would risk his life to get that diploma.
											On his way to school, he would dodge snipers.
											His classroom sometimes shook
											with the sound of bombs and shelling,
											and his mother told me,
											""Every day, I would say to him every morning,
											'Honey, please don't go to school.'""
											And when he insisted, she said,
											""I would hug him as if it were for the last time.""
											But he said to his mother,
											""We're all afraid,
											but our determination to graduate
											is stronger than our fear.""
									","
											Un réfugié syrien que je connais
											m'a dit qu'il n'avait pas hésité
											lorsque sa vie était en danger immédiat.
											Il prit son diplôme de secondaire
											et, plus tard, il me dit pourquoi.
											Il m'a dit : « J'ai pris
mon diplôme de secondaire
											parce que ma vie en dépendait. »
											Et qu'il risqua sa vie pour obtenir 
ce diplôme.
											Sur le chemin de l'école,
il esquivait les snipers.
											Sa salle de classe tremblait parfois
											du bruit des bombes et des obus.
											Et sa mère m'a raconté :
											« Chaque matin, je lui disais :
											' Chéri, s'il te plaît, 
ne va pas à l'école ! ' »
											Et lorsqu'il insistait, m'a-t-elle dit :
											« Je le serrais dans mes bras comme si
c'était la dernière fois. »
											Mais il a dit à sa mère :
											« Nous sommes tous effrayés,
											mais notre détermination à être diplômés
											est plus forte que notre peur. »
									","
											Tanıdığım Suriyeli bir genç,
											hayatı mutlak tehlike içindeyken
											tereddüt etmediğini söyledi.
											Lise diplomasını aldı
											ve bana nedenini anlattı.
											''Lise diplomamı aldım;
											çünkü hayatım buna bağlıydı.'' dedi.
											O diplomayı alabilmek
için hayatını riske atabilirdi.
											Okula giderken keskin nişancıları 
atlatmak zorundaydı.
											Patlama ve bombardıman sesleri ile
											sınıfı zaman zaman sarsılıyordu
											ve annesi bana şunu söylemişti:
											''Her gün, her sabah ona şunu söylerdim:
											""Lütfen okula gitme yavrum''.
											O ısrar ettiğindeyse, ''Ona son kez
											sarılıyormuş gibi sarılırdım.'' dedi.
											Annesine şunu söyledi,
											''Hepimiz korkuyoruz
											ama mezun olma kararlılığımız
											korkumuzdan daha güçlü.''.
									","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
","
","
","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
											But one day, the family got terrible news.
											Hany's aunt, his uncle and his cousin
											were murdered in their homes for refusing
											to leave their house.
											Their throats were slit.
											It was time to flee.
									","
											Mais, un jour, la famille reçut 
une horrible nouvelle.
											La tante d'Hany, son oncle et son cousin
											avaient été assassinés dans leurs foyers
											car ils avaient refusé
de quitter leurs maisons.
											Leurs gorges avaient été tranchées.
											Il était temps de fuir.
									","
											Bir gün, bu aile korkunç haberi aldı.
											Hany'nin halası, amcası ve kuzeni
											evlerini terk etmeyi reddettikleri için
											öldürülmüşlerdi.
											Boğazları kesilmişti.
											Gitmenin vakti gelmişti.
									","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
","
","
","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
											They left that day, right away, in their car,
											Hany hidden in the back because they were facing
											checkpoints of menacing soldiers.
											And they would cross the border into Lebanon,
											where they would find peace.
											But they would begin a life of grueling hardship
											and monotony.
											They had no choice but to build a shack
											on the side of a muddy field,
											and this is Hany's brother Ashraf,
											who plays outside.
									","
											Ils partirent ce jour-là, sur-le-champ,
dans leur voiture
											Hany se cachant à l'arrière 
car ils croisaient
											des soldats menaçants
aux postes de contrôle.
											Ils ont passé la frontière avec le Liban,
											et ont trouvé la paix.
											Mais ils commencèrent une vie 
d'épreuves éreintantes
											et de monotonie.
											Ils n'eurent pas d'autre choix 
que de construire une cabane
											au bord d'un terrain boueux,
											et voici le frère d'Hany, Ashraf,
											qui joue dehors.
									","
											O gün çarçabuk arabalarıyla ayrıldılar,
											Hany arkaya saklandı, çünkü tehditkâr
											askerlerin olduğu
kontrol noktalarından geçiyorlardı.
											Huzura kavuşacakları
											Lübnan sınırını geçeceklerdi.
											Meşakkatli zorlukların
ve yeknesaklıkların olduğu
											bir hayata başlayacaklardı.
											Çamurlu bir bölgeye baraka inşa etmekten
											başka bir seçenekleri yoktu,
											bu da dışarıda oyun oynayan
											Hany'nin kardeşi Ashraf.
									","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
","
","
","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
"
											And that day, they joined
											the biggest population of refugees in the world,
											in a country, Lebanon, that is tiny.
											It only has four million citizens,
											and there are one million Syrian refugees living there.
											There's not a town, a city or a village
											that is not host to Syrian refugees.
											This is generosity and humanity
											that is remarkable.
											Think about it this way, proportionately.
											It would be as if
											the entire population of Germany,
											80 million people,
											would flee to the United States in just three years.
											Half of the entire population of Syria
											is now uprooted,
											most of them inside the country.
											Six and a half million people
											have fled for their lives.
											Over and well over three million people
											have crossed the borders
											and have found sanctuary
in the neighboring countries,
											and only a small proportion, as you see,
											have moved on to Europe.
											What I find most worrying
											is that half of all Syrian refugees are children.
											I took this picture of this little girl.
											It was just two hours after she had arrived
											after a long trek from Syria into Jordan.
									","
											Et, ce jour-à, ils rejoignirent
											la plus grande population de réfugiés
du monde,
											dans un pays, le Liban, qui est minuscule.
											Il y a seulement 
quatre millions d'habitants
											et un million de réfugiés syriens 
y habitent.
											Il n'y a pas un centre-ville, 
une ville ou un village
											qui n'accueille pas de réfugiés syriens.
											Il s'agit de générosité et d'humanité
											et c'est remarquable.
											Pensez à cela de cette façon,
proportionnellement.
											Ce serait comme si
											la population totale de l'Allemagne,
											80 millions d'habitants,
											fuyait jusqu'aux États-Unis 
en seulement trois ans.
											La moitié de la population de Syrie
											est maintenant exilée,
											la plupart d'entre eux
à l'intérieur même du pays.
											Six millions et demi de personnes
											ont fui pour leur vie.
											Bien plus de trois millions de personnes
											ont passé la frontière
											et ont trouvé refuge
dans les pays voisins,
											et seulement une petite proportion,
comme vous le voyez
											a continué jusqu'en Europe.
											Ce que je trouve le plus inquiétant,
											c'est que la moitié des réfugiés syriens
sont des enfants.
											J'ai pris cette photo
de cette petite fille.
											C'était seulement deux heures
après son arrivée,
											après une longue marche depuis la Syrie
jusqu'en Jordanie.
									","
											İşte o gün,
											dünyada en çok mülteci barındıran
											o küçük ülkeye, Lübnan'a katıldılar.
											Kendi nüfusu 4 milyon olmakla birlikte,
											1 milyon Suriyeli mülteci barındırıyor.
											Suriyeli mültecilere ev sahipliği yapmayan
											ne bir kasaba, şehir ne de bir köy var.
											Takdire şayan olansa
											bu cömertlik ve insanlık.
											Oransal olarak düşünelim.
											80 milyon nüfuslu Almanya'nın,
											sadece 3 yıl içerisinde,
											Birleşik Devletler'e sığınması gibi
											olurdu.
											Suriye nüfusunun yarısı
											yerinden yurdundan edildi,
											çoğu da ülke içinde.
											Altı buçuk milyon insan,
											hayatlarını kurtarmak için kaçtılar.
											Üç milyonun üzerinde insan
											sınırları geçti
											ve komşu ülkelere
sığınmacı olarak yerleşti
											ve gördüğünüz üzere sadece küçük bir kısmı
											Avrupa'ya yerleşti.
											Beni en çok endişelendiren durum,
											bütün Suriyeli mültecilerin
yarısının çocuk olması.
											Bu küçük kızın, bu fotoğrafını çektim.
											Suriye'den Ürdün'e yaptığı o uzun
											yolculuktan sadece 2 saat sonrasıydı.
									","Let's help refugees thrive, not just survive",Melissa Fleming,16:08,"education,global issues,poverty,war,Syria,refugees"
