en,es,tr,title,speaker,duration,tags
"
","
","
",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
											When I was six years old,
											I received my gifts.
											My first grade teacher
had this brilliant idea.
											She wanted us to experience
receiving gifts
											but also learning the virtue
of complimenting each other.
											So she had all of us
come to the front of the classroom,
											and she bought all of us gifts
and stacked them in the corner.
											And she said,
											""Why don't we just stand here
and compliment each other?
											If you hear your name called,
											go and pick up your gift and sit down.""
											What a wonderful idea, right?
											What could go wrong?
									","
											Cuando tenía seis años, recibí regalos.
											Mi maestra de primer grado
tuvo una idea brillante.
											Quería que recibiéramos regalos
											pero también que aprendiéramos 
a felicitarnos mutuamente.
											Por lo tanto, nos pidió a todos
acercarnos delante de la clase
											para ver los regalos que nos compró
y dejó en un rincón, y nos dijo
											que permaneciéramos allí de pie
para felicitarnos unos a otros
											y al oír nuestro nombre que recogiéramos
el regalo y nos fuéramos a sentar.
											Qué idea maravillosa, ¿verdad?
											¿Qué podría salir mal?
									","
											Altı yaşımdayken
											hediyelerimi aldım.
											İlkokul öğretmenimin harika bir fikri vardı.
											Bizim hediye alma olayını
tecrübe etmemizi
											ama ayrıca birbirimize iltifat etme
erdemini öğrenmemizi de istedi.
											Bu yüzden hepimizi sınıfın önüne getirdi
											ve hepimize hediyeler aldı
ve onları köşeye koydu.
											Ve şöyle söyledi:
											""Neden şimdi burada durup
birbirimize iltifat etmiyoruz?
											İsminiz çağırıldığında,
											gidip hediyenizi alın ve oturun.""
											Ne kadar harika bir fikir, değil mi?
											Ne olabilirdi ki?
									",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
","
","
",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
","
","
",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
											Well, there were 40 of us to start with,
											and every time I heard
someone's name called,
											I would give out the heartiest cheer.
											And then there were 20 people left,
											and 10 people left,
											and five left ...
											and three left.
											And I was one of them.
											And the compliments stopped.
											Well, at that moment, I was crying.
											And the teacher was freaking out.
											She was like, ""Hey, would anyone
say anything nice about these people?""
									","
											Bueno, para empezar, éramos 40 alumnos
											y cada vez que escuché un nombre
aplaudí y saludé con entusiasmo,
											hasta que quedaron 20, luego 10, 5 y 3.
											Y yo era uno de los últimos tres.
											Y nadie aplaudió.
											Bueno, para entonces,
yo ya estaba llorando.
											Y la maestra se puso nerviosa.
											Dijo: ""¿Puede alguno decir algo
bonito sobre estas personas?""
									","
											Öncelikle orada 40 kişiydik
											ve ne zaman birinin ismini duysam
											deli gibi alkışlıyordum.
											Sonra 20 kişi kaldı,
											10 kişi kaldı
											ve beş kişi...
											ve üç kişi.
											Ben de onlardan biriydim.
											Ve alkışlar sustu.
											O anda, ağlıyordum.
											Öğretmenin tepesi atmıştı:
											""Bu insanlar hakkında güzel bir şey
söyleyecek kimse yok mu?"" diyordu.
									",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
","
","
",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
","
","
",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
											""No one? OK, why don't you
go get your gift and sit down.
											So behave next year —
											someone might say
something nice about you.""
									","
											""¿Nadie? Muy bien, tomen
sus regalos y y siéntense.
											Así que si se comportan bien el año 
que viene, quizá les digan algo bonito"".
									","
											""Hiçkimse mi? Pekâlâ,
neden hediyeni alıp oturmuyorsun?
											Gelecek sene uslu ol ki—
											birisi hakkınızda
güzel bir şey söyleyebilir.""
									",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
","
","
",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
"
","
","
",What I learned from 100 days of rejection,Jia Jiang,15:31,"adventure,creativity,curiosity,failure,fear,goal-setting,humanity,innovation,entrepreneur,life,motivation,personal growth,sociology,TEDx,teaching"
