en,pt,tr,fr,es,title,speaker,duration,tags
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											T. Morgan Dixon: I would like to tell you
about the most powerful woman
											you've never heard of.
											This is Septima Clark.
											Remember her name: Septima Clark.
											Dr. King called her the ""the architect
of the civil rights movement,""
											because she created something
called Citizenship Schools.
											And in those schools, she taught
ordinary women the practical skills
											to go back into their communities
and teach people to read.
											Because if they could read,
											they could vote.
											Well, these women took
those organizing skills,
											and they became some of the most
legendary civil rights activists
											this country has ever seen.
									","
											T. Morgan Dixon: Quero falar
da mulher mais poderosa
											de que nunca ouviram falar,
											Trata-se de Septima Clark.
											Não se esqueçam deste nome:
Septima Clark.
											O Dr. King chamou-lhe ""arquiteta
do movimento dos direitos civis"",
											porque ela criou
as chamadas Escolas de Cidadania.
											Nessas escolas, ensinou conhecimentos
práticos a mulheres comuns
											para voltarem às suas comunidades
e ensinarem as pessoas a ler.
											Porque, se elas soubessem ler,
podiam votar.
											Essas mulheres usaram
essa capacidade de organização
											e foram algumas das ativistas
mais lendárias dos direitos civis
											que o país jamais viu.
									","
											T. Morgan Dixon: Size daha önce 
adını hiç duymadığınız
											dünyanın en güçlü kadınından bahsedeceğim.
											Onun adı Septima Clark.
											Bu adı unutmayın: Septima Clark.
											Dr. King ona ''Sivil Haklar 
Hareketi'nin Mimarı'' derdi
											çünkü o Vatandaşlık Okulları'nı kurdu.
											Bu okullarda sıradan kadınlara 
pratik beceriler öğreterek
											kendi topluluklarındaki kişilere 
okumayı öğretmelerini sağladı.
											Çünkü eğer okumayı öğrenirlerse
											oy kullanabileceklerdi.
											Kadınlar bu becerileri edinip
											bu ülkenin görüp görebileceği

											en efsanevi sivil hak eylemcileri oldular.
									","
											T. Morgan Dixon : J'aimerais vous parler
de la femme la plus forte
											dont vous n'avez jamais entendu parler.
											Voici Septima Clark.
											Souvenez-vous de son nom : Septima Clark.
											Le Dr King l'a appelée « l'architecte
du mouvement des droits civils »
											car elle a créé
les écoles de la citoyenneté.
											Elle y enseignait à des femmes ordinaires
les compétences pratiques
											pour retourner dans leurs communautés
et apprendre aux gens à lire.
											Car s'ils savaient lire,
											ils pouvaient voter.
											Ces femmes ont utilisé
ces compétences d'organisation
											et sont parmi les activistes
des droits civils les plus légendaires
											que le pays ait vus.
									","
											T. Morgan Dixon: me gustaría hablarles
sobre la mujer más poderosa
											de quien nunca oyeron hablar.
											Esta es Septima Clark.
											Recuerden su nombre: Septima Clark.
											Dr. King la llamó ""la arquitecta
del movimiento de los derechos civiles"",
											porque creó algo llamado
Escuelas de ciudadanía.
											Allí enseñó conocimientos prácticos
a mujeres comunes
											para que pudieran enseñar a leer
en sus comunidades.
											Porque si podían leer,
											podrían votar.
											Estas mujeres usaron
esa capacidad organizativa
											y se convirtieron en algunas de
las mayores activistas de derechos civiles
											que este país haya visto.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											Women like Diane Nash.
											You may know her.
											She orchestrated the entire walk
from Selma to Montgomery.
											She was a cofounder of the
Student Nonviolent Coordinating Committee,
											and they integrated lunch counters,
											and they created the Freedom Rides.
									","
											Mulheres como Diane Nash,
											talvez a conheçam.
											Organizou toda a marcha
de Selma até Montgomery.
											Ajudou a fundar a Comissão Coordenadora
dos Estudantes Não Violentos
											que integraram ""snack-bars""
											e criaram os Passeios da Liberdade.
									","
											Örneğin Diane Nash gibi kadınlar.
											Tanıyorsunuzdur belki.
											Selma'dan Montgomery'e 
bütün bir yürüyüş organize etti.
											Şiddet Karşıtı Öğrenci Koordinasyonu
Komitesi'nin kurucularındandı.
											Birlikte oturma eylemleri düzenleyip
											Özgürlük Gezilerini başlattılar.
									","
											Des femmes comme Diane Nash.
											Vous la connaissez peut-être.
											Elle a orchestré toute la marche
de Selma à Montgomery.
											Elle était cofondatrice du Student
Nonviolent Coordinating Committee,
											ils ont intégré des comptoirs de repas
											et créé les Freedom Rides.
									","
											Mujeres como Diane Nash.
											Puede que la conozcan.
											Organizó al completo la marcha
desde Selma hasta Montgomery.
											Fue cofundadora del Comité Coordinador
Estudiantil No violento,
											integraron pequeños restaurantes
											y crearon las marchas por la libertad.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											Or you may remember Fannie Lou Hamer,
											who sat on the floor
of the Democratic National Convention
											and talked about
being beaten in jail cells
											as she registered people
to vote in Mississippi.
									","
											Talvez se lembrem de Fannie Lou Hamer,
											que se sentou no chão
da Convenção Nacional Democrata
											e contou que tinha sido espancada
na cela da prisão
											quando registava pessoas
para votar no Mississippi.
									","
											Fannie Lou Hamer'ı hatırlarsınız.
											Demokratik Ulusal Kongre’de
merdivene oturup
											Mississippi'de seçmen 
kaydettiği sırada
											bir hapishanede nasıl dayak
yediğini anlatan kadın.
									","
											Ou Fannie Lou Hamer,
											qui s'est assise sur le sol
lors de la Convention nationale démocrate
											et a parlé d'avoir été battue en prison
											alors qu'elle inscrivait des gens
sur les listes électorales.
									","
											O quizá recuerden a Fannie Lou Hamer,
											quien se sentó en el suelo
de la Convención Nacional Demócratica
											y contó que le habían pegado en la cárcel
											por inscribir a personas
para votar en Mississipi.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											And her most famous student,
											Rosa Parks.
											She said Septima Clark
was the one who taught her
											the peaceful act of resistance.
											And when she sat down,
											she inspired a nation to stand.
									","
											E a estudante mais conhecida,
Rosa Parks
											que disse que fora Septima Clark
											que lhe ensinara
a ação pacífica da resistência.
											Quando ali se sentara,
											inspirou a nação a levantar-se.
									","
											Septima'nın en ünlü öğrencisi
											Rosa Parks.
											Rosa Parks kendisine 
barış yanlısı direnişi
											Septima Clarks'ın öğrettiğini söyledi.
											O, o otobüste oturarak
											tüm bir ulusun ayağa kalkmasını sağladı.
									","
											Et son étudiante la plus célèbre,
											Rosa Parks.
											Elle a dit que Septima Clark
lui avait appris
											l'acte pacifique de la résistance.
											Quand elle s'est assise,
											elle a inspiré une nation à se lever.
									","
											Y su estudiante más famosa,
											Rosa Parks.
											Dijo que fue Septima Clark
quien le enseñó
											el acto pacífico de la resistencia.
											Y cuando se sentó
											inspiró a toda una nación a levantarse.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											These were just three
of her 10,000 students.
											These women stood
on the front lines of change,
											and by doing so,
											they taught people to read
in her Citizenship School model
											and empowered 700,000 new voters.
											And that's not it.
											She created a new culture
of social activism.
											Pete Seeger said it was Septima Clark
who changed the lyrics
											to the old gospel song
											and made the anthem we all know:
											""We Shall Overcome.""
									","
											Estas foram apenas três
das 10 000 estudantes.
											Estas mulheres colocaram-se
na linha da frente da mudança
											e, ao fazê-lo,
											ensinaram as pessoas a ler
no modelo da Escola da Cidadania
											e deram poder a 700 000
novos votantes.
											E não foi só isso.
											Ela criou uma nova cultura
de ativismo social.
											Pete Seeger disse que fora Septima Clark
que alterara a letra
											da antiga canção ""gospel""
											e fizera o hino que todos conhecemos:
											""We Shall Overcome.""
(Nós vamos vencer)
									","
											Bu kişiler onun 10.000 öğrencisinden
sadece üç tanesi.
											Bu kadınlar değişimin öncülerindendi.
											Bu kadınlar,
											Vatandaşlık Okulları'nda insanlara
okumayı öğrettiler
											ve 700.000 yeni seçmen kazandırdılar.
											Sadece bu da değil.
											O, sosyal eylemcilikte 
yeni bir kültür yarattı.
											Pete Seeger, eski gospel şarkısının 
sözlerini değiştirenin
											ve şu an ''We Shall Overcome''
											olarak bildiğimiz marşa dönüştürenin
											Septima Clark olduğunu söylemişti.
									","
											Ce ne sont que trois
de ses 10 000 étudiantes.
											Ces femmes étaient
en première ligne du changement
											et, ce faisant,
											ont appris aux gens à lire d'après
le modèle des écoles de la citoyenneté
											et ont autonomisé
700 000 nouveaux votants.
											Ce n'est pas tout.
											Elle a créé une nouvelle culture
d'activisme social.
											Pete Seeger a dit que Septima Clark
avait changé les paroles
											du vieux chant gospel
											et en a fait l'hymne
que nous connaissons :
											« We Shall Overcome ».
									","
											Estas fueron solo tres
de sus 10 000 alumnas.
											Estas mujeres
estuvieron al frente del cambio
											y al hacerlo,
											enseñaron a la gente a leer
en su Escuela de ciudadanía,
											generando 700 000 votantes nuevos.
											Y eso no es todo,
											Creó una nueva cultura
de activismo social.
											Pete Seeger dijo que fue Septima Clark
quien cambió las letras
											de las viejas canciones gospel
											y escribió el himno que conocemos:
											""Venceremos"".
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
