en,de,tr,title,speaker,duration,tags
"
","
","
",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
											Today, what I want to share with you
is something that happened to me,
											actually, around four
weeks ago, it happened.
											Words were said to me that I never thought
I would ever hear it said to my face
											by another human being.
											And those words, they shattered my heart.
											And at the same time,
they filled it with so much hope.
											And the whole experience
renewed my commitment
											to the idea that I came
to share with you today.
									","
											Was ich heute mit Ihnen teilen möchte,
ist etwas, was mir passiert ist,
											vor etwa vier Wochen.
											Mir wurden Dinge ins Gesicht gesagt,
von denen ich nie gedacht hätte,
											sie je direkt von einem
anderen Menschen zu hören.
											Diese Worte brachen mir das Herz.
											Und sie erfüllten mich gleichzeitig 
mit so viel Hoffnung.
											Diese Erfahrung bestärkte mich,
											für die Idee einzustehen,
die ich heute mit Ihnen teilen möchte.
									","
											Bugün sizinle yaklaşık dört hafta önce
karşılaştığım bir olayı
											paylaşmak istiyorum.
											Bir insan tarafından yüzüme
											hiç beklemediğim sözler söylendi.
											O sözler kalbimi parçaladı
											ve aynı zamanda da umutla doldurdu.
											Ve bütün bu tecrübe
bugün sizinle paylaşmaya geldiğim
											düşüncemi yeniledi.
									",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
","
","
",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
											You see, I tell everyone
that I am a haunted person.
											What haunts me is the impossible stories,
											story after story after story after story
											of young people, my people, people like me
											dying out there on the ocean, right now,
laying at the bottom of the ocean,
											serving as fish food.
											Do you really think
that's the best we can do?
											To serve as fish food?
									","
											Wissen Sie, ich erzähle jedem, 
dass ich eine Verfolgte bin.
											Was mich verfolgt, sind
die unmöglichen Geschichten.
											Geschichte um Geschichte um Geschichte,
											von jungen Menschen,
meinen Menschen, Menschen wie ich,
											die gerade draußen auf dem Meer
ertrinken, auf dem Meeresgrund liegen,
											und als Fischfutter dienen.
											Glauben Sie, das ist das Beste,
was wir tun können?
											Als Fischfutter dienen?
									","
											Herkese korku dolu biri 
olduğumu söylüyorum.
											Beni korkutan şeyler ise 
imkânsız olan hikâyeler,
											hikâye ardından hikâyeler,
											gençlerin, halkımın veya
benim gibi insanların
											okyanusta öldükleri, 
şu anda okyanusun dibinde yattıkları
											ve balıklara yem oldukları hikâyeler.
											Bu gerçekten
yapabileceğimizin en iyisi mi?
											Balıklara yem olmak?
									",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
","
","
",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
											And for those of them
who are trying to migrate to Europe —
											because that's what it is all about,
											they are trying to migrate
to Europe to find a job.
											Going through Libya.
											Do you know what happens to us
when we're trying to cross through Libya
											and we're trapped over there?
											Well, we're being sold as slaves.
											For 300 dollars,
maybe sometimes 500 dollars.
									","
											Und diejenigen, die versuchen,
nach Europa auszuwandern,
											denn darum geht das alles,
											sie wollen nach Europa,
um einen Job zu finden.
											Dafür gehen sie durch Libyen.
											Wissen Sie, was uns passiert,
wenn wir Libyen durchqueren
											und dort gefasst werden?
											Nun, wir werden als Sklaven verkauft.
											Für 300 Dollar, 
vielleicht manchmal 500 Dollar.
									","
											Ve Avrupa'ya göç etmek isteyenler...
											Çünkü herşey buna dayanıyor,
											iş bulmak için Avrupa'ya 
göç etmeye çalışıyorlar.
											Libya'dan geçerek.
											Libya'dan geçmeye çalıştığımızda
eğer orada yakalanırsak
											bizlere ne olduğunu biliyor musunuz?
											Köle olarak satılıyoruz.
											300 dolara, bazen belki 500 dolara.
									",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
","
","
",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
											Sometimes I hear stories
of bodies that fall off an airplane.
											Somebody hid in
the landing gear of a plane
											or in the cargo section of a plane,
											and then you find them frozen to death.
											Wouldn't you be haunted if, like me,
from the moment you were a little girl,
											you hear these stories
and they keep repeating themselves,
											over and over and over?
											Wouldn't you be haunted?
											That's my case.
									","
											Manchmal höre ich Geschichten von Leichen,
die aus einem Flugzeug fallen.
											Jemand versteckte sich
im Fahrwerk eines Flugzeuges,
											oder im Frachtraum,
											um dann erfroren aufgefunden zu werden.
											Würden Sie nicht heimgesucht werden,
wenn Sie, wie ich, von Kindesalter an,
											diese sich immer wiederholenden 
Geschichten hören würden,
											immer und immer wieder?
											Würde dies Sie nicht verfolgen?
											Mich schon.
									","
											Bazen uçaktan düşen
cesetlerin hikâyelerini duyuyorum.
											Birisi uçağın iniş takımına saklanmış
											veya biri kargo bölümüne saklanmış
											ve sonra onları donarak ölmüş
olarak buluyorsun.
											Siz de küçüklüğünüzden beri
bu tekrar eden hikâyeleri duysanız
											benim gibi korkmaz mısınız?
											Tekrar ve tekrar ve tekrar.
											Korkmaz mıydınız?
											İşte benim durumum böyle.
									",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
","
","
",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
"
											And at the same time, you know,
as my people are dying,
											my culture is also dying.
											There, I said it.
											Because, you know,
we have this culture inferiority,
											which means that anything
that comes from us is not good enough.
											But you know, in my situation,
											and because I was raised to criticize
by creating, it's Michelangelos.
											My father said, ""Do not
come to me with problems
											unless you thought
of a couple alternatives.
											They don't have to be right,
											but I just want to know
that you thought of something.""
									","
											Während mein Volk stirbt,
											stirbt auch meine Kultur.
											Ich sage es Ihnen.
											Wissen Sie, wir haben ein
kulturelles Minderwertigkeitsgefühl
											was heißt, dass nichts, was von uns
kommt, gut genug ist.
											Aber wissen Sie, in meiner Situation,
											und weil ich lernte, durch Erschaffen
zu kritisieren, ist es Michelangelos.
											Mein Vater sagte: ""Komm' mir
nicht mit Problemen an,
											bis du keine Alternativen parat hast.
											Sie müssen nicht richtig sein,
											ich will nur wissen,
dass du nachgedacht hast.""
									","
											Biliyor musunuz halkım ölürken
											aynı zamanda kültürüm de ölüyor.
											Evet buyurun, söyledim.
											Bilirsiniz işte, bizde bir
kültür aşağılığı var,
											yani bizim yaptığımız hiçbir şey
yeteri kadar iyi değildir.
											Ama benim durumumda
											ve ''oluşturarak eleştirmek'' üzere
yetiştirildiğim için, Michelangelo gibi.
											Babam şöyle derdi:
""En az iki çözümünü düşünmediğin
											bir problemle bana gelme''.
											Çözümler doğru olmayabilirler,
											sadece çözümler üzerinde
düşündüğünü bilmek istiyorum.''
									",Why it's too hard to start a business in Africa — and how to change it,Magatte Wade,9:12,"entrepreneur,Africa,women in business,business,global issues,economics,global development,investment,future"
