pt,tr,fr,title,speaker,duration,tags
"
","
","
",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
											Vou levar-vos numa viagem
rapidamente.
											Para explicar o desejo,
tenho de vos levar a um lugar
											onde muitas pessoas nunca foram,
à volta do mundo.
											Quando eu tinha 24 anos,
Kate Store e eu fundámos uma organização
											para que arquitetos e ""designers""
se envolvessem em trabalho humanitário.
											Não só para responder
a catástrofes naturais,
											mas envolvidos em problemas sistémicos.
											Acreditávamos que, quando os recursos
e os conhecimentos são escassos,
											um ""design"" inovador e sustentável
pode fazer diferença na vida das pessoas.
									","
											Sizi hızlıca kısa bir yolculuğa çıkaracağım.
											Dileğimi açıklamak için, sizi simdiye kadar fazla insanin gitmedigi bir yere,
											dünyanın etrafına götürmeliyim.
											Ben yaklaşık 24 yaşındayken, Kate Store ve ben bir organizasyon kurduk
											mimar ve tasarımcıların insani yardım çalışmalarına katilimini saglamak için.
											Sadece doğal afetlere cevap verme calismalarina degil,
											bütün sisteme tesir eden calismalara.
											İnandik ki, kaynaklarin ve uzmanlıgin kisitli oldugu yerlerde
											yenilikçi, sürekli tasarımlar insanların hayatlarına gercekten değişiklik getirebilirler.
									","
											Je vais vous amener en voyage très rapidement.
											Pour expliquer mon souhait, je vais devoir vous emmener quelque part
											où beaucoup de gens ne sont pas allés, et ça partout dans le monde.
											Lorsque j'avais environ 24 ans, Kate Store et moi-même lancions une organisation
											pour impliquer les architectes et concepteurs dans le travail humanitaire.
											Pas seulement pour répondre aux catastrophes naturelles,
											mais pour les impliquer dans des problèmes systémiques.
											Nous pensions que lorsque les ressources et l'expérience sont rares,
											la conception durable, innovante peut réellement faire la différence dans la vie des gens.
									",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
","
","
",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
											Eu comecei a vida como arquiteto,
como arquiteto em formação,
											e sempre me interessei pelo ""design""
socialmente responsável,
											e como se pode ter impacto.
											Mas quando fui para a faculdade
de arquitetura,
											parecia que eu era
a ovelha negra da família.
											Muitos arquitetos pareciam pensar
que, quando projetamos,
											projetamos uma joia, uma joia
que devemos criar e desejar.
											Enquanto que eu penso que,
quando projetamos,
											ou melhoramos ou pioramos
											a comunidade para a qual
estamos a projetar.
											Ou seja, não estamos
a construir um edifício
											só para as pessoas que o vão usar,
											mas para toda a comunidade.
									","
											Bütün bunlar benim — mimar olarak hayatıma - veya eğitimime - başladım,
											ve her zaman sosyal açıdan sorumlu(güvenilir) tasarımlara,
											ve 'ne sekilde gercekten bir etki birakilabilir' konusuna ilgi duydum.
											Fakat mimarlık fakültesine gittiğimde,
											ailenin 'yüzkarasi' (siyah koyun) gibi görünüyordum.
											Birçok mimarin düsüncesine göre, tasarım yaptığınizda,
											bir elmas tasarlarsiniz, ve elde etmek icin ugrastiginiz sey bir elmastir.
											Halbuki benim düşününceme göre, bir tasarım yaptığınizda,
											tasarımı yaptığıniz toplum icinde
											ya bir gelisme, ya da bir gerileme oluşturursunuz.
											Dolayisiyla binayi sadece bireyler icin
											veya onu kullanacak olan insanlar için yapmiyorsunuzdur,
											bir bütün olarak toplum için yapiyorsunuzdur.
									","
											Et c'est ainsi que tout commença – J'ai commencé ma vie en tant qu'architecte, ou par une formation d'architecte,
											et j'ai toujours été intéressé par la conception socialement responsable,
											et comment on peut réellement avoir un impact.
											Mais quand je suis allé à l'école d'architecture,
											il m'a semblé que j'étais le mouton noir de la famille.
											Beaucoup d'architectes semblent penser que lorsque vous concevez,
											vous concevez un bijou, et c'est un bijou que vous essayer d'obtenir maladivement.
											Alors que je sentais que quand vous concevez,
											soit vous améliorez, soit vous portez préjudice
											à la communauté pour laquelle vous concevez.
											Donc vous ne faites pas un bâtiment juste pour les résidents
											ou pour les personnes qui vont l'utiliser,
											mais pour la communauté dans sa globalité.
									",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
","
","
",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
											Em 1999 começámos a lutar
contra o problema da crise de habitação
											dos refugiados que voltavam ao Kosovo.
											Eu não sabia o que estava a fazer,
como disse tinha vinte e tantos,
											e como faço parte da geração Internet,
começámos um sítio web.
											Pusemos um anúncio e, para surpresa minha,
ao fim de uns meses,
											tínhamos centenas
de respostas de todo o mundo.
											Isso levou à construção
de vários protótipos
											e à experimentação de algumas ideias.
											Dois anos mais tarde, começámos
um projeto de desenvolvimento
											de clínicas de saúde móveis
na África subsaariana,
											para combater a pandemia do HIV/SIDA.
											Isso levou a 550 respostas de 53 países.
											Tivemos ""designers""
de todo o mundo a participar.
											E fizemos uma exposição
com o trabalho que se seguiu.
											O ano de 2004 foi, para nós,
o ponto de viragem para nós.
											Começámos a responder
a catástrofes naturais
											e a envolver-nos no Irão,
na cidade de Bam,
											e continuámos o nosso trabalho
em África.
									","
											Ve 1999'da, Kosova'da geri dönen mültecilerin
											iskan sorununa cevap vererek basladik
											ben ne yaptığımı bilmiyordum, dediğim gibi 20'li yaşlarımın ortasındayim,
											ve internet kuşağıyim, dolayisiyla bir web sayfası kurduk.
											Oraya bir çağrı koyduk, ve beklemediğim bir şekilde birkaç ay içinde
											dünyanın her tarafından yüzlerce kayıt almıştık.
											Bu birkaç prototipin yapılmasına ve
											bazı fikirlerin gerçekte denenmesine yol acti.
											İki sene sonra bir projeye başladık
											Afrika çölünde gezici sağlık klinikleri tasarımı üzerine,
											bu sekilde yaygın HIV / AIDS hastalığına cevap verdik.
											Bu 53 ülkeden 550 kayıta yol acti.
											Dünyanın dört bir yanından katılan tasarımcılarımız da var.
											Bunu takiben yaptıklarımızla ilgili bir sergi düzenledik.
											2004 bizim için bir dönüm noktasıydı.
											Doğal afetlere cevap vermeye başladık,
											İran'da ve Bam'da angaje olduk,
											Afrika'daki çalışmalarımızı da takip ettik.
									","
											Et en 1999, nous avons commencé à répondre au problème de la crise du logement
											pour le retour des réfugiés au Kosovo
											et je ne savais pas ce que j'étais en train de faire, comme je l'ai dit, dans ma vingtaine,
											et je suis, je suis de la génération internet, donc j'ai lancé un site web.
											Nous y avons fait un appel d'offres, et à ma grande surprise en quelques mois
											nous avons eu des centaines de visites du monde entier.
											Cela a mené à un certain nombre de prototypes en cours de construction
											permettant d'expérimenter quelques idées.
											Deux années plus tard, nous avons lancé un projet
											pour developper des cliniques de santé mobiles en Afrique sub-saharienne,
											en réponse à la pandémie VIH/SIDA.
											Cela – cela a mené à 550 entrées venant de 53 pays.
											Nous avons aussi des concepteurs venant des quatre coins du monde qui ont participé.
											Et nous avons ensuite exposé ces travaux.
											2004 était le point de basculement pour nous.
											Nous avons commencé à répondre aux catastrophes naturelles
											et nous nous sommes impliqués en Iran et à Bam,
											tout en poursuivant nos travaux en Afrique.
									",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
","
","
",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
											Quando trabalhamos nos EUA,
											a maior parte das pessoas pensa em pobreza
e vê uma cara estrangeira,
											mas se forem
— eu vivo em Bozeman, Montana —
											para as planícies do norte, nas reservas,
											ou se forem para sul
para o Alabama ou o Mississippi,
											antes do Katrina,
eu podia mostrar-vos lugares
											com condições de vida muito piores
que muitos desses países onde estive.
											Dedicámo-nos e trabalhámos em cidades
do interior e em todo o lado.
									","
											Amerika Birleşik Devletleri içinde çalıştık.
											birçok insan fakirliğe bakınca, bir yabancının yüzünü görür,
											ama gidin ve yaşayın — ben Bozeman, Monatana'da yaşıyorum —
											Rezervasyonların kuzey ovalarına çıkın,
											veya Katrina öncesi Alabama veya Mississippi'ye inin,
											ve ben size gittiğim birçok gelişmekte olan ülkeden
											çok daha kötü şartlarda olan yerler gösterebilirdim.
											Böylece şehir içlerinde ve başka yerlerde angaje oldu ve çalıştık.
									","
											Lorsqu'ils travaillent à l'intérieur des États-Unis,
											la plupart des gens voient le visage d'un étranger lorsqu'ils pensent à la pauvreté,
											mais allez vivre – je vis à Bozeman, dans le Montana –
											allez dans les plaines au nord des réserves indiennes,
											ou allez dans l'Alabama ou le Mississippi
											avant Katrina, et j'aurais pu vous montrer des endroits
											où les conditions sont bien pires que dans beaucoup des pays en voie de développement dans lesquels je suis allé.
											Donc nous nous sommes impliqués et avons travaillé dans des villes à l'intérieur du pays et ailleurs.
									",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
","
","
",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
											E também nos dedicámos a outros projectos.
											Em 2005 a Mãe Natureza deu-nos uma sova.
											Penso que podemos considerar
2005 como um ano horrível
											no que se refere a catástrofes naturais.
											Graças à Internet e às nossas ligações
à blogosfera e afins,
											apenas algumas horas depois do tsunami,
já estávamos a recolher fundos,
											a dedicar-nos, a trabalhar
com pessoas no terreno.
											Trabalhámos com portáteis,
nos primeiros dias,
											recebi 4000 emails de pessoas
que precisavam de ajuda.
											Por isso, começámos ali
a dedicar-nos a projetos.
											Vou falar de outros projetos.
											E claro, este ano estamos
a reagir ao Katrina,
											e a continuar os nossos trabalhos
de reconstrução.
									","
											Ve ayrıca birkaç projeye daha değineceğim.
											2005'te doğa bizi iyi bir tekmeledi.
											Sanirim 2005'in doğal afetler açısından korkunç bir yıl
											oduğunu varsayabiliriz.
											Internet, bloglar
											ve benzeri bağlantılar sayesinde
											tsunamiden birkaç saat sonra yardım toplamaya, angaje olmaya,
											ve ordaki insanlarla beraber çalışmaya başlamıştık bile.
											İlk birkaç gün birkaç dizüstü bilgisayarla başladık,
											Yardım isteyen insanlardan 4.000 email almıştım.
											Böylece oralardaki bazı projelere katıldık,
											ben birkaçına daha değineceğim.
											Ve sonra bu yıl tabii ki Katrina'ya cevap verdik,
											ve yeniden inşa çalışmalarımızı takip ettik.
									","
											Et je vais aussi entrer dans plusieurs projets supplémentaires.
											En 2005, Mère Nature nous a botté les fesses.
											Je pense qu'on peut décemment dire que 2005 était une année atroce
											lorsque l'on parle de catastrophes naturelles.
											Et grâce à internet,
											grâce aux connections aux blogs et autres,
											quelques heures après le tsunami, littéralement, nous étions déjà en train de réunir des fonds,
											de nous impliquer, en travaillant avec des gens sur le terrain.
											Nous avons commencé avec une paire de portables durant les deux premiers jours,
											j'avais 4000 emails venant de personnes qui avaient besoin d'aide.
											Donc nous avons commencé à nous impliquer dans des projets là-bas,
											et je vais vous parler de quelques autres.
											Ensuite, bien sûr, cette année nous avons réagi suite à Katrina,
											tout en continuant nos travaux de reconstruction.
									",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
"
","
","
",My wish: A call for open-source architecture,Cameron Sinclair,23:34,"activism,architecture,collaboration,culture,design,disaster relief,global issues,invention,open-source,philanthropy"
