en,tr,pt,title,speaker,duration,tags
"
","
","
",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
											How do we get people engaged
in solving global warming?
									","
											Küresel ısınma sorununun çözümüne
insanları nasıl dahil edebiliriz?
									","
											Como mantemos as pessoas empenhadas
em resolver o aquecimento global?
									",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
","
","
",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
											I'd like to start with running
two short experiments with you all.
											So your task is to notice
if you feel any difference as I speak.
											OK?
											Here we go.
									","
											Hepinizle iki kısa deney yaparak
başlamak istiyorum.
											Göreviniz, ben konuşurken
olabilecek değişiklikleri fark etmek.
											Tamam mı?
											İşte başlıyoruz.
									","
											Gostaria de começar
com duas curtas experiências.
											A vossa tarefa é ter atenção
a quaisquer diferenças na minha fala.
											Ok?
											Vamos lá.
									",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
","
","
",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
											We are seeing rising
carbon dioxide levels,
											now about 410 ppms.
											To avoid the RCP 8.5 scenario,
											we need rapid decarbonization.
											The global carbon budget
											for 66 percent likelihood
to meet the two-degree target
											is approximately 800 gigatons.
									","
											Karbondioksit seviyesinde
yükselme görüyoruz,
											şu anda yaklaşık milyonda 410 parçacık.
											RCP 8.5 senaryosundan kaçınmak için
											hızlı dekarbonizasyona ihtiyacımız var.
											Küresel karbon bütçesi
											%66'lık bir olasılıkla
iki derecelik hedefi karşılamak için
											yaklaşık 800 milyar ton.
									","
											Estamos a observar um aumento
nos níveis de dióxido de carbono,
											que está agora nos 410 ppms.
											Para evitar o cenário RCP 8,5,
											precisamos de uma descarbonização rápida.
											O balanço global do carbono
											para uma probabilidade de 66%
de alcançar o objectivo de 2 graus
											é aproximadamente 800 gigatoneladas.
									",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
","
","
",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
","
","
",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
											OK, now let me try something else.
									","
											Tamam, şimdi farklı bir şey deneyeyim.
									","
											Ok, agora vou tentar algo diferente.
									",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
"
","
","
",How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,15:00,"Anthropocene,communication,climate change,nature,biosphere,social change,science,society,sustainability,energy"
