en,es,title,speaker,duration,tags
"
","
",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
											A few years ago,
											I was taking care of a woman
who was a victim of violence.
											I wanted her to be seen in a clinic
that specialized in trauma survivors.
											I made the appointment myself because,
being the director of the department,
											I knew if I did it,
											she would get an appointment right away.
											The clinic was about an hour and a half
away from where she lived.
											But she took down the address
and agreed to go.
									","
											Hace unos años,
											me cuidaba a una mujer
que era víctima de violencia.
											Quería que la vieran en una clínica
especializada en traumas.
											Yo mismo hice el trámite porque
al ser el director del departamento
											sabía que, si lo hacía,
											le darían una cita enseguida.
											La clínica estaba
a hora y media de su casa.
											Aún así, apuntó la dirección y aceptó.
									",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
","
",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
											Unfortunately, she didn't
make it to the clinic.
											When I spoke to the psychiatrist,
he explained to me
											that trauma survivors are often resistant
											to dealing with the difficult
issues that they face
											and often miss appointments.
											For this reason,
											they don't generally allow the doctors
to make appointments for the patients.
											They had made a special exception for me.
											When I spoke to my patient,
											she had a much simpler
and less Freudian explanation
											of why she didn't go to that appointment:
											her ride didn't show.
									","
											Por desgracia, no llegó a la cita.
											Al hablar con el psiquiatra, me explicó
											que aquellos que sobreviven
a un trauma suelen resistirse
											a lidiar con los problemas
con los que se enfrentan
											y suelen no acudir a las citas.
											Por esto,
											no suelen permitir a los médicos
hacer estos trámites para los pacientes.
											Habían hecho una excepción por mí.
											Cuando hablé con la paciente,
											tenía una explicación más simple
y mucho menos freudiana
											de por qué no había acudido a la cita:
											quien la iba a llevar no apareció.
									",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
","
",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
											Now, some of you may be thinking,
											""Didn't she have some other way
of getting to that clinic appointment?""
											Couldn't she have taken an Uber
or called another friend?
											If you're thinking that,
											it's probably because you have resources.
											But she didn't have
enough money for an Uber,
											and she didn't have
another friend to call.
											But she did have me,
											and I was able to get her
another appointment,
											which she kept without difficulty.
											She wasn't resistant,
											it's just that her ride didn't show.
									","
											Algunos estarán pensando:
											""¿No tenía otra forma
de llegar hasta la clínica?""
											¿No podría haber tomado un Uber
o haber llamado a otro amigo?
											Si están pensando eso,
											seguramente sea porque Uds. tienen medios.
											Pero ella no tenía
dinero suficiente para un Uber
											ni tenía a otro amigo a quien llamar.
											Pero me tenía a mí
											y fui capaz de conseguirle otra cita
											a la que acudió sin ningún problema.
											No es que fuera reticente,
											es que su conductor nunca apareció.
									",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
","
",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
											I wish I could say that this
was an isolated incident,
											but I know from running
the safety net systems
											in San Francisco, Los Angeles,
and now New York City,
											that health care is built
on a middle-class model
											that often doesn't meet the needs
of low-income patients.
											That's one of the reasons
why it's been so difficult
											for us to close the disparity
in health care
											that exists along economic lines,
											despite the expansion of health insurance
											under the ACA, or Obamacare.
									","
											Ojalá pudiera decir que es algo asilado,
											pero sé, al dirigir
los sistemas de red de seguridad
											en San Francisco, Los Ángeles
y ahora en Nueva York,
											que el sistema de salud está concebido
sobre un modelo de clase media
											que a menudo no satisface
las necesidades de los pacientes pobres.
											Es una de las razones
por las que es tan difícil
											acabar con la disparidad
en la atención sanitaria
											que existen 
debido a las carencias económicas
											a pesar de la expansión
de los seguros de salud
											gracias al ACA o al Obamacare.
									",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
","
",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
											Health care in the United States
											assumes that, besides getting across
the large land expanse of Los Angeles,
											it also assumes that you
can take off from work
											in the middle of the day to get care.
											One of the patients who came
to my East Los Angeles clinic
											on a Thursday afternoon
											presented with partial
blindness in both eyes.
											Very concerned, I said to him,
											""When did this develop?""
											He said, ""Sunday.""
											I said, ""Sunday?
											Did you think of coming sooner to clinic?""
											And he said, ""Well, I have to work
in order to pay the rent.""
									","
											La atención sanitaria de EE UU.
											asume que, además de
poder cruzar el extenso Los Ángeles,
											podrás dejar tu puesto de trabajo
											a mitad de jornada para ir al médico.
											Uno de los pacientes que vino
a mi clínica al Este de Los Ángeles
											un jueves por la tarde
											se presentó 
con ceguera parcial en ambos ojos.
											Preocupado, le pregunté:
											""¿Cuándo te apareció esto?""
											Dijo: ""El domingo"".
											Le respondí: ""¿El domingo?""
											""¿No pensaste en venir antes?""
											Y él contestó: ""Tengo que trabajar
si quiero pagar el alquiler"".
									",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
","
",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
											A second patient to that same clinic,
											a trucker,
											drove three days with a raging infection,
											only coming to see me
after he had delivered his merchandise.
											Both patients' care was jeopardized
by their delays in seeking care.
									","
											Otro paciente de la misma clínica,
											un camionero,
											condujo durante tres días
con una infección aguda
											y no vino a verme
hasta entregar la mercancía.
											Ambos tratamientos tenían riesgos 
por tardar en buscar atención médica.
									",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
","
",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
											Health care in the United States
assumes that you speak English
											or can bring someone with you who can.
											In San Francisco, I took care of a patient
on the inpatient service
											who was from West Africa
and spoke a dialect so unusual
											that we could only find one translator
on the telephonic line
											who could understand him.
											And that translator only worked
one afternoon a week.
											Unfortunately, my patient needed
translation services every day.
									","
											El sistema sanitario de EE. UU.
asume que hablas inglés
											o que puedes traer a alguien que sí.
											En San Francisco, 
visité a un paciente hospitalizado
											procedente del África Occidental
que hablaba un dialecto tan inusual
											que solo encontramos
con un intérprete telefónico
											que lo entendiera.
											Y este intérprete únicamente
trabajaba una tarde a la semana.
											Por desgracia, mi paciente
necesitaba ese servicio todos los días.
									",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
"
","
",What the US health care system assumes about you,Mitchell Katz,16:00,"health care,public health,poverty,health,social change,United States,medicine,TEDMED"
