en,fr,es,title,speaker,duration,tags
"
","
","
",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
											Chris Anderson: Nick Bostrom.
											So, you have already given us
so many crazy ideas out there.
											I think a couple of decades ago,
											you made the case that we might
all be living in a simulation,
											or perhaps probably were.
											More recently,
											you've painted the most vivid examples
of how artificial general intelligence
											could go horribly wrong.
											And now this year,
											you're about to publish
											a paper that presents something called
the vulnerable world hypothesis.
											And our job this evening is to
give the illustrated guide to that.
											So let's do that.
											What is that hypothesis?
									","
											Chris Anderson : Nick Bostrom.
											Vous nous avez déjà offert
tant d'idées folles.
											Je pense à il y a environ 20 ans,
											vous avez avancé que nous pourrions
tous vivre dans une simulation
											ou que c'était probablement le cas.
											Plus récemment,
											vous avez dépeint les exemples
les plus saisissants
											quant à comment une intelligence
générale artificielle
											pourrait terriblement mal tourner.
											Cette année,
											vous êtes sur le point de publier
											un article qui présente une chose appelée
l'hypothèse du monde vulnérable.
											Notre rôle ce soir est d'offrir
un guide illustré à ce sujet.
											Allons-y.
											Quelle est cette hypothèse ?
									","
											Chris Anderson: Nick Bostrom.
											Nos has dado muchas ideas locas.
											Creo que hace un par de décadas,
											defendías que estaríamos 
viviendo una simulación,
											o que, probablemente, vivíamos en una.
											Recientemente,
											has dado ejemplos muy claros de 
cómo la inteligencia artificial general
											podría generar resultados terribles.
											Y este año estás a punto de publicar
											un ensayo sobre algo denominado
la hipótesis del mundo vulnerable.
											Nuestro trabajo esta tarde consiste
en ofrecer una guía ilustrada sobre eso.
											Así que empecemos.
											¿En qué consiste esa hipótesis?
									",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
","
","
",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
											Nick Bostrom: It's trying to think about
											a sort of structural feature
of the current human condition.
											You like the urn metaphor,
											so I'm going to use that to explain it.
											So picture a big urn filled with balls
											representing ideas, methods,
possible technologies.
											You can think of the history
of human creativity
											as the process of reaching into this urn
and pulling out one ball after another,
											and the net effect so far
has been hugely beneficial, right?
											We've extracted a great many white balls,
											some various shades of gray,
mixed blessings.
											We haven't so far
pulled out the black ball —
											a technology that invariably destroys
the civilization that discovers it.
											So the paper tries to think
about what could such a black ball be.
									","
											Nick Bostrom :
C'est une tentative de réflexion
											sur une caractéristique structurelle
de la condition humaine actuelle.
											Vous aimez la métaphore de l'urne
											alors je vais l'utiliser pour expliquer.
											Imaginez une grande urne remplie de boules
											représentant des idées, des méthodes,
des technologies possibles.
											Vous pouvez voir l'histoire
de la créativité humaine
											comme le fait de plonger
la main dans l'urne
											et d'en sortir une boule après l'autre,
											et le résultat jusqu'ici
a été extrêmement bénéfique.
											Nous avons extrait
de nombreuses boules blanches,
											quelques grises
dont les bienfaits sont mitigés.
											Jusqu'ici, nous n'avons pas
sorti la boule noire —
											une technologie qui détruit invariablement
la civilisation qui la découvre.
											La publication essaye de réfléchir
à ce qu'une balle noire pourrait être.
									","
											Nick Bostrom: Se trata de pensar
											en una especie de característica
estructural de la actual condición humana.
											Como te gusta la metáfora de la urna,
											voy a utilizarla para explicarlo.
											Imagínate una gran urna llena de bolas
											que representan ideas,
métodos, posibles tecnologías.
											Puedes pensar en la historia
de la creatividad humana
											como el proceso de extraer 
de esta urna una bola tras otra,
											y el efecto neto hasta la fecha
ha sido muy beneficioso, ¿verdad?
											Hemos extraído 
una gran cantidad de bolas blancas,
											de varias tonalidades de gris,
con pros y contras.
											Hasta ahora no hemos sacado la bola negra:
											una tecnología que invariablemente
destruye la civilización que la descubre.
											Mi ensayo trata de pensar
qué podría ser esa bola negra.
									",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
","
","
",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
											CA: So you define that ball
											as one that would inevitably
bring about civilizational destruction.
									","
											CA : Vous définissez cette boule
											comme étant celle menant invariablement
à la destruction de la civilisation.
									","
											CA: Así que defines la bola negra
											como una que llevará inevitablemente 
a la destrucción de la civilización.
									",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
","
","
",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
											NB: Unless we exit what I call
the semi-anarchic default condition.
											But sort of, by default.
									","
											NB : A moins que nous ne sortions
											de ce que j'appelle la condition
semi-anarchique par défaut.
											Mais par défaut.
									","
											NB: Salvo que salgamos de lo que denomino 
condición semianárquica por defecto.
											Bueno, más o menos por defecto.
									",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
","
","
",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
"
											CA: So, you make the case compelling
											by showing some sort of counterexamples
											where you believe that so far
we've actually got lucky,
											that we might have pulled out
that death ball
											without even knowing it.
											So there's this quote, what's this quote?
									","
											CA : Vous présentez
un argumentaire convaincant
											en montrant des contre-exemples
											où vous croyez que jusqu'ici,
nous avons eu de la chance,
											que nous pourrions avoir sorti
la boule de la mort
											sans même le savoir.
											Il y a cette citation, quelle est-elle ?
									","
											CA: Haces que este caso adquiera
carácter de urgencia
											al mostrar contraejemplos
											que crees que demuestran
que hasta ahora hemos tenido suerte,
											que puede que hayamos sacado 
la bola de la muerte,
											sin habernos siquiera dado cuenta.
											Hay una cita al respecto, ¿cuál es?
									",How civilization could destroy itself — and 4 ways we could prevent it,Nick Bostrom,21:09,"future,technology,machine learning,AI,vulnerability,life,philosophy,humanity,society"
