en,es,tr,title,speaker,duration,tags
"
","
","
","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
											In 1996, I was commissioned
by the Guggenheim Museum
											to execute a large body of work
called ""Uses of Evidence.""
											It was a cube —
											a very well large cube, at that.
											Each side had a window
											in order for the spectators
to view the interior of the structure.
											The exterior of the structure
was a collage of Africa and Africans
											as portrayed in the Western
media and literature.
											A look through the windows
revealed a sharp contrast:
											within the cubes are tranquil,
civilized, domestic images
											of African family members, friends
											and Nigerian professionals,
											ranging from writers, poets,
fashion designers, etc.
											The thing is,
											both the exterior and the interior
images are quite true.
											But the images captured by Western media
											overwhelmingly depict Africans
as basically primitive at best,
											or barely distinguishable
from the African animals.
											Not much has changed,
I'm afraid, since 1996,
											when I executed this work.
									","
											En 1996, el Museo Guggenheim me encargó
											llevar a cabo una gran obra
llamada ""Usos de la evidencia"".
											Se trataba de un cubo,
											un cubo muy grande.
											Cada lado tenía una ventana
											para que los espectadores observaran
el interior de la estructura.
											El exterior de la estructura era
un collage de África y los africanos
											como son representados por los medios 
y la literatura occidental.
											Una mirada a través de las ventanas
revelaba un fuerte contraste:
											dentro del cubo hay imágenes
tranquilas, civilizadas y domésticas
											de miembros de familias africanas, amigos
											y profesionales nigerianos,
											escritores, poetas,
diseñadores de moda, etc.
											La cuestión es que
											tanto las imágenes exteriores
como las interiores son bastante reales,
											pero las imágenes tomadas
por los medios occidentales
											representan mayormente a los africanos
como primitivos, en el mejor de los casos,
											o como apenas distinguibles
de los animales africanos.
											No ha cambiado mucho, me temo, desde 1996,
											cuando llevé a cabo este trabajo.
									","
											1996'da ""Uses of Evidence"" adlı
geniş bir eserler bütününü sergilemek için
											Guggenheim Müzesi tarafından 
görevlendirildim.
											Bu bir küptü —
											oldukça büyük bir küp.
											Ziyaretçilerin, 
yapının içini görmesi amacıyla
											her bir yüzeyinde birer pencere vardı.
											Yapının dışı, Batı medyasında 
ve literatüründe tasvir edildiği şekliyle
											Afrika ve Afrikalıların kolajıydı.
											Pencerelerden bakmak 
keskin bir tezatı ortaya koyuyordu:
											küplerin içinde Afrikalı 
aile fertlerinin, arkadaşlarının
											ve yazarlardan, şairlere,
moda tasarımcılarına kadar
											pek çok Nijeryalı iş erbabının
											sakin, medeni, 
ev hâllerinin görüntüleri vardı.
											Mesele şu ki
											hem dış hem de iç görüntüler
oldukça doğruydu.
											Ancak Batı medyasının 
yakaladığı görüntüler, Afrikalıları,
											ezici bir çoğunlukla, en iyi ihtimalle
temelde ilkel varlıklar olarak
											ya da Afrika hayvanlarından zar zor 
ayırt edilebilir biçimde tasvir ediyor.
											Korkarım, bu eseri sergilediğim
1996'dan bu yana,
											çok bir şey değişmedi.
									","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
","
","
","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
											I began my professional
photography practice in 1994,
											but my passion and enthusiasm
for photography
											goes back to childhood,
											when my parents arranged
for us to be photographed
											by a professional photographer
											on almost a monthly basis.
											It was also an opportunity for my siblings
to dress up in our latest gear,
											made by our tailor.
											Later, when I was in boarding school,
											my friends and I bought Polaroid cameras,
											and then I began to experiment
with self-portraiture,
											or what I would call
											""proto-selfie auto-portraits.""
									","
											Empecé con la fotografía 
profesional en 1994,
											pero mi pasión y mi entusiasmo
por la fotografía
											se remontan a mi infancia,
											cuando mis padres acordaron
que se nos fotografiara
											por un fotógrafo profesional
											casi todos los meses.
											También era una oportunidad para que
mis hermanos lucieran la ropa nueva
											creada por nuestro sastre.
											Más tarde, cuando estaba en el internado,
											mis amigos y yo compramos cámaras Polaroid
											y yo empecé a experimentar
con el autorretrato,
											o lo que yo llamaría
											""autorretratos protoselfie"".
									","
											Profesyonel fotoğrafçılığa
1994'te başladım
											ancak fotoğrafçılığa olan tutkum ve coşkum
											ebeveynlerimin neredeyse aylık bazda
											profesyonel bir fotoğrafçı tarafından

											fotoğraflarımızın çekilmesini

											organize ettiği çocukluğuma 
kadar uzanıyor.
											Bu ayrıca, kardeşlerimin
terzimizin diktiği en yeni giysileri
											giymeleri için de bir fırsattı.
											Daha sonra yatılı okuldayken
											arkadaşlarım ve ben
Polaroid kameralar satın aldık
											ve sonra oto-portrelerle
											ya da kendi deyişimle 
""ilk-selfie oto-portrelerle""
											deney yapmaya başladım.
									","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
","
","
","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
","
","
","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
											""Cover Girl 1994"" was my first major work
											that was critically well received
in the US and Europe
											and quite instantly became
a part of the school anthologies
											at universities and colleges.
											With the ""Cover Girl"" series,
											I wanted to reimagine the magazine cover
											with imagery totally unexpected,
yet profoundly reasonable.
											The ""Cover Girl"" series
proposed a different way
											the African can be represented
in a more complex manner.
									","
											""Cover Girl 1994""
fue mi primer gran trabajo,
											el cual fue bien recibido por la crítica
de EE.UU. y de Europa
											y se convirtió, al instante,
en parte de las antologías escolares
											en universidades y colegios.
											Con la serie ""Cover Girl"",
											quería replantear la portada de la revista
											con imágenes totalmente inesperadas,
pero profundamente razonables.
											La serie ""Cover Girl""
propuso un modo diferente
											de representar a los africanos
en una manera más compleja.
									","
											""Cover Girl 1994"",
											ABD ve Avrupa'da eleştirel yönden
iyi karşılanan
											ve hemen üniversite ve kolejlerdeki
okul antolojilerinin parçası hâline gelen
											ilk büyük eserimdi.
											""Cover Girl"" serisiyle,
											derginin kapağını tamamen beklenmedik
ama son derece makul imgelerle
											yeniden tasavvur etmek istedim.
											""Cover Girl"" serisi,
											Afrikalıların daha karmaşık bir şekilde
temsil edilebileceği farklı bir yol önerdi
									","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
","
","
","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
"
											Like ""Cover Girl,""
the ""Sartorial Anarchy"" series
											is made up of self-portraits.
											It is an ongoing body of work,
started in 2010.
											In each image, I married
disparate costumes
											from widely diverse traditions,
countries and time frames.
											And in mixing eras, cultures,
											I was able to bring harmony, as it were,
											to their similarly
irreconcilable differences.
											These differences became a source
											of inspired artistic celebration.
									","
											Al igual que la serie ""Cover Girl"",
la serie ""Sartorial Anarchy""
											está compuesta de autorretratos.
											Es una obra en desarrollo 
iniciada en 2010.
											En cada imagen,
reuní diferentes vestimentas
											de tradiciones, países
y tiempos muy diversos.
											Y al mezclar eras y culturas,
											pude darle armonía, por así decirlo,
											a sus diferencias
aparentemente irreconciliables.
											Estas diferencias
se convirtieron en una fuente
											de inspirada celebración artística.
									","
											""Cover Girl"" gibi,
""Sartorial Anarchy""
											serisi de otoportrelerden oluşur.
											Bu, 2010'da başlayan 
ve süregelen bir eserler bütünü.
											Her görüntüde, çok çeşitli gelenekten,
ülkeden ve zaman diliminden
											apayrı kostümleri bir araya getirdim.
											Çağları ve kültürleri
birbirine karıştırarak
											birbirine benzer
uzlaştırılamaz farklılıkları arasında
											ahenk getirmeyi başardım.
											Bu farklılıklar,
											esinlenilmiş sanatsal kutlamanın
kaynağı oldu.
									","The radical beauty of Africa, in portraits",Iké Udé,13:23,"Africa,art,beauty,creativity,photography,identity,personal growth,social change"
