en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
											A few years ago,
											I got a call from the highest ranking
legal official in the state of Georgia:
											the attorney general.
											That moment was a wake-up call.
											It was 2013, and the city of Atlanta
											was hosting the Final Four
basketball tournament.
											The AG called to ask
											if the company that I worked for
could help sponsor billboards
											that would be put up around the city
											as part of an anti-human
trafficking campaign.
											He said this was important
because sex trafficking spikes
											with big sporting events
and with conventions.
											And the billboards
would help to raise awareness.
									","
											Hace unos años,
											recibí una llamada
del funcionario de mayor rango
											en el área legal del estado
de Georgia: el Procurador General.
											Ese momento fue una llamada de atención.
											Fue en el año 2013,
cuando la ciudad de Atlanta
											fue sede del torneo de baloncesto
en la fase de partidos decisivos.
											El Procurador llamó para preguntar
											si la empresa donde yo trabajaba
podía ayudar a patrocinar carteles
											que se colocarían por toda la ciudad
											como parte de una campaña 
contra el tráfico de personas.
											Dijo que era algo sumamente importante,
pues el tráfico sexual se agudiza
											en ocasión de eventos 
deportivos y convenciones.
											Y los carteles ayudarían 
a despertar conciencias.
									","
											Aqui há uns anos,
											recebi uma chamada do mais alto
funcionário de justiça da Geórgia,
											o procurador-geral.
											Aquele momento foi uma chamada de alarme.
											Estávamos em 2013, e na cidade de Atlanta
											realizava-se o Final Four
do campeonato de basquetebol.
											O procurador-geral ligou para saber
											se a empresa onde eu trabalhava
podia patrocinar os painéis
											que iam ser espalhados pela cidade,
											numa campanha contra
o tráfico de seres humanos.
											Disse que era importante
porque o tráfico sexual atinge um pico
											nos grandes acontecimentos
desportivos e nas convenções.
											E os painéis ajudariam
a chamar a atenção.
									","
											Birkaç yıl önce
											Georgia eyalet adliyesinin
en üst makamından bir telefon aldım:
											Başsavcı arıyordu.
											Bu benim uyanma anımdı.
											2013 yılıydı ve Atlanta şehri
											Final Four basketbol maçlarına
ev sahipliği yapıyordu.
											Başsavcı, benden çalıştığım şirketin
											şehirdeki reklam panolarına
yapıştırılacak olan
											insan kaçakçılığına karşı
bir kampanyaya ait
											ilanlara sponsor olmasını rica ediyordu.
											Bana bunun önemli olduğunu
çünkü büyük spor organizasyonlarında
											seks işçisi ticaretinin büyük
artış gösterdiğini söyledi.
											Ve bu ilanlar farkındalık yaratmaya
yardım edecekti.
									",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
","
","
","
",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
											Now, if I'm being honest with you,
											my first inclination
was to politely decline.
									","
											Ahora bien, a decir verdad,
											mi primera reacción
fue rehusarme amablemente.
									","
											Para ser franca,
											a minha primeira tentação
foi recusar polidamente.
									","
											Size karşı dürüst olayım,
											ilk eğilimim kibarca
reddetme yönündeydi.
									",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
","
","
","
",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Kahkahalar)
									",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
","
","
","
",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
											Let's face it —
											there are thousands of things that
corporate America could get involved in.
											Sex trafficking seemed a little messy.
											Little bit too difficult,
											something that is better
left for someone else.
									","
											Debemos admitir
											que hay miles de cosas que podrían
interesar a las empresas de EE. UU.
											El tráfico sexual sonaba algo complicado.
											Diría más bien difícil,
											algo que, de ser posible,
debía ser hecho por otros.
									","
											É preciso ver.
											Há milhares de coisas em que
a América empresarial se podia envolver.
											O tráfico sexual parecia-me
uma coisa um pouco complicada,
											um pouco difícil demais,
											uma coisa que seria melhor
deixar para outras pessoas.
									","
											Şunu kabul edelim -
											Amerikan şirketlerinin müdahil 
olabileceği binlerce şey vardı.
											Seks işçisi ticareti mi?
Biraz karmaşık görünüyordu.
											Biraz fazla zordu,
											bu işi başkasına bırakmak daha iyiydi.
									",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
","
","
","
",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
											But then I started to understand and learn
how big the problem really is.
											And that it's rampant
in my company's home town.
									","
											Pero fui entendiendo y aprendiendo
sobre la verdadera magnitud del problema.
											Y que es moneda corriente
en la ciudad donde está mi empresa.
									","
											Mas depois, comecei a perceber
a grande dimensão do problema.
											É uma coisa alarmante
na cidade da minha empresa.
									","
											Sonra problemin aslında ne kadar
büyük olduğunu anlamaya başladım
											ve şirketimin bulunduğu şehirde
çok yaygındı.
									",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
","
","
","
",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
											I lived and worked in Atlanta for years.
											I practice law here.
											And yet, I had no idea
that the birthplace of my children
											is among the most prevalent cities
for sex trafficking in the US.
											At last report,
Atlanta's illegal sex trade
											has generated up to
290 million dollars a year.
											That's more money that the city's
illegal gun and drug trade combined.
									","
											Viví y trabajé en Atlanta muchos años
											desempeñándome en el área jurídica.
											Sin embargo, no sabía que la ciudad
donde nacieron mis hijos
											es una de las más conocidas
en EE. UU. por el tráfico sexual.
											Según los últimos informes,
el comercio sexual ilegal en Atlanta
											genera hasta 290 millones
de dólares anuales.
											Eso es más dinero que el generado por
el comercio ilegal de armas y drogas.
									","
											Eu vivia e trabalhava em Atlanta há anos.
											Era ali que praticava a lei.
											Contudo, não fazia ideia
de que a cidade natal dos meus filhos
											está entre as cidades dos EUA onde
o tráfico sexual é mais predominante.
											No último relatório,
o comércio sexual ilegal em Atlanta
											gerava mais de 290 milhões
de dólares por ano.
											É mais dinheiro do que o comércio
ilegal de armas e drogas, em conjunto.
									","
											Yıllardır Atlanta'da 
yaşıyor ve çalışıyorum.
											Bir hukukçuyum.
											Fakat buna rağmen çocuklarımın
doğduğu bu şehrin,
											ABD'de seks ticaretinin en yaygın olduğu
şehirlerden biri olduğunu bilmiyordum.
											Son rapora göre
Atlanta'nın yaşadışı seks ticareti
											yılda 290 milyon dolar ciro yapıyor.
											Bu miktar şehrin yasadışı silah
ve uyuşturucu ticaretini ikiye katlıyor.
									",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
","
","
","
",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
											So we stepped up
and we helped with the billboards.
											But I couldn't help feeling
like it wasn't enough.
											The parent in me, the mother in me
needed to do more.
									","
											Así que nos decidimos
a colaborar con los carteles.
											Pero no podía evitar sentir
que no bastaba con eso.
											Como madre, sabía
que debía hacer algo más.
									","
											Assim, aceitámos
e financiámos os painéis.
											Mas não podia deixar de sentir
que não era suficiente.
											A mãe em mim, precisava de fazer mais.
									","
											Bu nedenle ileri bir adım atıp
bu ilanlara destek olduk.
											Ama ben bunu yeterli göremedim.
											Ebeveynlik ve annelik duygularım
daha fazla yapılmasını istiyordu.
									",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
"
","
","
","
",3 ways businesses can fight sex trafficking,Nikki Clifton,12:29,"community,activism,law,business,sexual violence,society,social change,Slavery,trafficking"
