en,tr,title,speaker,duration,tags
"
","
",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
											[This talk contains mature content]
									","
											[Yetişkinlere yönelik içerik uyarısı]
									",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
","
",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
											I'm often asked what do I do.
											To which I reply,
											""I work to end violence against children.
											All violence against every child
in every country.""
											There's usually a pause.
											Sometimes, depending on the setting,
											""Whoa, that's a conversation killer.""
											And then the questions:
											""What sort of violence
are you talking about?""
											""How much violence is there?""
											""Where is it happening,
is it happening here?""
											And when I answer those questions,
people tend to be shocked.
											Shocked at the scale of violence,
											shocked at the nature of violence.
											But I'm always quick to make sure
											that people aren't left
with a sense of doom and gloom.
									","
											İşimin ne olduğu sorusuyla
sık sık karşılaşıyorum.
											Cevabım şu oluyor:
											""Çocuğa karşı şiddeti
sonlandırmak için çalışıyorum,
											her ülkede her çocuğa karşı yapılan
her şiddeti.""
											Genelde duraklama oluyor.
											Bazen duruma bağlı olarak
""Konuşma bitirici."" gibi cevaplar oluyor.
											Ardından da şöyle sorular geliyor:
											""Ne tür bir şiddetten bahsediyorsun?""
											""Şiddetin boyutu ne?""
											""Bu nerede gerçekleşiyor?
Burada oluyor mu?""
											Bu soruları cevapladığımda
genelde şok oluyorlar;
											şiddetin kapsamının genişliği
ve doğası yüzünden.
											Ama bu hep dünyanın sonuymuş gibi
hissetmemelerini sağlıyorum.
									",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
","
",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
											I believe we have an unprecedented
historical opportunity
											in this generation
											to end violence against children.
											There's a nascent movement
building around this.
											Governments, national governments,
city governments,
											provinces and others
are joining that movement.
											And when we succeed —
and it will take all of us —
											we will change the course
of human history.
									","
											İnanıyorum ki çocuğa karşı şiddeti
sonlandırmak için
											bu nesilde eşsiz bir olanağımız var.
											Bunun hakkında yeni bir hareket
gelişmeye başlıyor.
											Devletler, ulusal hükûmetler,
valilikler, yerel idareler
											ve diğerleri bu harekete katılıyor.
											Bunu başardığımızda,
ki bu hepimizin çabasını gerektiriyor,
											insanlık tarihinin akışını değiştireceğiz.
									",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
","
",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
											What do I mean by violence
against children?
											I mean all of the physical violence,
											sexual, psychological
and emotional violence
											that happens to children at home,
											at school, online
and in their communities.
											We work with partners
right across the world
											and from those partners,
we hear disturbing stories
											of individual children.
									","
											Çocuğa karşı şiddetle neyi kastediyorum?
											Her çeşit fiziksel, cinsel, psikolojik
ve duygusal şiddeti kastediyorum;
											çocuğun evde, okulda, internet ortamında
veya kendi topluluğunda yaşadığı şiddeti.
											Dünya çapında partnerlerle çalışıyoruz
											ve onlardan bazı çocuklar hakkında
rahatsız edici hikâyeler duyuyoruz.
									",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
","
",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
"
											For example, Sarah, age 10.
											Raped repeatedly by her stepfather
											and threatened with violence
if she tells anyone.
											Faisal, hit across the knuckles
at school with a cable,
											shamed and called a donkey,
											made to stand outside in the cold
when he gets the answers wrong.
											And from the partners we work with
to make the internet safer for children,
											we hear stories like that of Angelika.
											Twelve years old,
											and forced to commit
sexual acts on her uncle,
											which are live-streamed to paying adults
the other side of the world.
											One in 10 girls experiences sexual abuse
before the age of 20.
											Half of children live in countries
											where corporal punishment
has not been fully prohibited.
											And last year alone, in the US,
											45 million reports were made
											of images and videos of violent
and sexual abuse of children online.
											Twice the number the year before.
											Now these forms of violence
and other forms of violence
											roll up into some
truly staggering numbers.
											One billion children globally every year
											who experience some kind of violence.
											That's one in two children.
											This is a universal issue.
									","
											Örneğin Sarah, 10 yaşında,
											üvey babası tarafından
defalarca tecavüze uğramış
											ve bunu kimseye söylememesi için
şiddetle tehdit edilmiş.
											Örneğin Faisal, okulda ceza olarak
kabloyla eline vurulmuş,
											azarlanmış, eşek olarak adlandırılmış
											ve doğru cevabı bulamadığında
dışarıda soğukta bekletilmiş.
											İnterneti çocuklar için
daha emniyetli hâle getirmek için
											birlikte çalıştığımız partnerlerimizden
Angelika'nınki gibi hikâyeler duyuyoruz.
											12 yaşında.
											Amcasıyla cinsel ilişkide
bulunması için zorlanmış
											ve bu, izlemek için ödeme yapan,
dünyanın öbür ucundaki yetişkinlere
											canlı olarak yayınlanmış.
											10 kızdan biri, 20 yaşına gelmeden
cinsel tacize uğruyor.
											Dünyadaki çocukların yarısı,
											fiziksel cezanın tamamen
yasaklanmadığı ülkelerde yaşıyor.
											Yalnızca geçen sene ABD'de 45 milyon haber
											çocuğa şiddet ve cinsel taciz
video ve görsellerinden oluşuyordu.
											Bu sayı, bir önceki senenin iki katı.
											Bu tür şiddet ve diğer şiddetler
toplandığında sarsıcı rakamlar oluşuyor.
											Dünya çapında her yıl bir milyar çocuk
bir tür şiddete maruz kalıyor.
											Bu, her iki çocuktan biri demek.
											Bu, küresel bir sorun demek.
									",A global initiative to end violence against children,Howard Taylor,11:02,"global issues,children,youth,activism,social change,violence"
