en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
											Do you hear that?
											Do you know what that is?
											Silence.
											The sound of silence.
											Simon and Garfunkel wrote a song about it.
											But silence is a pretty
rare commodity these days,
											and we're all paying a price for it
in terms of our health —
											a surprisingly big price, as it turns out.
											Luckily, there are things
we can do right now,
											both individually and as a society,
											to better protect our health
											and give us more of the benefits
of the sounds of silence.
									","
											Bunu duyuyor musunuz?
											Bunun ne olduğunu biliyor musunuz?
											Sessizlik.
											Sessizliğin sesi.
											Simon ve Garfunkel,
bununla ilgili bir şarkı yazdı.
											Fakat sessizlik, bugünlerde
oldukça nadir bir şey
											ve sağlığımız açısından,
hepimiz onun için para ödüyoruz —
											görünen o ki şaşırtıcı derecede
yüksek bir fiyat.
											Neyse ki şu anda
yapabileceğimiz şeyler var,
											hem bireysel olarak hem de toplum olarak,
											sağlığımızı korumak için
											ve sessizliğin sesinden
daha çok faydalanabilmek için.
									","
											Vous entendez ça ?
											Vous savez ce que c'est ?
											Le silence.
											Le son du silence.
											Simon et Garfunkel ont écrit 
une chanson dessus.
											Mais le silence, c'est une denrée rare 
de nos jours,
											et nous en payons tous le prix,
en termes de santé.
											Un prix qui s'avère étonnamment élevé.
											Heureusement, nous pouvons faire
quelque chose aujourd'hui,
											en tant qu'individu mais aussi en société,
											pour mieux protéger notre santé
											et bénéficier du son du silence.
									","
											Estão a ouvir isto?
											Sabem o que é?
											Silêncio.
											O som do silêncio.
											Simon e Garfunkel escreveram
uma canção sobre ele.
											Mas o silêncio é uma coisa
muito rara hoje em dia
											e estamos todos a pagar um preço
por isso, em termos da saúde
											— um preço surpreendentemente alto.
											Felizmente, há coisas
que podemos fazer, neste momento,
											tanto a nível individual
como a nível da sociedade
											para protegermos melhor a saúde
											e obtermos mais benefícios
dos sons do silêncio.
									",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
","
","
","
",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
											I assume that most of you know that
too much noise is bad for your hearing.
											Whenever you leave a concert or a bar
and you have that ringing in your ears,
											you can be certain that you have done
some damage to your hearing,
											likely permanent.
											And that's very important.
											However, noise affects our health
in many different ways beyond hearing.
											They're less well-known,
											but they're just as dangerous
as the auditory effects.
									","
											Çok fazla gürültünün, işitmeniz için
kötü olduğunu bildiğinizi varsayıyorum.
											Bir konserden veya bir bardan çıktığınız
zaman kulağınızda o çınlama olduğunda
											işitmenize zarar verecek bir şey
yaptığınızdan emin olabilirsiniz,
											muhtemelen kalıcı.
											Bu da çok önemli.
											Ancak gürültü, işitmenin ötesinde
birçok farklı yolla sağlığımızı etkiler.
											Bunlar da az bilinirler
											ama işitsel etkiler kadar tehlikelidirler.
									","
											J'imagine que vous savez tous que
trop de bruit est mauvais pour l'ouïe.
											Quand vous sortez d'un concert ou d'un bar
et que vous entendez ce sifflement,
											vous pouvez être certain que 
vous avez abîmé votre ouïe,
											sûrement pour toujours.
											Et c'est très important.
											Toutefois, le bruit nuit à notre santé 
de bien des façons au-delà de l'audition.
											Elles sont moins connues,
											mais tout aussi dangereuses
que les effets sur l'audition.
									","
											Suponho que a maioria de vocês sabe
que demasiado barulho faz mal aos ouvidos.
											Sempre que saímos
de um concerto ou de um bar,
											e sentimos os ouvidos a tilintar,
											podemos ter a certeza que fizemos
alguns estragos aos ouvidos,
											talvez permanentemente.
											Isto é muito importante.
											Contudo, o ruído afeta a saúde
de modos muito diferentes,
											para além da audição.
											São menos conhecidos,
											mas são tão perigosos
como os efeitos na audição.
									",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
","
","
","
",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
											So what do we mean
when we talk about noise?
											Well, noise is defined as unwanted sound,
											and as such, both has
a physical component, the sound,
											and a psychological component,
											the circumstances that make
the sound unwanted.
											A very good example is a rock concert.
											A person attending the rock concert,
being exposed to 100 decibels,
											does not think of the music as noise.
											This person likes the band, and even
paid a hundred dollars for the ticket,
											so no matter how loud the music,
this person doesn't think of it as noise.
											In contrast, think of a person living
three blocks away from the concert hall.
											That person is trying to read a book,
											but cannot concentrate
because of the music.
											And although the sound pressure levels
are much lower in this situation,
											this person still thinks
of the music as noise,
											and it may trigger reactions that can,
in the long run, have health consequences.
									","
											Peki gürültüden
bahsederken ne kastediyoruz?
											Gürültü, istenmeyen ses olarak tanımlanır
											ve aslında, ikisinin de fiziksel
bir ögesi vardır, yani ses
											ve psikolojik bir ögesi vardır,
											yani sesi istenmeyen yapan koşullar.
											Rock konseri, bunun çok güzel bir örneği.
											Rock konserine katılan,
100 desibele maruz kalan bir insan
											müziğin gürültü olduğunu düşünmez.
											Kişi grubu sever ve hatta bilet için
yüzlerce dolar ödemiştir,
											yani müzik ne kadar yüksek olursa olsun,
o kişi bunun gürültü olduğunu düşünmez.
											Tersini, konser salonunun üç blok
ötesinde yaşayan bir insanı düşünün.
											O kişi bir kitap okumaya çalışıyor
											fakat müzikten ötürü odaklanamıyor.
											Bu durumda ses basınç seviyesi
çok daha düşük olmasına rağmen,
											bu kişi müziği hala
gürültü olarak düşünür
											ve uzun vadede sağlık sonuçlarına
sebep olacak tepkilere yol açabilir.
									","
											Donc qu'est-ce que le bruit ?
											Le bruit est défini
comme un son non désiré,
											et de ce fait, aussi bien comme
un élément physique, le son,
											que comme un élément psychologique,
											les circonstances qui rendent 
ce son non désiré.
											Un concert de rock est un parfait exemple.
											Une personne qui assiste à un tel concert,
se retrouvant exposée à 100 décibels,
											ne pense pas à la musique comme du bruit.
											La personne aime le groupe, et 
a même payé cent dollars pour le ticket,
											donc peu importe le volume, cette personne
ne pensera pas que c'est du bruit.
											Maintenant, pensez à quelqu'un habitant
à quelques rues de la salle de concert.
											Cette personne essaye de lire un livre,
											mais n'arrive pas à se concentrer 
à cause de la musique.
											Et bien que le niveau de pression 
acoustique soit bien plus bas ici,
											la personne pense à la musique 
comme étant du bruit,
											et, à long terme, ça pourrait avoir 
des conséquences sur la santé.
									","
											De que é que falamos
quando falamos de ruído?
											O ruído define-se como som indesejável,
											e, enquanto tal, o som tem
um componente físico
											e um componente psicológico,
											as circunstâncias que tornam
o som indesejável.
											Um exemplo muito bom
é um concerto de ""rock""
											Uma pessoa que assiste
a um concerto de ""rock""
											e é exposta a 100 decibéis,
											não pensa na música como ruído.
											Essa pessoa gosta da banda
e até paga cem dólares pelo bilhete,
											por isso, por mais alta
que esteja a música,
											essa pessoa não pensa nela como ruído.
											Em contraste, pensem numa pessoa
que vive a três quarteirões do concerto.
											Essa pessoa está a tentar ler um livro,
											mas não consegue concentrar-se
por causa da música.
											Embora os níveis da pressão do som
sejam muito baixas nesta situação,
											essa pessoa pensa na música
como um ruído,
											e pode ter reações que, a longo prazo,
podem ter consequências para a saúde.
									",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
","
","
","
",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
											So why are quiet spaces so important?
											Because noise affects our health
in so many ways beyond hearing.
											However, it's becoming increasingly
difficult to find quiet spaces
											in times of constantly increasing traffic,
											growing urbanization,
											construction sites,
air-conditioning units,
											leaf blowers, lawnmowers,
											outdoor concerts and bars,
personal music players,
											and your neighbors partying until 3am.
											Whew!
									","
											Peki sessiz alanlar neden bu kadar önemli?
											Çünkü gürültü, işitmenin ötesinde,
birçok farklı yolla sağlığımızı etkiler.
											Ancak sessiz alan bulmak
gitgide daha zor bir alıyor,
											çünkü sürekli artan trafik,
											büyüyen kentleşme,
											inşaat alanları,
havalandırma üniteleri,
											yaprak üfleme, çim biçme makineleri,
											dış mekan konserleri ve barları,
kişisel müzik çalarlar
											ve gece 3'e kadar parti yapan
komşular zamanındayız.
											Vay canına!
									","
											Alors pourquoi les lieux calmes 
sont si importants ?
											Parce que le bruit nuit à notre santé 
de bien des façons au-delà de l'audition.
											Toutefois, ça devient de plus en plus 
difficile de trouver des endroits calmes
											à l'heure où la circulation
ne fait qu'augmenter,
											l'urbanisation en pleine expansion,
											les chantiers de construction,
la climatisation,
											les souffleurs à feuilles, les tondeuses,
											les concerts et bars à l'extérieur,
les dispositifs personnels,
											et les voisins qui font la fête 
jusqu'à 3 h du matin.
											Pfou !
									","
											Então, porque é que os espaços
silenciosos são tão importantes?
											Porque o ruído afeta a saúde
de muitas formas para além da audição.
											Mas torna-se cada vez mais difícil
encontrar espaços silenciosos
											numa época de tráfego cada vez maior,
											de crescente urbanização,
											de locais de construção,
de unidades de ar condicionado,
											de máquinas de apanhar folhas,
de cortar relva,
											de concertos ao ar livre e de bares,
de músicos ambulantes
											e de vizinhos que dão festas
até às três da manhã.
											Ufa!
									",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
","
","
","
",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
"
											In 2011, the World Health
Organization estimated
											that 1.6 million healthy life years
are lost every year
											due to exposure to environmental noise
											in the Western European
member states alone.
											One important effect of noise
is that it disturbs communication.
											You may have to raise your voice
to be understood.
											In extreme cases, you may even
have to pause the conversation.
											It's also more likely to be misunderstood
in a noisy environment.
											These are all likely reasons
why studies have found
											that children who attend
schools in noisy areas
											are more likely to lag behind their peers
in academic performance.
									","
											2011'de Dünya Sağlık Örgütü,
yalnızca üye Batı Avrupa devletlerinde
											her yıl 1,6 milyon sağlıklı yaşam yılının
											çevresel gürültüye maruz kalmaktan ötürü
											kaybedildiğini ortaya koymuştur.
											Gürültünün önemli bir etkisi,
iletişimi bozmasıdır.
											Anlaşılmak için sesinizi
yükseltmeniz gerekebilir.
											Aşırı durumlarda, sohbeti
durdurmanız bile gerekebilir.
											Ayrıca gürültülü ortamlarda
yanlış anlaşılmak daha mümkündür.
											Çalışmalarda, gürültülü bölgelerde
okula giden çocukların
											akademik performansta akranlarından
geri kalma ihtimallerinin
											daha yüksek olmasının
olası sebepleri bunlardır.
									","
											En 2011, l'Organisation Mondiale 
de la Santé a estimé
											que 1,6 million d'années de vie
sont perdues chaque année
											en raisons de l'exposition
à un environnement bruyant
											rien que dans les pays 
de l'Europe de l'Ouest.
											Un effet important du bruit,
c'est qu'il perturbe la communication.
											Vous devrez peut-être élever 
la voix pour être compris.
											Dans les cas extrêmes, vous devrez 
peut-être interrompre la conversation.
											Dans un environnement bruyant, c'est
aussi plus probable d'être mal compris.
											Ce sont des raisons possibles pour 
lesquelles les études ont montré
											que les enfants qui fréquentent l'école 
dans des endroits bruyants
											sont plus susceptibles de prendre 
du retard par rapport à leurs pairs.
									","
											Em 2011, a Organização Mundial
de Saúde calculou
											que se perdem todos os anos
1,6 milhões de anos de vida saudável
											devido à exposição ao ruído ambiental
											apenas nos estados membros
da União Europeia.
											Um importante efeito do ruído
é que prejudica a comunicação.
											Podemos ter de elevar a voz
para sermos ouvidos.
											Em casos extremos, até temos
de suspender a conversa.
											É mais provável sermos mal entendidos
num ambiente barulhento.
											Estas são razões por que os estudos
têm concluído
											que as crianças que frequentam 
escolas em áreas barulhentas
											são mais propensas a ficar para trás
no desempenho académico.
									",Why noise is bad for your health — and what you can do about it,Mathias Basner,10:04,"sound,health,Senses,TEDMED,science,sleep,hearing,medical research"
