en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
											They wanted her piecemealed,
papier-mâchéd,
											practically broken,
limp-like and loveless,
											a litany of exaggeration.
											They wanted her low.
											And high.
											Flat and wide.
											Filled with all of their empty.
											They wanted her to be more like them.
									","
											Ils la voulaient fragmentée,
faite de papier-mâché,
											pratiquement brisée,
flasque et sans amour,
											une litanie d'exagérations.
											Ils la voulaient inférieure.
											Et optimale.
											Plate et large.
											Emplie de tous leurs vides.
											Ils la voulaient comme eux.
									","
											La querían fragmentada, papel maché,
											prácticamente rota, coja y sin amor,
											una letanía de exageración.
											La querían baja.
											Y alta.
											Plana y ancha.
											Llena de todo su vacío.
											La querían más como ellos.
									","
											Paramparça olsun,
çiğnenmiş kâğıt gibi olsun istediler,
											neredeyse çökmüş, zayıf ve sevgisiz,
											bir izam duası.
											Ezilsin istediler.
											Ve yükselsin.
											Düz ve geniş.
											Onların tüm boşluğuyla doldurulmuş.
											Onu kendilerine benzetmek istediler.
									","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
","
","
","
","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
											Not knowing her conception was immaculate.
											That she was birthed
in sandalwood-scented river water,
											sweet sapphire honey-touched tongue,
											she was too much
of a mouthful for the greedy.
											Just a small amount of her
was more than they could stand.
											Oh, they wanted her bland.
											And barren.
											Unspirited, un-African, uncultured,
											under siege in the streets.
									","
											Ignorant que sa conception fut immaculée.
											Qu'elle naquit dans une eau de rivière
parfumée au bois de santal,
											un délicieux goût mielleux de saphir,
											un cupide n'en aurait fait qu'une bouchée.
											Un simple brin d'elle,
ils ne pouvaient le supporter.
											Oh, ils la voulaient fade.
											Et stérile.
											Déprimée, in-africaine, incultivée,
											assiégée dans la rue.
									","
											Sin saber de su concepción inmaculada.
											Que nació en las aguas
de un río con olor a sándalo,
											dulce lengua de zafiro y miel,
											demasiado trabalenguas para los ávaros.
											Un poco de ella era más de lo normal.
											Oh, la querían insípida.
											E infértil.
											Sin alma, sin ser africana, sin cultura,
											bajo el asedio de las calles.
									","
											Onun fikrindeki saflığını bilmeden.
											Sandal ağacı kokulu
nehir suyunda doğduğunu bilmeden,
											tatlı safir, bal değmiş dili ile,
											ağzı açgözlü olamayacak kadar doluydu.
											Küçük bir miktarına bile
dayanamazlardı onun.
											Ah, uysallığını istediler onun.
											Ve anlamsızlığını.
											Ruhsuz, Afrikalı olmayan, kültürsüz,
											sokaklarda kuşatma altında.
									","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
","
","
","
","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
											They wanted her face down, ass up,
hands cuffed and ankles strapped.
											They wanted her knowing
she could never want them back.
											Oh, they wanted her holy,
											baptized in her divine,
											they wanted her secrets,
											pearls to swine.
											They wanted to unravel
the mystery of her design.
											Fascinated by glory,
hypnotized by her kind.
											Oh, they wanted her complete.
											They wanted her whole,
											though they came fractioned,
half-hearted, half-soul,
											with no regards and no knowledge
as to who she really was.
									","
											Ils voulaient son visage bas, le cul haut,
ses mains menottées, ses chevilles lacées.
											Ils la voulaient consciente
qu'elle ne pourrait les désirer.
											Oh, ils la voulaient sacrée,
											baptisée dans sa divinité,
											ils voulaient ses secrets,
											des perles pour les pourceaux.
											Ils voulaient résoudre
le mystère de sa forme.
											Fascinés par la gloire,
hypnotisés par son style.
											Oh, ils la voulaient complète.
											Ils la voulaient entière,
											mais ils vinrent fractionnés,
peu enthousiastes, peu éclairés,
											sans estime ni connaissance
de qui elle était en réalité.
									","
											La querían bocabajo, con le culo en pompa,
esposada, atada.
											La querían sabiendo
que ella nunca los querría.
											Oh, la querían santa,
											bautizada en su divinidad,
											querían sus secretos,
											margaritas para los cerdos.
											Querían desenmarañar
el misterio de su diseño.
											Fascinados por la gloria,
hipnotizados por su clase.
											Oh, la querían completa.
											La querían entera,
											aunque ellos vinieron fraccionados,
mitad corazón, mitad alma,
											sin miramientos ni conocimientos
sobre quién era de verdad.
									","
											Yüz üstü, kıçı yukarıda, elleri
kelepçeli, bilekleri bağlı istediler.
											Onlardan asla geri
isteyemeyeceğini bilsin istediler.
											Ah, kutsal olsun,
											kutsallığında vaftiz edilsin istediler,
											sırlarını istediler,
											eşek hoş laftan ne anlar.
											Tasarımındaki gizemi çözmek istediler.
											Zaferden büyülenmiş,
cinsi onu hipnotize etmiş.
											Ah, tam olsun istediler.
											Bütün olsun istediler,
											parçalanmış, yarı kalpli,
yarı ruhlu da olsalar,
											gerçek kimliğine dair
hiçbir şey bilmeden.
									","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
","
","
","
","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
											Oh, but if they knew.
											If they knew her,
											praise songs would rain
from the clouds of their eyes,
											clearing the vision, bathing the heart.
											They would bow every time they saw her.
											Be their best selves when she was around.
									","
											Oh, mais s'ils savaient.
											S'ils la connaissaient,
											des chants de prière pleuvraient
des nuages de leurs yeux,
											clarifiant la vision, baignant le cœur.
											Ils s'inclineraient
à chaque fois qu'ils la verraient.
											Seraient leurs meilleurs eux-mêmes
en sa présence.
									","
											Oh, pero si lo supieran.
											Si la conocieran,
											lloverían alabanzas en canciones
de las nubes de sus ojos,
											despejando la visión, bañando el corazón.
											Harían reverencias cuando la vieran.
											Darían lo mejor de sí a su alrededor.
									","
											Ah, ancak bilselerdi.
											Tanısalardı onu,
											göz bulutlarından övgü şarkıları yağardı,
											görüşünü düzeltip, kalbi temizleyerek.
											Onu her gördüklerinde
başlarıyla selamlarlardı.
											O ortamdayken iyi yüzlerini gösterirlerdi.
									","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
","
","
","
","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
"
											If they knew her,
											knew she was the glue to their revolution,
											the life flow of blood
through their veins.
											If they knew her,
											she would know,
											she would feel
											that her body is more than battlefield.
									","
											S'ils la connaissaient,
											savaient qu'elle était la colle
de leur révolution,
											l'écoulement vital de sang
à travers leurs veines.
											S'ils la connaissaient,
											elle saurait,
											elle sentirait,
											que son corps est plus
qu'un champ de bataille.
									","
											Si la conocieran,
											sabrían que era
el pegamento de su revolución.
											El curso de la vida
de la sangre en sus venas.
											Si la conocieran,
											ella sabría,
											ella sentiría,
											que su cuerpo es más
que el campo de batalla.
									","
											Onu tanısalardı,
											devrimlerinin tutkalı olduğunu,
damarlarındaki
											kanda akan hayatın o olduğunu bilselerdi.
											Onu tanısalardı,
											o bilirdi,
											bedeninin bir savaş alanından fazlası
											olduğunu hissederdi.
									","""Wild Women""",Sunni Patterson,4:36,"performance art,poetry,performance,dance"
