en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
											Today, more than half
of the world's population lives in cities.
											The urbanization process
started in the late 1700s
											and has been increasing since then.
											The prediction is that by 2050,
											66 percent of the population
will live in cities
											and the United Nations,
the World Health Organization,
											the World Economic Forum, are warning us,
											if we don't plan
for the increased density,
											current problems in our cities,
like inequality, congestion, crime
											can only get worse.
											As a result, urban planners
and city developers
											are putting a lot of effort and creativity
											in designing our future,
denser, bigger cities.
									","
											Hoy, más de la mitad de la 
población mundial vive en ciudades.
											El proceso de urbanización 
comenzó a finales del siglo XVIII,
											y ha seguido creciendo desde entonces.
											La predicción es que para el 2050,
											el 66 % de la población
vivirá en ciudades.
											Organizaciones como las Naciones Unidas,
la Organización Mundial de la Salud
											o el Foro Económico Mundial 
nos están previniendo:
											Si no prevemos
el aumento de densidad,
											los problemas de nuestras ciudades, 
como falta de igualdad, atascos, crimen…
											solo podrán empeorar.
											Como resultado, planificadores 
y desarrolladores urbanos
											están invirtiendo
grandes esfuerzos y creatividad
											en diseñar las ciudades futuras, 
más grandes y densas.
									","
											Hoje, mais de metade da população mundial
vive em cidades.
											O processo de urbanização começou 
nos finais do século XVIII
											e vem crescendo desde então.
											A previsão é que em 2050,
											66% da população viverá em cidades
											e a ONU, a Organização Mundial de Saúde,
											e o Fórum Económico Mundial 
estão a avisar-nos
											que, se não planearmos 
para uma densidade elevada,
											os problemas atuais nas nossas cidades,
											como a desigualdade,
o congestionamento, o crime,
											só poderão piorar.
											Como resultado, os urbanistas
e os construtores
											estão a despender
bastante esforço e criatividade
											para projetar as nossas futuras cidades 
mais densas e maiores.
									","
											Aujourd'hui, plus de la moitié de la
population mondiale vit dans les villes.
											Le processus d'urbanisation a commencé
à la fin des années 1700
											et n’a cessé d'augmenter depuis.
											On estime que d'ici 2050,
											66 % de la population 
vivra dans des villes,
											et les Nations Unies, 
l'Organisation Mondiale de Santé
											et le Forum Économique Mondial
nous avertissent
											que si on ne prévoit pas 
l'accroissement de densité,
											certains problèmes urbains actuels,
comme l'inégalité, le trafic et le crime
											ne pourraient qu'empirer.
											Donc, les urbanistes 
et les promoteurs immobiliers
											mettent beaucoup d'effort et de créativité
											dans la conception de nos 
prochaines villes plus denses et larges.
									",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
","
","
","
",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
											But I have a different opinion.
											I think urbanization is actually
reaching the end of its cycle,
											and now people are going to start
moving back to the countryside.
											And you may think,
""But what about the trend?""
											Well, let me tell you,
											socioeconomic trends don't last forever.
											You know, 12,000 years ago
											everybody was perfectly happy
											roaming the land, hunting and gathering.
											And then, the trend changes,
											and the new thing
is to live in a farm and have cattle,
											until it changes again.
											When we get to the industrial revolution.
											Actually, that is what started
the urbanization process.
											And you know what triggered it?
											Steam power, machines,
											new chemical processes —
											in two words, technological innovation.
											And I believe technology
can also bring the end of this cycle.
									","
											Pero yo opino otra cosa.
											Creo que la urbanización 
está llegando al final de su ciclo,
											y ahora la gente va a empezar 
a mudarse de vuelta al campo.
											Y pensarán: ¿y qué pasa 
con la tendencia estadística?
											La verdad es que
											las tendencias socioeconómicas
no duran para siempre.
											Hace unos 12 000 años,
											todo el mundo estaba encantado
											de vagar por la tierra, 
cazando y recolectando…
											y luego, la tendencia cambia
											y ahora vivir en una granja
y tener ganado es lo último…
											…hasta que cambia otra vez,
											al llegar la Revolución Industrial.
											De hecho, eso es lo que da comienzo
al proceso de urbanización.
											¿Y, qué lo provoca?
											La máquina de vapor,
las máquinas,
											nuevos procesos químicos…
											En dos palabras,
innovación tecnológica.
											Y creo que la tecnología
también puede cerrar este ciclo.
									","
											Mas eu tenho uma opinião diferente.
											Eu penso que a urbanização 
está chegando ao fim do ciclo
											e agora as pessoas vão voltar
a migrar para o campo.
											Talvez vocês pensem:
""Mas e a tendência?""
											Bem, deixem que vos diga,
											as tendências socioeconómicas 
não duram para sempre.
											Há 12 000 anos,
											toda a gente era perfeitamente feliz
											vagueando pela terra, caçando e colhendo.
											Depois, a tendência muda,
											e a novidade é viver 
numa quinta e ter gado,
											até que muda de novo,
											quando chegamos à Revolução Industrial.
											Na verdade, foi isso que 
iniciou o processo de urbanização.
											Sabem o que desencadeou isso?
											A força do vapor, as máquinas,
											os novos processos químicos
											— em duas palavras,
a inovação tecnológica.
											Acredito que a tecnologia 
também pode trazer o fim desse ciclo.
									","
											Je pense différemment.
											L'urbanisation atteint,
en fait, la fin du cycle
											et les gens commenceront désormais 
à retourner à la campagne.
											Vous pensez probablement à la tendance.
											Alors, je vous dirai quelque chose :
											les tendances socio-économiques 
ne perdurent pas.
											Vous savez, il y a 12 000 ans,
											tout le monde était parfaitement heureux,
											errant sur la terre,
chassant et cueillant.
											Et ensuite, la tendance change,
											et la nouveauté est d'habiter dans 
une ferme et posséder du bétail,
											jusqu'à un nouveau changement.
											On arrive alors à
la révolution industrielle.
											En fait, cela a démarré
le processus d'urbanisation.
											Et qu'est-ce qui l'a déclenché ?
											La vapeur, les machines,
											les nouveaux processus chimiques...
											en deux mots, l'innovation technologique.
											Et je crois que la technologie 
peut également finir ce cycle.
									",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
","
","
","
",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
											I've been working on innovation
for most of my career.
											I love it. I love my job.
											It allows me to work with drones,
with 3D printers and smart glasses,
											and not just those you can buy in the shop
but also prototypes.
											It's a lot of fun sometimes.
											Now, some of these technologies
											are opening new possibilities
that will radically change
											the way we did things before
											and in a few years,
											they may allow us
to enjoy the benefits of city life
											from anywhere.
											Think about it.
											If you could live in a place
with a lower crime rate
											and more space
											and a lower cost of living
											and less traffic,
											of course many people would want that,
											but they feel they don't have a choice.
											You have to live in the city.
									","
											Me he pasado la mayoría de mi carrera
trabajando en innovación.
											Me encanta,
me encanta mi trabajo.
											Me permite trabajar con drones, 
impresoras 3D, gafas inteligentes,
											y no solo esas que puedes comprar 
en la tienda, también prototipos.
											A veces es muy divertido.
											Algunas de esas tecnologías
											abren nuevas posibilidades 
que van a cambiar por completo
											el modo en que hacemos muchas cosas.
											En pocos años,
											puede que nos permitan disfrutar de
los beneficios de la vida en la ciudad
											desde cualquier sitio.
											Piénsenlo bien.
											Si pudiéramos vivir en un lugar
											con menos criminalidad
y más espacio,
											con menor coste de vida
y menos tráfico.
											Claro que mucha gente lo preferiría.
											Pero tienen la sensación 
de que no pueden elegir.
											Tienen que vivir en la ciudad.
									","
											Tenho trabalhado em inovação 
na maior parte da minha carreira.
											Adoro isso. Adoro o meu trabalho.
											Posso trabalhar com ""drones"", 
impressoras 3D e óculos inteligentes,
											e não apenas aqueles que compramos
nas lojas, mas também com protótipos.
											Às vezes é muito divertido.
											Algumas dessas tecnologias
											estão a abrir novas possibilidades 
que irão mudar radicalmente
											a forma como antigamente
fazíamos as coisas
											e dentro de uns anos,
											irão permitir que usufruamos 
os benefícios da vida urbana
											em qualquer lugar.
											Pensem nisso.
											Se pudessem viver num lugar
com menores taxas de criminalidade
											e mais espaço
											e um custo de vida mais baixo
											e menos trânsito,
											claro que muitas pessoas
iriam querer isso,
											mas eles sentem que não têm escolha.
											Temos que viver na cidade.
									","
											J'ai passé ma carrière 
à travailler sur l'innovation.
											J’aime ça, j'aime mon emploi.
											Je peux travailler avec des drones,
											des imprimantes 3D et 
des lunettes intelligentes,
											et pas juste celles qu'on achète dans 
les magasins, mais aussi les prototypes.
											C'est très amusant parfois.
											Certaines de ces technologies
											offrent de nouvelles possibilités 
qui changeront radicalement
											notre façon d'agir.
											Et dans quelques années,
											on profitera des avantages
de la vie urbaine
											n'importe où.
											Réfléchissez à ça.
											Si on pouvait vivre dans un endroit
avec un faible taux de criminalité,
											plus d'espace,
											un coût de vie plus faible,
											et moins de trafic ;
											certes, beaucoup de personnes 
voudraient ça,
											mais elles pensent 
qu'elles n'ont pas le choix.
											Vous devez vivre en ville.
									",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
","
","
","
",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
											Well, in the past,
people moved to the cities
											not because they loved the city itself
											but for the things
you could have in a city,
											more job opportunities,
											easier access to services and goods
											and a rich social life.
											So let's dive deeper.
									","
											En el pasado, 
la gente se mudó a la ciudad
											no porque amaran la ciudad en sí misma,
											sino por las cosas que podían tener allí.
											Más oportunidades de empleo,
											fácil acceso a bienes y servicios
											y una intensa vida social.
											Así que entremos en detalle.
									","
											No passado, as pessoas
mudaram-se para as cidades
											não porque gostassem da cidade em si mesma
											mas pelas coisas que podiam ter 
numa cidade:
											mais oportunidades de trabalho,
											um acesso mais fácil a serviços e bens,
											e uma vida social rica.
											Então vamos analisar mais profundamente.
									","
											Cependant, dans le passé, les gens
ont déménagé vers les villes
											non pas parce 
qu'ils aimaient la vie urbaine,
											mais pour les choses 
qu'ils pourraient y posséder :
											plus de possibilités d'emploi,
											un accès aisé aux services et aux biens
											et une vie sociale riche.
											Alors, approfondissons.
									",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
","
","
","
",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
"
											More jobs and career opportunities.
											Is that still true today,
											because the office people
are starting to realize
											that working in the office
and being in the office
											may not be the same thing anymore.
											According to a study
by Global Workplace Analytics,
											more than 80 percent of the US workforce
would like to work from home.
											And do you know how much it costs
for a company to even have an office?
											11,000 dollars per employee per year.
											If only half of those workers
											would telework
even 50 percent of the time,
											the savings in the states
would exceed 500 billion dollars,
											and it could reduce greenhouse gases
by 54 million tons.
											That is the equivalent
											of 10 million cars
off the streets for a whole year.
											But even though most people
would want to telework,
											current technology
makes the experience isolating.
											It's not comfortable.
											It doesn't feel like being there.
											But that is going to change
											by the convergence of two technologies:
											augmented reality and telepresence robots.
									","
											Más oportunidades de empleo.
											¿Es eso verdad hoy en día?
											Los trabajadores de las oficinas 
están empezando a darse cuenta
											de que “trabajar” en la oficina 
y “estar” en la oficina
											ya no es lo mismo.
											De acuerdo con Global Workplace Analytics,
											más del 80 % de los trabajadores en EE.UU.
dice que le gustaría trabajar desde casa.
											¿Y saben lo que les cuesta 
a las empresas tener oficinas?
											Unos USD 11 000 por empleado y año.
											Si tan solo la mitad de esos trabajadores
											pudieran teletrabajar, 
aunque fuera el 50 % del tiempo,
											los ahorros nacionales superarían 
los USD 500 000 millones,
											y podrían reducir la emisión
de gases de efecto invernadero
											en 54 millones de toneladas.
											Eso es el equivalente
a 10 millones de coches menos
											durante un año.
											Pero aunque la mayoría 
prefiere trabajar desde casa,
											la tecnología de teletrabajo actual 
hace de ello una experiencia aislante
											No es cómoda.
											No es lo mismo que estar allí.
											Pero eso va a cambiar
											con la convergencia de dos tecnologías:
											La realidad aumentada 
y los robots de telepresencia.
									","
											Mais empregos e oportunidades de carreira.
											Isso ainda hoje é verdade,
											porque quem trabalha num escritório 
está a começar a perceber
											que trabalhar num escritório 
e estar no escritório
											talvez já não seja a mesma coisa.
											De acordo com um estudo 
da Global Workplace Analytics,
											mais de 80% da força de trabalho dos EUA 
gostaria de trabalhar em casa.
											E vocês sabem quanto custa 
a uma companhia ter um escritório?
											São 11 000 dólares por empregado por ano.
											Se apenas metade desses trabalhadores
											trabalhassem à distância
mesmo que 50% do tempo,
											a economia nos estados 
excederia 500 mil milhões de dólares,
											e poderia reduzir os gases com efeito 
de estufa em 54 milhões de toneladas.
											É o equivalente
											a 10 milhões de carros a menos
nas ruas durante um ano inteiro.
											Mas apesar de a maioria das pessoas 
querer trabalho à distância,
											a tecnologia atual torna
essa experiência isoladora.
											Não é confortável.
											Não dá a impressão de estar lá.
											Mas isso vai mudar
											com a convergência de duas tecnologias:
											a realidade aumentada
e os robôs de telepresença.
									","
											Plus de possibilités d'emploi.
											Est-ce encore vrai ?
											Les gens du bureau commencent à réaliser
											que travailler et être au bureau
											n'est plus la même chose.
											Selon une étude de 
Global Workplace Analytics,
											plus de 80% des effectifs américains 
aimeraient travailler à domicile.
											Et savez-vous combien une entreprise 
dépense pour avoir un bureau ?
											11 000 dollars par employé et par an.
											Si seulement la moitié de ces travailleurs
											télétravaillaient même 50% du temps,
											les économies aux États-Unis 
dépasseraient 500 milliards de dollars,
											et cela baisserait les gaz à effet 
de serre de 54 millions de tonnes.
											C'est l'équivalent
											de 10 millions de voitures
en moins par an.
											Mais, malgré la préférence de 
télétravailler pour la plupart des gens,
											la technologie actuelle 
rend l'expérience isolante.
											Ce n'est pas confortable.
											Ça ne donne pas 
l'impression d'être présent.
											Mais cela va changer
											avec la convergence de deux technologies :
											la réalité augmentée et 
les robots de téléprésence.
									",Future tech will give you the benefits of city life anywhere,Julio Gil,11:07,"augmented reality,business,cities,computers,collaboration,drones,future,innovation,population,social media,society,technology,work"
