en,pt,tr,title,speaker,duration,tags
"
","
","
",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
											For 3 billion people around the world,
											seafood provides a significant source 
of protein and nutrition.
											But recent studies show that 33% of wild 
fisheries are overfished,
											while another 60% are fished at their 
maximum capacity.
											In fact, over half the seafood we eat–
											from finfish and shellfish to 
seaweed and algae–
											isn’t caught in the wild.
											It’s grown through aquaculture, 
or aquatic farming.
											Farmed seafood is one of the 
fastest-growing food industries,
											expanding in volume by 5.8% each year.
											But different methods of aquaculture come 
with different advantages and issues–
											some of which echo the serious problems 
we’ve seen in industrial agriculture.
											So how can we avoid repeating the mistakes
we’ve made on land, at sea?
											What aquaculture approaches are we 
currently using,
											and what does a sustainable way 
to farm the ocean really look like?
									","
											Para 3000 milhões de pessoas
em todo o mundo,
											a fauna marinha é uma fonte
significativa de proteínas e nutrientes.
											Mas, segundo estudos recentes,
33% das pescas mundiais são excessivas
											enquanto 60% são pescas que
atingem a capacidade máxima de pesca.
											Na realidade, mais de metade
dos alimentos marinhos que comemos
											- peixes e mariscos,
algas e plantas marinhas -
											não são apanhados no seu habitat.
											São criados em aquacultura,
ou seja, produção aquática.
											Esta técnica é uma das indústrias
de crescimento mais rápido,
											cujo volume aumenta 5,8% por ano.
											Mas os diferentes métodos de aquacultura
apresentam vantagens e problemas,
											que refletem os problemas graves
que vemos na agricultura industrial.
											Como podemos evitar a repetição no mar
dos erros que fizemos em terra?
											Qual o tipo de aquacultura
que estamos a usar atualmente
											e como se pode explorar o oceano
de forma sustentável?
									","
											Dünya'daki 3 milyar insan için
											deniz mahsulleri, önemli bir protein
ve besin kaynak sağlıyor.
											Ancak son araştırmalar gösteriyor ki 
balıkçıların %33'ü aşırı avlanıyor
											ve diğer %60'ı maksimum 
kapasitede avlanıyor.
											Aslında yediğimiz deniz 
mahsüllerinin yarıdan fazlası–
											fin balinası ve kabuklu deniz 
ürünlerinden deniz yosununa kadar–
											vahşi hayatta yakalanmıyor.
											Kültür balıkçılığı ile yetiştiriliyor.
											İşlenmiş deniz mahsülleri en hızlı 
büyüyen yiyecek endüstrilerinden biri,
											her yıl %5,8 oranında büyüyor.
											Ancak kültür balıkçılığının
farklı yöntemleri
											farklı avantajlar ve sorunlarla geliyor–
											bazıları tarımda gördüğümüz 
ciddi problemleri yansıtıyor.
											O halde karada yaptığımız hataları 
denizde tekrar yapmayı nasıl önleriz?
											Şu anda hangi kültür
balıkçılığı yolunu kullanıyoruz
											ve okyanusu işlemek için 
sürdürülebilir bir yol nedir?
									",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
","
","
",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
											One of the most common aquaculture 
methods involves large pens made of nets,
											where fish are farmed offshore in floating
cages roughly 1000 square meters in size.
											Commonly employed off the coast of Chile
and in the fjords of Norway,
											these fish, like many industrially 
farmed animals,
											occupy stressful, overcrowded pens.
											They produce massive amounts of waste,
											polluting the surrounding areas
											and potentially spreading diseases
to wild species.
											Worse still, since the antibiotics 
employed to fight disease
											aren’t fully absorbed by the fish,
											they get excreted back 
into the environment.
											Net pens are also susceptible to escapes,
											unleashing huge numbers of fish which 
compete for resources
											and weaken the local gene pool 
with genes adapted for captivity.
											Escaped fish can even disrupt local 
ecosystems as invasive species.
									","
											Um dos métodos mais vulgares
envolve grandes gaiolas de redes,
											onde os peixes são criados ao largo,
											em gaiolas flutuantes
com cerca de 1000 m2 de tamanho,
											muito utilizadas na costa do Chile,
e nos fiordes da Noruega.
											Estes peixes, como muitos animais
criados industrialmente,
											ocupam gaiolas sobrepovoadas,
angustiantes.
											Produzem quantidades enormes de dejetos,
poluindo as áreas vizinhas
											e podem espalhar doenças
às espécies que vivem na natureza.
											Pior ainda, como os peixes
não absorvem totalmente
											os antibióticos usados
para combater as doenças
											estes são expelidos de novo
para o ambiente.
											As gaiolas de rede podem dar azo a fugas,
											libertando grande número de peixes
que lutam pelos recursos
											e enfraquecem a bolsa genética local
com genes adaptados ao cativeiro.
											Os peixes fugitivos podem invadir
os ecossistemas locais, e alterá-los.
									","
											Kültür balıkçılığının en yaygın 
yöntemlerinden biri
											balıkların boyutları yaklaşık olarak
1000 metrekare olan yüzen kafeslerde
											kıyıdan uzakta yetiştirildiği 
ağlardan yapılmış geniş çitleri içeriyor.
											Şili kıyılarında ve Norveç'in 
fiyortlarında yaygın olarak yapılırken
											birçok endüstriyel olarak yetişmiş 
hayvanlar gibi bu balıklar da
											fazla kalabalık, stresli 
çitlerde bulunuyor.
											Muazzam miktarda atık üretiyorlar,
											yakın bölgeleri kirletiyor
											ve potansiyel olarak vahşi türlere
hastalık yayıyorlar.
											Daha da kötüsü, hastalıkla 
savaşmak için kullanılan antibiyotikler
											balıklar tarafından 
tamamen alınmadığı için
											çevreye geri salınıyorlar.
											Ağ kafesler aynı zamanda kaçışlara yatkın,
											kaynaklar için yarışan 
geniş sayıda balığı salıyor
											ve esarete uyum sağlamış genler
yerel gen havuzunu zayıflatıyor.
											Kaçan balıklar, istilacı türler olarak
yerel ekosistemleri bile bozabilir.
									",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
","
","
",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
											Other techniques,
											such as man-made coastal ponds commonly
used for shrimp farming in Southeast Asia,
											create additional environmental problems.
											Just like net pens, these ponds are prone
to spreading pollution and disease.
											Their construction also frequently 
destroys important ecosystems
											like mangroves and marshes,
											which protect coastal areas from storms,
											provide habitats, and absorb tons 
of greenhouse gases.
									","
											Outras técnicas,
											como lagoas costeiras artificiais
											usadas para a criação
de camarões no sudeste asiático,
											geram problemas ambientais adicionais.
											Tal como as gaiolas de rede, estas lagoas
podem espalhar a poluição e as doenças.
											A sua construção, frequentemente,
destrói importantes ecossistemas
											como mangais e pântanos,
											que protegem áreas costeiras
contra as tempestades,
											proporcionam habitats, e absorvem
toneladas de gases com efeito de estufa.
									","
											Genellikle Güneydoğu Asya'da 
karides yetiştiriciliği için kullanılan
											insan yapımı kıyı göletleri
gibi diğer teknikler,
											ekstra çevre sorunları yaratıyor.
											Tıpkı ağ kafesler gibi bu göletler,
kirlilik ve hastalık yaymaya yatkın.
											İnşaatları aynı zamanda
sahil bölgelerini fırtınalardan koruyan,
											yaşam alanı sağlayan 
ve tonlarca sera gazını emen
											mangrov ve bataklık gibi
önemli ekosistemleri sık sık yok ediyor.
									",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
","
","
",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
											One way to solve these problems is to farm
fish on land
											in completely contained systems.
											Tanks and raceways can recirculate and 
filter water to prevent pollution.
											But even fully contained facilities still 
contend with another major hurdle:
											fishmeal.
											About 10% of the seafood caught globally
is used to feed animals,
											including carnivorous farmed fish.
											Researchers are working on fish feed made 
of insects and plant-based proteins,
											but for now many inland fish farms 
are connected to overfishing.
									","
											Uma forma de resolver estes problemas
é criar peixes em terra
											em sistemas totalmente controlados.
											Tanques e circuitos podem fazer circular
e filtrar a água, para impedir a poluição.
											Mas, mesmo instalações totalmente
controladas têm outro grande problema:
											a alimentação dos peixes.
											Cerca de 10% das pescas mundiais,
são usados para alimentar animais,
											incluindo peixes carnívoros em cativeiro.
											Os investigadores estão
a procurar alimentos
											à base de insetos e de proteínas vegetais
											mas, por enquanto, a criação de peixes
está, sobretudo, ligada à pesca intensiva.
									","
											Bu problemleri çözmenin bir yolu
											balıkları karada tamamen 
kapsamlı sistemler içinde yetiştirmek.
											Havuzlar ve kanallar devridaim yapabilir
ve kirliliği önleme için suyu süzülebilir.
											Ancak tamamıyla kapsamlı tesisler bile
başka bir büyük sorunla mücadele ediyor:
											Balık yemi.
											Küresel olarak yakalanan deniz 
mahsullerinin yaklaşık %10'u,
											etçil yetiştirilmiş balıklar da dahil
hayvanları beslemek için kullanılıyor.
											Araştırmacılar bitki bazlı protein
ve böceklerden yapılmış
											balık yemleri üzerinde çalışıyorlar,
											ancak şimdilik birçok iç su 
balık çiftlikleri aşırı avlanıyor.
									",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
","
","
",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
"
											All these obstacles can make sustainable 
aquaculture feel a long way off,
											but innovative farmers are finding new 
ways to responsibly farm the seas.
											The most promising solution of all 
may be to look lower on the food chain.
											Instead of cramming large, carnivorous 
fish into pens,
											we can work with natural ocean systems
											to produce huge amounts of shellfish 
and seaweeds.
											These low-maintenance flora and fauna 
don’t need to be fed at all.
											In fact, they naturally improve 
water quality,
											filtering it as they feed off of sunlight 
and nutrients in the seawater.
											By absorbing carbon through 
photosynthesis,
											these farms help battle climate change,
											and reduce local ocean acidification
											while creating habitats for other 
species to thrive.
									","
											Todos estes obstáculos podem dificultar
uma aquacultura sustentável, para já,
											mas criadores inovadores estão a encontrar
formas de cultivar responsavelmente o mar.
											A solução mais promissora
pode ser observar a cadeia alimentar.
											Em vez de encher gaiolas
com peixes grandes e carnívoros,
											podemos trabalhar com sistemas
oceânicos naturais,
											para produzir grandes quantidades
de mariscos e de plantas marinhas.
											Esta flora e fauna de baixa manutenção
não precisa de ser alimentada.
											Melhoram, naturalmente,
a qualidade da água,
											filtrando-a enquanto
se alimentam da luz solar
											e dos nutrientes da água do mar.
											Absorvendo o carbono,
através da fotossíntese
											esses cultivos combatem
a alteração climática
											e reduzem a acidificação local do oceano
											enquanto criam habitats 
para outras espécies prosperarem.
									","
											Tüm bu engeller, 
sürdürülebilir kültür balıkçılığını
											çok uzak bir şey olarak gösterebilir.
											ancak yenilikçi çiftçiler
bilinçli bir şekilde
											denizleri işlemenin 
yeni yollarını buluyorlar.
											En umut vaat eden çözüm, besin 
zincirinin altlarına bakmak olabilir.
											Geniş, etçil balıkları 
kafeslere tıkmak yerine
											doğal okyanus sistemlerini büyük
miktarda kabuklu deniz ürünleri
											ve deniz yosunu 
yetiştirmek için kullanabiliriz.
											Bu az bakım gerektiren hayvanlar 
ve bitkilerin beslenmesi de gerekmiyor.
											Aslında doğal bir biçimde 
su kalitesini iyileştiriyorlar,
											deniz suyunda besinlerden ve güneş
ışığından beslenerek suyu filtreliyorlar.
											Fotosentez ile karbonu emerek
											bu çiftlikler iklim değişikliğiyle 
savaşmamızda yardımcı oluyor
											ve diğer türlerin büyümesi için 
yaşam alanları yaratırken
											yerel okyanus asitlenmesini azaltıyor.
									",Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,4:15,"animals,TED-Ed,fish,animation,climate change,sustainability,innovation,infrastructure,invention,technology,public health,oceans,food,farming"
