es,en,fr,de,title,speaker,duration,tags
"
","
","
","
",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
											Siempre escuchamos que
los mensajes de texto son una plaga.
											Se cree que los SMS reflejan la decadencia
											de toda alfabetización consolidada 
o, como mínimo, la habilidad para escribir.
											entre los jóvenes de EE.UU.
											y de todo el mundo.
											Lo importante es que simplemente no es cierto.
											Es fácil pensar que es verdad,
											pero para poder entenderlo de otra manera,
											para entender que los SMS son algo milagroso,
											no solo energizantes, sino algo milagroso,
											una clase de complejidad emergente
											que estamos viendo en la actualidad,
											tenemos que rebobinar un poquito
											y observar qué es en realidad el idioma.
											Y lo que vemos es que
											los mensajes de texto no tienen nada de lengua escrita.
											¿Qué quiero decir?
									","
											We always hear that texting is a scourge.
											The idea is that texting spells the decline and fall
											of any kind of serious literacy, or at least writing ability,
											among young people in the United States
											and now the whole world today.
											The fact of the matter is that it just isn't true,
											and it's easy to think that it is true,
											but in order to see it in another way,
											in order to see that actually texting is a miraculous thing,
											not just energetic, but a miraculous thing,
											a kind of emergent complexity
											that we're seeing happening right now,
											we have to pull the camera back for a bit
											and look at what language really is,
											in which case, one thing that we see
											is that texting is not writing at all.
											What do I mean by that?
									","
											On entend souvent dire que les textos sont un fléau.
											Les textos seraient la cause du déclin et de la chute
											de toute alphabétisation sérieuse,
ou au moins des capacités d'écriture
											chez les jeunes Américains
											et, aujourd'hui, dans le monde entier.
											Le fait est que ce n'est
tout simplement pas vrai,
											et c'est facile de penser que ça l'est,
											mais pour voir la question
d'une autre manière,
											pour constater qu'en fait,
le texto est une chose merveilleuse,
											pas seulement revitalisante
mais aussi prodigieuse,
											un genre de complexité émergente
											qui se déroule devant nos yeux,
											il nous faut prendre un peu de recul
											et examiner ce qu'est vraiment le langage.
											Dans ce cas, une chose est sure :
											écrire des textos n'est pas du tout écrire.
											Qu'est-ce que j'entends par là ?
									","
											Wir hören immer, dass SMS eine Plage sind.
											Es heißt, dass SMS 
den Verfall und Untergang
											aller Arten seriöser Literatur, 
oder zumindest schriftlicher Fähigkeiten
											junger Menschen in den USA
											und auf der ganzen Welt beweist.
											In der Tat entspricht dies 
aber nicht der Wahrheit,
											es ist jedoch 
eine verlockende Schlussfolgerung.
											Aber um es anders wahrzunehmen,
											um zu sehen, dass SMS 
eigentlich etwas Wunderbares sind,
											nicht nur energiegeladen, 
sondern auch wunderbar,
											mit einer aufkommenden Komplexität,
											die wir gerade beobachten,
											müssen wir unseren Fokus erweitern
											und untersuchen, was Sprache wirklich ist.
											Dann sehen wir, dass
											SMSen eigentlich kein Schreiben ist.
											Was will ich damit sagen?
									",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
","
","
","
",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
											Si pensamos en el lenguaje,
											este existe desde hace quizás 150 000 años,
											o por lo menos 80 000,
											y se inicio como lenguaje hablado. La gente hablaba.
											Probablemente es para lo que estamos 
genéticamente concebidos.
											Es así como más utilizamos el idioma.
											La lengua escrita llegó mucho más tarde
											y, como vimos en la última charla,
											existe controversia acerca de cuándo sucedió exactamente,
											pero según las estimaciones tradicionales,
											si la humanidad hubiese existido durante 24 horas,
											la lengua escrita solo surgió hacia las 11:07 p.m.
											Asi de tarde apareció la lengua escrita.
											Primero el habla y luego la lengua escrita,
											como una herramienta.
									","
											Basically, if we think about language,
											language has existed for perhaps 150,000 years,
											at least 80,000 years,
											and what it arose as is speech. People talked.
											That's what we're probably genetically specified for.
											That's how we use language most.
											Writing is something that came along much later,
											and as we saw in the last talk,
											there's a little bit of controversy as to exactly when that happened,
											but according to traditional estimates,
											if humanity had existed for 24 hours,
											then writing only came along at about 11:07 p.m.
											That's how much of a latterly thing writing is.
											So first there's speech, and then writing comes along
											as a kind of artifice.
									","
											Au fond, quand on pense au langage,
											il existe probablement depuis 150 000 ans,
											au moins 80 000 ans,
											et ce qui en a découlé est la parole.
Les gens parlaient.
											C'est ce pour quoi nous sommes
probablement génétiquement programmés.
											C'est ainsi que nous utilisons le plus le langage.
											L'écriture est venue bien après,
											et comme nous l'avons vu
dans la conférence précédente,
											il y a une petite polémique
sur le moment précis de son apparition,
											mais selon les estimations classiques,
											si l'Humanité se résumait à 24 heures,
											alors l'écriture serait née aux alentours de 23h07.
											C'est dire à quel point l'écriture est arrivée tardivement.
											Alors en premier, on a la parole,
puis l'écriture qui la rejoint
											comme une sorte d'artifice.
									","
											Wenn wir an Sprache denken,
											existiert diese vielleicht seit 150.000 Jahren,
											oder zumindest 80.000 Jahren,
											und sie entstand als Sprechen. 
Leute redeten.
											Wahrscheinlich sind wir 
genetisch darauf programmiert.
											Dazu verwenden wir Sprache am meisten.
											Schrift ist etwas, das viel später kam,
											und wie wir im letzten Vortrag hörten,
											ist man sich nicht ganz einig, 
wann genau das war,
											aber laut traditioneller Schätzungen wäre.
											wenn die Menschheit 
seit 24 Stunden existieren würde,
											Schrift erst um 23:07 dazugekommen.
											So etwas Neues ist Schrift.
											Zuerst gibt es Sprache
und Schrift kommt später hinzu,
											als eine Art Kunstfertigkeit.
									",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
","
","
","
",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
											No me malinterpreten, escribir tiene ciertas ventajas.
											Cuando se escribe, dado que es un proceso consciente,
											porque se puede re-pensar,
											se pueden hacer cosas que son muy difíciles
											al hablar.
											Por ejemplo, imaginen un pasaje de Edward Gibbon:
											""Historia de la decadencia y caída del Imperio romano"":
									","
											Now don't get me wrong, writing has certain advantages.
											When you write, because it's a conscious process,
											because you can look backwards,
											you can do things with language that are much less likely
											if you're just talking.
											For example, imagine a passage from Edward Gibbon's
											""The Decline and Fall of the Roman Empire:""
									","
											Comprenez-moi bien,
l'écriture a ses avantages.
											Lorsque vous écrivez, puisque
c'est un processus conscient,
											vous pouvez vous relire,
											vous pouvez faire des choses
presqu'impossibles à faire
											lorsque vous parlez.
											Par exemple, prenez ce passage
du livre d'Edward Gibbon
											« La Décadence et la Chute de l'Empire Romain » :
									","
											Verstehen Sie mich nicht falsch, 
Schrift hat durchaus Vorteile.
											Wenn man schreibt, 
kann man Sprache so benutzen,
											wie es beim Sprechen 
eher unwahrscheinlich wäre,
											weil Schreiben ein bewusster Prozess ist
											und man zurückblicken kann.
											Stellen Sie sich z. B. einen Absatz 
aus Edward Gibbons
											„Verfall und Untergang des 
Römischen Imperiums"" vor:
									",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
","
","
","
",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
											""La refriega completa duró más de doce horas,
											hasta que la retirada gradual de los persas se convirtió
											en un repliegue alborotado, en la cual,
el ejemplo más bochornoso
											fue el de los principales líderes y el del propio Surenas"".
									","
											""The whole engagement lasted above twelve hours,
											till the graduate retreat of the Persians was changed
											into a disorderly flight, of which the shameful example
											was given by the principal leaders and the Surenas himself.""
									","
											« L'assaut tout entier dura
environ douze heures,
											jusqu'à ce que la retraite progressive
des Perses tourne
											à la fuite désordonnée,
dont l'exemple honteux
											fut donné par les principaux dirigeants
ainsi que par la famille Suréna elle-même. »
									","
											„Zwölf Stunden dauerte das Gefecht;
											schließlich aber wurde
											der schrittweise Rückzug der Perser 
zur ungeordneten Flucht,
											bei der sich in beschämender Weise 
ihre Befehlshaber besonders hervortaten.""
									",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
","
","
","
",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
"
											Es hermoso, pero seamos realistas, nadie habla así.
											O al menos, no deberían hacerlo si están interesados
											en la reproducción. Esta...
											(Risas)
											no es la forma en que habla
un ser humano de manera natural.
									","
											That's beautiful, but let's face it, nobody talks that way.
											Or at least, they shouldn't if they're interested
											in reproducing. That —
											(Laughter)
											is not the way any human being speaks casually.
									","
											C'est magnifique, mais franchement,
plus personne ne parle comme ça.
											Ou alors, il ne faut pas se sentir concerné par
											la reproduction de l'espèce. Ce —
											(Rires)
											n'est pas de cette façon
que les Hommes ont l'habitude de parler.
									","
											Das ist schön, aber ehrlich, 
so redet niemand.
											Oder zumindest sollte niemand so reden,
											falls er sich fortpflanzen will. Das –
											(Lachen)
											So spricht allgemein kein Mensch.
									",Txtng is killing language. JK!!!,John McWhorter,13:48,"culture,language,sociology,technology"
