en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
											There we were,
											souls and bodies packed
into a Texas church
											on the last night of our lives.
											Packed into a room just like this,
											but with creaky wooden pews
draped in worn-down red fabric,
											with an organ to my left
and a choir at my back
											and a baptism pool
built into the wall behind them.
											A room like this, nonetheless.
											With the same great feelings of suspense,
											the same deep hopes for salvation,
											the same sweat in the palms
											and the same people
in the back not paying attention.
									","
											Allí estábamos,
											almas y cuerpos apretujados
en una iglesia de Texas
											en la última noche de nuestras vidas.
											Abarrotando un salón justo como este,
											pero con ruidosas bancas de madera
forradas con una tela roja desgastada,
											con un órgano a mi izquierda,
un coro a mis espaldas
											y una pila bautismal hecha
tras una pared detrás de ellos.
											Un salón como este, no obstante.
											Con la misma gran sensación de suspenso,
											las mismas esperanzas
profundas de salvación,
											el mismo sudor en las manos,
											y la misma gente al fondo
que suele no prestar atención.
									","
											İşte oradaydık,
											ruhlar ve bedenler hayatlarımızın
son gecesinde
											Teksas'ta bir kiliseye
tıkılmış.
											Aynen böyle bir odaya tıkılmış,
											ama aşınmış kırmızı bir kumaşla kaplı
gıcırdayan sıraları olan,
											solumda bir org ve arkamda bir koro ile
											ve arkalarındaki duvarın 
içine yapılmış vaftiz havuzu olan.
											İşte yine de böyle bir oda.
											Şüphenin aynı harika hissiyle,
											aynı derin kurtuluş umuduyla,
											aynı terli avuçlarla
											ve arkada ilgisizce takılan
aynı insanlarla.
									","
											Nous étions là,
											des âmes et des corps entassés
dans une église du Texas,
											lors de la dernière nuit
de nos vies.
											Entassés dans une pièce
tout comme celle-ci,
											mais avec de vieux bancs en bois
drapés d'un tissu rouge usé,
											un orgue à ma gauche
et une chorale derrière moi,
											les fonts baptismaux encastrés
dans le mur derrière celle-ci.
											Une pièce comme celle-ci, néanmoins.
											Avec cette même sensation
formidable de suspense,
											les mêmes profonds
espoirs de salut,
											la même sueur dans les paumes,
											et les mêmes personnes au fond
qui n'écoutent pas.
									","
											Da waren wir nun,
											Seelen und Körper, eingepfercht
in einer Kirche in Texas
											in der letzten Nacht unseres Lebens.
											Zusammengedrängt in
einem Raum wie diesem,
											aber mit knarrenden Kirchenbänken,
eingehüllt von abgenutztem, rotem Stoff,
											mit einer Orgel zu meiner Linken
und einem Chor hinter mir,
											und einem Taufbecken, das in
die Wand dahinter eingebaut war —
											dennoch so ein Raum wie dieser.
											Mit dem gleichen großen
Gefühl der Aufregung,
											den gleichen Hoffnungen auf Erlösung,
											dem gleichen schweißnassen Händen
											und den gleichen, unaufmerksamen
Leuten in den hinteren Reihen.
									",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
","
","
","
","
",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
","
","
","
","
",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
											This was December 31, 1999,
											the night of the Second Coming of Christ,
											and the end of the world as I knew it.
											I had turned 12 that year
											and had reached the age of accountability.
											And once I stopped complaining
											about how unfair it was
that Jesus would return
											as soon as I had to be accountable
for all that I had done,
											I figured I had better get
my house in order very quickly.
									","
											Era 31 de diciembre de 1999,
											la noche del
Segundo Advenimiento de Cristo,
											y el fin del mundo como lo conocía.
											Cumplía 12 ese año
											y había alcanzado la edad
de la conciencia moral.
											Y ni bien dejé de quejarme
											sobre cuán injusto era
ese Jesús que regresaba
											tan pronto como me hacía consciente
de todo lo que había hecho,
											pensé que era mejor poner
mi casa en orden rápidamente.
									","
											31 Aralık 1999'du.
											İsa'nın ikinci gelişinin gecesi,
											ve bildiğim kadarıyla dünyanın sonu idi.
											O yıl 12 yaşına basmıştım
											ve mesuliyet yaşına erişmiştim.
											Ve İsa'nın dönüşünün tam da
											yaptıklarımdan sorumlu olma
zamanıma denk gelmesinin
											adil olmadığından hayıflanmayı 
bıraktığım anda
											evime hemen çekidüzen vermem
gerektiğine karar verdim.
									","
											Nous étions le 31 décembre 1999,
											la nuit de la seconde
venue du Christ,
											et la fin du monde
tel que je le connaissais.
											J'avais eu 12 ans
cette année-là,
											et j'avais atteint 
l'âge de la responsabilité.
											Après que j'eus arrêté
de me plaindre
											sur l'injustice
du retour de Jésus
											au moment où je devais être tenu
responsable de mes actes,
											j'ai compris qu'il valait mieux
que je fasse du ménage rapidement.
									","
											Es war der 31. Dezember 1999,
											der Nacht der zweiten Wiederkehr Christi,
											und das Ende der Welt,
so wie ich sie kannte.
											Ich war gerade 12 geworden
											und hatte das Alter
der Mündigkeit erreicht.
											Als ich aufhörte, darüber zu klagen,
											wie unfair es war, dass Jesus
zurückkehren würde,
											sobald ich für alles, was ich getan hatte,
zur Rechenschaft gezogen werden konnte,
											war mir klar, ich musste alles
schnell in Ordnung bringen.
									",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
","
","
","
","
",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
											So I went to church as often as I could.
											I listened for silence as anxiously
as one might listen for noise,
											trying to be sure that the Lord
hadn't pulled a fast one on me
											and decided to come back early.
									","
											Así que iba a misa
tanto como podía.
											Escuchaba el silencio con tanta ansiedad
como cuando se escucha el ruido,
											asegurándome de que el Señor
no me había jugado una mala pasada
											y decidiera regresar antes.
									","
											Ve olabildiğince sık kiliseye gittim.
											Gürültü nasıl kaygıyla dinleniyorsa
öyle dinledim sessizliği
											ve Tanrı'nın beni kandırıp 
erken davranmayacağından
											emin olmaya çalıştım.
									","
											Je suis allé à l'église
aussi souvent que possible.
											Je guettais le silence avec l'anxiété
de quelqu'un qui guetterait le bruit,
											essayant de m'assurer que le Seigneur
ne m'avait pas joué un tour
											et avait décidé de revenir plus tôt.
									","
											Daher ging ich so oft
wie möglich zur Kirche.
											Ich lauschte der Stille genauso
besorgt, wie man Lärm lauscht,
											und versuchte mich zu überzeugen,
dass der Herr mich nicht reingelegt
											und entschieden hatte,
früher zurückzukehren.
									",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
","
","
","
","
",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
"
											And just in case he did,
											I built a backup plan,
											by reading the ""Left Behind"" books
that were all the rage at the time.
											And I found in their pages
											that if I was not taken
in the rapture at midnight,
											I had another shot.
											All I had to do was avoid
taking the mark of the beast,
											fight off demons, plagues
and the Antichrist himself.
											It would be hard —
									","
											Y en caso que lo hiciera,
											hice una plan de emergencia,
											leyendo los libros de los «Abandonados»
que eran un furor entonces.
											Y descubrí en sus páginas
											que si no me llevaban en
el rapto de medianoche,
											tenía otra oportunidad.
											Todo lo que me quedaba era
evitar la marca de la bestia,
											luchar contra demonios, plagas
y contra el mismo Anticristo.
											Eso sería difícil.
									","
											Ve belki öyle yaptıysa diye
											bir B planı yaptım,
											o zamanlar çok moda olan 
""geçmişte kaldı"" kitaplarını okuyarak.
											Ve sayfaların arasında
											buldum ki, beni gece mahmurluğunda
götürmezlerse,
											bir atış daha yapabilirim.
											Tek yapmam gereken
canavarın dikkatini çekmemek
											şeytanlar, felaketler ve
deccal ile savaşmaktı.
											Zor olacaktı.
									","
											Et au cas où Il reviendrait plus tôt,
											j'avais anticipé un plan de secours,
											en lisant la série des « Left Behind »
qui faisaient un carton à l'époque.
											J'ai trouvé dans leurs pages
											que si je n'étais pas emmené à minuit,
											j'avais une autre chance.
											Il me suffisait juste d'éviter
de prendre la marque de la bête,
											de combattre les démons,
les fléaux et l'Antéchrist lui-même.
											Ce serait difficile —
									","
											Aber nur für den Fall
											machte ich mir einen Notfallplan,
											indem ich die ""Finale""-Bücher las,
die damals der letzte Schrei waren.
											Auf deren Seiten stand:
											Wenn ich um Mitternacht nicht
Teil der Entrückung werden würde,
											hatte ich noch eine Chance.
											Ich musste nur das Zeichen
des Antichristen abwehren,
											Dämonen, Plagen und
den Antichrist selbst bekämpfen.
											Das würde schwer werden —
									",The gospel of doubt,Casey Gerald,18:19,"big problems,business,capitalism,education,community,faith,God,inequality,society,social change"
