en,tr,es,title,speaker,duration,tags
"
","
","
",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
											I bring you greetings
											from the 52nd-freest nation on earth.
											As an American, it irritates me
that my nation keeps sinking
											in the annual rankings
published by Freedom House.
											I'm the son of immigrants.
											My parents were born in China
during war and revolution,
											went to Taiwan and then came
to the United States,
											which means all my life,
											I've been acutely aware just how fragile
an inheritance freedom truly is.
											That's why I spend my time teaching,
preaching and practicing democracy.
									","
											Sizleri dünyadaki 
52. en özgür ülkeden selamlıyorum.
											Bir Amerikalı olarak Freedom House 
tarafından yayınlanan yıllık sıralamada
											ülkemin alt sıralara düşmesi 
beni sinirlendiriyor.
											Ben göçmen bir ailenin çocuğuyum.
											Ebeveynlerim savaş ve devrim 
sırasında Çin'de doğmuş,
											Tayvan'a gitmiş ve daha sonrasında 
Amerika Birleşik Devletleri'ne gelmişler
											ki bu, hayatım boyunca özgürlük mirasının
gerçekten ne kadar hassas olduğunun
											son derece farkında olduğum
anlamına geliyor.
											Bu nedenle zamanımı demokrasiyi öğreterek,
tavsiye ederek ve uygulayarak geçiriyorum.
									","
											Los saludo
											desde la 52º nación más libre del mundo.
											Como estadounidense, me irrita
que mi nación se siga hundiendo
											en los rankings anuales
publicados por Freedom House.
											Soy hijo de inmigrantes.
											Mis padres nacieron en China
durante la guerra y la revolución,
											huyeron a Taiwán y después
vinieron a Estados Unidos.
											Esto significa que toda mi vida
he sido muy consciente
											de cuán frágil es realmente
la herencia de la libertad.
											Por ello me dedico a enseñar,
predicar y practicar la democracia.
									",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
","
","
",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
											I have no illusions.
											All around the world now,
											people are doubting
whether democracy can deliver.
											Autocrats and demagogues seem emboldened,
											even cocky.
											The free world feels leaderless.
									","
											Yalan söylemiyorum.
											Günümüzde tüm dünyada
											insanlar demokrasinin korunabileceğinden
şüphe ediyorlar.
											Diktatörler ve demagoglar 
cesaretlendirilmiş hatta ukala görünüyor.
											Özgür dünya lidersiz hissettiriyor.
									","
											No me engaño.
											Hoy día, en todo el mundo, la gente 
duda de si la democracia es posible.
											Los autócratas y los demagogos parecen
envalentonados, incluso arrogantes.
											El mundo libre siente 
que no tiene líderes.
									",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
","
","
",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
											And yet, I remain hopeful.
											I don't mean optimistic.
											Optimism is for spectators.
											Hope implies agency.
											It says I have a hand in the outcome.
											Democratic hope requires faith
											not in a strongman or a charismatic savior
											but in each other,
											and it forces us to ask:
How can we become worthy of such faith?
											I believe we are at a moment
of moral awakening,
											the kind that comes
when old certainties collapse.
											At the heart of that awakening
is what I call ""civic religion.""
											And today, I want to talk about
what civic religion is,
											how we practice it,
											and why it matters now more than ever.
									","
											Yine de umutluyum.
											İyimser olmayı kastetmiyorum.
											İyimserlik izleyiciler için.
											Umut eylemliliği gerektiriyor.
											Benim sonuca bir etkim olduğunu söylüyor.
											Demokratik umut inancı gerektiriyor.
											Bir diktatöre veya 
karizmatik bir kurtarıcıyı değil
											birbirimize olan inancı gerektiriyor
ve bizi şu soruyu sormaya zorluyor:
											""Böyle bir inanca nasıl layık olabiliriz?""
											Ahlaki bir uyanış anında 
olduğumuza inanıyorum.
											Eski mutlakların çöktüğü zaman
gelen türden bir uyanış.
											Bu uyanışın temelinde 
""sivil din"" dediğim şey var.
											Bugün sivil dinin ne olduğu,
nasıl uyguladığımız
											ve neden şimdi her şeyden önemli olduğu
hakkında konuşmak istiyorum.
									","
											Y aun así, yo tengo esperanzas.
											No me refiero al optimismo;
											el optimismo es para espectadores.
											La esperanza implica acción,
											implica que tengo
injerencia en los resultados.
											La esperanza democrática requiere de fe,
											no en un hombre fuerte
o en un salvador carismático,
											sino en todos nosotros.
											Y nos obliga a preguntarnos:
""¿Cómo podemos ser dignos de esa fe?""
											Creo que hoy atravesamos
una época de despertar moral,
											el tipo de época que ocurre cuando
las antiguas certezas se desmoronan.
											En el centro de este despertar se
encuentra lo que llamo ""religión cívica"".
											Y hoy quiero contarles
qué es la religión cívica,
											cómo se practica y por qué es hoy
más importante que nunca.
									",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
","
","
",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
											Let me start with the what.
											I define civic religion as a system
of shared beliefs and collective practices
											by which the members
of a self-governing community
											choose to live like citizens.
											Now, when I say ""citizen"" here,
I'm not referring to papers or passports.
											I'm talking about a deeper,
broader, ethical conception
											of being a contributor to community,
a member of the body.
											To speak of civic religion as religion
is not poetic license.
											That's because democracy
											is one of the most faith-fueled
human activities there is.
											Democracy works only when enough of us
believe democracy works.
											It is at once a gamble and a miracle.
											Its legitimacy comes not from
the outer frame of constitutional rules,
											but from the inner workings
of civic spirit.
									","
											Ne olduğuyla başlayayım.
											Sivil dini, kendi kendini yöneten
bir toplumun üyelerinin
											vatandaşlar gibi yaşamayı seçtiği
											ortak uygulamaların ve inançların 
bir sistemi olarak tanımlıyorum.
											Şimdi burada ""vatandaş"" dediğimde
pasaportları veya evrakları kastetmiyorum.
											Bütünün bir parçası olmaktan,
topluma katkıda bulunmaktan
											daha derin, daha kapsamlı,
ahlaki bir kavramdan bahsediyorum.
											Sivil dinden bir din olarak 
bahsetmek doğru değil.
											Bunun nedeni demokrasinin
											var olan en inanç dolu
insan faaliyetlerinden biri olmasıdır.
											Demokrasi sadece yeteri kadarımız 
demokrasinin işlediğine inandığında olur.
											Hem bir kumar hem de bir mucize.
											Meşruluğu anayasal kuralların 
dış çerçevesinden değil
											sivil ruhun iç temellerinden geliyor.
									","
											Permítanme comenzar por la definición.
											Defino a la religión cívica
											como el sistema de valores
y prácticas colectivas compartidas
											a través del cual los miembros
de una comunidad autónoma
											eligen vivir como ciudadanos.
											Ahora bien, por ""ciudadano"" no
me refiero a documentos ni pasaportes,
											sino a una noción
más profunda, amplia y ética
											que implica contribuir
a la comunidad, ser parte del todo.
											Hablar de la religión cívica
											como una religión 
no responde a cuestiones poéticas,
											sino a que la democracia
											es una de las actividades humanas
que más fe requiere.
											La democracia funciona únicamente cuando
muchos de nosotros creemos que funciona.
											Es una apuesta y un milagro a la vez.
											Su legitimidad viene no de 
reglas constitucionales externas,
											sino de los funcionamientos
internos del espíritu cívico.
									",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
","
","
",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
"
											Civic religion, like any religion,
											contains a sacred creed,
sacred deeds and sacred rituals.
											My creed includes words like
""equal protection of the laws""
											and ""we the people.""
											My roll call of hallowed deeds
includes abolition, women's suffrage,
											the civil rights movement,
											the Allied landing at Normandy,
											the fall of the Berlin Wall.
											And I have a new civic ritual
that I'll tell you about in a moment.
									","
											Sivil din her din gibi
											kutsal bir öğretiyi, kutsal eylemleri 
ve kutsal kuralları içeriyor.
											Benim öğretim ""yasaların eşit korunumu"" 
ve ""biz insanlar"" gibi kelimeler içeriyor.
											Benim kutsal eylemlerim 
yürürlükten kaldırmayı,
											kadınların oy hakkını aramasını,
insan hakları hareketini,
											Normandiya Çıkarması'nı,
Berlin Duvarı'nın yıkımını içeriyor.
											Ayrıca hemen şimdi bahsedeceğim 
yeni sivil bir kuralım var.
									","
											La religión cívica, como toda religión,
											contiene un credo sagrado,
acciones sagradas y rituales sagrados.
											Mi credo incluye ideas como
""igualdad de protección ante la ley""
											y ""Nosotros, el pueblo"".
											Entre las acciones sagradas
están la abolición de la esclavitud,
											el voto femenino, el movimiento
por los derechos cívicos,
											el desembarco de los Aliados en Normandía,
la caída del muro de Berlín.
											Y tengo un nuevo ritual cívico
que les comentaré en un momento.
									",How to revive your belief in democracy,Eric Liu,14:33,"government,politics,democracy,culture,society,policy,activism,social change"
