en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
											I'm going to tell you about the most
amazing machines in the world
											and what we can now do with them.
											Proteins,
											some of which you see inside a cell here,
											carry out essentially all the important
functions in our bodies.
											Proteins digest your food,
											contract your muscles,
											fire your neurons
											and power your immune system.
											Everything that happens in biology —
											almost —
											happens because of proteins.
									","
											Vou falar-vos das máquinas
mais incríveis do mundo
											e do que podemos fazer com elas.
											As proteínas,

											algumas das quais vêem aqui
no interior de uma célula,
											desempenham praticamente
todas as funções importantes
											do nosso corpo.
											As proteínas digerem a nossa comida,
											contraem os nossos músculos,
											estimulam os nossos neurónios,
											e dão energia
ao nosso sistema imunitário.
											Tudo o que acontece na biologia
											- ou quase tudo -
											acontece devido às proteínas.
									","
											Voy a hablarles de las máquinas
más maravillosas del mundo
											y de lo que podemos hacer
con ellas hoy en día.
											Las proteínas,
											algunas visibles dentro de esta célula,
											llevan a cabo todas las funciones
importantes en nuestro cuerpo.
											Las proteínas digieren la comida,
											contraen los músculos,
											estimulan las neuronas
											y activan el sistema inmune.
											Todo lo que ocurre en la biología,
											casi todo,
											ocurre gracias a las proteínas.
									","
											Sizlerle dünyadaki en harika makineler
											ve onlarla ne yapabileceğimiz
hakkında konuşacağım.
											Proteinler,
											ki bir kısmını
bu hücre içinde görüyorsunuz,
											temel olarak vücudumuzdaki
tüm önemli işlevleri yerine getirir.
											Proteinler yiyeceğinizi sindirir,
											kaslarınızı kasar,
											nöronlarınızı harekete geçirir
											ve bağışıklık sisteminizi güçlendirir.
											Biyolojide olan her şey —
											neredeyse —
											proteinler sayesinde olur.
									",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
","
","
","
",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
											Proteins are linear chains
of building blocks called amino acids.
											Nature uses an alphabet of 20 amino acids,
											some of which have names
you may have heard of.
											In this picture, for scale,
each bump is an atom.
											Chemical forces between the amino acids
cause these long stringy molecules
											to fold up into unique,
three-dimensional structures.
											The folding process,
											while it looks random,
											is in fact very precise.
											Each protein folds
to its characteristic shape each time,
											and the folding process
takes just a fraction of a second.
											And it's the shapes of proteins
											which enable them to carry out
their remarkable biological functions.
											For example,
											hemoglobin has a shape
in the lungs perfectly suited
											for binding a molecule of oxygen.
											When hemoglobin moves to your muscle,
											the shape changes slightly
											and the oxygen comes out.
									","
											As proteínas são cadeias lineares
de blocos de construção
											chamados aminoácidos.
											A natureza usa um alfabeto
de 20 aminoácidos,
											alguns com nomes que podem já ter ouvido.
											Nesta foto, e para que todos percebam,
cada protuberância é um átomo.
											As forças químicas entre os aminoácidos
fazem com que essas moléculas
											longas e filamentosas
											se dobrem em estruturas
tridimensionais únicas.
											O processo de enovelamento,
embora pareça aleatório,
											é, na realidade, muito preciso.
											Cada proteína dobra-se sempre
no seu formato característico,
											e o processo de enovelamento
demora apenas uma fração de segundo.
											São as formas das proteínas
											que lhes permitem realizar
as suas notáveis funções biológicas.
											Por exemplo,
											a hemoglobina tem uma forma nos pulmões
											que é perfeitamente adequada
para prender uma molécula de oxigénio.
											Quando a hemoglobina
se desloca para o músculo,
											a forma muda ligeiramente,
											e o oxigénio sai.
									","
											Las proteínas son cadenas formadas
por bloques llamados aminoácidos.
											La naturaleza utiliza
un alfabeto de 20 aminoácidos,
											seguramente han oído
los nombres de algunos.
											En esta foto a escala,
cada puntito es un átomo.
											Las fuerzas químicas entre los aminoácidos
hacen que esas conexiones moleculares
											formen estructuras
tridimensionales únicas.
											Las formas que adquieren,
											aunque parezcan azarosas,
											de hecho, son muy precisas.
											Las proteínas adquieren su forma
característica siempre,
											y el proceso de formación
toma solo una fracción de segundo.
											La forma de las proteínas
											les permite llevar a cabo
sus excepcionales funciones biológicas.
											Por ejemplo,
											en los pulmones, la hemoglobina
toma una forma perfectamente apta
											para unirse a una molécula de oxígeno.
											Cuando la hemoglobina llega al músculo,
											su forma cambia ligeramente
											y el oxígeno es liberado.
									","
											Proteinler, amino asit adı verilen 
yapı taşlarının doğrusal zincirleri.
											Doğa, 20 amino asitli bir alfabe kullanır,
											bazılarının ismini duymuş olabilirsiniz.
											Bu resimde, orantılı her yumru bir atom.
											Amino asitler arasındaki kimyasal bağlar,
bu uzun ipliksi moleküllerin,
											özgün üç boyutlu yapılara 
katlanmasına sebep olur.
											Katlanma süreci,
											rastgele görünse de
											aslında çok belli bir yol izler.
											Her protein, her zaman kendi 
karakteristik şekline katlanır
											ve katlanma süreci sadece
saniyenin bir bölümünü alır.
											Ve proteinlerin şekilleri sayesinde
											olağanüstü biyolojik
işlevlerini gerçekleştirebilirler.
											Örneğin
											hemoglobin, akciğerlerde
bir oksijen molekülüne bağlanmak için
											kusursuz uyumlu bir şekle sahip.
											Hemoglobin kasınıza geçtiğinde
											şekli nispeten değişir
											ve oksijen dışarı çıkar.
									",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
","
","
","
",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
											The shapes of proteins,
											and hence their remarkable functions,
											are completely specified by the sequence
of amino acids in the protein chain.
											In this picture, each letter
on top is an amino acid.
											Where do these sequences come from?
											The genes in your genome
specify the amino acid sequences
											of your proteins.
											Each gene encodes the amino acid
sequence of a single protein.
											The translation between
these amino acid sequences
											and the structures
and functions of proteins
											is known as the protein folding problem.
											It's a very hard problem
											because there's so many different
shapes a protein can adopt.
											Because of this complexity,
											humans have only been able
to harness the power of proteins
											by making very small changes
to the amino acid sequences
											of the proteins we've found in nature.
									","
											As formas das proteínas
											e, portanto, as suas funções notáveis,
											são completamente especificadas
pela sequência de aminoácidos
											na cadeia proteica.
											Nesta foto, cada letra no topo
é um aminoácido.
											De onde vêm essas sequências?
											Os genes do nosso genoma
especificam as sequências de aminoácidos
											das nossas proteínas.
											Cada gene codifica a sequência
de aminoácidos de uma única proteína.
											A interpretação entre essas
sequências de aminoácidos
											e as estruturas e funções das proteínas
											é conhecida como o problema
do enovelamento de proteínas.
											É um problema muito difícil
											porque há muitas formas diferentes
que uma proteína pode adoptar.
											Devido a essa complexidade,
											os seres humanos só conseguiram
dominar o poder das proteínas
											fazendo pequenas alterações
											nas sequências de aminoácidos
das proteínas encontradas na natureza.
									","
											La forma de las proteínas,
											y, por ende, sus excepcionales funciones,
											están determinadas por la secuencia
de aminoácidos en la cadena proteínica.
											En esta foto, las letras de arriba
representan un aminoácido.
											¿De dónde provienen estas secuencias?
											Los genes en los genomas determinan
las secuencias de aminoácidos
											de sus proteínas.
											Los genes codifican la secuencia de
aminoácidos de cada proteína.
											El desplazamiento entre las
secuencias de aminoácidos,
											las estructuras y las funciones
de las proteínas,
											es conocido como el problema
del plegamiento de proteínas.
											Es un problema complicado
											porque las proteínas pueden
adoptar muchas formas diferentes.
											Por esta complejidad,
											solo hemos podido aprovechar
el poder de las proteínas
											haciendo pequeños cambios
en las secuencias de aminoácidos
											de las proteínas encontradas
en la naturaleza.
									","
											Proteinlerin şekilleri
											ve dolayısıyla onların
olağanüstü işlevleri,
											protein zincirinde amino asitlerin
dizilimiyle tamamen belirlenir.
											Bu resimde,
üstteki her harf bir amino asit.
											Bu dizilimler nereden geliyor?
											Genomunuzdaki genler,
											proteinlerinizin amino asit
dizilimlerini belirler.
											Her gen, bir proteinin
amino asit dizilimini kodlar.
											Bu amino asit dizilimleri
											ve proteinlerin yapı ve işlevleri
arasındaki aktarım,
											protein katlanma problem olarak bilinir.
											Çok zor bir problem
											çünkü proteinin adapte olabildiği
çok sayıad farklı şekil var.
											Bu karmaşıklık sebebiyle
											insanlar proteinlerin gücünden
faydalanabilmek için
											doğada bulduğumuz proteinlerin
amino asit dizilimlerinde
											çok küçük değişiklikler yapıyor.
									",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
","
","
","
",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
											This is similar to the process
that our Stone Age ancestors used
											to make tools and other implements
from the sticks and stones
											that we found in the world around us.
											But humans did not learn to fly
by modifying birds.
									","
											Isto é semelhante ao processo
											usado pelos nossos antepassados
da Idade da Pedra
											para fabricar ferramentas
e outros utensílios
											a partir de paus e pedras
encontrados no mundo ao nosso redor.
											Mas os humanos não aprenderam
a voar modificando aves.
									","
											Esto es similar al proceso usado
en la Edad de Piedra
											para construir herramientas y otros
instrumentos con piedras y palos
											encontrados en nuestro entorno.
											Sin embargo, no pudimos modificar
aves para aprender a volar.
									","
											Bu, taş devri döneminde atalarımızın,
											dünyada çevremizde
bulunan taş ve çubuklardan
											araç ve diğer aletler
yaptıkları sürece benzer.
											Ama insanlar, kuşları değiştirerek 
uçmayı öğrenemedi.
									",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
","
","
","
",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülme sesleri)
									",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
","
","
","
",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
											Instead, scientists, inspired by birds,
uncovered the principles of aerodynamics.
											Engineers then used those principles
to design custom flying machines.
											In a similar way,
											we've been working for a number of years
											to uncover the fundamental
principles of protein folding
											and encoding those principles
in the computer program called Rosetta.
											We made a breakthrough in recent years.
											We can now design completely new proteins
from scratch on the computer.
											Once we've designed the new protein,
											we encode its amino acid sequence
in a synthetic gene.
											We have to make a synthetic gene
											because since the protein
is completely new,
											there's no gene in any organism on earth
which currently exists that encodes it.
									","
											Ao invés, inspirados pelas aves,
											os cientistas desvendaram
os princípios da aerodinâmica,
											e os engenheiros usaram esses princípios
											para projectar
máquinas voadoras modificadas.
											De forma semelhante,
											temos trabalhado ao longo de vários anos
											para desvendar os princípios fundamentais
do enovelamento de proteínas
											e codificar esses princípios num programa
de computador chamado Rosetta.
											Fizemos um grande avanço nos últimos anos.
											Podemos agora criar proteínas
totalmente novas,
											de raíz, no computador.
											Uma vez criada a nova proteína,
											codificamos a sequência de aminoácidos 
num gene sintético.
											Temos de fazer um gene sintético
											porque, uma vez que a proteína
é completamente nova,
											não há nenhum gene em qualquer organismo
que exista hoje em dia na Terra
											que a codifique.
									","
											En cambio, inspirados en las aves,
los científicos,
											descubrieron los principios
de la aerodinámica.
											Los ingenieros usaron esos principios
para diseñar máquinas voladoras.
											De forma similar,
											hemos estado trabajando varios años
											para descubrir los principios básicos
del plegamiento de proteínas
											y codificar esos principios en el programa
de computadora llamado Rosetta.
											Hace unos años logramos un avance.
											Ya podemos diseñar en la computadora
proteínas completamente nuevas desde cero.
											Una vez diseñada la nueva proteína,
											codificamos su secuencia de
aminoácidos en un gen sintético.
											Necesitamos hacer un gen sintético
											dado que la proteína
es completamente nueva,
											y no hay ningún organismo
en el planeta que la codifique.
									","
											Yerine, bilim insanları kuştan esinlendi,
aerodinamik prensiplerini ortaya çıkardı.
											Mühendisler sonra, o prensipleri uçan 
araçlar tasarlamak için kullandı.
											Benzer şekilde,
											biz de uzun yıllardır çalışıyoruz
											ve Rosetta adlı programla protein katlama
temel prensiplerini ortaya çıkarmak
											ve bu prensipleri kodlamak için
uğraş veriyoruz.
											Son yıllarda büyük bir atılım
gerçekleştirdik.
											Artık bilgisayardaki çizimlerden tamamen
yeni proteinler tasarlayabiliyoruz.
											Yeni proteini tasarladığımız zaman,
											sentetik bir gende onun amino asit
dizilimini kodluyoruz.
											Yapay bir gen yapmak zorundayız
											çünkü protein tamamen yeni olduğundan
											dünyada şu an hiçbir organizmada
onu kodlayacak gen yok.
									",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
"
","
","
","
",5 challenges we could solve by designing new proteins,David Baker,10:19,"science,Audacious Project,future,biology,synthetic biology,nature,technology,molecular biology"
