en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
											Now, Hegel — he very famously said
											that Africa was a place without history,
											without past, without narrative.
											Yet, I'd argue that no other continent
has nurtured, has fought for,
											has celebrated its history
more concertedly.
											The struggle to keep
African narrative alive
											has been one of the most consistent
											and hard-fought endeavors
of African peoples,
											and it continues to be so.
											The struggles endured and the sacrifices
made to hold onto narrative
											in the face of enslavement, colonialism,
racism, wars and so much else
											has been the underpinning narrative
											of our history.
									","
											Hegel'in meşhur bir sözü var:
											""Afrika tarihi, geçmişi,
											öyküsü olmayan bir yerdi.""
											Ancak, iddia ederim ki başka hiçbir kıta
tarihi ile bu kadar ilgilenmiş,
											tarihi için savaşmış, tarihini daha uyumlu
bir şekilde kutlamış değildir.
											Afrika anlatılarını hayatta tutmak için
verilen mücadele
											Afrika insanının en istikrarlı ve
											canla başla uğraştığı
mücadelelerinden biridir
											ve böyle olmaya da devam ediyor.
											Öykülere tutunmak için esaret,
sömürgecilik, ırkçılık, savaşlar
											karşısında zorluklara göğüs gerildi
ve kurbanlar verildi
											ve pek çok başka şey
tarihimizin temelini oluşturan
											öyküler olmuştur.
									","
											Bueno, Hegel... como todo el mundo sabe,
											dijo que África es un lugar sin historia,
											sin pasado, sin narrativa.
											Sin embargo, yo rebatiría que ningún 
otro continente ha promovido, ha luchado,
											ha celebrado su historia 
de manera más coordinada.
											La lucha por mantener viva 
la narrativa africana
											ha sido uno de los esfuerzos 
más consistentes
											y perseverantes de los pueblos africanos,
											y sigue siéndolo.
											Las luchas sostenidas y los sacrificios 
hechos para conservar la narrativa
											frente a la esclavitud, el colonialismo, 
el racismo, las guerras y muchas cosas más
											han sido la narrativa 
que ha sustentado nuestra historia.
									","
											Hegel a notoirement affirmé
que l'Afrique était sans histoire
											sans passé, sans fil narratif.
											Mais je rétorque qu'aucun autre continent
n'a nourri, ne s'est battu,
											n'a célébré son histoire 
avec autant de vigueur.
											Les Africains se sont battus 
avec acharnement
											pour garder leur culture
depuis toujours
											et cela continue encore aujourd'hui.
											Les batailles endurées et les sacrifices
consentis pour garder son histoire
											malgré l'esclavage, le colonialisme,
le racisme ou les guerres,
											font partie du récit de notre histoire.
									",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
","
","
","
",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
											And our narrative has not just
survived the assaults
											that history has thrown at it.
											We've left a body of material culture,
											artistic magistery
and intellectual output.
											We've mapped and we've charted
and we've captured our histories
											in ways that are the measure
of anywhere else on earth.
											Long before the meaningful
arrival of Europeans —
											indeed, whilst Europe was still
mired in its Dark Age —
											Africans were pioneering techniques
in recording, in nurturing history,
											forging revolutionary methods
for keeping their story alive.
											And living history, dynamic heritage —
											it remains important to us.
											We see that manifest in so many ways.
									","
											Ve öykülerimiz sadece
tarihin saldırılarına karşı
											hayatta kalmış değildir.
											Maddi bir kültürü, artistik majistrali
											ve düşünsel üretimi terk ettik.
											Haritaladık, grafiğe döktük
ve tarihlerimizi
											yeryüzünün herhangi bir yerinde
ölçü olacak şekilde zapt ettik.
											Avrupalıların manidar
varışlarından çok önce
											- aslında, Avrupa hâlâ Karanlık Çağı
içinde boğuşuyordu -
											Afrikalılar tarihi kaydetme,
koruma tekniklerine öncülük ediyor,
											hikâyelerini canlı tutmak için
devrimsel metodlar üretiyorlardı.
											Ve yaşayan tarih, dinamik miras
											bizim için önemini koruyor.
											Bu manifestoyu çok çeşitli
şekillerde görüyoruz.
									","
											Y nuestra narrativa no solo 
ha sobrevivido a los ataques
											que la historia le ha lanzado.
											Hemos dejado un conjunto 
de cultura material,
											maestría artística 
y producción intelectual.
											Hemos creado mapas y trazado planos 
y capturado nuestras historias
											en maneras que son la medida de 
cualquier otro sitio en el mundo.
											Mucho antes de la significativa 
llegada de los europeos
											— de hecho, mientras Europa aún 
estaba sumida en su Edad Oscura —
											los africanos creaban técnicas innovadoras
para documentar, fomentar la historia,
											inventaban métodos revolucionarios 
para mantener viva su historia.
											Y la historia viva, la herencia dinámica,
											sigue siendo importante para nosotros.
											Eso se manifiesta de muchísimas formas.
									","
											Et notre récit n'a pas juste
survécu aux assauts
											que l'histoire lui a envoyés.
											Nous avons laissé
toute une culture matérielle,
											un art et une pensée intellectuelle.
											Nous avons retranscrit, documenté
et gravé nos histoires
											de façon unique sur Terre.
											Bien avant l'arrivée marquante
des Européens -
											en effet, alors que l'Europe était encore
enlisée dans son Moyen-Âge,
											les Africains développaient des techniques
pour enregistrer et alimenter son histoire
											inventant des méthodes révolutionnaires
pour garder leur histoire vivante.
											Et l'histoire vivante, notre patrimoine,
cela reste important pour nous.
											Cela se manifeste 
de tant de façons différentes.
									",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
","
","
","
",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
											I'm reminded of how, just last year —
you might remember it —
											the first members
											of the al Qaeda-affiliated Ansar Dine
											were indicted for war crimes
and sent to the Hague.
											And one of the most notorious
was Ahmad al-Faqi,
											who was a young Malian,
											and he was charged, not with genocide,
											not with ethnic cleansing,
											but with being one
of the instigators of a campaign
											to destroy some of Mali's most
important cultural heritage.
											This wasn't vandalism;
											these weren't thoughtless acts.
											One of the things that al-Faqi said
											when he was asked
to identify himself in court
											was that he was a graduate,
that he was a teacher.
											Over the course of 2012,
they engaged in a systematic campaign
											to destroy Mali's cultural heritage.
											This was a deeply considered waging of war
											in the most powerful way
that could be envisaged:
											in destroying narrative,
in destroying stories.
											The attempted destruction of nine shrines,
											the central mosque
											and perhaps as many as 4,000 manuscripts
											was a considered act.
											They understood the power of narrative
to hold communities together,
											and they conversely understood
that in destroying stories,
											they hoped they would destroy a people.
									","
											Geçen sene hatırlatmıştım,
belki hatırlarsınız,
											El-Kaide'ye bağlı
											Ansar Dine'nin ilk üyeleri
											savaş suçu işlemekle suçlandı
ve Lahey'e gönderildi.
											Ve en kötü şöhretlilerinden
olan genç bir Malili,
											Ahmad Al-Faqi
											suçlu bulundu fakat soykırım
											veya etnik temizlikten değil,
											Mali'nin en önemli kültürel
miraslarından bazılarının
											yok edilmesini azmettirenlerden biri
olmasından dolayı.
											Bu vandalizm değildi;
											bunlar düşüncesizce
yapılan şeyler değildi.
											Kendisini mahkemeye
tanıtması istendiğinde
											Al-Faqi'nin söylediği şeylerden biri
											bir üniversite mezunu olduğu,
bir öğretmen olduğuydu.
											2012 yılı boyunca, Mali'nin
kültürel mirasını yok etme gibi
											sistematik bir eyleme giriştiler.
											Bu, derinlemesine düşünülmüş bir savaştı
											ve planlanan şuydu:
											öyküleri yok etmek,
hikayeleri yok etmek.
											Dokuz tapınağı, merkez camiyi
											ve belki de
											4.000 kadar el yazmasını
yok etme teşebbüsü
											planlı bir fiildi.
											Toplumları bir arada tutan
öykülerin gücünü anlamışlardı
											ve buna karşılık hikayeleri yok ederek
											bir insanı yok etmeyi umdular.
									","
											Me acuerdo de cómo, justo el año pasado 
— a lo mejor lo recuerdan —
											los primeros miembros de Ansar ad-Din, 
grupo afiliado a Al Qaeda,
											fueron acusados de crímenes de guerra 
y mandados a La Haya.
											Y uno de los más famosos 
era Ahmad al-Faqi,
											un joven maliense
											acusado no de genocidio,
											no de limpieza étnica,
											sino de ser uno de los 
instigadores de la campaña
											para destruir parte del más importante 
patrimonio cultural de Malí.
											No fue vandalismo,
											no fueron acciones desconsideradas.
											Una de las cosas que dijo al-Faqi
											cuando se le pidió que 
se identificara en el tribunal
											fue que tenía licenciatura, 
que era profesor.
											Durante el 2012 emprendieron 
una campaña sistemática
											para destruir 
el patrimonio cultural de Malí.
											Fue una guerra profundamente razonada
											y llevada a cabo de la forma 
más poderosa que se podía concebir:
											destruyendo la narrativa, 
destruyendo las historias.
											El intento de destrucción 
de nueve santuarios,
											la mezquita central
											y tal vez hasta 4000 manuscritos
											fue un acto premeditado.
											Comprendían el poder de la narrativa 
de mantener unidas las comunidades
											y por otro lado entendían 
que al destruir las historias,
											esperaban destruir un pueblo.
									","
											Je me souviens, l'année dernière -
peut-être vous aussi -
											les premiers membres du groupe
affilié à Al-Qaeda Ansar Dine
											ont été accusés de crimes de guerre
et envoyés à la Haye
											Et l'un des plus connus
était Ahmad al-Faqi,
											un jeune Malien,
											accusé, non pas du génocide,
ni du nettoyage ethnique,
											mais d'être un des instigateurs
de la campagne
											pour détruire l'un des symboles culturels
des plus importants du Mali.
											Ce n'était pas du vandalisme,
ni des actes irréfléchis.
											Ce qu'a dit al-Faqi
											quand il lui a été demandé 
de se présenter à la cour
											est qu'il était diplômé et enseignant.
											En 2012, ils ont commencé une campagne 
de destruction systématique
											du patrimoine culturel du Mali.
											C'était un acte de guerre
profondément réfléchi
											dans le sens le plus puissant
qu'on puisse imaginer :
											en détruisant une narration,
en détruisant des histoires.
											La tentative de destruction 
de neuf mausolées, la mosquée centrale
											et peut-être jusqu'à 4 000 manuscrits
était un acte délibéré.
											Ils ont compris le pouvoir de l'histoire 
sur l'unité des communautés,
											et inversement,
en détruisant des histoires,
											ils espéraient détruire un peuple.
									",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
","
","
","
",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
											But just as Ansar Dine
and their insurgency
											were driven by powerful narratives,
											so was the local population's defense
of Timbuktu and its libraries.
											These were communities who've grown up
with stories of the Mali Empire;
											lived in the shadow
of Timbuktu's great libraries.
											They'd listened to songs
of its origin from their childhood,
											and they weren't about to give up on that
											without a fight.
											Over difficult months of 2012,
											during the Ansar Dine invasion,
											Malians, ordinary people,
risked their lives
											to secrete and smuggle
documents to safety,
											doing what they could
to protect historic buildings
											and defend their ancient libraries.
											And although they weren't
always successful,
											many of the most important manuscripts
were thankfully saved,
											and today each one of the shrines
that was damaged during that uprising
											have been rebuilt,
											including the 14th-century mosque
that is the symbolic heart of the city.
											It's been fully restored.
									","
											Fakat tıpkı Ansar Dine gibi
onların ayaklanmaları da
											güçlü öykülerle yönlendiriliyor,
											aynı şekilde Timbuktu yerel nüfusunun
savunması ve kütüphaneleri de.
											Bunlar Mali İmparatorluğu
hikayeleriyle büyüyen toplumlardı;
											Timbuktu'nun büyük kütüphanelerinin
gölgesinde yaşadılar.
											Çocukluklarında kökenlerine ait
şarkılarını dinlediler
											ve savaşmadan bundan vazgeçecek
											değillerdi.
											2012'nin zorlu aylarında,
											Ansar Dine istilası sırasında
											Malililer, sıradan insanlar,
hayatlarını riske atarak
											belgeleri güvenli bir yere kaçırdılar,
											tarihi binalarını korumak için
ellerinden geleni yaptılar
											ve antik kütüphanelerini savundular.
											Ve her zaman başarılı olamasalar da,
											şükür ki, en önemli
el yazmalarının çoğu kurtarıldı.
											Ve bugün, başkaldırı sırasında
zarar gören tapınakların her biri
											tekrar inşa edildi.
											Kentin sembolik kalbi olan
14. yüzyıl camisi de
											tamamen restore edildi.
									","
											Pero al igual que Ansar ad-Din 
y su insurrección
											estaban impulsados 
por poderosas narrativas,
											también lo estaba la defensa 
de parte de la población local
											de Tombuctú y sus bibliotecas.
											Esas eran comunidades criadas 
con historias del Imperio Malí;
											habían vivido en la sombra de las 
grandes bibliotecas de Tombuctú.
											Habían escuchado canciones 
sobre su origen desde su infancia
											y no estaban dispuestos 
a rendirse sin luchar.
											A lo largo de meses difíciles en el 2012,
											durante la invasión de Ansar ad-Din,
											los malienses, gente común, 
arriesgaron sus vidas
											para ocultar y poner a salvo documentos,
											haciendo lo posible para proteger 
edificios históricos
											y defender sus antiguas bibliotecas.
											Y pese a que no siempre lo consiguieron,
											por suerte se salvaron muchos 
de los manuscritos más importantes
											y al día de hoy todos los santuarios 
dañados durante la sublevación
											han sido reconstruidos,
											incluida la mezquita del siglo XIV 
que es el corazón simbólico de la ciudad.
											Ha sido restaurada completamente.
									","
											Autant Asar Dine et leurs insurgés
étaient mus par des histoires puissantes,
											autant la population locale
défendait Tombouctou et ses bibliothèques.
											Ce sont des communautés qui ont grandi
avec des histoires de l'empire du Mali ;
											qui ont vécu à l'ombre
des grandes bibliothèques de Tombouctou.
											Ils ont écouté les chants 
de leur origine depuis leur enfance
											et ils n'étaient pas prêts
de les abandonner sans se battre.
											En 2012, durant des mois difficiles,
											pendant l'invasion d'Ansar Dine,
											les Maliens, des gens ordinaires,
ont risqué leur vie
											pour mettre à l'abri clandestinement
des documents,
											faisant ce qu'ils pouvaient pour 
protéger les monuments historiques
											et défendre leurs vieilles bibliothèques.
											Et bien qu'ils n'aient pas
toujours réussi,
											plusieurs des manuscrits 
les plus importants ont pu être sauvés,
											et aujourd'hui chacun des mausolées
détruits pendant ce soulèvement
											ont été reconstruits,
											y compris la mosquée du 14ème siècle,
le symbole phare de la ville.
											Elle a été entièrement restaurée.
									",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
","
","
","
",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
"
											But even in the bleakest periods
of the occupation,
											enough of the population of Timbuktu
simply would not bow
											to men like al-Faqi.
											They wouldn't allow their history
to be wiped away,
											and anyone who has visited
that part of the world,
											they will understand why,
											why stories, why narrative, why histories
are of such importance.
											History matters.
											History really matters.
											And for peoples of African descent,
											who have seen their narrative
systematically assaulted over centuries,
											this is critically important.
											This is part of a recurrent echo
across our history
											of ordinary people making a stand
for their story, for their history.
									","
											Fakat işgalin en kasvetli sıralarında bile
											Timbuktu'nun büyük çoğunluğu
al-Faqi gibi adamlara
											öylece boyun eğmemiştir.
											Tarihlerinin silinmesine
izin vermemişlerdir
											ve dünyanın o kısmını ziyaret edenler
											neden hikâyelerin, öykülerin,
											tarihin bu kadar önemli olduğunu
anlayacaktır.
											Tarih önemlidir.
											Tarih gerçekten önemlidir.
											Ve yüzyıllar boyunca öykülerinin
											sistematik olarak saldırıya uğradığını
gören Afrika kökenli insanlar için
											bu son derece önemlidir.
											Bu, tarihimiz boyunca hikâyeleri,
tarihleri için direnen
											sıradan insanların tekrar eden
yankılarının bir parçası.
									","
											Pero incluso en los peores periodos 
de la ocupación,
											bastantes habitantes de Tombuctú 
simplemente no se doblegaron
											frente a hombres como al-Faqi.
											No dejaron que su historia fuera barrida
											y cualquiera que haya visitado 
esa parte del mundo
											entendería por qué,
											por qué los relatos, la narrativa, 
las historias tienen tanta importancia.
											La historia importa.
											La historia importa de verdad.
											Y para los pueblos de origen africano,
											testigos de un ataque sistemático 
a su narrativa a lo largo de siglos,
											esto tiene una importancia vital.
											Esto es parte de un eco recurrente 
en nuestra historia
											de gente común que defiende 
su narrativa, su historia.
									","
											Même dans les périodes
les plus sombres de l'occupation,
											une masse critique de la population
de Tombouctou ne plia pas sous la menace
											des hommes d'al-Faqi.
											Ils ne toléraient pas
que leur histoire soit effacée.
											Quiconque a déjà visité
cette partie du monde
											comprend pourquoi c'est le cas,
											pourquoi les histoires et les récits
ont une telle importance.
											L'Histoire est importante.
											L'Histoire est très importante.
											Et pour les descendants d'Africains,
											qui ont vu leur histoire systématiquement
attaquée au cours des siècles,
											c'est vital.
											Cela fait partie de notre histoire, 
comme un écho récurrent
											de gens ordinaires qui combattent
pour leur récit et leur histoire.
									",The powerful stories that shaped Africa,Gus Casely-Hayford,19:54,"Africa,storytelling,history,culture,ancient world,education,teaching,world cultures,humanity"
