en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
											In 2008, archeologists uncovered two 
9,000-year old skeletons.
											There’s no definitive way of knowing what 
killed these ancient people,
											but we do know their bones were infected 
by an all too familiar bacterium.
											The ancient Greeks knew its consumptive 
effects as phthisis;
											the Incans called it chaky oncay; 
and the English called it tuberculosis.
											Today, tuberculosis, or TB,
											is still one of the world’s biggest 
infectious killers,
											causing more deaths than malaria or 
even HIV and AIDS.
											But what exactly is this disease, and how 
has this pathogen persisted for so long?
									","
											En 2008, des archéologues ont découvert
deux squelettes de près de 9 000 ans.
											Il n'existe pas de moyen de connaître
la cause de la mort de ces deux ancêtres,
											mais nous avons retrouvé dans leurs os
les traces d'une bactérie
											que nous ne connaissons que trop bien.
											Les Grecs anciens connaissaient ses
effets tuberculeux sous le nom de phtisie.
											Les Incas l'appelaient « chaky oncay »,
et les Anglais tuberculose.
											Aujourd'hui, la tuberculose
											est toujours une des maladies infectieuses
les plus meurtrières au monde,
											faisant plus de morts que la malaria,
le VIH et le SIDA.
											Qu'est-ce que la tuberculose ?
											Comment cette bactérie persiste-t-elle
depuis si longtemps ?
									","
											Em 2008, os arqueólogos descobriram
dois esqueletos com 9000 anos.
											Não há forma de saber ao certo
o que matou essas pessoas antigas
											mas sabemos que os ossos delas
											estavam infetadas com uma bactéria
muito conhecida.
											Os gregos da Antiguidade conheciam
os seus efeitos nocivos como ""tísica"";
											os incas chamavam-lhe "" chaky oncay"";
e os ingleses chamavam-lhe ""tuberculose"".
											Atualmente, a tuberculose,
											continua a ser uma das doenças
mais mortais do mundo,
											causando mais mortes do que a malária
ou o VIH/SIDA.
											Mas o que é esta doença
											e como é que este agente patogénico
persiste há tanto tempo?
									","
											2008'de arkeologlar 
dokuz bin yıllık iki iskelet buldular.
											Bu eski insanları neyin öldürdüğünü 
bilmenin kesin bir yolu yok
											ancak kemiklerinin çok tanıdık bir bakteri
tarafından enfeksiyon kaptığını biliyoruz.
											Antik Yunanlılar veremli etkileri
""phthisis"" olarak bilirken;
											İnkalılar buna ""chaky oncay"" diyorlardı
											ve İngilizler ise ""tüberküloz"" 
olarak adlandırıyordu.
											Günümüzde tüberküloz veya TB
											hala dünyadaki 
en bulaşıcı katillerden biri,
											sıtmadan veya hatta HIV ve AIDS'ten 
daha fazla ölüme neden oluyor.
											Fakat bu hastalık tam olarak nedir
											ve bu patojen nasıl 
bu kadar uzun süredir var?
									",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
","
","
","
",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
											Typically, TB bacteria called 
mycobacterium tuberculosis, are airborne.
											They travel into our airways and 
infect our lungs.
											Here, immune cells called macrophages 
rush to the infection site,
											attempting to absorb and break down 
the bacterial invaders.
											In many cases, this response is enough 
to remove the bacteria.
											But in individuals with other 
medical conditions–
											ranging from malnutrition and HIV to 
diabetes and pregnancy
											–the immune response may not be 
strong enough to destroy the intruder.
											If so, mycobacterium tuberculosis will 
reproduce inside those macrophages,
											and form colonies in the 
surrounding lung tissue.
											As they infect more cells,
											the bacteria employ cell-degrading enzymes
that destroy the infected tissue,
											triggering chest pain, and causing 
patients to cough up blood.
											The damage to the lungs leads to 
oxygen deprivation.
											This begins a flood of hormonal changes–
											including a decrease in appetite and 
iron production.
											From here, microbes can spread to the 
skeletal system,
											causing back pain and difficulty moving;
											to the kidneys and intestines, 
causing abdominal pain;
											and to the brain, causing headaches 
and even impaired consciousness.
									","
											Cette bactérie, la mycobacterium
tuberculosis, est un bacille aérobie.
											Elle voyage dans les airs
et infecte nos poumons.
											Là, les macrophages,
les cellules immunitaires,
											se précipitent vers le site infecté
											pour tenter d'absorber et éliminer
ces bactéries envahisseuses.
											La plupart du temps, cette réponse
est suffisante pour tuer la bactérie.
											Mais chez les individus
affaiblis par leur état de santé,
											que ce soit la malnutrition,
le VIH, le diabète ou la grossesse,
											la réponse immunitaire peut ne pas être
assez forte pour détruite l'envahisseur.
											La mycobacterium tuberculosis va alors
se reproduire dans ces macrophages
											et former des colonies dans
les tissus pulmonaires environnants.
											En infectant de plus en plus de cellules,
la bactérie libère des enzymes
											qui détruisent les tissus infectés,
											déclenchant des douleurs dans la poitrine
et faisant tousser du sang.
											Les lésions pulmonaires entraînent
une privation d'oxygène.
											Ça initie d'importants
changements hormonaux -
											parmi lesquels une perte d'appétit
et une diminution du fer dans le sang.
											De là, les microbes se répandent
dans le système osseux,
											causant des douleurs dorsales,
des difficultés à se mouvoir ;
											des douleurs aux reins et aux intestins,
causant des douleurs abdominales ;
											et au cerveau, causant des maux de tête
											allant parfois jusqu'à
des troubles de la conscience.
									","
											Normalmente, as bactérias da tuberculose
chamada ""mycobacterium tuberculosis""
											são transportadas pelo ar.
											Penetram nas vias respiratórias
e infetam os pulmões.
											Aí, as células imunitárias, ou macrófagos,
acorrem ao local da infeção,
											tentando absorver e destruir
as bactérias invasoras.
											Em muitos casos, esta reação é suficiente
para eliminar as bactérias.
											Mas nas pessoas
com outras condições médicas
											— desde subnutrição e VIH
a diabetes e gravidez —
											a reação imunitária pode
não ser suficientemente forte
											para destruir o intruso.
											Se isso acontece,
											as ""mycobacterium tuberculosis""
reproduzem-se no interior dos macrófagos
											e formam colónias no tecido
pulmonar envolvente.
											À medida que vão infetando mais células,
											as bactérias usam enzimas
que degradam as células
											e destroem o tecido infetado.
											provocando dores no peito,
e fazendo os doentes cuspir sangue.
											Os danos nos pulmões 
provocam privação de oxigénio.
											Isso inicia uma enorme série
de alterações hormonais
											— incluindo perda de apetite
e de produção de ferro.
											A partir daí, os micróbios
podem espalhar-se pelo esqueleto
											provocando dores nas costas
e dificuldade de movimentos;
											pelos rins e intestinos,
provocando dores abdominais;
											pelo cérebro, provocando dores de cabeça
e até perda de consciência.
									","
											Genellikle mikobakteri tüberküloz 
denen TB bakterisi havadadır.
											Solunum yolumuza girerler
ve akciğerlerimize hastalık bulaştırırlar.
											Burada makrofaj denen bağışıklık hücreleri
enfeksiyonlu alana akın ederler,
											istilacı bakterileri emmeye 
ve yok etmeye çalışırlar.
											Birçok durumda bu karşılık
bakteriyi gidermek için yeterlidir.
											Ancak diğer sağlık durumu olan bireylerde–
											dengesiz beslenme ve HIV'den 
şeker hastalığına ve hamileliğe kadar–
											bağışıklığın tepkisi istilacıyı yok etmek 
için yeterince güçlü olmayabilir.
											Eğer öyleyse mikobakteri tüberküloz 
bu makrofajlar içinde çoğalacaktır
											ve akciğer dokusunun çevresinde
koloniler oluşturacaktır.
											Daha fazla hücreye hastalığı bulaştırdıkça
											bakteriler, enfeksiyonlu dokuyu yok eden
hücre küçültücü enzimler sağlar,
											göğüs ağrısını tetikler ve hastaların
kan öksürmesine neden olur.
											Akciğerlerdeki hasar 
oksijen yetmezliğine yol açar.
											Bu, iştahta ve demir üretiminde 
bir artış da dahil olmak üzere
											hormonal değişimleri başlatır.
											Buradan itibaren mikroorganizmalar
iskelet sistemine yayılabilir,
											sırt ağrısına ve hareket etmede
zorluğa neden olur;
											böbreklere ve bağırsaklara yayılır,
karın ağrısına neden olur;
											ve beyine yayılır, baş ağrılarına
ve hatta bilinç bozukluğuna neden olur.
									",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
","
","
","
",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
											These symptoms produce the 
classic image of TB:
											weight loss, a hacking, bloody cough, 
and ashen skin.
											This ghostly appearance earned TB 
the title of the ‘White Plague’
											in Victorian-era England.
											During this period, tuberculosis was 
considered a ‘romantic disease,'
											because it tended to affect poverty-
stricken artists and poets–
											those with weaker immune systems.
											TB’s outward symptoms even helped 
fuel the popular myth of vampirism.
									","
											Ces symptômes sont à l'origine
de l'image typique de la tuberculose :
											un corps amaigri, une toux sèche
et sanglante, et une peau blême.
											Cette apparence de fantôme lui a valu
le surnom de « peste blanche »
											dans l'Angleterre victorienne.
											À cette époque, la tuberculose était
vue comme une « maladie romantique »,
											parce qu'elle avait tendance à affecter
les artistes et poètes miséreux -
											ceux avec le système immunitaire
le plus faible.
											Les symptômes externes de la tuberculose
ont même contribué
											au développement du mythe du vampirisme.
									","
											Estes sintomas produzem
a imagem clássica da tuberculose:
											perda de peso, uma permanente tosse 
sanguinolenta e a tez emaciada.
											Este aspeto fantasmagórico granjeou
à tuberculose o título de ""Peste Branca""
											na Inglaterra vitoriana.
											Durante este período, a tuberculose
era considerada uma ""doença romântica"",
											porque afetava muitos artistas
e poetas, atingidos pela pobreza,
											que tinham sistemas imunitários
mais fracos.
											Os sintomas exteriores da tuberculose
											contribuíram para o mito
popular do vampirismo.
									","
											Bu semptomlar klasik 
TB görüntüsünü oluşturuyor:
											kilo kaybı, kanlı öksürme ve solgun ten.
											Bu hayaletimsi görünüm TB'ye
Victoria Dönemi İngiltere'sinde
											""Beyaz Salgın"" ismini kazandırdı.
											Bu dönemde tüberküloz bir ""romantik 
hastalık"" olarak nitelendiriliyordu
											çünkü yoksul üzgün ressamları 
ve şairleri etkilemeye meyilliydi–
											daha zayıf bağışıklık sistemi olanları.
											TB'nin görünen semptomları
											popüler vampir efsanelerini 
güçlendirmeye bile yardım etti.
									",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
","
","
","
",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
											In spite of– or perhaps because of 
these less than scientific concerns,
											this period also marked the first strides 
toward curing TB.
											In 1882, the German physician Robert Koch
											identified the disease’s 
bacterial origins.
											13 years later, physicist Wilhelm 
Roentgen  discovered the X-ray,
											enabling physicians to diagnose and track 
its progression through the body.
											These techniques allowed researchers to 
develop reliable and effective vaccines–
											first for smallpox, and again in 1921,
											when scientists developed the BCG 
vaccine to battle TB.
											These developments laid the groundwork 
for the modern field of antibiotics–
											currently home to our most effective 
TB treatments.
											But, antibiotics fail to address a major 
diagnostic complication:
											about 90% of people infected with TB 
don’t show any symptoms.
											In these latent infections, the TB 
bacterium may be dormant,
											only activating when someone’s immune 
system is too weak to mount a defense.
											This makes TB much harder to diagnose.
											And even when properly identified,
											traditional treatments can take 
up to 9 months,
											requiring multiple drugs and a high 
potential for side effects.
											This discourages people from finishing 
the full course,
											and partial treatment enables bacteria to 
develop resistance to these drugs.
									","
											Malgré - ou peut-être à cause -
de ces préoccupations peu scientifiques,
											cette période a aussi marqué les premières
avancées vers la guérison de la maladie.
											En 1882, le docteur allemand Robert Koch
											a identifié l'origine bactérienne
de la maladie.
											13 ans plus tard, le physicien Wilhelm 
Roentgen  découvrait les rayons X,
											permettant aux médecins
de diagnostiquer la maladie
											et traquer sa progression dans le corps.
											Cela a permis aux chercheurs de développer
des vaccins efficaces et fiables -
											d'abord pour la variole, puis en 1921,
											les scientifiques ont développé le vaccin
du BCG pour combattre la tuberculose.
											Ces avancées ont posé les fondations
pour le développement des antibiotiques -
											nos traitements les plus efficaces
contre la tuberculose.
											Mais les antibiotiques ne parviennent pas
à résoudre une complication majeure :
											près de 90 % des personnes infectées par
la tuberculose n'ont pas de symptômes.
											Dans ces infections latentes, la bactérie
de la tuberculose peut être inactive,
											se réveillant seulement lorsque
le système immunitaire
											est trop faible pour construire
une défense.
											Ça rend la tuberculose bien plus difficile
à diagnostiquer.
											Et même lorsqu'elle est
convenablement identifiée,
											les traitements traditionnels
peuvent prendre jusqu'à neuf mois,
											nécessitant de nombreux médicaments,

											dont beaucoup ayant
de effets secondaires lourds.
											Ça décourage les gens
de finir le traitement,
											or les traitements partiels permettent
à la bactérie
											de développer une résistance
aux médicaments.
									","
											Apesar destas preocupações
menos científicas — ou por causa delas —
											este período também ficou marcado
pelas primeiras tentativas
											para curar a tuberculose.
											Em 1882, o médico alemão, Robert Koch,
											identificou as origens
bacterianas da doença.
											Treze anos depois, o médico Wilhelm 
Roentgen descobriu os raios X,
											o que permitiu aos médicos diagnosticar

											e atacar a progressão
da doença pelo corpo.
											Estas técnicas permitiram
aos investigadores
											desenvolver vacinas fiáveis e eficazes,
primeiro para a varíola e, em 1921,
											quando os cientistas desenvolveram
a vacina da BCG, contra a tuberculose.
											Esta evolução instituiu a base
do campo moderno dos antibióticos,
											que são atualmente os tratamentos
mais eficazes para a tuberculose.
											Mas os antibióticos não solucionam
uma importante complicação do diagnóstico:
											cerca de 90% das pessoas infetadas
com tuberculose não mostram sintomas.
											Nestas infeções latentes, a bactéria
da tuberculose pode estar adormecida,
											e só se ativa quando
o sistema imunitário da pessoa
											está demasiado fraco para reagir.
											Isso torna muito mais difícil
o diagnóstico da tuberculose.
											Mesmo depois de identificada devidamente,
											os tratamentos tradicionais
podem demorar até nove meses,
											exigem múltiplos medicamentos
e podem ter efeitos secundários.
											Isso desencoraja as pessoas
de terminarem o tratamento devido
											e um tratamento parcial
											permite que as bactérias desenvolvam
resistência a esses medicamentos.
									","
											Bu hiç de bilimsel kaygı taşımayanlara
rağmen — veya belki de bunlar yüzünden
											bu dönem aynı zamanda TB'yi tedavi etmek
için ilk harekete geçenleri gösterdi.
											1882'de Alman doktor Robert Koch
											hastalığın bakteri kökenlerini tanımladı.
											Fizikçi Wilhelm Roentgen
13 yıl sonra X ışınını keşfetti,
											doktorların teşhis etmesini ve vücutta
ilerleyişini takip etmesini sağladı.
											Bu teknikler,
											araştırmacılara etkili ve güvenli 
aşılar geliştirmelerine izin verdi–
											ilk önce çiçek hastalığı için
ve tekrar 1921 yılında
											bilim insanlar TB ile savaşmak için 
BCG aşısını geliştirdiklerinde.
											Bu gelişmeler antibiyotiklerin modern
bilim alanı için temeli oluşturdu–
											şu anki en etkili TB tedavisinin evine.
											Ancak antibiyotikler büyük bir teşhis
sorununu ele almada başarısız oluyor:
											TB'ye yakalanan yaklaşık %90 insan
hiçbir semptom göstermiyor.
											Bu belirti göstermeyen enfeksiyonlarda
TB bakterisi uykuda olabilir,
											sadece birisinin bağışıklık sistemi 
bir savunma yapmak için
											çok zayıf olduğunda aktive olabilir.
											Bu, TB'yi teşhis etmek için 
daha da zorlaştırıyor.
											Düzgün bir şekilde teşhis edildiğinde bile
											geleneksel tedaviler 9 aya 
kadar sürmesinin yanında
											çeşitli ilaçları ve yan etkiler için 
yüksek bir güç gerektirmektedir.
											Bu, insanları tüm süreci
tamamlamaktan vazgeçirir
											ve kısmi tedavi bakterinin bu ilaçlara
karşı direnç göstermesini sağlar.
									",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
","
","
","
",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
"
											Today, the disease is still prevalent 
in 30 countries,
											most of which face other health crises
											that exacerbate TB and 
trigger latent cases.
											Worse still, accessing treatment can 
be difficult in many of these countries,
											and the stigma towards TB can discourage 
people from getting the help they need.
											Health experts agree we need to 
develop better diagnostics,
											faster acting antibiotics, and more 
effective vaccines.
											Researchers have already developed a urine
test that yields results in 12 hours,
											as well as a new oral treatment that could
cut treatment time by 75%.
											Hopefully, with advancements like these,
											we’ll finally be able to make TB 
exclusively a thing of the past.
									","
											Aujourd'hui, cette maladie existe
toujours dans 30 pays,
											qui affrontent en général
d'autres crises sanitaires
											qui exacerbent la tuberculose
et déclenchent les cas latents.
											Pire encore, l'accès au traitement reste
difficile dans beaucoup de ces pays,
											et le stigmate envers la tuberculose peut
décourager les gens de demander de l'aide.
											Selon les experts sanitaires, nous devons
développer de meilleurs diagnostics,
											avec des antibiotiques plus rapides,
et des vaccins plus efficaces.
											Les chercheurs ont d'ores et déjà
développé un test urinaire
											qui donne les résultats en 12 heures,
											ainsi qu'un nouveau traitement oral
qui réduit la durée du traitement de 75 %.
											Espérons qu'avec de telles avancées
											nous serons enfin capable de faire
de la tuberculose une chose du passé.
									","
											Hoje, a doença continua
predominante em 30 países,
											a maioria dos quais enfrenta
outros problemas de saúde
											que exacerbam a tuberculose
e desencadeiam causas latentes.
											Pior ainda, o acesso ao tratamento
pode ser difícil em muitos desses países
											e o estigma da tuberculose
											pode desencorajar as pessoas
de obter a ajuda de que precisam.
											Os especialistas acham que precisamos
de desenvolver diagnósticos melhores,
											antibióticos de ação mais rápida
e vacinas mais eficazes.
											Os investigadores já desenvolveram
uma análise à urina
											com resultados em 12 horas,
											assim como um novo tratamento oral
											que poderá reduzir em 75%
o período tratamento.
											Esperemos que, com progressos como estes,
											possamos finalmente tornar a tuberculose
uma doença do passado.
									","
											Günümüzde hastalık hala 
30 ülkede yaygın durumda,
											birçoğu TB'yi kötüleştiren ve belirtileri
gizleyen davaları tetikleyen
											diğer sağlık krizleriyle yüzleşmekte.
											Daha da kötüsü, tedaviye ulaşmak
bu ülkelerin birçoğunda zor olabilir
											ve TB'ye karşı olan utanç
											insanları ihtiyaçları olan yardımı 
almalarından vazgeçirebilir.
											Sağlık uzmanları daha iyi
teşhisi geliştirmeye,
											antibiyotiklerde daha hızlı davranmayı
											ve daha etkili aşılara ihtiyacımız 
olduğu konusunda hemfikir.
											Araştırmacılar çoktan 12 saat içinde 
sonuçları veren bir idrar testi ile
											tedavi zamanını %75 azaltan 
yeni bir oral tedavi geliştirdiler.
											Umutla, bunlar gibi gelişmelerle birlikte
											TB'yi sadece tarihin
bir parçası yapabileceğiz.
									",What makes TB the world's most infectious killer?,Melvin Sanicas,5:01,"TED-Ed,medicine,animation,human body,medical imaging,invention,biology,technology,disease,physiology,innovation,medical research,science,death,illness,Vaccines"
