es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
											Soy Jane McGonigal, diseñadora de juegos.
											He estado haciendo juegos online desde hace 10 años.
											Mi objetivo para la próxima década
											es tratar de hacer tan fácil
											salvar el mundo en la vida real
											como lo es en el mundo de los juegos online.
											Y tengo un plan para lograrlo
											y eso supone convencer a más gente
											incluyéndolos a ustedes, que pasen más tiempo
											jugando más grandes y mejores juegos.
									","
											Ben Jane McGonigal. Oyun tasarımcısıyım.
											10 yıldır online oyunlar yapıyorum.
											Ve gelecek 10 yılda amacım,
											dünyayı kurtarmanın
											gerçek hayatta da online oyunlardaki
											kadar kolay olmasını sağlamak.
											Şimdi, bunun için bir planım var,
											plan, sizlerin de dahil olduğu daha fazla insanın daha büyük
											ve daha iyi oyunlar oynamaya daha çok zaman ayırmasını
											ikna etmeyi gerektiriyor.
									","
											Mon nom est Jane McGonigal. Je suis conceptrice de jeux.
											Je crée des jeux en ligne depuis 10 ans maintenant.
											Mon but pour les 10 années à venir
											est de faire en sorte qu'il soit aussi facile
											de sauver le monde dans la réalité
											qu'il l'est dans les jeux en ligne.
											Pour cela, j'ai un plan
											qui implique de convaincre plus de gens,
											y compris vous, à passer plus de temps
											à jouer à des jeux plus grands et meilleurs.
									","
											Ich bin Jane McGonigal. Ich entwerfe Computerspiele.
											Ich entwickle jetzt seit 10 Jahren Online-Spiele.
											Und mein Ziel für das nächste Jahrzehnt
											ist, es genauso leicht zu machen,
											die Welt in der Realität zu retten,
											wie sie in Online-Spielen zu retten ist.
											Ich habe einen Plan dafür.
											Ich möchte mehr Menschen überzeugen,
											einschließlich Ihnen allen, mehr Zeit mit dem Spielen
											größerer und tollerer Spiele zu verbringen.
									",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
","
","
","
",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
											Actualmente, pasamos 3 mil millones de horas por semana
											jugando juegos online.
											Algunos de ustedes pueden estar pensando
											""Es mucho tiempo para pasar jugando juegos"".
											Quizá demasiado tiempo, considerando
											la cantidad de problemas que hay que resolver en el mundo real.
											Pero en realidad, según mi investigación,
											en el Instituto para el Futuro
											en realidad ocurre lo contrario.
											Tres mil millones de horas por semana no es suficiente
											tiempo de juego para resolver los problemas más acuciantes.
									","
											Şu an, bir haftada online oyunlara
											3 milyar saat harcıyoruz.
											Bazılarınız ""Bu, oyun oynamak için
											çok fazla bir zaman'' diye düşünebilir.
											Gerçek dünyada çözmemiz gereken
											acil problemlerin sayısını düşündüğümüzde belki de çok fazla zaman.
											The Institute For The Future'daki
											araştırmama göre,
											aslında, doğru olan tam tersi.
											Haftada 3 milyar saat oyun oynamak
											dünyanın acil problemlerini çözmek için neredeyse yetersizdir.
									","
											Aujourd'hui, nous passons trois milliards d'heures par semaine
											à jouer en ligne.
											Certains ici peuvent penser,
											""C'est beaucoup de temps sur des jeux.""
											Peut-être trop, surtout en considérant
											le nombre de problèmes urgents à résoudre dans le monde réel.
											Mais en fait, d'après mes recherches,
											à l'Institut pour le Futur,
											la réalité est exactement l'opposé.
											Trois milliards d'heures par semaine ne sont pas suffisants
											pour résoudre les problèmes les plus urgents dans le monde.
									","
											Derzeit verbringen wir 3 Milliarden Stunden pro Woche
											mit Online-Spielen.
											Einige von Ihnen denken vielleicht:
											""Das ist eine ganze Menge Zeit für Spiele.""
											Vielleicht etwas zu viel Zeit, wenn man bedenkt
											wie viele Probleme wir dringend in der realen Welt zu lösen haben.
											Tatsächlich aber, meiner Forschung
											am Institut für die Zukunft zufolge,
											ist genau das Gegenteil zutreffend.
											Drei Milliarden Stunden pro Woche sind nicht annähernd genug,
											um die dringendsten Probleme der Welt zu lösen.
									",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
","
","
","
",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
											De hecho, creo que si queremos sobrevivir
											el próximo siglo en este planeta
											tenemos que aumentar ese monto radicalmente.
											He calculado el total necesario
											en 21 mil millones de horas de juego por semana.
											Probablemente sea una idea poco intuitiva
											por eso lo diré de nuevo, que haga mella.
											Si queremos resolver problemas como: hambre
											pobreza, cambio climático, conflictos mundiales, obesidad,
											creo que tenemos que aspirar
											a jugar online
											al menos 21 mil millones de horas por semana
											para el final de la próxima década. (Risas)
											No, en serio lo digo.
									","
											Aslında, gelecek yüzyılda bu gezegende
											hala varolmak istiyorsak,
											bu sayıyı arttırmamız gerekir bence.
											Ben, oyun için haftada
											toplam 21 milyar saat ayırmak gerektiğini hesapladım.
											Yani, bu muhtemelen düşünülenin aksine bir fikir,
											öyleyse, tekrar ediyorum, hadi bunu akıllara yerleştirelim.
											Eğer yokluk, iklim değişikliği, küresel çatışma,
											açlık, obezite gibi sorunları çözmek istiyorsak
											inanıyorum ki, on yıl içinde
											haftada en az 21 milyar saat
											online oyun oynamaya
											hevesli olmalıyız. (Gülüşmeler)
											Hayır. Ciddiyim. Öyleyim.
									","
											Au contraire, je crois que si nous voulons survivre
											encore cent ans sur terre,
											nous devons accroître ce nombre considérablement.
											J'ai calculé que le total nécessaire
											est de 21 milliards d'heures de jeu par semaine.
											C'est peut-être une idée contre-intuitive,
											je vais donc le redire, regardons cela de plus près.
											Si nous voulons résoudre des problèmes comme la famine,
											la pauvreté, le changement climatique, les conflits, l'obésité,
											je crois que nous devons viser
											à jouer en ligne
											au moins 21 milliards d'heures par semaine,
											d'ici dix ans. (Rires)
											Si si. Je suis sérieuse. Vraiment.
									","
											Tatsächlich bin ich überzeugt, dass, wenn wir das
											nächste Jahrhundert auf diesem Planeten überleben wollen,
											wir diese Zeit drastisch erhöhen müssen.
											Ich habe berechnet, dass die benötigte Zeit
											bei 21 Milliarden Stunden Spielzeit pro Woche liegt.
											Das erscheint zuerst vielleicht etwas abwegig,
											also wiederhole ich es, damit es wirken kann:
											Wenn wir Probleme wie Hunger, Armut, Klimawandel,
											globale Konflikte und Fettleibigkeit lösen wollen,
											glaube ich, müssen wir versuchen,
											Spiele online für mindestens
											21 Milliarden Stunden pro Woche
											bis zum Ende des nächsten Jahrzehnts zu spielen. (Gelächter)
											Nein, ich meine es wirklich ernst.
									",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
","
","
","
",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
											He aquí por qué, esta imagen resume
											bastante el porqué pienso que los juegos son esenciales
											para la supervivencia futura de la especie humana. (Risas) En serio.
											Este es un retrato de un fotógrafo llamado Phil Toledano.
											Él quería capturar la emoción de jugar.
											Así que él colocó una cámara en frente de los jugadores mientras jugaban.
											Esta es una clásica emoción en los juegos.
											Ahora, si uno no juega
											se perderá algunos matices en esta foto.
											Probablemente uno vea el sentido de urgencia
											quizá un poco de miedo, pero concentración intensa
											mucha concentración para abordar un problema realmente complejo.
									","
											Nedeni burada. Bu resim
											insan türünün gelecekte hayatta kalabilmesi için
											oyunların neden çok gerekli olduğunu düşünmemi büyük ölçüde özetliyor. (Gülüşmeler) Gerçekten.
											Bu Toldano Phil isimli bir fotoğrafçıya ait bir portredir.
											O, oyun oynamanın duygusunu yakalamak istiyordu.
											Bu yüzden, oyuncuların önüne onlar oyun oynuyorken kamera kurdu.
											Ve, bu klasik bir oyun duygusudur.
											Şimdi, eğer bir oyuncu değilseniz,
											bu fotoğrafın bazı nüanslarını kaçırabilirsiniz.
											Muhtemelen, aciliyet hissi...
											biraz korku; fakat yoğun bir konsantrasyon...
											gerçekten zor bir problemi çözmek için derinlemesine bir odaklanma duygusu görüyorsunuz.
									","
											Voici pourquoi. Ceci résume plutôt bien
											pourquoi je pense que les jeux sont aussi essentiels
											pour la survie de l'espèce humaine. (Rires) Vraiment.
											Voici un portrait pris par le photographe Phil Toledano.
											Il voulait capturer l'émotion du joueur.
											Pour cela, il a placé un appareil photo devant des joueurs pendant qu'ils jouaient.
											Ceci est une émotion classique pour un joueur.
											Si vous n'êtes pas un joueur,
											vous pourriez passer à côté certaines nuances.
											Vous percevez peut-être le sens de l'urgence,
											un peu de peur, mais surtout une concentration intense,
											très très intense pour résoudre un problème vraiment difficile.
									","
											Warum? Dieses Bild beschreibt ziemlich genau,
											warum ich glaube, dass Spiele so unerlässlich für das
											Überleben der menschlichen Spezies in der Zukunft sind. (Gelächter) Ernsthaft.
											Dies ist ein Porträt des Fotografen Phil Toledano.
											Er wollte die Gefühle beim Spielen einfangen.
											Also hat er vor den Spielern eine Kamera aufgebaut.
											Dies ist einer der klassischen Ausdrücke beim Spielen.
											Wenn Sie kein Spieler sind,
											entgehen Ihnen vielleicht einige der Nuancen in diesem Bild.
											Sie sehen wahrscheinlich dieses Gespür für Dringlichkeit,
											etwas Angst, aber auch äußerste Konzentration,
											ganz vertieft in das Lösen eines echt schwierigen Problems.
									",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
","
","
","
",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
"
											Si uno jugara notaría
											aquí algunos matices, la arruga de los ojos y alrededor de la boca
											es signo de optimismo.
											Y las cejas para arriba es sorpresa.
											Este es un jugador a punto de algo llamado
											triunfo épico.
											(Risas)
											Han oído eso. Bien. Bueno.
											Entonces hay jugadores entre nosotros.
											El triunfo épico es un resultado
											tan extraordinariamente positivo
											que uno no sabía que era posible hasta que lo logró.
											Estaba casi más allá de lo imaginable.
											Y cuando uno llega a eso se sorprende
											al descubrir de lo que era capaz. Eso es un triunfo épico.
											Este es un jugador al borde de un triunfo épico.
											Y este es el rostro que necesitamos ver
											en millones de resolutores de problemas en todo el mundo
											a medida que sorteamos los obstáculos del próximo siglo.
											El rostro de alguien que, contra toda apuesta,
											está al borde de un triunfo épico.
									","
											Eğer bir oyuncu iseniz, burada birkaç nüans
											fark edeceksiniz gözlerin üstündeki ve ağız çevresindeki
											kırışıklıklar iyimserliğin bir işaretidir.
											Kaşların yukarı kalkması bir şaşkınlık ifadesi.
											Bu, bazılarının destansı bir zaferin eşiğinde diye
											adlandırdığı oyuncudur.
											(Gülüşmeler)
											Oh, bunu duymuştunuz. Tamam. İyi.
											Aramızda bazı oyuncular var.
											Harikülade olumlu bir sonuç olan
											destansı zaferin, başarılıncaya kadar
											mümkün olup olmadığı hakkında hiçbir fikriniz yoktur.
											Bu, hayal gücü eşiğinin neredeyse ötesindeydi.
											Ve oraya geldiğinde, gerçekte neleri yapabilecek
											olduğunu keşfetmenin şokunu yaşarsın. İşte bu destansı bir zaferdir.
											Bu, destansı bir zaferin eşiğindeki bir oyuncudur.
											Ve bu, gelecek yüzyılın engellerinin üstesinden
											gelmeye çalışırken dünyadaki milyonlarca problem
											çözücünün yüzünde görmek istediğimiz ifadedir.
											Garip tüm şeylere karşı olan birisinin yüzü,
											destansı bir zaferin eşiğindedir.
									","
											Si vous êtes un joueur, vous remarquerez
											quelques nuances, le pli autour des yeux, et autour de la bouche
											qui est un signe d'optimisme.
											Les sourcils expriment la surprise.
											Voici un joueur sur le point de vivre ce qu'on appelle
											une victoire héroïque [epic win].
											(Rires)
											Vous en avez entendu parler. OK.
											Nous avons donc des joueurs parmi nous.
											Une victoire héroïque est un résultat
											si extraordinairement positif
											que vous n'avez même pas idée que c'était possible avant de l'atteindre.
											C'est presqu'au-delà des limites de l'imagination.
											Quand vous l'avez atteint, vous êtes choqué
											de découvrir de quoi vous êtes vraiment capable. C'est ça une victoire héroïque.
											Voici un joueur sur le point de remporter une victoire héroïque.
											Voici le visage que nous avons besoin de voir
											sur des millions de personnes partout dans le monde
											au moment où nous nous confrontons aux problèmes du siècle à venir.
											Le visage de quelqu'un qui, contre toute attente,
											est sur le point de remporter une victoire héroïque.
									","
											Wenn Sie auch spielen, sehen Sie
											einige Nuancen hier, die nach oben gezogenen Augen und der Mund
											sind ein Zeichen von Optimismus.
											Die Augenbrauen zeigen Überraschung.
											Dies ist ein Spieler, der am Rande eines sogenannten
											epischen Sieges steht.
											(Gelächter)
											Oh, Sie kennen das. OK. Prima.
											Also haben wir einige Spieler hier.
											Ein epischer Sieg ist ein Ergebnis,
											das so überaus positiv ist,
											dass Sie vorher gar nicht wussten, dass es überhaupt möglich war.
											Es war beinah jenseits der Vorstellungskraft.
											Und wenn Sie es erreichen, sind Sie schockiert,
											dass Sie tatsächlich zu so etwas fähig sind. Das ist ein epischer Sieg.
											Dieser Spieler steht kurz vor einem epischen Sieg.
											Und dies ist es, was wir auf Millionen Gesichtern
											von Problemlösern auf der ganzen Welt sehen müssen,
											wenn wir die Hürden des nächsten Jahrhunderts in Angriff nehmen.
											Das Gesicht derer, die entgegen aller Widrigkeiten
											am Rande eines epischen Sieges stehen.
									",Gaming can make a better world,Jane McGonigal,20:03,"computers,design,entertainment,gaming,global issues,play"
