en,es,tr,pt,title,speaker,duration,tags
"
","
","
","
",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
											So what if I could make for you
											a designer baby?
											What if you as a parent-to-be
											and I as a scientist decided
to go down that road together?
									","
											Y bien, ¿qué tal si pudiera crearles
											un bebé de diseño?
											¿Qué tal si Uds. como futuros padres
											y yo como científico decidiéramos
juntos optar por esa vía?
									","
											Peki, ben sizin için
											genetiği tasarlanmış bir bebek 
yapabilseydim ne olurdu?
											Ebeveyn adayları olarak siz
											ve bilim adamı olarak ben, bu yola 
birlikte çıkmaya karar verseydik?
									","
											E se eu vos pudesse fazer
											um bebé projetado?
											E se vocês, como futuros pais,
											e eu, como cientista, decidíssemos 
seguir este caminho?
									",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
","
","
","
",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
											What if we didn't?
											What if we thought, ""That's a bad idea,""
											but many of our family,
friends and coworkers
											did make that decision?
									","
											¿Y qué tal si no?
											¿Qué tal si pensáramos,
""es una mala idea"",
											pero muchos familiares, amigos y colegas
											tomaran esa decisión?
									","
											Ya da böyle bir şey yapmasaydık?
											Bunun ""kötü bir fikir""
olduğunu düşünseydik
											fakat ailemiz, arkadaşlarımız 
ve iş arkadaşlarımız
											bunu yapmaya karar verseydi?
									","
											E se não o fizéssemos?
											E se pensássemos:
""Isto é uma má ideia"",
											mas muitos dos nossos familiares, 
amigos e colegas
											tomassem essa decisão?
									",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
","
","
","
",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
											Let's fast-forward just 15 years from now.
											Let's pretend it's the year 2030,
											and you're a parent.
											You have your daughter,
Marianne, next to you,
											and in 2030, she is what we call a natural
											because she has no genetic modifications.
											And because you and your partner
consciously made that decision,
											many in your social circle,
they kind of look down on you.
											They think you're, like,
a Luddite or a technophobe.
									","
											Avancemos 15 años.
											Imaginemos que es el año 2030,
											y son padres.
											Tienen a su hija, Marianne, junto a Uds.,
											y en el 2030, ella es, por decir, natural
											porque no tiene modificaciones genéticas.
											Y porque Ud. y su pareja
tomaron conscientemente esa decisión.
											Muchos en su círculo social,
casi los miran con desdén,
											creen que son iguales a
un ludita o a un tecnófobo.
									","
											Şimdi zamanı hızlıca 
15 yıl sonrasına saralım.
											2030 yılında olduğumuzu ve
sizlerin birer ebeveyn
											olduğunuzu varsayalım.
											Yanınızda bir kızınız var, Marianne
											ve 2030 yılında, genetik yapısında 
hiçbir değişiklik yapılmadığı için
											onu doğal olarak tanımlıyoruz.
											Eşiniz ve siz bilinçli olarak 
böyle bir karar aldığınız için
											sosyal çevrenizdeki birçok insan 
sizi küçümsüyor.
											Sizin teknolojiye karşı ya da teknofobik
olduğunuzu düşünüyor.
									","
											Vamos avançar rapidamente 
15 anos no futuro.
											Vamos fingir que estamos no ano 2030,
											e que vocês são pais.
											Têm a vossa filha, Marianne, 
ao vosso lado,
											e em 2030, ela é o que chamamos ""natural""
											porque não tem modificações genéticas.
											Como vocês e o vosso parceiro
tomaram esta decisão conscientemente,
											muitos do vosso círculo social, 
olham-vos de forma diferente.
											Acham que vocês são ludistas
ou têm fobia da tecnologia.
									",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
","
","
","
",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
											Marianne's best friend Jenna,
who lives right next door,
											is a very different story.
											She was born a genetically modified
designer baby with numerous upgrades.
											Yeah. Upgrades.
											And these enhancements were introduced
											using a new genetic
modification technology
											that goes by the funny name CRISPR,
											you know, like something's crisp,
											this is CRISPR.
											The scientist that Jenna's parents
hired to do this
											for several million dollars
											introduced CRISPR
into a whole panel of human embryos.
											And then they used genetic testing,
											and they predicted that
that little tiny embryo, Jenna's embryo,
											would be the best of the bunch.
											And now, Jenna is an actual, real person.
											She's sitting on the carpet
in your living room
											playing with your daughter Marianne.
											And your families have known
each other for years now,
											and it's become very clear to you
											that Jenna is extraordinary.
											She's incredibly intelligent.
											If you're honest with yourself,
she's smarter than you,
											and she's five years old.
											She's beautiful, tall, athletic,
											and the list goes on and on.
											And in fact, there's
a whole new generation
											of these GM kids like Jenna.
											And so far it looks like
											they're healthier
than their parents' generation,
											than your generation.
											And they have lower health care costs.
											They're immune to a host
of health conditions,
											including HIV/AIDS and genetic diseases.
									","
											Jenna, la mejor amiga de Marianne
que vive al lado,
											tiene una historia diferente.
											Nació modificada genéticamente como
una bebé de diseño con numerosas mejoras.
											Sí. ""Mejoras"".
											Y estas modificaciones se aplicaron
											usando una nueva tecnología
de modificación genética
											que surge con el curioso
nombre de CRISPR,
											ya saben, como la palabra ""crisp"",
											pero esta es CRISPR.
											Los científicos que los padres
de Jenna contrataron,
											por varios millones de dólares,
											aplicaron CRISPR a un completo panel
de embriones humanos.
											Luego usaron pruebas genéticas,
											y predijeron que un pequeño embrión, 
el embrión de Jenna,
											sería el mejor de su serie.
											Y ahora, Jenna es una persona viva y real.
											Está sentada sobre la alfombra de su sala
											y juega con su hija Marianne.
											Y sus familias se han conocido
desde hace años,
											y es muy evidente para Uds.
											que Jenna es extraordinaria.
											Es increíblemente inteligente.
											Para ser honestos, es más lista que Uds.
											y apenas tiene 5 años.
											Es hermosa, alta, atlética
											y la lista sigue y sigue.
											Y, de hecho, hay toda
una nueva generación
											de estos niños modificados como Jenna.
											Y hasta donde se aprecia
											son más saludables que 
la generación progenitora,
											que nuestra generación.
											Y tienen menores costos
en atención médica.
											Son inmunes a una gran cantidad de males,
											incluso al VIH-SIDA
y a enfermedades genéticas.
									","
											Marianne'nin yan dairede yaşayan 
en yakın arkadaşı Jenna ise
											çok farklı bir hikâye.
											Jenna, genetiğinde bir sürü iyileştirme
yapılan, genetiği tasarlanmış bir kız.
											Evet. İyileştirme.
											Bu iyileştirmeler, komik bir ismi olan 
yeni bir gen değiştirme teknolojisi
											CRISPR kullanılarak tanıtıldı.
											Komik bir isim,
											çünkü hani bir şey çıtır çıtır olur ya,
											bu da CRISPR.
											Jenna'nın ebeveynlerinin birkaç 
milyon dolar ödeyerek

											tuttuğu bu bilim adamı
											CRISPR'ı insan embriyolarından 
oluşan bir gruba tanıttı.
											Sonra genetik testler yaptılar
											ve Jenna'nın embriyosunun 
gruptaki en iyi embriyo
											olduğu tahmininde bulundular.
											Şimdi, Jenna hakiki, gerçek bir insan.
											Oturma odanızdaki halının üzerinde oturup
											kızınız Marianne ile oynuyor.
											Aileleriniz artık birbirini 
yıllardır tanıyor
											ve Jenna'nın sıradışı olduğunun
											daha da farkına varmaya başladınız.
											Jenna inanılmaz derecede zeki.
											Eğer kendinize karşı dürüst olabilirseniz,
aslında o sizden bile daha zeki
											ve daha sadece beş yaşında.
											Güzel, uzun, atletik...
											Bu liste uzadıkça uzar.
											Doğrusunu söylemek gerekirse, Jenna gibi
											genetik yapısı değiştirilmiş 
bütün bir nesil var.
											Bu zamana kadar, hepsi 
ebeveynlerinin neslinden,

											sizin neslinizden
											daha sağlıklı görünüyor.
											Ve daha az sağlık masrafları var.
											HIV/AIDS ve genetik 
rahatsızlıkları da içeren
											bir sürü hastlalığa karşı 
bağışıklık sahibiler.
									","
											A melhor amiga da Marianne, a Jenna, 
que mora na porta ao lado,
											tem uma história diferente.
											Ela nasceu geneticamente modificada
com uma série de melhorias.
											Sim. Melhorias.
											Esses aperfeiçoamentos
foram introduzidos
											usando uma nova tecnologia
de modificação genética
											que tem o nome engraçado de CRISPR,
											como uma coisa crocante,
											mas é CRISPR.
											Os cientistas que os pais da Jenna 
contrataram para o fazer,
											por muitos milhões de dólares,
											introduziram o CRISPR
em vários embriões humanos.
											Depois fizeram testes genéticos,
											e previram que aquele pequeno
embrião, o embrião da Jenna,
											seria o melhor que poderia existir.
											E agora, a Jenna é uma pessoa real.
											Está sentada na carpete da vossa sala
											a brincar com a vossa filha Marianne.
											As vossas famílias conhecem-se há anos,
											e começa a ficar-vos muito claro
											que a Jenna é extraordinária.
											Ela é incrivelmente inteligente.
											Sendo honestos, vocês diriam
que ela é mais inteligente que vocês,
											e ela só tem cinco anos.
											Ela é bonita, alta, atlética,
											e a lista de qualidades continua.
											De facto, há toda uma nova geração
											destas crianças geneticamente modificadas,
como a Jenna.
											Até aqui parece
											que são mais saudáveis
do que a geração anterior,
											do que a vossa geração.
											Têm menos gastos com saúde.
											São imunes a uma série de doenças,
											incluindo o VIH/SIDA e doenças genéticas.
									",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
","
","
","
",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
"
											It all sounds so great,
											but you can't help but have
this sort of unsettling feeling,
											a gut feeling, that there's something
just not quite right about Jenna,
											and you've had the same feeling
about other GM kids that you've met.
											You were also reading
in the newspaper earlier this week
											that a study of these children
who were born as designer babies
											indicates they may have some issues,
											like increased aggressiveness
and narcissism.
											But more immediately on your mind
											is some news that you just got
from Jenna's family.
											She's so smart,
											she's now going to be going
to a special school,
											a different school
than your daughter Marianne,
											and this is kind of throwing
your family into a disarray.
											Marianne's been crying,
											and last night when you took her to bed
to kiss her goodnight,
											she said, ""Daddy, will Jenna
even be my friend anymore?""
									","
											Todo suena genial,
											pero Ud. no puede evitar tener
esa perturbadora sensación,
											un presentimiento de que hay algo
que no está del todo bien con Jenna,
											y puede tener esa misma sensación de 
otros niños modificados que ha conocido.
											También puede leer en el periódico 
a inicios de semana
											que un estudio de estos niños
que nacieron como bebés de diseño
											indica que podrían tener problemas,
											como altos niveles
de agresividad y narcisismo.
											Pero, inmediatamente, en su mente
											recuerda haber recibido
noticias de la familia de Jenna.
											Ella es tan inteligente
											que ahora asistirá
a una escuela especial,
											una escuela diferente que 
la de su hija Marianne,
											y esto está sumiendo
a su familia en desconcierto.
											Marianne ha estado llorando,
											y la noche anterior al llevarla a la cama
para darle las buenas noches,
											pregunta, ""¿Papá, acaso Jenna
ya no será mi amiga?""
									","
											Her şey kulağa harika geliyor.
											Ama Jenna'yla ilgili bir şeylerin 
tam doğru olmadığını hissettiren
											bu huzursuz edici duyguyu 
engelleyemiyorsunuz ve
											diğer genetiği değiştirilmiş çocuklarla 
ilgili de aynı şeyleri hissediyorsunuz.
											Ayrıca, hafta başında bir gazetede 

											tasarlanmış bebek olarak dünyaya gelmiş
çocuklar üzerinde yapılan bir araştırmanın

											bu çocukların yüksek agresiflik 
ve kendini beğenmişlik gibi
											bazı sorunlarının olabileceğini 
gösterdiğini okumuştunuz.
											Fakat aklınızda
											Jenna'nın ailesinden aldığınız
bazı haberler var.
											Jenna çok zeki,
											şimdi sizin kızınız Marianne'den
farklı bir okula,
											özel bir okula gidiyor ve
											bu sizin ailenizi biraz 
karışıklığa sürüklüyor.
											Marianne durmadan ağlıyor
											ve geçen gece iyi geceler demek 
için onu yatağına götürdüğünüzde
											size ""Babacığım, Jenna artık benim 
arkadaşım olamayacak mı? "" diye sormuştu.
									","
											Tudo isto parece maravilhoso,
											mas vocês não conseguem evitar
um sentimento perturbador,
											uma profunda sensação
de que há algo de errado com a Jenna,
											e sentem o mesmo sobre outras crianças
geneticamente modificadas que já viram.
											Vocês também leram recentemente,
nos jornais
											que um estudo sobre estas crianças,
que nasceram como bebés projetados,
											indica que elas podem ter problemas,
											como um maior grau de narcisismo
e de agressividade.
											Mais imediatamente na vossa cabeça
											têm algumas notícias que 
tiveram da família da Jenna.
											Ela é tão inteligente,
											que agora irá para uma escola especial,
											diferente daquela em que 
a vossa filha estuda,
											e isto é o tipo de coisa que causa 
problemas na vossa família.
											A Marianne tem chorado,
											e na noite passada, ao metê-la na cama,
e ao lhe darem um beijo de boa noite,
											ela disse, ""Pai, a Jenna já não vai
ser minha amiga?""
									",The ethical dilemma of designer babies,Paul Knoepfler,18:19,"AIDS,bioethics,biology,biotech,children,choice,discovery,DNA,CRISPR,genetics,HIV,health,humanity,innovation,molecular biology,identity,nature,parenting,policy,science,social change,society,technology,TEDx"
