en,pt,tr,title,speaker,duration,tags
"
","
","
",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
											I believe that the secret to producing
extremely drought-tolerant crops,
											which should go some way
to providing food security in the world,
											lies in resurrection plants,
											pictured here, in an extremely
droughted state.
											You might think
that these plants look dead,
											but they're not.
											Give them water,
											and they will resurrect, green up,
start growing, in 12 to 48 hours.
									","
											Creio que o segredo para produzir
culturas muito resistentes às secas,
											que têm que existir para garantir
a segurança alimentar no mundo,
											reside nas plantas que ressuscitam,
											representadas aqui, 
num estado extremamente seco.
											Podem pensar que estas plantas
estão mortas,
											mas não estão.
											Deem-lhes água e elas ressuscitarão,
											ficarão verdes, começarão a crescer
ao fim de 12 a 48 horas.
											Porque é que eu sugiro que a produção
de culturas resistentes às secas
									","
											Bir şekilde dünyada gıda güvenliği 
sağlayacak olan,
											kuraklığa son derece dayanıklı tahıl
yetiştirilmesinin sırrının
											son derece kurak durumda, bu resimde
											görüldüğü gibi, dirilen bitkilerde 
olduğuna inanıyorum.
											Bu bitkilerin oldukça ölü göründüğünü 
düşünüyor olabilirsiniz,
											fakat değiller.
											Onlara su verdiğinizde,
											12 ila 48 saat içerisinde dirilecek,
yeşerecek ve büyümeye başlayacaklar.
									",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
","
","
",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
											Now, why would I suggest
											that producing drought-tolerant crops
will go towards providing food security?
											Well, the current world population
is around 7 billion.
											And it's estimated that by 2050,
											we'll be between 9 and 10 billion people,
											with the bulk of this growth
happening in Africa.
									","
											ajudarão a segurança alimentar?
											A atual população mundial
situa-se à volta de sete mil milhões.
											Calcula-se que, por volta de 2050,
											seremos entre 9 a 10 mil milhões de pessoas.
											O grosso deste crescimento
ocorrerá em África.
											As organizações alimentares
e agrícolas mundiais
									","
											Şimdi neden kuraklığa dayanıklı
											tahıl üretiminin gıda güvenliği 
sağlayacağını iddia edeyim?
											Pekâlâ, dünya nüfusu şu an
7 milyar civarındadır.
											2050 yılına kadar 9 ila 10 milyar
											arasında olacağı tahmin edilmektedir.
											Bu büyümenin çoğu Afrika'da olacaktır.
									",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
","
","
",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
											The food and agricultural
organizations of the world
											have suggested that we need
a 70 percent increase
											in current agricultural practice
											to meet that demand.
											Given that plants
are at the base of the food chain,
											most of that's going
to have to come from plants.
									","
											têm sugerido que precisamos
de 70% de aumento
											na prática atual da agricultura
											para satisfazer essa procura.
											Dado que essas plantas
são a base da cadeia alimentar,
											a maior parte terá
que ter origem nas plantas.
											Mas esta percentagem de 70%
									","
											Dünyadaki gıda ve tarım kuruluşları
											oluşacak bu talebi karşılamak için
											mevcut tarımsal faaliyetlerin 
yüzde 70 oranında
											artışını önermektedirler.
											Bitkilerin gıda zincirinin altında 
olduğu düşünülünce
											bunların çoğunun bitkilerden 
gelmesi gerekir.
									",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
","
","
",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
											That percentage of 70 percent
											does not take into consideration
the potential effects of climate change.
									","
											não tem em consideração
os efeitos possíveis da alteração climática.
											Isto é retirado de um estudo de Dai,
publicado em 2011,
									","
											Bu yüzde 70 oranda
											iklim değişikliğinin olası etkileri
göz önünde bulundurulmamıştır.
									",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
","
","
",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
											This is taken from a study by Dai
published in 2011,
											where he took into consideration
											all the potential effects
of climate change
											and expressed them —
amongst other things —
											increased aridity due to lack of rain
or infrequent rain.
											The areas in red shown here,
											are areas that until recently
											have been very successfully
used for agriculture,
											but cannot anymore
because of lack of rainfall.
											This is the situation
that's predicted to happen in 2050.
											Much of Africa,
in fact, much of the world,
											is going to be in trouble.
											We're going to have to think of some
very smart ways of producing food.
											And preferably among them,
some drought-tolerant crops.
									","
											em que ele teve em consideração
											todos os efeitos possíveis 
da alteração climática
											e traduziu-os
— entre outras coisas —
											numa aridez acrescida devido 
à falta de chuvas ou a chuvas escassas.
											As áreas a vermelho que aqui se veem
											são áreas que, até há pouco tempo,
											eram utilizadas com êxito
para a agricultura
											mas já deixaram de o ser
por causa da falta de precipitação.
											Esta é a situação que se prevê
venha a acontecer em 2050.
											Grande parte de África,
ou melhor, grande parte do mundo
											vai ter problemas.
											Vamos ter que pensar em formas
inteligentes de produzir alimentos.
											E, entre elas, de preferência
culturas resistentes à seca.
											Outra coisa a não esquecer
sobre a África
									","
											Bu, Dai tarafından 2011 yılında 
yayınlanan bir çalışmadan alınmıştır,
											burada iklim değişikliğinin
											tüm olası etkilerini göz önünde
											bulundurarak ifade etmiş — 
diğer şeyler yanında —
											yağmurun olmaması veya seyrek olması 
yüzünden artan çoraklık.
											Burada kırmızı ile görülen alanlar
											son zamana kadar
											çok başarılı bir şekilde tarım 
için kullanılıyordu,
											fakat kuraklık nedeniyle artık 
kullanılamıyor.
											Bu durumun 2050 yılında 
olması öngörülüyordu.
											Afrika'nın çoğu bölgesinde, 
aslında dünyanın
											birçok bölgesinde durum kötü olacak.
											Gıda üretimi için birtakım akıllıca 
yollar düşünmek zorunda olacağız.
											Bunlar arasında tercihen
bazı kuraklığa dayanıklı tahıllar var.
									",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
","
","
",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
"
											The other thing
to remember about Africa is
											that most of their agriculture is rainfed.
									","
											é que a maior parte da sua agricultura
depende da chuva.
											Ora bem, fazer culturas resistentes à seca
não é uma coisa muito fácil.
									","
											Afrika hakkında 
hatırlanacak bir diğer şey de
											tarımlarının çoğunluğunun 
yağmura dayanmakta olduğu.
									",How we can make crops survive without water,Jill Farrant,13:56,"Africa,agriculture,bioethics,biology,biotech,chemistry,botany,environment,food,genetics,garden,global issues,microbiology,potential,nature,science,sustainability,water,weather,climate change,plants"
