en,tr,fr,title,speaker,duration,tags
"
","
","
",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
											Two twin domes,
											two radically opposed design cultures.
											One is made of thousands of steel parts,
											the other of a single silk thread.
											One is synthetic, the other organic.
											One is imposed on the environment,
											the other creates it.
											One is designed for nature,
the other is designed by her.
									","
											Bir çift ikiz, ama tasarım
											açısından tamamen zıt kubbeler.
											Biri binlerce demir parçadan
											öbürü ise tek bir ipek iplikten
yapılmış.
											Biri sentetik, diğeri ise organik.
											Biri doğaya zorla dayatılırken
											diğeri kendi çevresini yaratıyor.
											Biri doğa için tasarlanmış, diğeri
ise doğa tarafından.
									","
											Deux dômes jumeaux,
											deux cultures architecturales
radicalement opposées.
											L'un est fait de milliers
de morceaux d'acier,
											l'autre d'un fil de soie unique.
											L'un est synthétique,
l'autre est organique.
											L'un est imposé à l'environnement,
											l'autre crée l'environnement.
											L'un est créé pour la nature,
l'autre est créé par la nature.
									",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
","
","
",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
											Michelangelo said that
when he looked at raw marble,
											he saw a figure struggling to be free.
											The chisel was Michelangelo's only tool.
											But living things are not chiseled.
											They grow.
											And in our smallest units of life,
our cells, we carry all the information
											that's required for every other cell
to function and to replicate.
									","
											Michelangelo saf mermere 
baktığında ortaya
											çıkmaya can atan bir figür
gördüğünü söylemişti.
											Michelangelo'nun tek aracı bir 
keskiydi.
											Fakat yaşayan şeyler mermer gibi
yontulmazlar.
											Büyürler.
											Ve biz, en küçük yaşam birimlerimiz olan
hücrelerimizde, diğer hücrelerin
											çalışması ve çoğalması için gereken 
bütün bilgileri taşıyoruz.
									","
											Michel-Ange disait que
quand il regardait du marbre brut,
											il voyait un personnage
luttant pour sa liberté.
											Le burin était le seul outil
de Michel-Ange.
											Mais les êtres vivants
ne sont pas ciselés.
											Ils grandissent.
											Et dans les plus petites
parcelles vivantes, nos cellules,
											nous détenons toutes les informations
											nécessaires au fonctionnement
et à la réplication des autres cellules.
									",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
","
","
",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
											Tools also have consequences.
											At least since the Industrial Revolution,
the world of design has been dominated
											by the rigors of manufacturing
and mass production.
											Assembly lines have dictated
a world made of parts,
											framing the imagination
of designers and architects
											who have been trained to think
about their objects as assemblies
											of discrete parts with distinct functions.
									","
											Kullanılan araçların sonuçları da vardır.
											En azından, endüstri devriminden beri,
tasarım dünyası
											kitlesel üretimin baskısı altında 
kalmıştır.
											Monataj hatları, bütüne değil 
ama parçalara dayanan bir Dünya'yı
											yaratmış ve mimarlara,
tasarımcılara ürettikleri
											objelerin ayrı ayrı, kendine has
görevleri olan
											parçalardan oluşması gerektiğini
öğretmiştir.
									","
											Les outils ont aussi des conséquences.
											Depuis la Révolution Industrielle,
le monde du design est dominé
											par les rigueurs de la manufacture
et de la production de masse.
											Les chaines de montage ont dicté
un monde fait de pièces détachées,
											encadrant l'imagination
des designers et architectes,
											été entrainés à penser
à leurs objets comme des assemblages
											de morceaux distincts
avec des fonctions distinctes.
									",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
","
","
",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
											But you don't find homogenous
material assemblies in nature.
											Take human skin, for example.
											Our facial skins are thin
with large pores.
											Our back skins are thicker,
with small pores.
											One acts mainly as filter,
											the other mainly as barrier,
											and yet it's the same skin:
no parts, no assemblies.
											It's a system that gradually
varies its functionality
											by varying elasticity.
											So here this is a split screen
to represent my split world view,
											the split personality of every designer
and architect operating today
											between the chisel and the gene,
											between machine and organism,
between assembly and growth,
											between Henry Ford and Charles Darwin.
											These two worldviews,
my left brain and right brain,
											analysis and synthesis, will play out
on the two screens behind me.
											My work, at its simplest level,
											is about uniting these two worldviews,
											moving away from assembly
											and closer into growth.
									","
											Fakat doğada homojen üretim
örnekleri bulamazsınız.
											İnsan derisini örnek olarak
ele alalım.
											Yüzümüzdeki deri, büyük gözenekli
ve incedir.
											Sırtımızdaki deri ise küçük gözeneklere
sahip ve kalındır.
											Biri filtre görevinde,
											diğeri ise bariyer görevinde
											olduğu halde aynı deridir; parçaları
ve montaj noktaları yoktur.
											Derimiz, elastikliğini ayarlayarak
fonksiyonunu
											değiştiren bir sistemdir.
											İşte arkamdaki iki ekran, benim 
çifte Dünya görüşümü, bugün çalışan
											her tasarımcı ve mimarın bölünmüş 
kişiliğini,
											gen ve keski arasındaki farkı,
											makine ve organizma farkını,
montaj ve gelişim farkını yani
											Henry Ford ve Charles Darwin
arasındaki farkı anlatıyor.
											Bu iki bakış açısı, bir nevi benim sağ
beynim ve sol beynim,
											analiz ve sentez arkamdaki iki
ekrana yansıyor olacak.
											Benim yaptığım, en basit anlamda
											bu iki görüşü birleştirmek
											ve montaj, üretim kavramından uzaklaşarak
											gelişim konseptine yakınlaşmak.
									","
											Mais, dans la nature, vous ne trouvez pas
d'assemblages homogènes de matériaux.
											Prenez la peau humaine, par exemple.
											Notre peau du visage est mince
avec des pores larges.
											Notre peau dans le dos est plus épaisse
avec de petits pores.
											L'une agit principalement
comme un filtre,
											l'autre comme une barrière,
											et pourtant c'est la même peau :
pas de pièces détachées, pas d'assemblage.
											C'est un système qui fait progressivement
varier sa fonctionnalité
											en modifiant son élasticité.
											Voici un écran partagé
pour représenter ma vue partagée du monde,
											la personnalité divisée de chaque designer
et architecte travaillant aujourd'hui
											entre le burin et le gène,
											entre la machine et l'organisme,
entre l'assemblage et la croissance,
											entre Henry Ford et Charles Darwin.
											Ces deux visions du monde,
											les hémisphères gauche et droit
de mon cerveau,
											l'analyse et la synthèse, 
joueront sur les deux écrans derrière moi.
											Mon travail, en toute simplicité,
											est d'unir ces deux visions du monde,
											de s'éloigner de l'assemblage
											pour se rapprocher de la croissance.
									",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
","
","
",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
"
											You're probably asking yourselves:
											Why now?
											Why was this not possible 10
or even five years ago?
											We live in a very special time in history,
											a rare time,
											a time when the confluence of four fields
is giving designers access to tools
											we've never had access to before.
											These fields are computational design,
											allowing us to design
complex forms with simple code;
											additive manufacturing,
letting us produce parts
											by adding material
rather than carving it out;
											materials engineering, which lets us
design the behavior of materials
											in high resolution;
											and synthetic biology,
											enabling us to design new biological
functionality by editing DNA.
											And at the intersection
of these four fields,
											my team and I create.
											Please meet the minds and hands
											of my students.
									","
											Kendinize ""Neden şu an ?"" diye
											soruyor olabilirsiniz.
											Bu neden 10 ya da hatta 5 yıl önce
mümkün değildi?
											Biz tarihte çok özel
											ve nadir bir zamanda,

											yani 4 dalın birleşiminin tasarımcılara 
şu ana kadar eşi benzeri olmayan
											imkanlara ulaşım 
sağladığı bir çağda yaşıyoruz.
											Bu alanlar; bize basit kodlar ile
kompleks oluşumlar
											yaratmamıza izin veren bilgisayarlarla 
dijital tasarım,
											bize yontmak yerine madde ekleyerek
üretim yapmamıza izin veren
											3 boyutlu basım teknolojisi,
											materyallerin davranışını yüksek
çözünürlükte tasarlamamıza
											izin veren materyal mühendisliği
											ve DNA kodlarını değiştirerek
yeni
											biyolojik fonksiyonlar geliştirmemizi 
sağlayan sentetik biyolojiden oluşuyor.
											Ve işte bu 4 alanın kesiştiği
noktada ben ve
											takımım üretiyoruz
ve yaratıyoruz.
											Lütfen öğrencilerimin, akılları
ve elleri
											ile tanışın.
									","
											Vous vous demandez probablement :
											Pourquoi maintenant ?
											Pourquoi cela n'était-il pas possible
il y a 10 ans ou même 5 ans ?
											Nous vivons à une période de l'histoire
très spéciale,
											un moment rare,
											un moment où la confluence
de quatre domaines
											offre aux designers un accès
à des outils
											auxquels nous n'avons
jamais eu accès.
											Ces domaines sont
la conception assistée par ordinateur,
											nous permettant de créer
des formes complexes avec un code simple ;
											la fabrication additive,
nous permettant de produire des éléments
											en ajoutant de la matière
plutôt qu'en découpant ;
											l'ingénierie des matériaux, nous laissant
créer le comportement des matériaux
											en haute résolution ;
											et la biologie synthétique,
											nous permettant de créer 
de nouvelles fonctionnalités biologiques
											en modifiant l'ADN.
											Et à l'intersection
de ces quatre domaines,
											mon équipe et moi créons.
											Voici les esprits et mains
											de mes étudiants.
									",Design at the intersection of technology and biology,Neri Oxman,17:36,"architecture,biology,design,innovation,materials,microbiology,nature,product design,technology,manufacturing,3D printing"
